"Net generation for residential"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=fttb&geo=00fvvvvvvvvvo&sec=004&linechart=ELEC.GEN.COW-CT-8.A&columnchart=ELEC.GEN.COW-CT-8.A&map=ELEC.GEN.COW-CT-8.A&freq=A&start=2010&end=2016&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Fri Aug 18 2017 17:50:21 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","2010","2011","2012","2013","2014","2015","2016"
"North Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : other renewables",,"ELEC.GEN.AOR-NC-8.A",,,,,,,
"North Carolina : wind","thousand megawatthours","ELEC.GEN.WND-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : other","thousand megawatthours","ELEC.GEN.OTH-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : all solar",,"ELEC.GEN.TSN-NC-8.A",,,,,,,
"North Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NC-8.A","--","--","--","--",11,19,36
"North Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NC-8.A","--","--","--","--","--","--","--"
"South Carolina",,"ELEC.GEN..A",,,,,,,
"South Carolina : all fuels (utility-scale)",,"ELEC.GEN.ALL-SC-8.A",,,,,,,
"South Carolina : coal","thousand megawatthours","ELEC.GEN.COW-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : other renewables",,"ELEC.GEN.AOR-SC-8.A",,,,,,,
"South Carolina : wind","thousand megawatthours","ELEC.GEN.WND-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : geothermal","thousand megawatthours","ELEC.GEN.GEO-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : biomass","thousand megawatthours","ELEC.GEN.BIO-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : other","thousand megawatthours","ELEC.GEN.OTH-SC-8.A","--","--","--","--","--","--","--"
"South Carolina : all solar",,"ELEC.GEN.TSN-SC-8.A",,,,,,,
"South Carolina : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SC-8.A","--","--","--","--",3,5,23
"South Carolina : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SC-8.A","--","--","--","--","--","--","--"
"Virginia",,"ELEC.GEN..A",,,,,,,
"Virginia : all fuels (utility-scale)",,"ELEC.GEN.ALL-VA-8.A",,,,,,,
"Virginia : coal","thousand megawatthours","ELEC.GEN.COW-VA-8.A","--","--","--","--","--","--","--"
"Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-VA-8.A","--","--","--","--","--","--","--"
"Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-VA-8.A","--","--","--","--","--","--","--"
"Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-VA-8.A","--","--","--","--","--","--","--"
"Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-VA-8.A","--","--","--","--","--","--","--"
"Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-VA-8.A","--","--","--","--","--","--","--"
"Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-VA-8.A","--","--","--","--","--","--","--"
"Virginia : other renewables",,"ELEC.GEN.AOR-VA-8.A",,,,,,,
"Virginia : wind","thousand megawatthours","ELEC.GEN.WND-VA-8.A","--","--","--","--","--","--","--"
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-8.A","--","--","--","--","--","--","--"
"Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-VA-8.A","--","--","--","--","--","--","--"
"Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-VA-8.A","--","--","--","--","--","--","--"
"Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-VA-8.A","--","--","--","--","--","--","--"
"Virginia : other","thousand megawatthours","ELEC.GEN.OTH-VA-8.A","--","--","--","--","--","--","--"
"Virginia : all solar",,"ELEC.GEN.TSN-VA-8.A",,,,,,,
"Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-VA-8.A","--","--","--","--",11,16,25
"Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-VA-8.A","--","--","--","--","--","--","--"
"West Virginia",,"ELEC.GEN..A",,,,,,,
"West Virginia : all fuels (utility-scale)",,"ELEC.GEN.ALL-WV-8.A",,,,,,,
"West Virginia : coal","thousand megawatthours","ELEC.GEN.COW-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : natural gas","thousand megawatthours","ELEC.GEN.NG-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : other gases","thousand megawatthours","ELEC.GEN.OOG-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : nuclear","thousand megawatthours","ELEC.GEN.NUC-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : other renewables",,"ELEC.GEN.AOR-WV-8.A",,,,,,,
"West Virginia : wind","thousand megawatthours","ELEC.GEN.WND-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : geothermal","thousand megawatthours","ELEC.GEN.GEO-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : biomass","thousand megawatthours","ELEC.GEN.BIO-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : other","thousand megawatthours","ELEC.GEN.OTH-WV-8.A","--","--","--","--","--","--","--"
"West Virginia : all solar",,"ELEC.GEN.TSN-WV-8.A",,,,,,,
"West Virginia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WV-8.A","--","--","--","--",3,3,4
"West Virginia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WV-8.A","--","--","--","--","--","--","--"
"East South Central",,"ELEC.GEN..A",,,,,,,
"Alabama",,"ELEC.GEN..A",,,,,,,
"Alabama : all fuels (utility-scale)",,"ELEC.GEN.ALL-AL-8.A",,,,,,,
"Alabama : coal","thousand megawatthours","ELEC.GEN.COW-AL-8.A","--","--","--","--","--","--","--"
"Alabama : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AL-8.A","--","--","--","--","--","--","--"
"Alabama : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AL-8.A","--","--","--","--","--","--","--"
"Alabama : natural gas","thousand megawatthours","ELEC.GEN.NG-AL-8.A","--","--","--","--","--","--","--"
"Alabama : other gases","thousand megawatthours","ELEC.GEN.OOG-AL-8.A","--","--","--","--","--","--","--"
"Alabama : nuclear","thousand megawatthours","ELEC.GEN.NUC-AL-8.A","--","--","--","--","--","--","--"
"Alabama : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AL-8.A","--","--","--","--","--","--","--"
"Alabama : other renewables",,"ELEC.GEN.AOR-AL-8.A",,,,,,,
"Alabama : wind","thousand megawatthours","ELEC.GEN.WND-AL-8.A","--","--","--","--","--","--","--"
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-8.A","--","--","--","--","--","--","--"
"Alabama : geothermal","thousand megawatthours","ELEC.GEN.GEO-AL-8.A","--","--","--","--","--","--","--"
"Alabama : biomass","thousand megawatthours","ELEC.GEN.BIO-AL-8.A","--","--","--","--","--","--","--"
"Alabama : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AL-8.A","--","--","--","--","--","--","--"
"Alabama : other","thousand megawatthours","ELEC.GEN.OTH-AL-8.A","--","--","--","--","--","--","--"
"Alabama : all solar",,"ELEC.GEN.TSN-AL-8.A",,,,,,,
"Alabama : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AL-8.A","--","--","--","--",0,0,1
"Alabama : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AL-8.A","--","--","--","--","--","--","--"
"Kentucky",,"ELEC.GEN..A",,,,,,,
"Kentucky : all fuels (utility-scale)",,"ELEC.GEN.ALL-KY-8.A",,,,,,,
"Kentucky : coal","thousand megawatthours","ELEC.GEN.COW-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : petroleum coke","thousand megawatthours","ELEC.GEN.PC-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : natural gas","thousand megawatthours","ELEC.GEN.NG-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : other gases","thousand megawatthours","ELEC.GEN.OOG-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : nuclear","thousand megawatthours","ELEC.GEN.NUC-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : other renewables",,"ELEC.GEN.AOR-KY-8.A",,,,,,,
"Kentucky : wind","thousand megawatthours","ELEC.GEN.WND-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : geothermal","thousand megawatthours","ELEC.GEN.GEO-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : biomass","thousand megawatthours","ELEC.GEN.BIO-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : other","thousand megawatthours","ELEC.GEN.OTH-KY-8.A","--","--","--","--","--","--","--"
"Kentucky : all solar",,"ELEC.GEN.TSN-KY-8.A",,,,,,,
"Kentucky : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-KY-8.A","--","--","--","--",1,2,4
"Kentucky : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KY-8.A","--","--","--","--","--","--","--"
"Mississippi",,"ELEC.GEN..A",,,,,,,
"Mississippi : all fuels (utility-scale)",,"ELEC.GEN.ALL-MS-8.A",,,,,,,
"Mississippi : coal","thousand megawatthours","ELEC.GEN.COW-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : natural gas","thousand megawatthours","ELEC.GEN.NG-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : other gases","thousand megawatthours","ELEC.GEN.OOG-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : nuclear","thousand megawatthours","ELEC.GEN.NUC-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : other renewables",,"ELEC.GEN.AOR-MS-8.A",,,,,,,
"Mississippi : wind","thousand megawatthours","ELEC.GEN.WND-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : geothermal","thousand megawatthours","ELEC.GEN.GEO-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : biomass","thousand megawatthours","ELEC.GEN.BIO-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : other","thousand megawatthours","ELEC.GEN.OTH-MS-8.A","--","--","--","--","--","--","--"
"Mississippi : all solar",,"ELEC.GEN.TSN-MS-8.A",,,,,,,
"Mississippi : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MS-8.A","--","--","--","--",1,0,0
"Mississippi : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MS-8.A","--","--","--","--","--","--","--"
"Tennessee",,"ELEC.GEN..A",,,,,,,
"Tennessee : all fuels (utility-scale)",,"ELEC.GEN.ALL-TN-8.A",,,,,,,
"Tennessee : coal","thousand megawatthours","ELEC.GEN.COW-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : petroleum coke","thousand megawatthours","ELEC.GEN.PC-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : natural gas","thousand megawatthours","ELEC.GEN.NG-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : other gases","thousand megawatthours","ELEC.GEN.OOG-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : nuclear","thousand megawatthours","ELEC.GEN.NUC-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : other renewables",,"ELEC.GEN.AOR-TN-8.A",,,,,,,
"Tennessee : wind","thousand megawatthours","ELEC.GEN.WND-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : geothermal","thousand megawatthours","ELEC.GEN.GEO-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : biomass","thousand megawatthours","ELEC.GEN.BIO-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : other","thousand megawatthours","ELEC.GEN.OTH-TN-8.A","--","--","--","--","--","--","--"
"Tennessee : all solar",,"ELEC.GEN.TSN-TN-8.A",,,,,,,
"Tennessee : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-TN-8.A","--","--","--","--",0,0,0
"Tennessee : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TN-8.A","--","--","--","--","--","--","--"
"West South Central",,"ELEC.GEN..A",,,,,,,
"Arkansas",,"ELEC.GEN..A",,,,,,,
"Arkansas : all fuels (utility-scale)",,"ELEC.GEN.ALL-AR-8.A",,,,,,,
"Arkansas : coal","thousand megawatthours","ELEC.GEN.COW-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : natural gas","thousand megawatthours","ELEC.GEN.NG-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : other gases","thousand megawatthours","ELEC.GEN.OOG-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : nuclear","thousand megawatthours","ELEC.GEN.NUC-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : other renewables",,"ELEC.GEN.AOR-AR-8.A",,,,,,,
"Arkansas : wind","thousand megawatthours","ELEC.GEN.WND-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : geothermal","thousand megawatthours","ELEC.GEN.GEO-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : biomass","thousand megawatthours","ELEC.GEN.BIO-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : other","thousand megawatthours","ELEC.GEN.OTH-AR-8.A","--","--","--","--","--","--","--"
"Arkansas : all solar",,"ELEC.GEN.TSN-AR-8.A",,,,,,,
"Arkansas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AR-8.A","--","--","--","--",2,3,4
"Arkansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AR-8.A","--","--","--","--","--","--","--"
"Louisiana",,"ELEC.GEN..A",,,,,,,
"Louisiana : all fuels (utility-scale)",,"ELEC.GEN.ALL-LA-8.A",,,,,,,
"Louisiana : coal","thousand megawatthours","ELEC.GEN.COW-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : petroleum coke","thousand megawatthours","ELEC.GEN.PC-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : natural gas","thousand megawatthours","ELEC.GEN.NG-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : other gases","thousand megawatthours","ELEC.GEN.OOG-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : nuclear","thousand megawatthours","ELEC.GEN.NUC-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : other renewables",,"ELEC.GEN.AOR-LA-8.A",,,,,,,
"Louisiana : wind","thousand megawatthours","ELEC.GEN.WND-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : geothermal","thousand megawatthours","ELEC.GEN.GEO-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : biomass","thousand megawatthours","ELEC.GEN.BIO-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : other","thousand megawatthours","ELEC.GEN.OTH-LA-8.A","--","--","--","--","--","--","--"
"Louisiana : all solar",,"ELEC.GEN.TSN-LA-8.A",,,,,,,
"Louisiana : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-LA-8.A","--","--","--","--",99,147,182
"Louisiana : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-LA-8.A","--","--","--","--","--","--","--"
"Oklahoma",,"ELEC.GEN..A",,,,,,,
"Oklahoma : all fuels (utility-scale)",,"ELEC.GEN.ALL-OK-8.A",,,,,,,
"Oklahoma : coal","thousand megawatthours","ELEC.GEN.COW-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : petroleum coke","thousand megawatthours","ELEC.GEN.PC-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : natural gas","thousand megawatthours","ELEC.GEN.NG-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : other gases","thousand megawatthours","ELEC.GEN.OOG-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : nuclear","thousand megawatthours","ELEC.GEN.NUC-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : other renewables",,"ELEC.GEN.AOR-OK-8.A",,,,,,,
"Oklahoma : wind","thousand megawatthours","ELEC.GEN.WND-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : geothermal","thousand megawatthours","ELEC.GEN.GEO-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : biomass","thousand megawatthours","ELEC.GEN.BIO-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : other","thousand megawatthours","ELEC.GEN.OTH-OK-8.A","--","--","--","--","--","--","--"
"Oklahoma : all solar",,"ELEC.GEN.TSN-OK-8.A",,,,,,,
"Oklahoma : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OK-8.A","--","--","--","--",2,2,3
"Oklahoma : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OK-8.A","--","--","--","--","--","--","--"
"Texas",,"ELEC.GEN..A",,,,,,,
"Texas : all fuels (utility-scale)",,"ELEC.GEN.ALL-TX-8.A",,,,,,,
"Texas : coal","thousand megawatthours","ELEC.GEN.COW-TX-8.A","--","--","--","--","--","--","--"
"Texas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-TX-8.A","--","--","--","--","--","--","--"
"Texas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-TX-8.A","--","--","--","--","--","--","--"
"Texas : natural gas","thousand megawatthours","ELEC.GEN.NG-TX-8.A","--","--","--","--","--","--","--"
"Texas : other gases","thousand megawatthours","ELEC.GEN.OOG-TX-8.A","--","--","--","--","--","--","--"
"Texas : nuclear","thousand megawatthours","ELEC.GEN.NUC-TX-8.A","--","--","--","--","--","--","--"
"Texas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-TX-8.A","--","--","--","--","--","--","--"
"Texas : other renewables",,"ELEC.GEN.AOR-TX-8.A",,,,,,,
"Texas : wind","thousand megawatthours","ELEC.GEN.WND-TX-8.A","--","--","--","--","--","--","--"
"Texas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TX-8.A","--","--","--","--","--","--","--"
"Texas : geothermal","thousand megawatthours","ELEC.GEN.GEO-TX-8.A","--","--","--","--","--","--","--"
"Texas : biomass","thousand megawatthours","ELEC.GEN.BIO-TX-8.A","--","--","--","--","--","--","--"
"Texas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-TX-8.A","--","--","--","--","--","--","--"
"Texas : other","thousand megawatthours","ELEC.GEN.OTH-TX-8.A","--","--","--","--","--","--","--"
"Texas : all solar",,"ELEC.GEN.TSN-TX-8.A",,,,,,,
"Texas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-TX-8.A","--","--","--","--",93,126,222
"Texas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-TX-8.A","--","--","--","--","--","--","--"
"Mountain",,"ELEC.GEN..A",,,,,,,
"Arizona",,"ELEC.GEN..A",,,,,,,
"Arizona : all fuels (utility-scale)",,"ELEC.GEN.ALL-AZ-8.A",,,,,,,
"Arizona : coal","thousand megawatthours","ELEC.GEN.COW-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : petroleum coke","thousand megawatthours","ELEC.GEN.PC-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : natural gas","thousand megawatthours","ELEC.GEN.NG-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : other gases","thousand megawatthours","ELEC.GEN.OOG-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : nuclear","thousand megawatthours","ELEC.GEN.NUC-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : other renewables",,"ELEC.GEN.AOR-AZ-8.A",,,,,,,
"Arizona : wind","thousand megawatthours","ELEC.GEN.WND-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : geothermal","thousand megawatthours","ELEC.GEN.GEO-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : biomass","thousand megawatthours","ELEC.GEN.BIO-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : other","thousand megawatthours","ELEC.GEN.OTH-AZ-8.A","--","--","--","--","--","--","--"
"Arizona : all solar",,"ELEC.GEN.TSN-AZ-8.A",,,,,,,
"Arizona : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-AZ-8.A","--","--","--","--",536,721,963
"Arizona : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-AZ-8.A","--","--","--","--","--","--","--"
"Colorado",,"ELEC.GEN..A",,,,,,,
"Colorado : all fuels (utility-scale)",,"ELEC.GEN.ALL-CO-8.A",,,,,,,
"Colorado : coal","thousand megawatthours","ELEC.GEN.COW-CO-8.A","--","--","--","--","--","--","--"
"Colorado : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-CO-8.A","--","--","--","--","--","--","--"
"Colorado : petroleum coke","thousand megawatthours","ELEC.GEN.PC-CO-8.A","--","--","--","--","--","--","--"
"Colorado : natural gas","thousand megawatthours","ELEC.GEN.NG-CO-8.A","--","--","--","--","--","--","--"
"Colorado : other gases","thousand megawatthours","ELEC.GEN.OOG-CO-8.A","--","--","--","--","--","--","--"
"Colorado : nuclear","thousand megawatthours","ELEC.GEN.NUC-CO-8.A","--","--","--","--","--","--","--"
"Colorado : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-CO-8.A","--","--","--","--","--","--","--"
"Colorado : other renewables",,"ELEC.GEN.AOR-CO-8.A",,,,,,,
"Colorado : wind","thousand megawatthours","ELEC.GEN.WND-CO-8.A","--","--","--","--","--","--","--"
"Colorado : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-CO-8.A","--","--","--","--","--","--","--"
"Colorado : geothermal","thousand megawatthours","ELEC.GEN.GEO-CO-8.A","--","--","--","--","--","--","--"
"Colorado : biomass","thousand megawatthours","ELEC.GEN.BIO-CO-8.A","--","--","--","--","--","--","--"
"Colorado : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-CO-8.A","--","--","--","--","--","--","--"
"Colorado : other","thousand megawatthours","ELEC.GEN.OTH-CO-8.A","--","--","--","--","--","--","--"
"Colorado : all solar",,"ELEC.GEN.TSN-CO-8.A",,,,,,,
