"Net generation for residential"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=fttb&geo=00fvvvvvvvvvo&sec=004&linechart=ELEC.GEN.COW-CT-8.A&columnchart=ELEC.GEN.COW-CT-8.A&map=ELEC.GEN.COW-CT-8.A&freq=A&start=2010&end=2016&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Fri Aug 18 2017 17:50:21 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","2010","2011","2012","2013","2014","2015","2016"
"Ohio : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OH-8.A","--","--","--","--",10,14,20
"Ohio : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OH-8.A","--","--","--","--","--","--","--"
"Wisconsin",,"ELEC.GEN..A",,,,,,,
"Wisconsin : all fuels (utility-scale)",,"ELEC.GEN.ALL-WI-8.A",,,,,,,
"Wisconsin : coal","thousand megawatthours","ELEC.GEN.COW-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : petroleum coke","thousand megawatthours","ELEC.GEN.PC-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : natural gas","thousand megawatthours","ELEC.GEN.NG-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : other gases","thousand megawatthours","ELEC.GEN.OOG-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : nuclear","thousand megawatthours","ELEC.GEN.NUC-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : other renewables",,"ELEC.GEN.AOR-WI-8.A",,,,,,,
"Wisconsin : wind","thousand megawatthours","ELEC.GEN.WND-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : geothermal","thousand megawatthours","ELEC.GEN.GEO-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : biomass","thousand megawatthours","ELEC.GEN.BIO-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : other","thousand megawatthours","ELEC.GEN.OTH-WI-8.A","--","--","--","--","--","--","--"
"Wisconsin : all solar",,"ELEC.GEN.TSN-WI-8.A",,,,,,,
"Wisconsin : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-WI-8.A","--","--","--","--",7,10,14
"Wisconsin : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-WI-8.A","--","--","--","--","--","--","--"
"West North Central",,"ELEC.GEN..A",,,,,,,
"Iowa",,"ELEC.GEN..A",,,,,,,
"Iowa : all fuels (utility-scale)",,"ELEC.GEN.ALL-IA-8.A",,,,,,,
"Iowa : coal","thousand megawatthours","ELEC.GEN.COW-IA-8.A","--","--","--","--","--","--","--"
"Iowa : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-IA-8.A","--","--","--","--","--","--","--"
"Iowa : petroleum coke","thousand megawatthours","ELEC.GEN.PC-IA-8.A","--","--","--","--","--","--","--"
"Iowa : natural gas","thousand megawatthours","ELEC.GEN.NG-IA-8.A","--","--","--","--","--","--","--"
"Iowa : other gases","thousand megawatthours","ELEC.GEN.OOG-IA-8.A","--","--","--","--","--","--","--"
"Iowa : nuclear","thousand megawatthours","ELEC.GEN.NUC-IA-8.A","--","--","--","--","--","--","--"
"Iowa : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-IA-8.A","--","--","--","--","--","--","--"
"Iowa : other renewables",,"ELEC.GEN.AOR-IA-8.A",,,,,,,
"Iowa : wind","thousand megawatthours","ELEC.GEN.WND-IA-8.A","--","--","--","--","--","--","--"
"Iowa : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IA-8.A","--","--","--","--","--","--","--"
"Iowa : geothermal","thousand megawatthours","ELEC.GEN.GEO-IA-8.A","--","--","--","--","--","--","--"
"Iowa : biomass","thousand megawatthours","ELEC.GEN.BIO-IA-8.A","--","--","--","--","--","--","--"
"Iowa : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-IA-8.A","--","--","--","--","--","--","--"
"Iowa : other","thousand megawatthours","ELEC.GEN.OTH-IA-8.A","--","--","--","--","--","--","--"
"Iowa : all solar",,"ELEC.GEN.TSN-IA-8.A",,,,,,,
"Iowa : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-IA-8.A","--","--","--","--",8,13,17
"Iowa : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-IA-8.A","--","--","--","--","--","--","--"
"Kansas",,"ELEC.GEN..A",,,,,,,
"Kansas : all fuels (utility-scale)",,"ELEC.GEN.ALL-KS-8.A",,,,,,,
"Kansas : coal","thousand megawatthours","ELEC.GEN.COW-KS-8.A","--","--","--","--","--","--","--"
"Kansas : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-KS-8.A","--","--","--","--","--","--","--"
"Kansas : petroleum coke","thousand megawatthours","ELEC.GEN.PC-KS-8.A","--","--","--","--","--","--","--"
"Kansas : natural gas","thousand megawatthours","ELEC.GEN.NG-KS-8.A","--","--","--","--","--","--","--"
"Kansas : other gases","thousand megawatthours","ELEC.GEN.OOG-KS-8.A","--","--","--","--","--","--","--"
"Kansas : nuclear","thousand megawatthours","ELEC.GEN.NUC-KS-8.A","--","--","--","--","--","--","--"
"Kansas : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-KS-8.A","--","--","--","--","--","--","--"
"Kansas : other renewables",,"ELEC.GEN.AOR-KS-8.A",,,,,,,
"Kansas : wind","thousand megawatthours","ELEC.GEN.WND-KS-8.A","--","--","--","--","--","--","--"
"Kansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KS-8.A","--","--","--","--","--","--","--"
"Kansas : geothermal","thousand megawatthours","ELEC.GEN.GEO-KS-8.A","--","--","--","--","--","--","--"
"Kansas : biomass","thousand megawatthours","ELEC.GEN.BIO-KS-8.A","--","--","--","--","--","--","--"
"Kansas : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-KS-8.A","--","--","--","--","--","--","--"
"Kansas : other","thousand megawatthours","ELEC.GEN.OTH-KS-8.A","--","--","--","--","--","--","--"
"Kansas : all solar",,"ELEC.GEN.TSN-KS-8.A",,,,,,,
"Kansas : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-KS-8.A","--","--","--","--",1,2,5
"Kansas : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-KS-8.A","--","--","--","--","--","--","--"
"Minnesota",,"ELEC.GEN..A",,,,,,,
"Minnesota : all fuels (utility-scale)",,"ELEC.GEN.ALL-MN-8.A",,,,,,,
"Minnesota : coal","thousand megawatthours","ELEC.GEN.COW-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : natural gas","thousand megawatthours","ELEC.GEN.NG-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : other gases","thousand megawatthours","ELEC.GEN.OOG-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : nuclear","thousand megawatthours","ELEC.GEN.NUC-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : other renewables",,"ELEC.GEN.AOR-MN-8.A",,,,,,,
"Minnesota : wind","thousand megawatthours","ELEC.GEN.WND-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : geothermal","thousand megawatthours","ELEC.GEN.GEO-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : biomass","thousand megawatthours","ELEC.GEN.BIO-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : other","thousand megawatthours","ELEC.GEN.OTH-MN-8.A","--","--","--","--","--","--","--"
"Minnesota : all solar",,"ELEC.GEN.TSN-MN-8.A",,,,,,,
"Minnesota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MN-8.A","--","--","--","--",8,10,17
"Minnesota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MN-8.A","--","--","--","--","--","--","--"
"Missouri",,"ELEC.GEN..A",,,,,,,
"Missouri : all fuels (utility-scale)",,"ELEC.GEN.ALL-MO-8.A",,,,,,,
"Missouri : coal","thousand megawatthours","ELEC.GEN.COW-MO-8.A","--","--","--","--","--","--","--"
"Missouri : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MO-8.A","--","--","--","--","--","--","--"
"Missouri : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MO-8.A","--","--","--","--","--","--","--"
"Missouri : natural gas","thousand megawatthours","ELEC.GEN.NG-MO-8.A","--","--","--","--","--","--","--"
"Missouri : other gases","thousand megawatthours","ELEC.GEN.OOG-MO-8.A","--","--","--","--","--","--","--"
"Missouri : nuclear","thousand megawatthours","ELEC.GEN.NUC-MO-8.A","--","--","--","--","--","--","--"
"Missouri : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MO-8.A","--","--","--","--","--","--","--"
"Missouri : other renewables",,"ELEC.GEN.AOR-MO-8.A",,,,,,,
"Missouri : wind","thousand megawatthours","ELEC.GEN.WND-MO-8.A","--","--","--","--","--","--","--"
"Missouri : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MO-8.A","--","--","--","--","--","--","--"
"Missouri : geothermal","thousand megawatthours","ELEC.GEN.GEO-MO-8.A","--","--","--","--","--","--","--"
"Missouri : biomass","thousand megawatthours","ELEC.GEN.BIO-MO-8.A","--","--","--","--","--","--","--"
"Missouri : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MO-8.A","--","--","--","--","--","--","--"
"Missouri : other","thousand megawatthours","ELEC.GEN.OTH-MO-8.A","--","--","--","--","--","--","--"
"Missouri : all solar",,"ELEC.GEN.TSN-MO-8.A",,,,,,,
"Missouri : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MO-8.A","--","--","--","--",48,59,75
"Missouri : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MO-8.A","--","--","--","--","--","--","--"
"Nebraska",,"ELEC.GEN..A",,,,,,,
"Nebraska : all fuels (utility-scale)",,"ELEC.GEN.ALL-NE-8.A",,,,,,,
"Nebraska : coal","thousand megawatthours","ELEC.GEN.COW-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : natural gas","thousand megawatthours","ELEC.GEN.NG-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : other gases","thousand megawatthours","ELEC.GEN.OOG-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : nuclear","thousand megawatthours","ELEC.GEN.NUC-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : other renewables",,"ELEC.GEN.AOR-NE-8.A",,,,,,,
"Nebraska : wind","thousand megawatthours","ELEC.GEN.WND-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : geothermal","thousand megawatthours","ELEC.GEN.GEO-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : biomass","thousand megawatthours","ELEC.GEN.BIO-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : other","thousand megawatthours","ELEC.GEN.OTH-NE-8.A","--","--","--","--","--","--","--"
"Nebraska : all solar",,"ELEC.GEN.TSN-NE-8.A",,,,,,,
"Nebraska : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NE-8.A","--","--","--","--",1,1,2
"Nebraska : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NE-8.A","--","--","--","--","--","--","--"
"North Dakota",,"ELEC.GEN..A",,,,,,,
"North Dakota : all fuels (utility-scale)",,"ELEC.GEN.ALL-ND-8.A",,,,,,,
"North Dakota : coal","thousand megawatthours","ELEC.GEN.COW-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : natural gas","thousand megawatthours","ELEC.GEN.NG-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : other gases","thousand megawatthours","ELEC.GEN.OOG-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : nuclear","thousand megawatthours","ELEC.GEN.NUC-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : other renewables",,"ELEC.GEN.AOR-ND-8.A",,,,,,,
"North Dakota : wind","thousand megawatthours","ELEC.GEN.WND-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : geothermal","thousand megawatthours","ELEC.GEN.GEO-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : biomass","thousand megawatthours","ELEC.GEN.BIO-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : other","thousand megawatthours","ELEC.GEN.OTH-ND-8.A","--","--","--","--","--","--","--"
"North Dakota : all solar",,"ELEC.GEN.TSN-ND-8.A",,,,,,,
"North Dakota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-ND-8.A","--","--","--","--",0,0,0
"North Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-ND-8.A","--","--","--","--","--","--","--"
"South Dakota",,"ELEC.GEN..A",,,,,,,
"South Dakota : all fuels (utility-scale)",,"ELEC.GEN.ALL-SD-8.A",,,,,,,
"South Dakota : coal","thousand megawatthours","ELEC.GEN.COW-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : petroleum coke","thousand megawatthours","ELEC.GEN.PC-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : natural gas","thousand megawatthours","ELEC.GEN.NG-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : other gases","thousand megawatthours","ELEC.GEN.OOG-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : nuclear","thousand megawatthours","ELEC.GEN.NUC-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : other renewables",,"ELEC.GEN.AOR-SD-8.A",,,,,,,
"South Dakota : wind","thousand megawatthours","ELEC.GEN.WND-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : geothermal","thousand megawatthours","ELEC.GEN.GEO-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : biomass","thousand megawatthours","ELEC.GEN.BIO-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : other","thousand megawatthours","ELEC.GEN.OTH-SD-8.A","--","--","--","--","--","--","--"
"South Dakota : all solar",,"ELEC.GEN.TSN-SD-8.A",,,,,,,
"South Dakota : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-SD-8.A","--","--","--","--",0,0,0
"South Dakota : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-SD-8.A","--","--","--","--","--","--","--"
"South Atlantic",,"ELEC.GEN..A",,,,,,,
"Delaware",,"ELEC.GEN..A",,,,,,,
"Delaware : all fuels (utility-scale)",,"ELEC.GEN.ALL-DE-8.A",,,,,,,
"Delaware : coal","thousand megawatthours","ELEC.GEN.COW-DE-8.A","--","--","--","--","--","--","--"
"Delaware : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-DE-8.A","--","--","--","--","--","--","--"
"Delaware : petroleum coke","thousand megawatthours","ELEC.GEN.PC-DE-8.A","--","--","--","--","--","--","--"
"Delaware : natural gas","thousand megawatthours","ELEC.GEN.NG-DE-8.A","--","--","--","--","--","--","--"
"Delaware : other gases","thousand megawatthours","ELEC.GEN.OOG-DE-8.A","--","--","--","--","--","--","--"
"Delaware : nuclear","thousand megawatthours","ELEC.GEN.NUC-DE-8.A","--","--","--","--","--","--","--"
"Delaware : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-DE-8.A","--","--","--","--","--","--","--"
"Delaware : other renewables",,"ELEC.GEN.AOR-DE-8.A",,,,,,,
"Delaware : wind","thousand megawatthours","ELEC.GEN.WND-DE-8.A","--","--","--","--","--","--","--"
"Delaware : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DE-8.A","--","--","--","--","--","--","--"
"Delaware : geothermal","thousand megawatthours","ELEC.GEN.GEO-DE-8.A","--","--","--","--","--","--","--"
"Delaware : biomass","thousand megawatthours","ELEC.GEN.BIO-DE-8.A","--","--","--","--","--","--","--"
"Delaware : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-DE-8.A","--","--","--","--","--","--","--"
"Delaware : other","thousand megawatthours","ELEC.GEN.OTH-DE-8.A","--","--","--","--","--","--","--"
"Delaware : all solar",,"ELEC.GEN.TSN-DE-8.A",,,,,,,
"Delaware : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-DE-8.A","--","--","--","--",16,22,40
"Delaware : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DE-8.A","--","--","--","--","--","--","--"
"District Of Columbia",,"ELEC.GEN..A",,,,,,,
"District Of Columbia : all fuels (utility-scale)",,"ELEC.GEN.ALL-DC-8.A",,,,,,,
"District Of Columbia : coal","thousand megawatthours","ELEC.GEN.COW-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : natural gas","thousand megawatthours","ELEC.GEN.NG-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : other gases","thousand megawatthours","ELEC.GEN.OOG-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : nuclear","thousand megawatthours","ELEC.GEN.NUC-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : other renewables",,"ELEC.GEN.AOR-DC-8.A",,,,,,,
"District Of Columbia : wind","thousand megawatthours","ELEC.GEN.WND-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : geothermal","thousand megawatthours","ELEC.GEN.GEO-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : biomass","thousand megawatthours","ELEC.GEN.BIO-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : other","thousand megawatthours","ELEC.GEN.OTH-DC-8.A","--","--","--","--","--","--","--"
"District Of Columbia : all solar",,"ELEC.GEN.TSN-DC-8.A",,,,,,,
"District Of Columbia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-DC-8.A","--","--","--","--",8,10,16
"District Of Columbia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-DC-8.A","--","--","--","--","--","--","--"
"Florida",,"ELEC.GEN..A",,,,,,,
"Florida : all fuels (utility-scale)",,"ELEC.GEN.ALL-FL-8.A",,,,,,,
"Florida : coal","thousand megawatthours","ELEC.GEN.COW-FL-8.A","--","--","--","--","--","--","--"
"Florida : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-FL-8.A","--","--","--","--","--","--","--"
"Florida : petroleum coke","thousand megawatthours","ELEC.GEN.PC-FL-8.A","--","--","--","--","--","--","--"
"Florida : natural gas","thousand megawatthours","ELEC.GEN.NG-FL-8.A","--","--","--","--","--","--","--"
"Florida : other gases","thousand megawatthours","ELEC.GEN.OOG-FL-8.A","--","--","--","--","--","--","--"
"Florida : nuclear","thousand megawatthours","ELEC.GEN.NUC-FL-8.A","--","--","--","--","--","--","--"
"Florida : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-FL-8.A","--","--","--","--","--","--","--"
"Florida : other renewables",,"ELEC.GEN.AOR-FL-8.A",,,,,,,
"Florida : wind","thousand megawatthours","ELEC.GEN.WND-FL-8.A","--","--","--","--","--","--","--"
"Florida : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-FL-8.A","--","--","--","--","--","--","--"
"Florida : geothermal","thousand megawatthours","ELEC.GEN.GEO-FL-8.A","--","--","--","--","--","--","--"
"Florida : biomass","thousand megawatthours","ELEC.GEN.BIO-FL-8.A","--","--","--","--","--","--","--"
"Florida : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-FL-8.A","--","--","--","--","--","--","--"
"Florida : other","thousand megawatthours","ELEC.GEN.OTH-FL-8.A","--","--","--","--","--","--","--"
"Florida : all solar",,"ELEC.GEN.TSN-FL-8.A",,,,,,,
"Florida : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-FL-8.A","--","--","--","--",55,79,116
"Florida : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-FL-8.A","--","--","--","--","--","--","--"
"Georgia",,"ELEC.GEN..A",,,,,,,
"Georgia : all fuels (utility-scale)",,"ELEC.GEN.ALL-GA-8.A",,,,,,,
"Georgia : coal","thousand megawatthours","ELEC.GEN.COW-GA-8.A","--","--","--","--","--","--","--"
"Georgia : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-GA-8.A","--","--","--","--","--","--","--"
"Georgia : petroleum coke","thousand megawatthours","ELEC.GEN.PC-GA-8.A","--","--","--","--","--","--","--"
"Georgia : natural gas","thousand megawatthours","ELEC.GEN.NG-GA-8.A","--","--","--","--","--","--","--"
"Georgia : other gases","thousand megawatthours","ELEC.GEN.OOG-GA-8.A","--","--","--","--","--","--","--"
"Georgia : nuclear","thousand megawatthours","ELEC.GEN.NUC-GA-8.A","--","--","--","--","--","--","--"
"Georgia : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-GA-8.A","--","--","--","--","--","--","--"
"Georgia : other renewables",,"ELEC.GEN.AOR-GA-8.A",,,,,,,
"Georgia : wind","thousand megawatthours","ELEC.GEN.WND-GA-8.A","--","--","--","--","--","--","--"
"Georgia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-GA-8.A","--","--","--","--","--","--","--"
"Georgia : geothermal","thousand megawatthours","ELEC.GEN.GEO-GA-8.A","--","--","--","--","--","--","--"
"Georgia : biomass","thousand megawatthours","ELEC.GEN.BIO-GA-8.A","--","--","--","--","--","--","--"
"Georgia : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-GA-8.A","--","--","--","--","--","--","--"
"Georgia : other","thousand megawatthours","ELEC.GEN.OTH-GA-8.A","--","--","--","--","--","--","--"
"Georgia : all solar",,"ELEC.GEN.TSN-GA-8.A",,,,,,,
"Georgia : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-GA-8.A","--","--","--","--",4,6,6
"Georgia : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-GA-8.A","--","--","--","--","--","--","--"
"Maryland",,"ELEC.GEN..A",,,,,,,
"Maryland : all fuels (utility-scale)",,"ELEC.GEN.ALL-MD-8.A",,,,,,,
"Maryland : coal","thousand megawatthours","ELEC.GEN.COW-MD-8.A","--","--","--","--","--","--","--"
"Maryland : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-MD-8.A","--","--","--","--","--","--","--"
"Maryland : petroleum coke","thousand megawatthours","ELEC.GEN.PC-MD-8.A","--","--","--","--","--","--","--"
"Maryland : natural gas","thousand megawatthours","ELEC.GEN.NG-MD-8.A","--","--","--","--","--","--","--"
"Maryland : other gases","thousand megawatthours","ELEC.GEN.OOG-MD-8.A","--","--","--","--","--","--","--"
"Maryland : nuclear","thousand megawatthours","ELEC.GEN.NUC-MD-8.A","--","--","--","--","--","--","--"
"Maryland : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-MD-8.A","--","--","--","--","--","--","--"
"Maryland : other renewables",,"ELEC.GEN.AOR-MD-8.A",,,,,,,
"Maryland : wind","thousand megawatthours","ELEC.GEN.WND-MD-8.A","--","--","--","--","--","--","--"
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-8.A","--","--","--","--","--","--","--"
"Maryland : geothermal","thousand megawatthours","ELEC.GEN.GEO-MD-8.A","--","--","--","--","--","--","--"
"Maryland : biomass","thousand megawatthours","ELEC.GEN.BIO-MD-8.A","--","--","--","--","--","--","--"
"Maryland : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-MD-8.A","--","--","--","--","--","--","--"
"Maryland : other","thousand megawatthours","ELEC.GEN.OTH-MD-8.A","--","--","--","--","--","--","--"
"Maryland : all solar",,"ELEC.GEN.TSN-MD-8.A",,,,,,,
"Maryland : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-MD-8.A","--","--","--","--",76,143,310
"Maryland : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-MD-8.A","--","--","--","--","--","--","--"
"North Carolina",,"ELEC.GEN..A",,,,,,,
"North Carolina : all fuels (utility-scale)",,"ELEC.GEN.ALL-NC-8.A",,,,,,,
"North Carolina : coal","thousand megawatthours","ELEC.GEN.COW-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : petroleum liquids","thousand megawatthours","ELEC.GEN.PEL-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : petroleum coke","thousand megawatthours","ELEC.GEN.PC-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : natural gas","thousand megawatthours","ELEC.GEN.NG-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : other gases","thousand megawatthours","ELEC.GEN.OOG-NC-8.A","--","--","--","--","--","--","--"
"North Carolina : nuclear","thousand megawatthours","ELEC.GEN.NUC-NC-8.A","--","--","--","--","--","--","--"
