# File: GCAMFAOSTAT_PFertilizer.csv
# Title: FAO phosphate fertilizer production and consumption by country_year
# Units: tonnes P2O5
# Description:  Queried data are preprocessed for consistency with outputs of gcamfaostat
# Data source: FAOSTAT
# Date of CSV last update: 2026-07-23
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
45,Comoros,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,19,8,10,9,2,1,8,8,5,0,5,2,0,4,4,1,21,41,131,70,84
45,Comoros,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Congo,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,100,100,506,100,100,5,5,0,0,168,182,0,0,0,0,0,0,0,177,404,0,0,0,0,0,1000,1000,1000,1000,1000,612,0,0,31,23,2,64,66,741,89,159,166,366,79,207,284,386,278,354,906,1088,608
46,Congo,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Cook Islands,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,8,19,18,2,17,17,6,6,6,6,4,20,7,4,6,4,0,0,0
47,Cook Islands,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Costa Rica,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,6000,21923,9900,10000,12000,15000,10384,10000,11000,12700,13000,10200,12800,14000,17000,11600,14000,10000,15900,14000,15000,16000,16000,17500,27000,20000,28200,31000,33000,32000,29000,18200,23421,31648,23371,21631,24246,24598,21186,16666,17152,25604,21384,17296,17737,22513,10724,20459,16687,15391,21100,17650,13737
48,Costa Rica,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Cuba,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,92100,63300,47800,50300,60900,59200,52500,55000,58800,58200,72200,82890,79467,77700,84100,75900,81800,81800,80600,83000,82000,65000,21000,22000,13000,40000,32000,35000,14800,23400,24300,32500,25932,11548,4655,13777,25318,21115,27550,5680,24920,20906,28750,27501,20169,27704,19422,14107,7684,7684,7684,7684,602
49,Cuba,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,1853,7698,9002,3112,8700,11200,10600,13500,7200,5200,5649,4144,2148,16221,19107,14126,17496,14628,14900,7000,7000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Cyprus,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,10014,10161,11221,13473,3567,5647,6542,3629,7300,6481,5701,5460,6520,7309,6620,6892,7331,7843,8166,8285,8337,8070,9800,9693,9857,10211,9459,7750,7500,7361,4898,5156,5688,6551,5191,4903,4726,4517,2151,5142,5235,2765,4909,4455,3957,4861,5380,4973,5191,5275,5044,4290,3627
50,Cyprus,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,3230,11417,0,0,0,8165,38239,24109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,349553,365782,363325,377765,414397,456494,459000,436000,465000,491000,495000,494000,478000,529000,524000,536619,523300,455000,472300,465900,359300,75600,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Czechoslovakia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,313240,330802,334253,336378,380000,425000,411523,388900,367300,357483,360958,340470,335300,326166,343600,359561,335000,306853,313009,320000,290000,47000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Azerbaijan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,20000,15000,0,0,0,2700,2800,0,0,0,1565,265,353,3214,2100,1322,6030,2670,2132,3115,6061,10017,17505,4533,501,1329,3,69249,53169,5415,25649
52,Azerbaijan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,61000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Benin,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,700,1200,1513,1500,1580,800,0,100,120,130,120,352,1300,1500,2246,5662,4235,4009,2935,1100,3421,4294,5837,6031,5974,15000,10328,12604,14569,10400,11400,7500,10370,404,0,404,11,19,415,5283,10737,3060,8909,4264,3649,7,6851,0,27588,43870,28142,28223,31777
53,Benin,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Denmark,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,126814,133267,143548,155343,114058,128684,134487,140571,135570,133181,110972,105283,113333,118731,111323,105592,107125,95500,92200,94800,88600,76000,64000,54000,51000,49000,53000,50000,47000,41000,36000,34000,33000,32000,45410,41662,39806,40663,40049,22395,32982,34257,23000,34911,32031,33093,31628,47672,33964,33803,37326,34603,25252
54,Denmark,3103,Nutrient phosphate P2O5 (total),5510,Production,t,94538,95859,96831,103468,100706,87178,86627,98628,105624,115345,134931,107806,130395,146607,170159,151175,121305,165800,150300,136200,81100,72600,41000,51000,72000,58000,46000,47000,47000,38000,24000,23000,15000,15000,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Dominica,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,1300,1400,1100,400,700,700,265,759,900,1000,1000,1000,1000,1200,600,1300,1300,1300,1300,1079,905,1000,1000,1000,1000,1000,140,247,323,459,244,748,10,114,105,338,195,221,223,322,252,105,172,355,150,192,107
55,Dominica,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Dominican Republic,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,9341,12192,16350,13879,25179,22600,21400,8000,15800,17600,10600,11000,16000,7000,13800,15000,17000,20000,18400,20800,20200,19900,21200,18300,22000,21000,17900,22000,20300,18300,15400,2463,3010,0,0,3412,5359,14605,20270,17722,25996,22196,21348,23878,22815,21056,22221,20171,57658,6979,12556,15427,24
56,Dominican Republic,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Belarus,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,295000,225000,40000,43000,95000,100000,100000,30000,75000,50000,73100,87000,99800,129500,204700,191000,181000,231700,233700,292100,221257,207871,153296,134979,76252,77536,104631,88223,101096,96860,98799
57,Belarus,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,101000,68100,27700,46100,91500,128200,127000,48800,87000,84200,73955,86242,114298,135816,148848,152374,173482,173733,196042,193147,122775,203462,186295,178709,174567,201319,211100,216967,215017,215017,215017
58,Ecuador,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,9600,6800,13000,15000,10600,12689,13280,12019,21000,16000,14300,17500,18400,13100,18896,20755,20400,16367,19000,14025,9000,13800,24800,29000,25000,21000,23000,32100,29500,37100,35400,77054,36728,33869,43375,38615,35754,37043,26159,31736,38287,33233,34212,39863,47685,46387,41037,58146,56130,54722,54722,54722,35553
58,Ecuador,3103,Nutrient phosphate P2O5 (total),5510,Production,t,3300,0,5200,2000,4000,4824,4967,4263,7400,7231,6700,7500,9500,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Egypt,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,40175,46256,55654,44397,65000,83000,66445,80800,86900,97500,102000,110000,149600,159600,181000,198200,183600,189900,179800,164900,184100,150000,104000,108900,104300,135000,121900,134500,128600,150100,153839,156231,139600,143900,192000,181000,240000,169400,180400,150000,150300,150000,163000,279300,253200,332800,226400,263100,222100,279200,222000,225800,239700
59,Egypt,3103,Nutrient phosphate P2O5 (total),5510,Production,t,74298,73800,115517,81000,95000,77000,73718,88375,97800,93000,106000,116600,157000,123000,122000,168000,188000,198900,184000,180000,182200,159400,148000,126100,157081,162885,201600,195300,174000,168600,172990,193811,187000,190500,253000,288800,240800,264700,297500,243400,379580,410200,517410,424850,589830,402956.78,296200,408400,409100,429800,290000,290000,290000
60,El Salvador,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,12300,11800,22500,31800,28100,20200,16400,22400,23314,18100,12000,20086,12541,21119,11189,20828,14830,26645,24931,17863,18920,19100,18900,17000,15000,21000,22000,13100,16000,11700,13326,8900,14635,10491,12624,22071,12883,16080,7704,9562,25460,27996,20510,18703,13110,14355,10789,14883,14598,8514,8096,10466,4694
60,El Salvador,3103,Nutrient phosphate P2O5 (total),5510,Production,t,2000,2200,3700,4000,1600,2400,3872,4521,3956,2000,0,0,0,0,0,0,0,439,111,135,110,100,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Equatorial Guinea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,65,83,48,64,49,57,49,81,92,77,76,69,66,80,94,82,99,91,86,124
61,Equatorial Guinea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Ethiopia PDR,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3000,3095,6086,10845,11157,20000,16151,18768,18954,21200,27000,30000,20600,30000,20000,10000,34000,40500,39100,46000,35000,39600,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Estonia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,25710,12005,4999,4000,2572,4334,4379,4001,6448,3983,4015,6181,7420,6283,8099,8061,9590,5660,6117,6139,6769,7166,8646,8066,7889,9305,9303,9287,11055,11354,8862
63,Estonia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,22409,888,3500,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Faroe Islands,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,168,204,221,241,214,160,149,10,230,79,186,7,10,8,4,4,4,34,8,3
64,Faroe Islands,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Fiji,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,825,866,1880,980,2220,2500,1400,1800,2200,3300,3500,3300,2200,1900,2700,2847,7200,8200,10400,2698,3000,2000,2500,3000,3000,3000,4000,4000,3200,2000,2000,2000,2709,57,21,46,28,16,170,578,248,32,384,814,2157,637,2144,2875,1584,687,1368,1704,4021
66,Fiji,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Finland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,180042,182793,181872,200730,200552,171482,139330,142934,152066,150002,150172,142379,159899,162615,152927,152200,151912,156093,141461,143089,117150,83900,82040,81745,82105,72850,57000,56000,53000,52000,52000,52000,52000,45000,45000,44000,42000,40000,25000,29000,27000,24000,24000,25633,27148,25172,22525,28080,25321,26091,26272,29288,19231
67,Finland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,191551,185614,213010,201560,215830,165198,148559,143517,165214,185699,159200,184619,216299,251227,250500,243300,246700,230600,216300,183300,171900,117200,127000,132000,130000,122000,105000,95000,96000,85000,86000,93000,126761.69,100000,86846.54,129402.32,121768,134010.33,95883.2,98881.08,110542.83,140244.72,156966.7,190075.65,159960.76,158621.26,150744.06,122448.92,157217.56,148805.49,130593.25,192620.33,25355.79
68,France,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1809390,1932055,2067354,2168000,1710800,1664300,1796200,1839700,1949900,1983800,1773000,1677100,1630700,1679400,1580000,1466000,1425200,1405100,1460000,1494800,1348900,1255000,1029000,1007000,1030500,1031400,1051900,1038800,1011200,965600,795000,759000,713300,746000,683000,597000,555552,632000,296000,164835,278035,241585,434321,483391,444649,440031,409585,458891,440468,399499,454487,419424,240801
68,France,3103,Nutrient phosphate P2O5 (total),5510,Production,t,1450846,1577074,1611479,1693291,1708600,1258800,1490400,1560000,1357000,1364000,1351000,1300000,1199900,1230000,1168000,1023000,1000000,955000,940000,962000,921000,926000,693000,697000,323000,513000,558000,527600,489700,450300,318000,277000,157307,154079,135504,575443,699599,404286,459063,204974,371588,286279,242665,215163,230831,230831,230831,230831,230831,230831,0,0,0
69,French Guiana,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,75,0,0,200,214,297,0,307,203,200,214,200,200,200,300,300,300,300,300,300,400,400,400,400,503,578,706,539,590,684,559,435,561,659,672,871,925,799,773,864,937,888,1072,943,823
70,French Polynesia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,50,72,93,215,277,178,109,221,265,500,300,300,300,300,300,300,300,400,400,400,400,400,400,400,308,300,278,289,249,290,225,233,256,218,211,209,182,164,175,134,180,125,187,216,142,158,186,133
70,French Polynesia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Djibouti,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,100,100,100,132,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,8,10,9,9,12,15,18,15,16,16,18,19,18,16,29,27,26
72,Djibouti,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Georgia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,10000,5000,5000,5000,5000,5000,4000,0,0,0,2600,400,5,734,420,412,697,786,837,1671,3090,6030,5540,4195,5360,4376,3643,4984,7115,5373,4085
73,Georgia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Gabon,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,100,195,201,0,5,0,144,100,300,700,800,312,235,32,100,485,100,100,100,100,100,100,100,233,100,100,100,162,139,253,261,299,316,304,298,22,250,893,740,1127,1752,3446,5708,3767,3243,1957,2806,6275
74,Gabon,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Gambia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,141,100,484,615,686,590,1400,1110,2008,1612,1210,882,1570,1000,1000,900,400,1300,310,659,200,300,400,400,400,400,400,500,100,100,100,100,0,665,798,750,750,600,375,675,750,998,332,81,76,51,119,40,705,422,99,447,447
75,Gambia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Germany,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1323095,1320507,1332995,1347340,1330041,1220784,1312227,1300217,1337122,1329366,1226176,1127033,1043788,1077679,1054251,1054816,1035391,1003112,991489,950700,609000,519000,490000,415000,451000,401946,415136,409536,406678,420000,351317,315339,327387,284138,302714,273937,264610,316692,174345,235159,286348,247080,284168,283997,301184,287762,231079,208527,201159,247766,192182,114629,115824
79,Germany,3103,Nutrient phosphate P2O5 (total),5510,Production,t,1375325,1390163,1395424,1364824,1321499,1076311,1156697,1125198,1108522,1145482,1056413,919136,849900,867246,800500,745461,688800,653194,638866,540893,294000,250000,224000,130000,19000,110000,203000,194000,184000,185000,50000,37000,59958,128762,66019,50956,34774,44025,14500,15000,3000,15000,20000,39500,51500,63600,46500,44700,63500,77599.51,76911.4,84656.18,59637.73
80,Bosnia and Herzegovina,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5000,3000,3000,12000,7000,7000,7000,7000,3537,13156,11723,10114,12454,8686,4567,10244,9676,9843,8817,8035,8864,11558,10948,7926,9304,10450,6734,5026
80,Bosnia and Herzegovina,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.35,0,0,38.42,0,0,0,0,0,0
81,Ghana,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1323,938,866,2097,3217,8900,5200,12200,4200,5900,2000,8000,5600,7000,1400,4300,2000,2693,2793,1177,3000,200,2000,1365,2000,2500,3500,5955,3654,4202,2719,8590,120,2834,3584,6306,15196,13340,9933,33515,24799,17856,70190,39045,15634,36600,26600,45200,30700,58300,84400,49355,60300
81,Ghana,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Kiribati,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,47,0,1,0,0,0,0,0,2,0
83,Kiribati,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Greece,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,118473,123788,129568,147294,150200,160133,167900,173900,195700,180700,157600,166054,164000,174500,174100,188800,181549,163900,173800,176500,191800,176200,178000,126000,126000,136000,145000,132000,120000,119000,113000,113000,107719,110011,100844,87092,82508,75633,64173,55010,68924,57408,56000,58455,51640,50483,51914,51062,59328,59537,64879,68977,57221
84,Greece,3103,Nutrient phosphate P2O5 (total),5510,Production,t,104404,129624,152744,163714,170900,186915,173000,180300,207500,188900,170400,143355,166700,193700,196500,208500,194000,200700,206300,207100,210700,202100,164000,107000,114000,146000,162000,125000,115000,114000,98000,93000,91000,83720,124452,101516,45171,35117,31970,21961,94492,113258,67979,75680.35,90606.95,98578.95,91415.68,150824.04,85191,71134.1,125465.4,117690.75,146887.87
85,Greenland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,99,105,20,21,91,95,91,16,106,21,12,14,54,15,18,18,18,18,18
85,Greenland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Grenada,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,35,19,26,42,44,59,42,82,63,150,63,58,57,50,44,80,41,32,34,24
86,Grenada,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Guadeloupe,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,2800,2800,3600,3800,3000,3259,2985,2900,1247,1551,1774,3209,2170,2654,2714,2956,2867,2100,3588,2500,1400,3600,1200,1000,1000,1000,1000,1000,4800,7000,6500,6500,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Guatemala,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,11560,8738,15700,7345,13869,15300,26700,26800,23314,22000,18600,30300,10100,15800,21900,22000,28000,26600,30000,30000,27000,27000,35900,35000,37000,39000,37000,48900,44300,36200,46100,53300,46185,46741,52823,60352,50741,55163,25093,28771,65582,51752,65977,59058,71913,54084,39426,52793,54485,48588,68634,62411,43338
89,Guatemala,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,2000,2000,6000,5400,4500,2000,5700,7500,0,9000,10000,10000,10000,6200,7000,7000,7000,7000,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Guinea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,500,100,100,100,450,400,300,500,600,1000,27,120,102,0,51,126,225,300,100,100,129,131,101,278,1000,1413,956,607,1416,1400,1400,1400,310,207,408,101,24,111,446,423,99,2692,1673,3085,9,209,80,6974,7958,7958,7958,7958,5358
90,Guinea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Guyana,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1463,3039,3466,4500,2800,3644,2660,1308,600,3590,1398,3857,1100,800,3951,3824,7738,3400,1600,1800,2200,1600,900,1000,1000,1000,1400,700,900,2804,1247,1200,1277,723,550,1601,1521,7338,5593,1740,2030,5055,6135,4997,5725,5662,6534,3492,4576,2659,2681,3396,2643
91,Guyana,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Haiti,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,48,50,235,200,279,600,100,700,800,800,100,1400,900,400,600,700,700,500,300,700,0,100,0,0,500,1000,2000,2042,2161,1748,2659,2558,1922,4713,1858,1809,2256,2134,2121,5021,7492,2737,86337,4047,6984,2270,1165,3909,18220,18111,4875,3493,2559
93,Haiti,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Honduras,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1500,2000,2000,2000,2200,3700,9000,5500,7000,3100,5200,4200,2600,3440,4779,2748,5632,6556,8217,5977,2070,8013,11527,13000,13000,8300,19200,24200,23000,30300,21600,18000,4017,8018,6343,14830,20784,21414,16565,11716,15328,23195,18302,21794,25287,33145,34653,34592,39278,31343,44680,33279,33275
95,Honduras,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"China, Hong Kong SAR",3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,440,483,512,437,382,387,457,461,445,411,412,402,383,357,360,335,322,234,231,220
96,"China, Hong Kong SAR",3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
