# File: GCAMFAOSTAT_PFertilizer.csv
# Title: FAO phosphate fertilizer production and consumption by country_year
# Units: tonnes P2O5
# Description:  Queried data are preprocessed for consistency with outputs of gcamfaostat
# Data source: FAOSTAT
# Date of CSV last update: 2026-07-23
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
141,Mongolia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Morocco,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,34700,39200,40000,47000,58700,67300,72400,70400,72300,67158,87404,79980,80600,95600,100700,113545,118403,117452,119254,116590,125000,102200,104900,103600,104800,79500,109000,98000,98000,103992,108803,110000,233163,219476,109074,114410,101700,112850,97002,109625,200498,208427,249258,233970,226951,223949,144240,158300,132100,120600,100400,100400,100400
143,Morocco,3103,Nutrient phosphate P2O5 (total),5510,Production,t,99500,144758,154234,172500,150300,116000,110000,184800,242000,157400,177000,199000,295900,491300,338200,468500,466500,536600,969800,935800,1179900,1074400,995200,1171000,894000,935800,990000,923900,958560,955600,1122000,1230600,1148270,1118380,1057160,1042130,1154570,1168400,922200,1178120,1840329,2070791,2398675,1999230.32,2257863,2031414.22,2764620,4023400,4199100,4993000,5443500,5443500,5443500
144,Mozambique,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1034,1814,4100,1900,1100,1800,2900,3600,5700,9500,10000,15000,12800,4300,1743,1471,2500,2500,300,300,200,1700,1200,200,300,300,300,2600,1600,0,3400,2000,2000,1360,3473,439,2835,1079,10363,4678,2587,7465,3631,2614,5749,5105,2430,4188,4165,9494,8107,11181,1328
144,Mozambique,3103,Nutrient phosphate P2O5 (total),5510,Production,t,111,669,2800,1100,900,1400,900,1400,900,1100,400,2000,600,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Micronesia (Federated States of),3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,3
145,Micronesia (Federated States of),3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Republic of Moldova,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,46100,40000,40000,40000,40000,500,100,100,100,840,200,400,800,1300,1870,1987,1700,1641,2379,2942,5600,8300,4544,13324,17149,28587,23899,28357,19513,19409,13340
146,Republic of Moldova,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Namibia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200,147,208,341,302,216,292,19,2,390,263,966,663,605,597,905,722,1027,1309,67,67,100
147,Namibia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Nauru,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Nauru,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Nepal,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1054,1952,1851,2453,2849,2489,2768,3383,3341,4284,5105,5073,7459,8463,10623,11053,11942,15210,15268,16771,19105,22700,21400,17000,24900,21300,25000,28500,32300,30400,18161,24513,15332,5233,8941,4994,3970,1342,240,11597,10130,21439,9246,34379,41940,46827,46827,40265,48585,55611,73737,64852,35751
149,Nepal,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Netherlands (Kingdom of the),3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,109312,101273,100930,106950,90799,80735,91795,86552,80702,84073,82838,80560,77471,86556,86119,81779,90778,79500,82477,82700,74000,75000,69683,66509,62000,70000,65024,60000,62000,58000,54000,54000,48013,52442,50852,48623,48314,36058,26678,9909,30728,14945,23000,9107,9116,9125,14683,12843,12904,11740,13494,12783,11303
150,Netherlands (Kingdom of the),3103,Nutrient phosphate P2O5 (total),5510,Production,t,275207,294777,351492,349766,337227,179178,273672,331298,414213,363602,327628,324646,344613,386972,400000,360000,325000,334000,378700,378400,365000,424000,292000,321000,382000,338000,271000,402000,343000,182000,188000,174000,112213,158500,166221,204660,171776,168452,120519,105497,136681,122534,112500,100193,113538,126883,140228,13800,9700,10100,14500,14500,14500
153,New Caledonia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,226,62,95,3,167,13,18,0,184,200,100,200,500,500,500,500,500,500,1000,1000,1000,1000,1000,300,300,300,300,532,1604,371,547,431,506,381,149,227,315,350,369,410,397,396,396,396,396,396,396,396
153,New Caledonia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,North Macedonia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,0,7600,8761,6008,7000,9200,9500,10500,11700,4700,3470,3470,3470,5412,4453,5382,4294,3382,4509,4474,3660,5469,5466,4720,5939,4337,4127,4513,6712,3562,2497
154,North Macedonia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,0,7600,8106,6331,8000,7000,7000,7500,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,4,3,2,2,10,2,0,1,0,1,2,1,1,1,0,0
155,Vanuatu,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,New Zealand,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,321098,346953,350000,446200,300600,385500,371100,398100,415000,416300,338400,326500,317045,352180,332000,300000,246000,258100,178500,249600,214200,268900,318900,384100,386400,387700,385000,379100,376000,403000,456610,480190,343000,368000,384000,445000,383000,375000,329000,227000,262000,291000,289000,271000,301000,291000,269000,304000,310000,306000,301000,267000,339000
156,New Zealand,3103,Nutrient phosphate P2O5 (total),5510,Production,t,321299,341343,420961,421197,301103,369508,378743,397678,399900,410500,345600,336400,330000,357682,302000,276000,200000,210000,153500,205600,167600,210700,251500,251900,243000,246900,240000,270000,260000,315000,382484,340000,286841,297005,159453,132184,113563,319977,188982,216037,258800,230000,220000,250000,216800,190200,177500,195000,177100,191000,188700,188700,188700
157,Nicaragua,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,7026,5000,6300,12000,10000,2400,14000,10000,9000,4800,15000,7500,6400,10000,5111,8640,12190,9000,13000,7566,6095,6200,400,6000,7400,3000,10600,8900,9000,9403,10700,2255,14380,20098,15836,10907,6519,13704,10421,6276,3407,14500,9792,12085,13169,17424,15620,22120,13783,13550,19439,15523,12242
157,Nicaragua,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Niger,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,74,82,115,100,63,290,529,990,864,892,1065,2362,959,200,738,1097,493,677,385,658,700,249,400,400,1812,2597,2000,0,0,1403,1191,968,1821,1276,653,1628,2117,2200,383,982,1969,1886,27,2318,1752,71,155,155,679,679,613,613,989
158,Niger,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Nigeria,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3257,4371,6634,5500,10700,16100,30000,25000,22900,30900,56200,79500,67100,91200,96000,80800,80600,73200,102000,93500,96140,110600,115000,131000,50000,50000,32500,21400,39200,34700,44000,40200,13734,21480,18663,20698,80687,39922,45547,35318,71843,41686,57371,18276,38696,51213,60871,144700,136100,136100,104436,129849,79197
159,Nigeria,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,1000,3000,4100,3900,5700,5200,9500,7000,4200,5000,5000,700,25100,48000,52000,56000,58000,84000,63000,6300,900,9500,5000,10500,0,0,0,0,0,0,0,0,0,0,24108,5100,5738,6376,0,0,0,0,0,0,0,0,0,0
162,Norway,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,52600,56500,51100,51900,58700,57200,54700,60900,63500,66300,62500,62300,63000,62700,56800,52100,50200,45100,39800,36600,34800,33933,31425,33000,31000,32000,32000,30000,31000,29000,30000,29000,28220,28843,28914,28640,28338,27716,23738,18770,18064,20103,19117,19378,19214,21269,20891,19976,20380,20402,20618,20779,20346
162,Norway,3103,Nutrient phosphate P2O5 (total),5510,Production,t,105700,111400,130400,128300,127300,113700,125300,126400,140800,146300,142700,147500,162600,163300,164000,165300,151100,168100,195900,229900,228700,221000,215000,203000,207000,236000,265000,236000,194000,245000,248000,237000,278864.77,288523.24,311140.87,291914.46,323747.33,321387.82,325323.49,206690.74,311655.31,297976.14,324393.01,361899.97,366613.85,350198.33,342526.93,357710.5,357018.44,363356.98,359712.04,344309.75,386174.86
165,Pakistan,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,30462,37231,48730,58066,60500,108500,117900,157300,187900,201086,226487,225502,265285,261400,293829,349776,409750,393400,390406,382457,388500,397974,487530,464258,428900,494449,419474,551284,465000,596800,675100,641940,647360,669307,761031,871416,906749,816044,565675,778714,756700,653181,678840,875452,936148,993338,1209145,1257773,1257773,1099707,1204060,1110382,743985
165,Pakistan,3103,Nutrient phosphate P2O5 (total),5510,Production,t,4515,4946,8222,4076,5706,10624,11893,13619,27229,49779,57696,66903,73586,91808,89954,146037,95993,98246,100580,105116,104700,106019,104784,92933,105800,96076,80560,67454,90753,223400,243800,129950,111000,143760,301051,343937,323539,292623,330510,376066,410965,441894,401228,462928,458807,544531,536628.79,541984.84,541984.84,511597,571891,592397,622274
166,Panama,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3000,4978,4991,4716,5760,5051,4200,6200,7500,6700,5200,6300,6400,4000,5700,5800,6000,5600,7100,4002,5106,4164,3000,4000,9000,9000,12500,9453,9200,9000,5512,7100,4144,5956,2362,1637,1405,1832,1748,3752,5948,4407,11157,13513,9079,11914,7853,11875,7608,6983,10144,12601,3176
166,Panama,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Czechia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,53142,41700,61000,50400,46905,51190,35360,43349,52506,41409,45923,43338,43368,47083,49034,35218,35078,39991,43001,41118,41488,41990,48603,47446,55331,51438,58030,47447,36149,37438
167,Czechia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,27700,25000,30000,24800,24618,25600,18345,22115,17013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Papua New Guinea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,500,1000,1000,700,800,1100,700,1000,1800,1100,1100,2330,1300,1900,1700,1700,2000,2500,2700,3000,3000,2200,2500,3000,3000,3000,3000,3000,2500,3800,4000,4000,1094,1094,1094,1622,2099,3425,2656,1022,2818,2348,1413,339,480,2019,1913,2159,2792,1906,2953,1766,4556
168,Papua New Guinea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Paraguay,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3300,1905,1955,270,791,536,300,700,1100,3070,3420,4900,3777,5400,7300,4757,5000,8200,3799,12750,11160,13441,14581,5000,5000,5000,5000,22000,29361,25899,25900,23700,68427,94624,113754,103885,115903,140020,115996,116076,140805,178224,152819,179226,195896,196921,223021,214124,221548,215178,228932,252600,170063
169,Paraguay,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Peru,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,13000,5140,10098,9208,15800,11397,17042,18233,20161,17144,19722,18305,16700,15746,17870,14168,29070,43440,40219,19200,12768,11311,10843,21300,39700,14300,33600,45800,47400,43711,45028,74056,50288,62645,72358,65404,85912,65591,44884,99643,86006,93563,75473,72928,79749,78588,87698,100298,75386,87975,116060,58596,43744
170,Peru,3103,Nutrient phosphate P2O5 (total),5510,Production,t,6500,3990,4203,2961,5900,3601,3974,4257,4473,3903,3949,3978,3332,2232,1330,7232,4000,4100,4720,3998,4713,3000,3500,1100,1684,1000,2400,2500,3000,3700,3328,2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Philippines,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,44000,50000,39900,51018,47774,34000,40000,40414,49768,51900,53400,47758,55800,54830,45184,42778,45100,65235,77467,83300,104973,77600,73100,96500,105635,129700,145800,148640,118565,142628,124113,148655,129401,129401,129401,137311,148819,205168,79239,65149,92446,150962,80400,201419,136122,131228,157588,208515,132990,176654,206193,258040,401638
171,Philippines,3103,Nutrient phosphate P2O5 (total),5510,Production,t,41000,41700,41800,41047,42146,31200,31000,29254,36148,38800,37000,38154,18870,24071,14249,109588,256100,195040,198525,191026,199000,190100,183200,184900,205119,264446,273308,217131,192692,184686,150130,170251,193658,164874,136518,133393,136638,141990,36250,27905,5635,116200,145483,45862,46079,27768.27,39754.62,69776.24,92163.95,28649.14,65435.85,121626.14,267722.75
173,Poland,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,635133,718566,781684,850206,886688,947191,933149,947561,938453,967870,884529,817337,817000,900328,885175,908220,961211,836617,889700,924600,332600,151400,232000,243000,276000,301672,310000,289600,308414,296800,317900,319900,302600,321900,324300,441800,411900,462300,375300,351700,408400,370800,374100,341100,303600,325900,343400,338700,343500,358800,322000,322000,284000
173,Poland,3103,Nutrient phosphate P2O5 (total),5510,Production,t,599238,705588,763040,813641,823231,929394,928298,966245,1026387,931026,842517,866104,868000,871449,868033,888783,947859,942492,960800,948800,472700,252654,329017,281000,327791,496000,442000,473600,480200,473000,432100,467906,527000,553000,594000,596000,595000,648000,536000,241000,486000,538000,474000,372000,413329,475265,475114,469098,441591,474011,451604,449071,324833
174,Portugal,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,34704,34287,73378,78901,57900,73700,77952,77578,73593,78580,81224,84684,80577,67200,61400,69600,78900,83900,89100,81100,80300,76000,70000,73000,73000,71000,76000,67000,71000,69000,63000,62000,58000,54000,51000,49000,51149,68049,41135,26427,41432,29563,33157,39597,42269,46170,43602,41074,38891,38123,38373,42907,26907
174,Portugal,3103,Nutrient phosphate P2O5 (total),5510,Production,t,54975,59070,88700,90000,86300,82400,97208,97864,103319,115330,102152,93941,90350,79000,75600,81000,69800,79600,60800,76700,63300,31000,52000,61000,56000,56000,57000,56000,62000,57000,54000,56000,87069.99,78576.48,70082.97,61589.47,53095.96,18535.7,51908.24,18818.6,50098.6,55129.62,51687.52,41969.64,47030.62,48876.14,48743.3,46764.83,48062.06,48062.06,48062.06,48062.06,48062.06
175,Guinea-Bissau,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,74,100,0,0,200,46,89,300,500,200,0,0,0,250,56,265,246,228,60,100,100,100,100,100,200,200,700,700,513,603,435,504,917,567,472,636,985,545,1012,836,825,1089,1373,1734,1588,1575,1861,1613,1283
175,Guinea-Bissau,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Puerto Rico,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,326,160,290,423,406,562,366,734,579,1804,733,649,611,520,434,755,387,303,319,230
178,Eritrea,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,,0,200,200,1200,1000,1500,5520,5500,1774,670,144,0,0,2,1678,0,1380,0,0,58,0,53,0,0,0,40,0,0,0,0
178,Eritrea,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Qatar,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,60,120,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,900,600,300,400,600,726,1044,1283,1067,1067
179,Qatar,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Palau,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,28,15,19,4,5,0,4,0,1,6,4,18,7,4,0,0,0,0,0
180,Palau,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Zimbabwe,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,32300,34400,37900,51300,44500,45000,43000,30000,34600,37000,44600,45000,40000,43700,37200,45945,42775,39060,41100,41696,41600,43200,34600,46100,42300,38000,37000,44000,42000,43000,43400,35000,48087,44403,20406,20766,45301,30289,30606,40966,47792,39010,20000,35500,31500,23000,39000,41400,45800,45800,958,6410,8438
181,Zimbabwe,3103,Nutrient phosphate P2O5 (total),5510,Production,t,32500,35900,38000,51300,44500,45000,43000,30000,34600,36700,41800,39950,37500,44500,39700,46560,44845,40900,39400,38300,42300,43300,45900,38500,42000,40000,36000,33000,35500,38000,30000,26100,38200,34000,54100,45300,23600,24400,15500,9900,0,0,0,5600,3800,2000,2100,9500,8100,8100,43400,43400,43400
182,Reunion,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3100,3300,3500,3500,1874,4204,3700,4900,5887,4806,1317,4986,2392,5502,4101,4592,4049,3204,3461,3677,2700,3000,5046,5000,2000,2000,1600,2000,1500,1500,1500,1500,177,144,122,141,145,178,176,177,194,212,244,209,214,217,239,251,235,201,218,203,195
183,Romania,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,203200,179700,172900,350000,375000,338000,454000,468000,522000,519000,476000,551000,553000,537000,570000,446000,440000,440000,400000,360000,313100,145000,165000,166000,111800,127000,141000,85000,80000,46000,56000,86492,72996,95070,94073,138137,93846,103324,102418,100546,123331,126249,113035,113823,118574,132657,126189,144869,188411,201329,187577,237570,198625
183,Romania,3103,Nutrient phosphate P2O5 (total),5510,Production,t,244176,244664,312619,361000,404000,404000,493000,548000,660000,709000,687000,717000,750000,733000,765000,766000,790000,690000,700000,647700,413000,228000,260137,246446,206926,197000,202000,135800,96180,111200,99223,82202,73200,70300,65000,105000,78400,68000,60000,70000,80000,80000,114000,65804.7,59140.95,71691.45,70770.6,68106.75,81508.05,81508.05,81508.05,81508.05,81508.05
184,Rwanda,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,20,20,34,50,90,70,78,100,100,100,0,100,300,100,500,200,320,392,154,143,1028,501,121,1000,0,0,100,200,100,100,100,100,793,793,622,1087,1528,4247,4317,455,0,31,2858,4281,4633,7314,5811,12481,7867,15188,16914,15287,14410
184,Rwanda,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Russian Federation,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,1540000,900000,260000,350000,376000,320000,280000,220000,280000,312800,313151,303430,330530,346840,368260,408890,430850,393790,436980,426760,421940,437950,466000,467890,510163,589850,600456,601473,686451,755114,729290
185,Russian Federation,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,3000000,2511800,1716000,1933000,1575000,1853000,1688000,2017000,2319800,2402200,2513000,2593000,2802000,2766000,2766000,2807000,2571000,1111416,2576658,2343370,2157688,3053100,3065800,3319200,3576000,3865500,3992600,4115200,4246600,4316200,4345700
186,Serbia and Montenegro,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,,,,,,,,,,,,,,,,,,,,,,,20500,13500,14000,14000,19000,35000,24000,26000,17000,11100,54207,72662,87005,79317,,,,,,,,,,,,,,,,,
186,Serbia and Montenegro,3103,Nutrient phosphate P2O5 (total),5510,Production,t,,,,,,,,,,,,,,,,,,,,,,,20500,13500,14000,14000,14000,16000,24000,12000,12000,0,35549,41915,43835,40421,,,,,,,,,,,,,,,,,
188,Saint Kitts and Nevis,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,400,200,200,200,300,400,500,600,600,600,600,700,700,700,800,800,900,900,1000,245,228,300,300,300,420,364,364,500,500,500,500,500,14,14,14,14,24,14,24,14,14,14,14,0,38,14,14,10,10,10,10,10,10
188,Saint Kitts and Nevis,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Saint Lucia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,1200,1200,1200,1300,1300,1000,800,500,42,9,99,100,100,100,100,84,100,100,100,2104,1675,1800,7,1,32,0,2,3,10,418,603,0,170,440,143,177,138,36,2,86,53,53,233,72,165,137,119,136,134,184,114,116,116
189,Saint Lucia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Saint Vincent and the Grenadines,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,300,300,300,300,400,400,400,500,500,500,500,500,500,500,600,600,700,700,700,900,900,900,1000,1000,1000,1000,1000,1000,1300,1300,1300,1300,29,16,9,17,26,27,37,23,46,35,107,45,41,41,36,31,57,29,23,24,17
191,Saint Vincent and the Grenadines,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Sao Tome and Principe,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,28,16,21,16,19,16,26,30,26,26,25,24,31,38,34,41,37,36,52
193,Sao Tome and Principe,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Saudi Arabia,3103,Nutrient phosphate P2O5 (total),5157,Agricultural Use,t,3500,1000,400,1242,1890,2300,533,3000,4573,5559,14356,23615,33105,87698,109622,142000,196000,180000,180000,190000,193000,200000,218000,190000,155000,121000,138000,131000,121000,128000,137200,141700,132200,138000,139000,120000,137000,136000,74000,70000,83000,88000,93000,90900,90800,101000,94400,93000,93000,93000,81900,75920,80440
194,Saudi Arabia,3103,Nutrient phosphate P2O5 (total),5510,Production,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,182200,131600,147900,122800,129700,119800,136900,156300,159400,168100,123980,152760,116000,135380,105390,139100,75500,0,115290,300000,900000,898457.83,900000,1328400,1343400,1571500,1476500,1476500,1567337.3,1569442.9,1869877
