"Wind.Resource.Region","TRG","CF"
15,"class5",0.425455064793379
15,"class6",0.399940281456279
15,"class7",0.328353662540183
15,"class8",0.251970779625913
15,"class9",0.196063964357991
150,"class1",0.467204372240982
150,"class2",0.460058798300457
150,"class3",0.456794326009475
150,"class4",0.453227765783447
150,"class5",0.44669078981153
150,"class6",0.402918750520776
150,"class7",0.342061640585502
150,"class8",0.260779541793836
150,"class9",0.208838489155251
151,"class7",0.291422714555708
151,"class8",0.23903526463653
151,"class9",0.201400795091324
152,"class1",0.46997490307887
152,"class2",0.459558001526941
152,"class3",0.452999887495091
152,"class4",0.451304756160502
152,"class5",0.448732698257877
152,"class6",0.412693279599658
153,"class1",0.46313191982226
153,"class2",0.460512209183904
153,"class3",0.462530971300913
153,"class4",0.458776244047717
153,"class5",0.447665342328196
153,"class6",0.411093461618607
153,"class7",0.35914595890411
154,"class1",0.474053490223916
154,"class2",0.468901971152854
154,"class3",0.464130995109817
154,"class4",0.462705541004452
154,"class5",0.442518987366895
154,"class6",0.400133975871005
154,"class7",0.328999851153082
154,"class8",0.275413021255594
155,"class2",0.463209094574658
155,"class3",0.462941049793037
155,"class4",0.464120326515331
155,"class5",0.447424854214612
155,"class6",0.402986708246575
155,"class7",0.344471812463699
155,"class8",0.26749895890411
156,"class2",0.467979250570776
156,"class3",0.464457617614954
156,"class4",0.462665937103425
156,"class5",0.44495963371914
156,"class6",0.392519860933219
156,"class7",0.334028093097831
156,"class8",0.276384376581279
157,"class2",0.465984438356164
157,"class3",0.468106272219406
157,"class4",0.467563797039726
157,"class5",0.437344301233676
157,"class6",0.386098012656963
157,"class7",0.329657963880594
157,"class8",0.258611985127626
157,"class9",0.202723288348059
158,"class1",0.470904446700913
158,"class10",0.127268360898231
158,"class2",0.468847227678767
158,"class3",0.467772609433562
158,"class4",0.465163917768037
158,"class5",0.429372007921918
158,"class6",0.371819975073402
158,"class7",0.31275827280411
158,"class8",0.248767329947374
158,"class9",0.185994667768721
159,"class3",0.46672470022831
159,"class5",0.434531282950457
159,"class6",0.375702212014041
159,"class7",0.318924975829795
159,"class8",0.264777940270776
159,"class9",0.191310671829452
16,"class1",0.484316725116895
16,"class10",0.106077371609932
16,"class2",0.453892773314384
16,"class3",0.445816967437329
16,"class4",0.438772935828196
16,"class5",0.430748482264384
16,"class6",0.397771588438927
16,"class7",0.322545325502854
16,"class8",0.25998276186758
16,"class9",0.196318110891781
160,"class1",0.469498510703425
160,"class10",0.126695237561872
160,"class2",0.465870159211073
160,"class3",0.463793295803196
160,"class4",0.458993085503539
160,"class5",0.428206731125114
160,"class6",0.373578057806621
160,"class7",0.308632644255936
160,"class8",0.242707611163584
160,"class9",0.184237209236986
161,"class7",0.295681206336872
161,"class8",0.229473886772032
161,"class9",0.202453644950571
162,"class6",0.356414499429224
162,"class7",0.289914263610731
162,"class8",0.233332892634247
162,"class9",0.186798698081963
163,"class1",0.46473363893516
163,"class10",0.129604387860902
163,"class2",0.453501069153311
163,"class3",0.450641578920662
163,"class4",0.448979353634132
163,"class5",0.439184427805137
163,"class6",0.389764370165183
163,"class7",0.328954143348516
163,"class8",0.253277739616096
163,"class9",0.192309281636187
164,"class1",0.466150470397603
164,"class2",0.465756730384475
164,"class3",0.464335369136416
164,"class4",0.461159484167694
164,"class5",0.445702816266781
164,"class6",0.398223428207192
164,"class7",0.33310198063847
165,"class1",0.465388093612443
165,"class2",0.464601445543607
165,"class3",0.46435208628379
165,"class4",0.463226157231621
165,"class5",0.443264421989155
165,"class6",0.405695608473059
165,"class7",0.34659232971347
165,"class8",0.273519035388128
166,"class1",0.468015752174201
166,"class2",0.468675188475342
166,"class3",0.467946651537329
166,"class4",0.461797054322489
166,"class5",0.437765317404566
166,"class6",0.387084114503425
166,"class7",0.328034182364954
166,"class8",0.252787789925
167,"class1",0.469737784720662
167,"class2",0.469897043135845
167,"class3",0.468698104480822
167,"class4",0.464969903091895
167,"class5",0.437422182211301
167,"class6",0.390798763560731
167,"class7",0.33327563517831
167,"class8",0.268645867009132
168,"class2",0.469727635083904
168,"class3",0.469908425460845
168,"class4",0.465448598757078
168,"class5",0.430036567998174
168,"class6",0.384608961046575
168,"class7",0.333649206158448
169,"class1",0.470977415453653
169,"class2",0.470763153501484
169,"class3",0.469261409792922
169,"class4",0.451235398898402
169,"class5",0.425066885666096
169,"class6",0.379938361386073
169,"class7",0.326095675923516
169,"class8",0.269563886415525
17,"class1",0.462807686827968
17,"class10",0.101778651692466
17,"class3",0.440798216873858
17,"class4",0.428508399924658
17,"class5",0.417159568873973
17,"class6",0.390277070312557
17,"class7",0.321812597171461
17,"class8",0.252598719571119
17,"class9",0.194794843004224
170,"class5",0.414844480350571
170,"class6",0.366052071351027
170,"class7",0.312412850141667
170,"class8",0.252082638175114
171,"class1",0.472632304571347
171,"class2",0.471126947105137
171,"class3",0.467983161202169
171,"class4",0.454032347369635
171,"class5",0.42742427305137
171,"class6",0.380070564082192
171,"class7",0.314271317169178
171,"class8",0.249107867739269
171,"class9",0.184491432679452
172,"class2",0.47912601359726
172,"class3",0.469284641849212
172,"class4",0.454797102055114
172,"class5",0.425360076182991
172,"class6",0.378832139044064
172,"class7",0.316955439750228
172,"class8",0.25573327456484
172,"class9",0.181366751141553
173,"class6",0.35813438330137
173,"class7",0.29338281494395
173,"class8",0.257286856038584
174,"class1",0.478641629772146
174,"class2",0.476242939943836
174,"class3",0.464116793243151
174,"class4",0.453471757069749
174,"class5",0.427532454305822
174,"class6",0.380233414901598
174,"class7",0.331961634057763
175,"class5",0.423830616206963
175,"class6",0.35167582041758
175,"class7",0.324452108143037
175,"class8",0.256169146228653
176,"class1",0.475624750240411
176,"class2",0.469758731957991
176,"class3",0.46659535865605
176,"class4",0.465468022211073
176,"class5",0.460016731603082
176,"class6",0.416869685764155
176,"class7",0.335579669584247
176,"class8",0.251635110108447
176,"class9",0.208275637338356
177,"class3",0.472983287665183
177,"class4",0.470979603950091
177,"class5",0.454616424567466
177,"class6",0.408691756447032
177,"class7",0.338763069777283
177,"class8",0.260520352176941
177,"class9",0.205366722064612
178,"class4",0.465298568199658
178,"class5",0.447198047226941
178,"class6",0.403816784164726
178,"class7",0.355355021003539
179,"class4",0.465901621908333
179,"class5",0.446959289886416
179,"class6",0.396590326014041
179,"class7",0.356803863607078
18,"class1",0.476819916092237
18,"class10",0.12784654595411
18,"class2",0.449191678059361
18,"class3",0.439158341244635
18,"class4",0.429515454751712
18,"class5",0.418403098987443
18,"class6",0.395504259778653
18,"class7",0.320919541119521
18,"class8",0.256839292240868
18,"class9",0.196587826842694
180,"class1",0.471858753424658
180,"class2",0.469906159817352
180,"class3",0.471648794171667
180,"class4",0.470088878763927
180,"class5",0.456461743496005
180,"class6",0.411373095277169
180,"class7",0.345856488493265
181,"class5",0.445958919776484
181,"class6",0.397656510889726
181,"class7",0.343880125144749
182,"class5",0.445499114839144
182,"class6",0.401421368960388
182,"class7",0.352342661896461
182,"class8",0.264392284278767
183,"class5",0.441633232333105
183,"class6",0.400488167181393
183,"class7",0.343086576064269
183,"class8",0.279580480240525
184,"class5",0.436378511415525
184,"class6",0.386878278479566
184,"class7",0.346085294675342
184,"class8",0.284270836757991
185,"class6",0.382925126932648
185,"class7",0.322692396990411
185,"class8",0.258078878429338
185,"class9",0.207435968625913
186,"class10",0.1364164254379
186,"class5",0.440318866257763
186,"class6",0.380931130261758
186,"class7",0.302880458712541
186,"class8",0.250509898855023
186,"class9",0.191645098307991
187,"class10",0.138389671794635
187,"class6",0.379720626389954
187,"class7",0.314753148653881
187,"class8",0.251139719646918
187,"class9",0.192791979156507
188,"class7",0.292570439084018
188,"class8",0.259989660479566
188,"class9",0.196527662526484
189,"class6",0.373694436643836
189,"class7",0.311187185904794
189,"class8",0.255128144526941
189,"class9",0.210784591324201
19,"class1",0.481141309156735
19,"class10",0.105994000458219
19,"class2",0.443687986504566
19,"class3",0.435620529352968
19,"class4",0.428020085580365
19,"class5",0.425099394173973
19,"class6",0.386068307608333
19,"class7",0.320744458931963
19,"class8",0.253019615246119
19,"class9",0.187916984119064
190,"class5",0.436277928082192
190,"class6",0.390159084025685
190,"class7",0.299758624780134
190,"class8",0.257676919877009
190,"class9",0.206854458792922
191,"class3",0.463488748566895
191,"class4",0.45738290216895
191,"class5",0.44914349594258
191,"class6",0.38663702819121
191,"class7",0.314297803761187
191,"class8",0.253850623854452
191,"class9",0.203625615373858
192,"class6",0.381040839766553
192,"class7",0.320019330344635
192,"class8",0.258157910705023
192,"class9",0.204306554244292
193,"class5",0.439322649528881
193,"class6",0.392070504611073
193,"class7",0.321839552982648
193,"class8",0.264237758025342
193,"class9",0.204588369618037
194,"class5",0.438677683789954
194,"class6",0.390399379367694
194,"class7",0.32309342798516
194,"class8",0.253526069424772
194,"class9",0.200948472334247
195,"class6",0.391466405834247
195,"class7",0.345280502848059
195,"class8",0.256981346669292
195,"class9",0.213280573630137
196,"class5",0.435297534278995
196,"class6",0.400280805256621
196,"class7",0.336767544662785
196,"class8",0.267736202054795
197,"class4",0.457114014828653
197,"class5",0.439621742471575
197,"class6",0.395261123372717
197,"class7",0.356253424072831
198,"class5",0.440442860159817
198,"class6",0.39581722420742
198,"class7",0.341755498200114
199,"class5",0.442106094748858
199,"class6",0.39743954765411
199,"class7",0.342403754598516
199,"class8",0.27033830661347
2,"class10",0.0822651709981655
2,"class5",0.404689147921918
2,"class6",0.384770960743836
2,"class7",0.317433132090525
2,"class8",0.24597686685411
2,"class9",0.190353576828196
20,"class1",0.490274240642237
20,"class10",0.100971003014726
20,"class2",0.474207586763699
20,"class3",0.46117376826484
20,"class4",0.441698716827169
20,"class5",0.447187788642237
20,"class6",0.408717976147489
20,"class7",0.331742602289954
20,"class8",0.256689281319635
20,"class9",0.197818569830479
200,"class5",0.441195335807877
200,"class6",0.393207770818151
200,"class7",0.343251173278425
201,"class6",0.38765879481895
201,"class7",0.32833776724726
201,"class8",0.275665766477626
202,"class6",0.385390961156724
202,"class7",0.329444662002626
202,"class8",0.273115828843721
203,"class6",0.394157658756963
203,"class7",0.346062942565525
203,"class8",0.27861624086758
204,"class7",0.308923898072032
204,"class8",0.260066428853425
204,"class9",0.208516069923973
205,"class10",0.140163738584475
205,"class6",0.382649798507991
205,"class7",0.303956634160936
205,"class8",0.260737600160616
205,"class9",0.195472080380708
206,"class6",0.410238915830753
206,"class7",0.380608987047945
207,"class6",0.412220239749543
207,"class7",0.371931247390217
208,"class5",0.439342616616781
208,"class6",0.399952380934018
208,"class7",0.360243216179224
209,"class5",0.4405655063379
209,"class6",0.402143496373288
209,"class7",0.333002829214155
209,"class8",0.270304521689498
21,"class10",0.0948737298436073
21,"class4",0.437582396689498
21,"class5",0.423119540203653
21,"class6",0.399209633243037
21,"class7",0.323825980359475
21,"class8",0.249891182286187
21,"class9",0.188400154666553
210,"class6",0.381062675282386
210,"class7",0.313604798310046
210,"class8",0.268904363153196
211,"class4",0.463800316780822
211,"class5",0.441011122409703
211,"class6",0.390178872436301
211,"class7",0.307772884445548
211,"class8",0.245764708857877
211,"class9",0.204100294826256
212,"class1",0.466156078196347
212,"class2",0.464764824200913
212,"class4",0.460516049018151
212,"class5",0.443871432267808
212,"class6",0.381059795398858
212,"class7",0.312931581548973
212,"class8",0.243672531248059
212,"class9",0.200969112163927
213,"class5",0.445057234589041
213,"class6",0.377811723769635
213,"class7",0.322041132037557
213,"class8",0.265844684133105
214,"class3",0.461832756486301
214,"class4",0.454470395785502
214,"class5",0.444142018615868
214,"class6",0.384332631892808
214,"class7",0.306122351764155
214,"class8",0.249230134456849
214,"class9",0.202525825012329
215,"class6",0.366120422590982
215,"class7",0.322950251715982
215,"class8",0.264089109371918
216,"class4",0.465348296803653
216,"class5",0.433999328282877
216,"class6",0.385305159999315
216,"class7",0.304567847237443
216,"class8",0.243314700354452
216,"class9",0.205111431753995
217,"class6",0.374660300802397
217,"class7",0.328054352532306
217,"class8",0.26031097358984
217,"class9",0.199426058789954
218,"class5",0.431597948970205
218,"class6",0.395211214942237
218,"class7",0.340608525538813
218,"class8",0.271485088294635
219,"class6",0.392881473660023
219,"class7",0.363121639558448
22,"class10",0.12363978475637
22,"class6",0.394778321973402
22,"class7",0.344135252388014
22,"class8",0.262273541180023
22,"class9",0.202129198428311
220,"class6",0.380440023695091
220,"class7",0.354799425984132
221,"class5",0.441903571641553
221,"class6",0.394099802477968
221,"class7",0.333509628051598
222,"class5",0.433704038115183
222,"class6",0.402227319709817
222,"class7",0.344710203861073
223,"class6",0.380724165455708
223,"class7",0.322096536805594
224,"class10",0.135361767954566
224,"class6",0.370186570074429
224,"class7",0.308055427730251
224,"class8",0.248107378551826
224,"class9",0.185016661013356
225,"class6",0.37253391663653
225,"class7",0.347075376620662
226,"class5",0.429965931308562
226,"class6",0.385242176323516
226,"class7",0.349753114071918
227,"class5",0.441471127283105
227,"class6",0.369231596144178
227,"class7",0.323495025166667
227,"class8",0.265433934360731
228,"class10",0.133201743721461
228,"class6",0.37100048476347
228,"class7",0.328343829131735
228,"class8",0.245528638685845
228,"class9",0.186359296938356
229,"class7",0.306987297822457
229,"class8",0.25245335573242
229,"class9",0.188490555549886
23,"class10",0.121441888485845
23,"class7",0.31533578076153
23,"class8",0.250804994427957
23,"class9",0.205768919451598
230,"class6",0.370865151544635
230,"class7",0.319239860412785
230,"class8",0.254747539434932
230,"class9",0.200461501848402
231,"class10",0.134075513268265
231,"class7",0.288160340523174
231,"class8",0.246401176400411
231,"class9",0.189798401843607
232,"class10",0.128275532490639
232,"class6",0.368466859018265
232,"class7",0.288851761282686
232,"class8",0.242302194981279
232,"class9",0.17572469559581
233,"class10",0.132390789383562
233,"class6",0.362576514836416
233,"class7",0.315038286075
233,"class8",0.245593391152169
233,"class9",0.190756408381963
234,"class10",0.112880026850571
234,"class5",0.440085193736416
234,"class6",0.380239040183333
234,"class7",0.302411392594977
234,"class8",0.2493904802879
234,"class9",0.193738952976712
235,"class10",0.127586503974429
235,"class7",0.293140327876142
235,"class8",0.236363763058676
235,"class9",0.185679724675
236,"class7",0.293461477267009
236,"class8",0.24528182054532
236,"class9",0.199734835999201
237,"class10",0.137265016160388
237,"class6",0.350379421803653
237,"class7",0.294434962451142
237,"class8",0.249963691106061
237,"class9",0.192456574591438
238,"class10",0.126442839587785
238,"class7",0.289652442611986
238,"class8",0.239459449568151
238,"class9",0.182647786370548
239,"class10",0.131056849405936
239,"class7",0.293532411959441
239,"class8",0.249795974777626
239,"class9",0.185570208988014
24,"class1",0.470507039954338
24,"class10",0.103357072226655
24,"class2",0.455172340236187
24,"class3",0.43907639783105
24,"class4",0.436226190639269
24,"class5",0.422781237015068
24,"class6",0.399447224765525
24,"class7",0.335333388235274
24,"class8",0.255800751491781
24,"class9",0.193131416832534
240,"class10",0.124358017995342
240,"class6",0.345708089611872
240,"class7",0.286752583382648
240,"class8",0.235514579243836
240,"class9",0.187121174240502
241,"class10",0.099733172127169
241,"class6",0.356527343192352
241,"class7",0.298385862510959
241,"class8",0.237799273275685
241,"class9",0.171972415599772
242,"class10",0.108035181172717
242,"class6",0.370925144406393
242,"class7",0.298765055604566
242,"class8",0.23047655871347
242,"class9",0.173945700850571
243,"class10",0.0875409891753425
243,"class2",0.451275198059361
243,"class3",0.442016592465753
243,"class4",0.448908041191096
243,"class5",0.414369288607192
243,"class6",0.363035633028425
243,"class7",0.300657884279909
243,"class8",0.236331433014612
243,"class9",0.171756949255023
244,"class1",0.448156435502283
244,"class10",0.106214018903425
244,"class2",0.449855853310502
244,"class4",0.444615151780365
244,"class5",0.426381044888927
244,"class6",0.361580800055594
244,"class7",0.302069358179566
244,"class8",0.239791065123858
244,"class9",0.172676061480251
245,"class10",0.0948629950930479
245,"class2",0.451343256278539
245,"class3",0.446992622816781
245,"class4",0.448056950474658
245,"class5",0.416403122368721
245,"class6",0.363970618081963
245,"class7",0.303610967278425
245,"class8",0.234819035281164
245,"class9",0.166003471536815
246,"class10",0.120890250103995
246,"class8",0.21761417010331
246,"class9",0.165171804275148
247,"class10",0.106889518232534
247,"class7",0.288869593313356
247,"class8",0.231251949396712
247,"class9",0.168897383279224
248,"class10",0.0943800509432648
248,"class6",0.357605359921233
248,"class7",0.298364786229338
248,"class8",0.236735325535616
248,"class9",0.172296891508904
249,"class1",0.455941146917808
249,"class10",0.109038720687557
249,"class3",0.45302164875605
249,"class4",0.448946665124543
249,"class5",0.430901402699315
249,"class6",0.373776844709931
249,"class7",0.303424427309247
249,"class8",0.231180319689954
249,"class9",0.171537573023288
25,"class10",0.115368310033219
25,"class5",0.454370953394635
25,"class6",0.439967461872374
25,"class7",0.351344343156621
25,"class8",0.269953792563584
25,"class9",0.207852876305708
250,"class1",0.458987931818379
250,"class10",0.0895923432737443
250,"class2",0.443273580908333
250,"class3",0.444470812677968
250,"class4",0.442862946584361
250,"class5",0.433133762201142
250,"class6",0.386319552792808
250,"class7",0.311810808447603
250,"class8",0.238689848604224
250,"class9",0.176011056189384
251,"class10",0.153529337307945
251,"class9",0.197140655753881
252,"class10",0.153376092906621
252,"class6",0.426190649966324
252,"class7",0.366930994650685
252,"class8",0.28034119847032
252,"class9",0.209035626342694
253,"class10",0.111233955079909
253,"class5",0.439300685549658
253,"class6",0.38470313485137
253,"class7",0.311327925898973
253,"class8",0.242432036255251
253,"class9",0.177813036911644
254,"class10",0.12661051873242
254,"class6",0.431646834133333
254,"class7",0.364525605630023
254,"class8",0.28564291929847
254,"class9",0.202155677578995
255,"class10",0.130169915566438
255,"class6",0.43537648173516
255,"class7",0.356756796872489
255,"class8",0.280393964673174
255,"class9",0.209685091700114
256,"class4",0.445135578196347
256,"class5",0.415660690124201
256,"class6",0.369697152975559
256,"class7",0.298162184415753
256,"class8",0.242392857688128
257,"class10",0.126428693848059
257,"class3",0.460540062317352
257,"class4",0.453412132228425
257,"class5",0.428921954403653
257,"class6",0.364022780588813
257,"class7",0.302249873198402
257,"class8",0.235044640642123
257,"class9",0.181924263656735
258,"class10",0.138343302511416
258,"class7",0.287497038056279
258,"class8",0.241683610066781
