"# 2016 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://www.eia.gov/electricity/data/eia860/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
49756,Illinois Power Resources Generating LLC,860,Sterling Avenue,IL,Peoria,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18, ,15,15, ,, , ,RE,X,12,1967,4,2009,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,331,Petroleum Liquids,GT,,S,X,X,,,19, ,11.2,14.2, ,, , ,RE,X,4,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,332,Petroleum Liquids,GT,,S,X,X,,,19, ,13.5,16.8, ,, , ,RE,X,4,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,333,Petroleum Liquids,GT,,S,X,X,,,19, ,12.7,15.7, ,, , ,RE,X,4,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,334,Petroleum Liquids,GT,,S,X,X,,,19, ,11.4,16.9, ,, , ,RE,X,4,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,341,Petroleum Liquids,GT,,S,X,X,,,19, ,13.7,16.9, ,, , ,RE,X,5,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,342,Petroleum Liquids,GT,,S,X,X,,,19, ,13.7,14.1, ,, , ,RE,X,5,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,343,Petroleum Liquids,GT,,S,X,X,,,19, ,11.9,15, ,, , ,RE,X,5,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,865,Bloom,IL,Cook,344,Petroleum Liquids,GT,,S,X,X,,,19, ,12.3,15.2, ,, , ,RE,X,5,1971,1,2003,N,IPP Non-CHP,2,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,311,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.7,17.9, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,312,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.1,17.4, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,313,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,12.3,15.9, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,314,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.8,18.4, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,321,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.1,17.4, ,, , ,RE,X,6,1996,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,322,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.2,18, ,, , ,RE,X,6,1996,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,323,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.2,17.5, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,324,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.2,17.5, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,331,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,15.1,18.4, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,332,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,13,17.3, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,333,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,13.6,17.2, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,341,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,13.7,17.9, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,342,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14,17.2, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,343,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,13.6,16.8, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,866,Calumet,IL,Cook,344,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,8.3,11.5, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,311,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,17.3,13.9, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,312,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,13.7,17, ,, , ,RE,X,6,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,313,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.4,17.9, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,314,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,13.9,17.3, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,321,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.7,18.3, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,322,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.7,18.3, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,323,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,13.9,17.3, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,324,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.2,17.7, ,, , ,RE,X,6,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,331,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.2,17.7, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,332,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,13.8,17.1, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,333,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,14.3,17.8, ,, , ,RE,X,7,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,334,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.3, ,13.7,17, ,, , ,RE,X,6,1968,3,2005,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,7,Conventional Steam Coal,ST,,S,X,X,,,239.3, ,213,216, ,, , ,RE,X,5,1958,8,2012,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,Y,,,Y,,,,,
12384,Midwest Generations EME LLC,867,Crawford,IL,Cook,8,Conventional Steam Coal,ST,,S,X,X,,,358.1, ,319,326, ,, , ,RE,X,4,1961,8,2012,N,IPP Non-CHP,2,X,SUB,,,,,,,,,,N,, ,,,Y,,,Y,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,311,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.6,17.7, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,312,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,15,18.3, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,313,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,15.1,18.3, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,314,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.7,17.9, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,321,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.9,18.8, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,322,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.6,17.7, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,323,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.4,17.5, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,324,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,15.3,18.7, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,331,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.7,17.9, ,, , ,RE,X,8,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,332,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,15.1,18.5, ,, , ,RE,X,8,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,333,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.7,17.8, ,, , ,RE,X,6,1970,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,334,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,14.7,17.9, ,, , ,RE,X,4,1971,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,341,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,9.5,12.8, ,, , ,RE,X,4,1971,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,342,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,9.8,12.8, ,, , ,RE,X,4,1971,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,343,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,10.4,13.2, ,, , ,RE,X,4,1971,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,870,Electric Junction,IL,DuPage,344,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19, ,9.9,12.8, ,, , ,RE,X,4,1971,12,2004,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,311,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,15.8,19.3, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,OVER,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,312,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.5,17.7, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,313,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.6,17.8, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,314,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14,17.2, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,321,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.1,17.3, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,322,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.1,17.3, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,323,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,14.1,17.3, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,874,Joliet 9,IL,Will,324,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,18.4, ,13.9,17.8, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,311,Petroleum Liquids,GT,,S,X,X,,,22.1, ,16.2,21.2, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,KER,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,312,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,22.1, ,18.4,23, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,321,Petroleum Liquids,GT,,S,X,X,,,22.1, ,15.5,20.2, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,KER,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,322,Petroleum Liquids,GT,,S,X,X,,,22.1, ,18.8,21.7, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,KER,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,331,Petroleum Liquids,GT,,S,X,X,,,22.1, ,16.2,21.2, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,KER,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,877,Lombard,IL,DuPage,332,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,22.1, ,18.3,22.9, ,, , ,RE,X,6,1969,12,2004,N,IPP Non-CHP,2,X,NG,,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,311,Petroleum Liquids,GT,,S,X,X,,,18.4, ,12.8,16.1, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,312,Petroleum Liquids,GT,,S,X,X,,,18.4, ,12.4,15.6, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,321,Petroleum Liquids,GT,,S,X,X,,,18.4, ,11.4,15.2, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,322,Petroleum Liquids,GT,,S,X,X,,,18.4, ,13.5,16.9, ,, , ,RE,X,5,1969,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,331,Petroleum Liquids,GT,,S,X,X,,,19, ,11,13.8, ,, , ,RE,X,5,1970,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,332,Petroleum Liquids,GT,,S,X,X,,,19, ,12.8,16.4, ,, , ,RE,X,5,1970,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,341,Petroleum Liquids,GT,,S,X,X,,,19, ,12.5,14, ,, , ,RE,X,5,1970,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,882,Sabrooke,IL,Winnebago,342,Petroleum Liquids,GT,,S,X,X,,,19, ,13.1,16.6, ,, , ,RE,X,5,1970,12,2004,N,IPP Non-CHP,2,X,DFO,NG,,,,,,,,,,, ,,,,,,,,,,,
12384,Midwest Generations EME LLC,883,Waukegan,IL,Lake,6,Conventional Steam Coal,ST,,S,X,X,,,121, ,100,100, ,, , ,RE,X,1,1952,12,2007,N,IPP Non-CHP,2,X,SUB,NG,,,,,,,,,N,, ,,,,,,,,,N,,
12384,Midwest Generations EME LLC,884,Will County,IL,Will,1,Conventional Steam Coal,ST,,S,X,X,,,187.5, ,151,156, ,, , ,RE,X,7,1955,12,2010,N,IPP Non-CHP,2,X,SUB,DFO,,,,,,,,,N,, ,,,Y,,,Y,,,,,
12384,Midwest Generations EME LLC,884,Will County,IL,Will,2,Conventional Steam Coal,ST,,S,X,X,,,183.7, ,148,154, ,, , ,RE,X,3,1955,12,2010,N,IPP Non-CHP,2,X,SUB,DFO,,,,,,,,,N,, ,,,Y,,,Y,,,,,
12384,Midwest Generations EME LLC,884,Will County,IL,Will,3,Conventional Steam Coal,ST,,S,X,X,,,299.2,0.85,251,262,95,N, , ,RE,X,6,1957,4,2015,N,IPP Non-CHP,2,X,SUB,DFO,,,,,,,,,N,, ,OVER,,N,,,N,,,,,
12384,Midwest Generations EME LLC,886,Fisk Street,IL,Cook,19,Conventional Steam Coal,ST,,S,X,X,,,374, ,326,326, ,, , ,RE,X,7,1968,8,2012,N,IPP Non-CHP,2,X,SUB,NG,,,,,,,,,N,, ,,,Y,,,Y,,,,,
5517,Dynegy Midwest Generation Inc,891,Havana,IL,Mason,1,Petroleum Liquids,ST,,S,X,X,,,46, ,45.6,44.8, ,, , ,RE,X,9,1947,1,2012,N,IPP Non-CHP,2,X,RFO,,,,,,DFO,,,,N,, ,,,,,,,,,,N,
5517,Dynegy Midwest Generation Inc,891,Havana,IL,Mason,2,Petroleum Liquids,ST,,S,X,X,,,46, ,45.6,44.8, ,, , ,RE,X,7,1947,1,2012,N,IPP Non-CHP,2,X,RFO,,,,,,DFO,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,891,Havana,IL,Mason,3,Petroleum Liquids,ST,,S,X,X,,,46, ,45.6,44.8, ,, , ,RE,X,11,1948,1,2012,N,IPP Non-CHP,2,X,RFO,,,,,,DFO,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,891,Havana,IL,Mason,4,Petroleum Liquids,ST,,S,X,X,,,46, ,45.6,44.8, ,, , ,RE,X,3,1950,1,2012,N,IPP Non-CHP,2,X,RFO,,,,,,DFO,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,891,Havana,IL,Mason,5,Petroleum Liquids,ST,,S,X,X,,,46, ,45.6,44.8, ,, , ,RE,X,6,1950,1,2012,N,IPP Non-CHP,2,X,RFO,,,,,,DFO,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.5, ,13.5,15.8, ,N, , ,RE,X,10,1970,1,2013,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.5, ,13.5,15.8, ,N, , ,RE,X,9,1970,1,2013,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.5, ,13.5,15.8, ,N, , ,RE,X,10,1970,1,2013,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y
5517,Dynegy Midwest Generation Inc,894,Oglesby,IL,LaSalle,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,17.5, ,13.5,15.8, ,N, , ,RE,X,10,1970,1,2013,N,IPP Non-CHP,2,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,N,Y
5517,Dynegy Midwest Generation Inc,895,Stallings,IL,Madison,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,23.8, ,20.5,22.3, ,N, , ,RE,X,8,1970,1,2013,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,895,Stallings,IL,Madison,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,23.8, ,20.5,22.3, ,N, , ,RE,X,8,1970,1,2013,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,895,Stallings,IL,Madison,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,23.8, ,20.5,22.3, ,N, , ,RE,X,9,1970,1,2013,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
5517,Dynegy Midwest Generation Inc,895,Stallings,IL,Madison,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,23.8, ,20.5,22.3, ,N, , ,RE,X,8,1970,1,2013,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
