"# 2016 Form EIA-860 Data - Schedule 3, 'Generator Data' (Retired & Canceled Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# https://www.eia.gov/electricity/data/eia860/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
11626,City of Marceline - (MO),7470,Marceline,MO,Linn,3,Petroleum Liquids,IC,,S,X,X,,,1.2, ,1.2,1.2, ,N, , ,RE,X,3,1959,12,2006,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,,Y,
11626,City of Marceline - (MO),7470,Marceline,MO,Linn,4,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4, ,N, , ,RE,X,11,1995,12,2006,N,Electric Utility,1,X,DFO,NG,,,,,,,,,N,, ,,,,,,,,,N,Y,
14164,City of Orangeburg - (SC),7480,Rowesville Rd Plant,SC,Orangeburg,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.8, ,4.2,4.8, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
14164,City of Orangeburg - (SC),7480,Rowesville Rd Plant,SC,Orangeburg,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.8, ,4.2,4.8, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
26616,North Slope Borough Power & Light,7482,NSB Atqasuk Utility,AK,North Slope,PG1,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2,0.1,N, , ,RE,X,88,1986,1,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,N,,N
26616,North Slope Borough Power & Light,7484,NSB Nuiqsut Utility,AK,North Slope,PG4A,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4,0.2,N, , ,RE,X,9,1999,12,2012,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,AK,North Slope,PG1,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,8,1987,10,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,AK,North Slope,PG2,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,8,1987,10,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,AK,North Slope,PG3,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,88,1987,1,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,AK,North Slope,PG4,Petroleum Liquids,IC,,S,X,X,,,0.4, ,0.4,0.4,0.2,N, , ,RE,X,88,1992,1,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7485,NSB Point Hope Utility,AK,North Slope,PG5,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2,0.1,N, , ,RE,X,88,1980,1,2008,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG1A,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,10,2000,7,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG2A,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,10,2000,7,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG3,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2,0.1,N, , ,RE,X,88,1990,12,2000,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG3A,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,11,2002,7,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG4,Petroleum Liquids,IC,,S,X,X,,,0.2, ,0.2,0.2,0.1,N, , ,RE,X,88,1990,11,2002,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG4A,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,11,2002,7,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG5,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,11,2002,7,2013,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7486,NSB Point Lay Utility,AK,North Slope,PG6,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,11,2002,7,2013,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7487,NSB Anaktuvuk Pass,AK,North Slope,4,Petroleum Liquids,IC,,S,X,X,,,0.1, ,0.1,0.1,0.1,N, , ,RE,X,9,1994,9,2010,Y,Electric Utility,1,T,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
26616,North Slope Borough Power & Light,7487,NSB Anaktuvuk Pass,AK,North Slope,5,Petroleum Liquids,IC,,S,X,X,,,0.1, ,0.1,0.1,0.1,N, , ,RE,X,9,1994,9,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,N, ,1H,,,,,,,,N,,
26616,North Slope Borough Power & Light,7488,NSB Wainwright Utility,AK,North Slope,PG4,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3,0.1,N, , ,RE,X,88,1988,1,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,1H,,,,,,,,,,
15371,Town of Princeton - (MA),7501,Princeton Wind Farm,MA,Worcester,1,Onshore Wind Turbine,WT,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,10,1984,10,2003,N,Electric Utility,1,X,WND,,,,,,,,,,,,8,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,1,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,10,1985,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,2,Petroleum Liquids,IC,,S,X,X,,,0.3, ,0.3,0.3, ,, , ,RE,X,3,1987,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,3,Petroleum Liquids,IC,,S,X,X,,,0.6, ,0.5,0.5, ,, , ,RE,X,10,1986,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,4,Petroleum Liquids,IC,,S,X,X,,,0.9, ,0.7,0.7, ,, , ,RE,X,10,1986,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,5,Petroleum Liquids,IC,,S,X,X,,,0.6, ,0.5,0.5, ,, , ,RE,X,10,1985,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19454,City of Unalaska - (AK),7502,Dutch Harbor,AK,Aleutians West,6,Petroleum Liquids,IC,,S,X,X,,,1.4, ,1.2,1.2, ,, , ,RE,X,10,1985,7,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
19876,Virginia Electric & Power Co,7537,North Branch (WV),WV,Grant,1,Conventional Steam Coal,ST,,S,X,X,,,80,0.85,74,77, ,N, , ,RE,X,5,1992,12,2012,N,Electric Utility,1,X,WC,,,,,,PG,,,,,, ,,Y,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,10,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,160, ,160,160, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,11,Natural Gas Fired Combined Cycle,CT,,S,X,,,,195, ,167,145, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,12,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,195, ,183,132, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,4,Natural Gas Fired Combined Cycle,CT,,S,X,,,,195, ,167,145, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,5,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,160, ,162,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,6,Natural Gas Fired Combined Cycle,CT,,S,X,,,,195, ,167,145, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,7,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,612, ,483,432, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,9,Natural Gas Fired Combined Cycle,CT,,S,X,,,,195.3, ,155,180, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CCE1,Natural Gas Fired Combined Cycle,CC,,S,,N,,,557, ,474,557, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,Y
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CCW1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,278, ,237,278, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,Y
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,195, ,153,195, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,,Y
3046,Duke Energy Progress - (NC),7539,NA 1 (NC),NC,NOT IN FILE,CT2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,195, ,153,195, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,Y
20847,Wisconsin Electric Power Co,7549,Milwaukee County,WI,Milwaukee,1,Conventional Steam Coal,ST,,S,X,X,,,11,0.8,7,7,1,N, , ,RE,X,3,1996,4,2016,Y,Electric Utility,1,B,SUB,,,,,,NG,,,,N,N, ,OVER,,N,Y,,Y,,,,N,N
20860,Wisconsin Public Service Corp,7602,Oneida Casino,WI,Brown,1,Petroleum Liquids,IC,,S,X,X,,,2, ,1.8,1.8, ,, , ,RE,X,7,1996,6,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
20860,Wisconsin Public Service Corp,7602,Oneida Casino,WI,Brown,2,Petroleum Liquids,IC,,S,X,X,,,2, ,1.8,1.8, ,, , ,RE,X,7,1996,6,2011,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
10273,Kimberly-Clark Corp,7627,Everett Cogen,WA,Snohomish,1,Wood/Wood Waste Biomass,ST,,S,X,X,,,42, ,36,26, ,, , ,RE,X,1,1996,10,2011,Y,IPP CHP,3,T,WDS,NG,DFO,,,,,,,,N,, ,,Y,,,,,,,,Y,Y
2439,City of Bryan - (OH),7657,Auglaize Hydro,OH,Defiance,3,Conventional Hydroelectric,HY,,S,X,X,,,1.4,0.8,1.3,1.3, ,N, , ,RE,X,9,1992,2,2003,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N,0,10M,,,,,,,,N,,
17718,Southwestern Public Service Co,7678,Celanese,TX,Gray,1,All Other,OT,,S,X,X,,,13, ,13,13, ,, , ,RE,X,1,1964,12,2010,N,Electric Utility,1,X,OTH,,,,,,,,,,N,, ,,,,,,,,,N,,
17718,Southwestern Public Service Co,7678,Celanese,TX,Gray,2,All Other,ST,,S,X,X,,,37, ,26,26, ,, , ,RE,X,1,1979,12,2010,N,Electric Utility,1,X,PUR,,,,,,,,,,N,, ,,,,,,,,,N,,
9617,JEA,7705,Girvin Landfill,FL,Duval,1,Landfill Gas,IC,,S,X,X,FRCC,FRCC,3,0.85,3,3,1,N, , ,RE,X,7,1997,2,2014,N,Electric Utility,1,X,LFG,,,,,,,,,,N,, ,10M,,,,,,,,,N,
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.7, ,15.8,18.7, ,, , ,RE,X,1,1992,11,2010,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.7, ,15.5,18.4, ,, , ,RE,X,1,1990,11,2010,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.7, ,12.2,14.5, ,, , ,RE,X,1,1990,11,2010,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,Y,Y
9417,Interstate Power and Light Co,7706,Agency GT,IA,Des Moines,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,19.7, ,16.6,19.6, ,, , ,RE,X,1,1990,11,2010,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,,,,,,,,,,Y,Y
195,Alabama Power Co,7708,APC1,AL,,2,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,270, ,270,270, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,Lee,CT4A,Natural Gas Fired Combined Cycle,CT,,S,X,,,,203.1, ,203.1,203.1, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,Lee,CT4B,Natural Gas Fired Combined Cycle,CT,,S,X,,,,203.1, ,203.1,203.1, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
17650,Southern Power Co,7710,H Allen Franklin Combined Cycle,AL,Lee,ST4,Natural Gas Fired Combined Cycle,CA,,S,Y,X,,,281.9, ,282,282, ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
7140,Georgia Power Co,7711,GPC3,GA,,1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,660, ,660,660, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
7140,Georgia Power Co,7712,GPC4,GA,,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,570, ,570,570, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
7140,Georgia Power Co,7713,GPC5,GA,,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,930, ,930,930, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
7140,Georgia Power Co,7714,GPC6,GA,,1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,570, ,570,570, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7727,Future Gen Plant 1,NC,,1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,211.8, ,162,180, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3046,Duke Energy Progress - (NC),7728,Future Gen Plant 2,NC,,1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,612, ,480,552, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
3989,City of Colorado Springs - (CO),7730,SECC,CO,El Paso,1,Petroleum Liquids,IC,,S,X,X,,,1.5,0.8,1.1,1.1,0.1,N, , ,RE,X,1,1998,4,2014,N,Electric Utility,1,X,DFO,,,,,,,,,,N,N, ,10M,,,,,,,,,N,N
5701,El Paso Electric Co,7732,Turbine,TX,El Paso,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,121, ,121,121, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,1,Petroleum Liquids,GT,,S,X,X,,,300, ,300,300, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT1,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT2,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT3,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT4,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT5,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT6,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
21554,Seminole Electric Cooperative Inc,7738,Unknown,FL,Hardee,GT7,Petroleum Liquids,GT,,S,X,X,,,180, ,153,182, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,,,,,,,,,,,
6452,Florida Power & Light Co,7744,Unsited,FL,,1,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,448, ,448,448, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
6452,Florida Power & Light Co,7744,Unsited,FL,,2,Natural Gas Fired Combined Cycle,CC,,S,N,N,,,448, ,448,448, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
924,"Associated Electric Coop, Inc",7749,Essex,MO,Stoddard,2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,108, ,104,127, ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,,
17874,City of St George,7767,Bloomington Power Plant,UT,Washington,7,Petroleum Liquids,IC,,S,X,X,,,1.7, ,1.5,1.5, ,, , ,RE,X,3,1999,3,2010,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,N,N,
8287,Hawaii Electric Light Co Inc,7769,Lalamilo Windfarm,HI,Hawaii,1-81,Onshore Wind Turbine,WT,,W,X,X,,,1.6, ,1.6,1.6, ,, , ,RE,X,7,1985,12,2010,N,Electric Utility,1,X,WND,,,,,,,,,,,,81,,,,,,,,,,,
8287,Hawaii Electric Light Co Inc,7769,Lalamilo Windfarm,HI,Hawaii,8211,Onshore Wind Turbine,WT,,W,X,X,,,0.6, ,0.6,0.6, ,, , ,RE,X,7,1985,12,2010,N,Electric Utility,1,X,WND,,,,,,,,,,,,39,,,,,,,,,,,
58190,Bluestem LLC,7771,Springview,NE,Keya Paha,1,Onshore Wind Turbine,WT,,J,X,X,,,0.7, ,0.7,0.7, ,N, , ,RE,X,10,1998,10,2007,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,1,,,,,,,,,,,
58190,Bluestem LLC,7771,Springview,NE,Keya Paha,2,Onshore Wind Turbine,WT,,J,X,X,,,0.7, ,0.7,0.7, ,N, , ,RE,X,10,1998,10,2007,N,IPP Non-CHP,2,X,WND,,,,,,,,,,N,,1,,,,,,,,,,,
40230,Deseret Generation & Tran Coop,7790,Bonanza,UT,Uintah,2,Conventional Steam Coal,ST,,J,X,X,,,110, ,86,86, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,WC,DFO,,,,,,,,,N,, ,,,N,,,N,,,N,N,N
11560,City of Manassas - (VA),7797,Dominion/Lo Mar,VA,Prince William,DOM3,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.6, , ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,N,N,N
11560,City of Manassas - (VA),7797,Dominion/Lo Mar,VA,Prince William,DOM4,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.6, , ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,N,N,
11560,City of Manassas - (VA),7797,Dominion/Lo Mar,VA,Prince William,LOM4,Petroleum Liquids,IC,,S,X,X,,,1.8, ,1.6, , ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,DFO,,,,,,,,,,N,, ,10M,,,,,,,,N,N,
792,City of Argyle - (WI),7810,Argyle,WI,Lafayette,2A,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,0,1973,9,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,10M,,,,,,,,,,
792,City of Argyle - (WI),7810,Argyle,WI,Lafayette,4,Petroleum Liquids,IC,,S,X,X,,,1.1, ,1.1,1.1, ,N, , ,RE,X,10,1989,9,2003,N,Electric Utility,1,X,DFO,,,,,,,,,,,, ,,,,,,,,,,,
10393,PUD No 1 of Klickitat County,7832,Roosevelt Biogas 1,WA,Klickitat,6,Landfill Gas,IC,,S,X,X,,,2.1, ,2.1,2.1, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,LFG,,,,,,,,,,N,, ,,,,,,,,,N,N,N
17543,South Carolina Public Service Authority,7834,John S Rainey,SC,Anderson,CT4B,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,170, ,146,168, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,,
17543,South Carolina Public Service Authority,7834,John S Rainey,SC,Anderson,CT5B,Natural Gas Fired Combined Cycle,CT,,S,X,X,,,170, ,146,168, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,N,N,
17543,South Carolina Public Service Authority,7834,John S Rainey,SC,Anderson,ST5S,Natural Gas Fired Combined Cycle,CA,,S,N,X,,,190, ,160,179, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,,,,,,,,,N,N,
56386,Essential Power Rock Springs LLC,7835,Essential Power Rock Springs LLC,MD,Cecil,5,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,, , , , , ,N, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
56386,Essential Power Rock Springs LLC,7835,Essential Power Rock Springs LLC,MD,Cecil,6,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,,1, , , , ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,,,,,,,,,,,
40229,Old Dominion Electric Coop,7836,Marsh Run Generation Facility,VA,Fauquier,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,195.5, ,195.5,195.5, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,N,, ,,,,,,,,,,,
