Region,Technology,Fuel,2005Vintage,PHEV,Emission,2005,2010
R3,TMCNGC,CNG,no,no,PM25,0,0
R3,TMCNGC10,CNG,no,no,PM25,0,0.003
R3,TMCNGE,CNG,yes,no,PM25,0.002,0.001
R3,TMDSLC,DSL,no,no,PM25,0,0
R3,TMDSLC10,DSL,no,no,PM25,0,0.492
R3,TMDSLE,DSL,yes,no,PM25,2.123,1.062
R3,TMGSLC,GSL,no,no,PM25,0,0
R3,TMGSLC10,GSL,no,no,PM25,0,0.022
R3,TMGSLE,GSL,yes,no,PM25,0.075,0.043
R3,TMLPGC,Other,no,no,PM25,0,0
R3,TMLPGC10,Other,no,no,PM25,0,0.001
R3,TMLPGE,Other,yes,no,PM25,0.002,0.001
R4,TBCNGC,CNG,no,no,PM25,0,0
R4,TBCNGE,CNG,yes,no,PM25,0.005,0.002
R4,TBDSLC,DSL,no,no,PM25,0,0
R4,TBDSLC10,DSL,no,no,PM25,0,0.059
R4,TBDSLE,DSL,yes,no,PM25,0.353,0.176
R4,TBGSLE,GSL,yes,no,PM25,0.001,0.001
R4,TCDSLC,DSL,no,no,PM25,0,0
R4,TCDSLC10,DSL,no,no,PM25,0,0.108
R4,TCDSLE,DSL,yes,no,PM25,1.569,0.774
R4,TCE85C,E85,no,no,PM25,0,0
R4,TCGSLC,GSL,no,no,PM25,0,0
R4,TCGSLC10,GSL,no,no,PM25,0,0.012
R4,TCGSLE,GSL,yes,no,PM25,0.182,0.096
R4,THLB20C,B20,no,no,PM25,0,0
R4,THLDSLC,DSL,no,no,PM25,0,0
R4,THLDSLC10,DSL,no,no,PM25,0,2.289
R4,THLDSLE,DSL,yes,no,PM25,14.845,7.597
R4,THSCNGC10,CNG,no,no,PM25,0,0
R4,THSDSLC,DSL,no,no,PM25,0,0
R4,THSDSLC10,DSL,no,no,PM25,0,0.986
R4,THSDSLE,DSL,yes,no,PM25,7.863,3.987
R4,THSGSLE,GSL,yes,no,PM25,0.011,0.004
R4,THSLPGE,Other,yes,no,PM25,0,0
R4,TLCCNG10,CNG,no,no,PM25,0,0
R4,TLCCONV10,GSL,no,no,PM25,0,0.123
R4,TLCDSL10,DSL,no,no,PM25,0,0
R4,TLCHEV10,Other,no,no,PM25,0,0.016
R4,TLECGSL,GSL,yes,no,PM25,1.713,0.825
R4,TLECNGX,CNG,yes,no,PM25,0.001,0
R4,TLEELC,Other,yes,no,PM25,0,0
R4,TLEETHX,ETH,yes,no,PM25,0.038,0.015
R4,TLEFDSL,DSL,yes,no,PM25,0.014,0.008
R4,TLEFGSL,GSL,yes,no,PM25,1.369,0.659
R4,TLELPGX,Other,yes,no,PM25,0.011,0.005
R4,TLELSGSL,GSL,yes,no,PM25,0.272,0.146
R4,TLEMCGSL,GSL,yes,no,PM25,0.102,0.049
R4,TLEMGSL,GSL,yes,no,PM25,0.593,0.317
R4,TLEPDSL,DSL,yes,no,PM25,0.16,0.087
R4,TLEPGSL,GSL,yes,no,PM25,1.179,0.629
R4,TLESSGSL,GSL,yes,no,PM25,0.32,0.171
R4,TLFCONV10,GSL,no,no,PM25,0,0.202
R4,TLFDSL10,DSL,no,no,PM25,0,0.004
R4,TLLSCONV10,GSL,no,no,PM25,0,0.126
R4,TLLSETHX10,ETH,no,no,PM25,0,0.013
R4,TLMCCONV10,GSL,no,no,PM25,0,0.012
R4,TLMCONV10,GSL,no,no,PM25,0,0.056
R4,TLMETHX10,ETH,no,no,PM25,0,0
R4,TLMP20G10,Other,no,20-mi,PM25,0,0
R4,TLPCNG10,CNG,no,no,PM25,0,0.001
R4,TLPCONV10,GSL,no,no,PM25,0,0.094
R4,TLPDSL10,DSL,no,no,PM25,0,0.299
R4,TLPETHX10,ETH,no,no,PM25,0,0
R4,TLSSCONV10,GSL,no,no,PM25,0,0.162
R4,TLSSDSL10,DSL,no,no,PM25,0,0
R4,TLSSHEV10,Other,no,no,PM25,0,0.01
R4,TMCNGC,CNG,no,no,PM25,0,0
R4,TMCNGC10,CNG,no,no,PM25,0,0.003
R4,TMCNGE,CNG,yes,no,PM25,0.001,0.001
R4,TMDSLC,DSL,no,no,PM25,0,0
R4,TMDSLC10,DSL,no,no,PM25,0,0.442
R4,TMDSLE,DSL,yes,no,PM25,1.906,0.954
R4,TMGSLC,GSL,no,no,PM25,0,0
R4,TMGSLC10,GSL,no,no,PM25,0,0.02
R4,TMGSLE,GSL,yes,no,PM25,0.068,0.039
R4,TMLPGC,Other,no,no,PM25,0,0
R4,TMLPGC10,Other,no,no,PM25,0,0.001
R4,TMLPGE,Other,yes,no,PM25,0.001,0.001
R5,TBCNGC,CNG,no,no,PM25,0,0
R5,TBCNGE,CNG,yes,no,PM25,0.014,0.006
R5,TBDSLC,DSL,no,no,PM25,0,0
R5,TBDSLC10,DSL,no,no,PM25,0,0.149
R5,TBDSLE,DSL,yes,no,PM25,0.887,0.441
R5,TBGSLE,GSL,yes,no,PM25,0.004,0.003
R5,TCDSLC,DSL,no,no,PM25,0,0
R5,TCDSLC10,DSL,no,no,PM25,0,0.037
R5,TCDSLE,DSL,yes,no,PM25,3.307,1.631
R5,TCE85C,E85,no,no,PM25,0,0
R5,TCGSLC,GSL,no,no,PM25,0,0
R5,TCGSLC10,GSL,no,no,PM25,0,0.038
R5,TCGSLE,GSL,yes,no,PM25,0.315,0.167
R5,THLB20C,B20,no,no,PM25,0,0
R5,THLDSLC,DSL,no,no,PM25,0,0
R5,THLDSLC10,DSL,no,no,PM25,0,1.32
R5,THLDSLE,DSL,yes,no,PM25,8.558,4.38
R5,THSCNGC10,CNG,no,no,PM25,0,0
R5,THSCNGE,CNG,yes,no,PM25,0,0
R5,THSDSLC,DSL,no,no,PM25,0,0
R5,THSDSLC10,DSL,no,no,PM25,0,1.47
R5,THSDSLE,DSL,yes,no,PM25,13.048,6.617
R5,THSGSLE,GSL,yes,no,PM25,0.006,0.004
R5,THSLPGE,Other,yes,no,PM25,0.001,0
R5,TLCCNG10,CNG,no,no,PM25,0,0.001
R5,TLCCONV10,GSL,no,no,PM25,0,0.42
R5,TLCDSL10,DSL,no,no,PM25,0,0
R5,TLCHEV10,Other,no,no,PM25,0,0.054
R5,TLECGSL,GSL,yes,no,PM25,4.671,2.25
R5,TLECNGX,CNG,yes,no,PM25,0.018,0.008
R5,TLEELC,Other,yes,no,PM25,0.002,0.001
R5,TLEETHX,ETH,yes,no,PM25,0.051,0.02
R5,TLEFDSL,DSL,yes,no,PM25,0.039,0.022
R5,TLEFGSL,GSL,yes,no,PM25,3.733,1.798
R5,TLELPGX,Other,yes,no,PM25,0.059,0.029
R5,TLELSGSL,GSL,yes,no,PM25,0.94,0.503
R5,TLEMCGSL,GSL,yes,no,PM25,0.277,0.133
R5,TLEMGSL,GSL,yes,no,PM25,1.611,0.86
R5,TLEPDSL,DSL,yes,no,PM25,0.382,0.208
R5,TLEPGSL,GSL,yes,no,PM25,2.81,1.5
R5,TLESSGSL,GSL,yes,no,PM25,1.105,0.59
R5,TLFCONV10,GSL,no,no,PM25,0,0.689
R5,TLFDSL10,DSL,no,no,PM25,0,0.011
R5,TLLSCONV10,GSL,no,no,PM25,0,0.48
R5,TLMCCONV10,GSL,no,no,PM25,0,0.042
R5,TLMCONV10,GSL,no,no,PM25,0,0.191
R5,TLMP20G10,Other,no,20-mi,PM25,0,0
R5,TLPCNG10,CNG,no,no,PM25,0,0.003
R5,TLPCONV10,GSL,no,no,PM25,0,0.333
R5,TLPDSL10,DSL,no,no,PM25,0,0.903
R5,TLSSCONV10,GSL,no,no,PM25,0,0.551
R5,TLSSDSL10,DSL,no,no,PM25,0,0
R5,TLSSHEV10,Other,no,no,PM25,0,0.033
R5,TMCNGC,CNG,no,no,PM25,0,0
R5,TMCNGC10,CNG,no,no,PM25,0,0.006
R5,TMCNGE,CNG,yes,no,PM25,0.003,0.002
R5,TMDSLC,DSL,no,no,PM25,0,0
R5,TMDSLC10,DSL,no,no,PM25,0,1.024
R5,TMDSLE,DSL,yes,no,PM25,4.414,2.209
R5,TMGSLC,GSL,no,no,PM25,0,0
R5,TMGSLC10,GSL,no,no,PM25,0,0.045
R5,TMGSLE,GSL,yes,no,PM25,0.157,0.089
R5,TMLPGC,Other,no,no,PM25,0,0
R5,TMLPGC10,Other,no,no,PM25,0,0.001
R5,TMLPGE,Other,yes,no,PM25,0.003,0.002
R6,TBCNGC,CNG,no,no,PM25,0,0
R6,TBCNGE,CNG,yes,no,PM25,0.005,0.002
R6,TBDSLC,DSL,no,no,PM25,0,0
R6,TBDSLC10,DSL,no,no,PM25,0,0.05
R6,TBDSLE,DSL,yes,no,PM25,0.296,0.147
R6,TBGSLE,GSL,yes,no,PM25,0.001,0.001
R6,TCDSLC,DSL,no,no,PM25,0,0
R6,TCDSLE,DSL,yes,no,PM25,1.407,0.694
R6,TCE85C,E85,no,no,PM25,0,0
R6,TCGSLC,GSL,no,no,PM25,0,0
R6,TCGSLC10,GSL,no,no,PM25,0,0.019
R6,TCGSLE,GSL,yes,no,PM25,0.118,0.063
R6,THLB20C,B20,no,no,PM25,0,0
R6,THLDSLC,DSL,no,no,PM25,0,0
R6,THLDSLC10,DSL,no,no,PM25,0,1.32
R6,THLDSLE,DSL,yes,no,PM25,8.555,4.378
R6,THLLPGE,Other,yes,no,PM25,0.003,0.001
R6,THSDSLC,DSL,no,no,PM25,0,0
R6,THSDSLC10,DSL,no,no,PM25,0,0.77
R6,THSDSLE,DSL,yes,no,PM25,6.682,3.389
R6,THSGSLE,GSL,yes,no,PM25,0.007,0.003
R6,THSLPGE,Other,yes,no,PM25,0.001,0.001
R6,TLCCNG10,CNG,no,no,PM25,0,0
R6,TLCCONV10,GSL,no,no,PM25,0,0.103
R6,TLCDSL10,DSL,no,no,PM25,0,0
R6,TLCHEV10,Other,no,no,PM25,0,0.013
R6,TLECGSL,GSL,yes,no,PM25,1.401,0.675
R6,TLECNGX,CNG,yes,no,PM25,0.001,0.001
R6,TLEELC,Other,yes,no,PM25,0,0
R6,TLEETHX,ETH,yes,no,PM25,0.009,0.003
R6,TLEFDSL,DSL,yes,no,PM25,0.012,0.007
R6,TLEFGSL,GSL,yes,no,PM25,1.12,0.539
R6,TLELPGX,Other,yes,no,PM25,0.035,0.017
R6,TLELSGSL,GSL,yes,no,PM25,0.213,0.114
R6,TLEMCGSL,GSL,yes,no,PM25,0.083,0.04
R6,TLEMGSL,GSL,yes,no,PM25,0.359,0.191
R6,TLEPDSL,DSL,yes,no,PM25,0.15,0.082
R6,TLEPGSL,GSL,yes,no,PM25,1.105,0.59
R6,TLESSGSL,GSL,yes,no,PM25,0.252,0.134
R6,TLFCONV10,GSL,no,no,PM25,0,0.169
R6,TLFDSL10,DSL,no,no,PM25,0,0.003
R6,TLLSCONV10,GSL,no,no,PM25,0,0.118
R6,TLMCCONV10,GSL,no,no,PM25,0,0.01
R6,TLMCONV10,GSL,no,no,PM25,0,0.047
R6,TLMP20G10,Other,no,20-mi,PM25,0,0
R6,TLPCNG10,CNG,no,no,PM25,0,0.001
R6,TLPCONV10,GSL,no,no,PM25,0,0.08
R6,TLPDSL10,DSL,no,no,PM25,0,0.238
R6,TLPETHX10,ETH,no,no,PM25,0,0
R6,TLSSCONV10,GSL,no,no,PM25,0,0.135
R6,TLSSDSL10,DSL,no,no,PM25,0,0
R6,TLSSHEV10,Other,no,no,PM25,0,0.008
R6,TMCNGC,CNG,no,no,PM25,0,0
R6,TMCNGC10,CNG,no,no,PM25,0,0.001
R6,TMCNGE,CNG,yes,no,PM25,0.001,0.001
R6,TMDSLC,DSL,no,no,PM25,0,0
R6,TMDSLC10,DSL,no,no,PM25,0,0.353
R6,TMDSLE,DSL,yes,no,PM25,1.49,0.746
R6,TMGSLC,GSL,no,no,PM25,0,0
R6,TMGSLC10,GSL,no,no,PM25,0,0.015
R6,TMGSLE,GSL,yes,no,PM25,0.053,0.03
R6,TMLPGC,Other,no,no,PM25,0,0
R6,TMLPGC10,Other,no,no,PM25,0,0
R6,TMLPGE,Other,yes,no,PM25,0.001,0.001
R7,TBCNGC,CNG,no,no,PM25,0,0
R7,TBCNGE,CNG,yes,no,PM25,0.008,0.003
R7,TBDSLC,DSL,no,no,PM25,0,0
R7,TBDSLC10,DSL,no,no,PM25,0,0.084
R7,TBDSLE,DSL,yes,no,PM25,0.504,0.251
R7,TBGSLE,GSL,yes,no,PM25,0.002,0.002
R7,TCDSLC,DSL,no,no,PM25,0,0
R7,TCDSLE,DSL,yes,no,PM25,1.491,0.716
R7,TCE85C,E85,no,no,PM25,0,0
R7,TCGSLC,GSL,no,no,PM25,0,0
R7,TCGSLC10,GSL,no,no,PM25,0,0.023
R7,TCGSLE,GSL,yes,no,PM25,0.112,0.06
R7,THLB20C,B20,no,no,PM25,0,0
R7,THLDSLC,DSL,no,no,PM25,0,0
R7,THLDSLC10,DSL,no,no,PM25,0,0.878
R7,THLDSLE,DSL,yes,no,PM25,5.694,2.914
R7,THSCNGE,CNG,yes,no,PM25,0.001,0
R7,THSDSLC,DSL,no,no,PM25,0,0
R7,THSDSLC10,DSL,no,no,PM25,0,0.743
R7,THSDSLE,DSL,yes,no,PM25,6.505,3.299
R7,THSGSLE,GSL,yes,no,PM25,0.004,0.002
R7,THSLPGE,Other,yes,no,PM25,0.001,0.001
R7,TLCCNG10,CNG,no,no,PM25,0,0.001
R7,TLCCONV10,GSL,no,no,PM25,0,0.208
R7,TLCDSL10,DSL,no,no,PM25,0,0
R7,TLCHEV10,Other,no,no,PM25,0,0.026
R7,TLECGSL,GSL,yes,no,PM25,2.402,1.157
R7,TLECNGX,CNG,yes,no,PM25,0.008,0.004
R7,TLEELC,Other,yes,no,PM25,0,0
R7,TLEETHX,ETH,yes,no,PM25,0.006,0.003
R7,TLEFDSL,DSL,yes,no,PM25,0.02,0.012
R7,TLEFGSL,GSL,yes,no,PM25,1.92,0.925
R7,TLELPGX,Other,yes,no,PM25,0.06,0.029
R7,TLELSGSL,GSL,yes,no,PM25,0.437,0.235
R7,TLEMCGSL,GSL,yes,no,PM25,0.142,0.069
R7,TLEMGSL,GSL,yes,no,PM25,0.551,0.294
R7,TLEPDSL,DSL,yes,no,PM25,0.245,0.133
R7,TLEPGSL,GSL,yes,no,PM25,1.805,0.964
R7,TLESSGSL,GSL,yes,no,PM25,0.516,0.275
R7,TLFCONV10,GSL,no,no,PM25,0,0.341
R7,TLFDSL10,DSL,no,no,PM25,0,0.006
R7,TLLSCONV10,GSL,no,no,PM25,0,0.238
R7,TLMCCONV10,GSL,no,no,PM25,0,0.021
R7,TLMCNG10,CNG,no,no,PM25,0,0
R7,TLMCONV10,GSL,no,no,PM25,0,0.095
R7,TLMP20G10,Other,no,20-mi,PM25,0,0
R7,TLPCNG10,CNG,no,no,PM25,0,0.001
R7,TLPCONV10,GSL,no,no,PM25,0,0.164
R7,TLPDSL10,DSL,no,no,PM25,0,0.455
R7,TLSSCONV10,GSL,no,no,PM25,0,0.273
R7,TLSSDSL10,DSL,no,no,PM25,0,0
R7,TLSSHEV10,Other,no,no,PM25,0,0.016
R7,TMB20C,B20,no,no,PM25,0,0
R7,TMCNGC,CNG,no,no,PM25,0,0
R7,TMCNGC10,CNG,no,no,PM25,0,0.003
R7,TMCNGE,CNG,yes,no,PM25,0.001,0.001
R7,TMDSLC,DSL,no,no,PM25,0,0
R7,TMDSLC10,DSL,no,no,PM25,0,0.424
R7,TMDSLE,DSL,yes,no,PM25,1.83,0.916
R7,TMGSLC,GSL,no,no,PM25,0,0
R7,TMGSLC10,GSL,no,no,PM25,0,0.019
R7,TMGSLE,GSL,yes,no,PM25,0.065,0.037
R7,TMLPGC,Other,no,no,PM25,0,0
R7,TMLPGC10,Other,no,no,PM25,0,0.001
R7,TMLPGE,Other,yes,no,PM25,0.001,0.001
R8,TBCNGC,CNG,no,no,PM25,0,0
R8,TBCNGE,CNG,yes,no,PM25,0.005,0.002
R8,TBDSLC,DSL,no,no,PM25,0,0
R8,TBDSLC10,DSL,no,no,PM25,0,0.051
R8,TBDSLE,DSL,yes,no,PM25,0.306,0.152
R8,TBGSLE,GSL,yes,no,PM25,0.001,0.001
R8,TCDSLC,DSL,no,no,PM25,0,0
R8,TCDSLC10,DSL,no,no,PM25,0,0.214
R8,TCDSLE,DSL,yes,no,PM25,1.738,0.857
R8,TCE85C,E85,no,no,PM25,0,0
R8,TCGSLC,GSL,no,no,PM25,0,0
R8,TCGSLC10,GSL,no,no,PM25,0,0.007
R8,TCGSLE,GSL,yes,no,PM25,0.235,0.125
R8,THLB20C,B20,no,no,PM25,0,0
R8,THLDSLC,DSL,no,no,PM25,0,0
R8,THLDSLC10,DSL,no,no,PM25,0,1.7
R8,THLDSLE,DSL,yes,no,PM25,11.02,5.64
R8,THLLPGE,Other,yes,no,PM25,0.001,0
R8,THSCNGC,CNG,no,no,PM25,0,0
R8,THSCNGC10,CNG,no,no,PM25,0,0
R8,THSCNGE,CNG,yes,no,PM25,0,0
R8,THSDSLC,DSL,no,no,PM25,0,0
R8,THSDSLC10,DSL,no,no,PM25,0,1.073
R8,THSDSLE,DSL,yes,no,PM25,9.511,4.823
R8,THSGSLE,GSL,yes,no,PM25,0.009,0.005
R8,THSLPGE,Other,yes,no,PM25,0.002,0.001
R8,TLCCNG10,CNG,no,no,PM25,0,0
R8,TLCCONV10,GSL,no,no,PM25,0,0.13
R8,TLCDSL10,DSL,no,no,PM25,0,0
R8,TLCHEV10,Other,no,no,PM25,0,0.017
R8,TLECGSL,GSL,yes,no,PM25,1.357,0.654
R8,TLECNGX,CNG,yes,no,PM25,0.01,0.005
R8,TLEELC,Other,yes,no,PM25,0,0
R8,TLEETHX,ETH,yes,no,PM25,0.01,0.004
R8,TLEFDSL,DSL,yes,no,PM25,0.011,0.007
R8,TLEFGSL,GSL,yes,no,PM25,1.084,0.522
R8,TLELPGX,Other,yes,no,PM25,0.019,0.009
R8,TLELSGSL,GSL,yes,no,PM25,0.282,0.151
R8,TLEMCGSL,GSL,yes,no,PM25,0.08,0.039
R8,TLEMGSL,GSL,yes,no,PM25,0.356,0.19
R8,TLEPDSL,DSL,yes,no,PM25,0.123,0.067
R8,TLEPGSL,GSL,yes,no,PM25,0.904,0.483
R8,TLESSGSL,GSL,yes,no,PM25,0.332,0.177
R8,TLFCONV10,GSL,no,no,PM25,0,0.213
R8,TLFDSL10,DSL,no,no,PM25,0,0.004
R8,TLLSCONV10,GSL,no,no,PM25,0,0.149
R8,TLMCCONV10,GSL,no,no,PM25,0,0.013
R8,TLMCNG10,CNG,no,no,PM25,0,0
R8,TLMCONV10,GSL,no,no,PM25,0,0.059
R8,TLMP20G10,Other,no,20-mi,PM25,0,0
R8,TLPCNG10,CNG,no,no,PM25,0,0.001
R8,TLPCONV10,GSL,no,no,PM25,0,0.099
R8,TLPDSL10,DSL,no,no,PM25,0,0.315
R8,TLSSCONV10,GSL,no,no,PM25,0,0.17
R8,TLSSDSL10,DSL,no,no,PM25,0,0
R8,TLSSHEV10,Other,no,no,PM25,0,0.011
R8,TMCNGC,CNG,no,no,PM25,0,0
R8,TMCNGC10,CNG,no,no,PM25,0,0.005
R8,TMCNGE,CNG,yes,no,PM25,0.002,0.001
R8,TMDSLC,DSL,no,no,PM25,0,0
R8,TMDSLC10,DSL,no,no,PM25,0,0.717
R8,TMDSLE,DSL,yes,no,PM25,3.09,1.546
R8,TMGSLC,GSL,no,no,PM25,0,0
R8,TMGSLC10,GSL,no,no,PM25,0,0.032
R8,TMGSLE,GSL,yes,no,PM25,0.11,0.063
R8,TMLPGC,Other,no,no,PM25,0,0
R8,TMLPGC10,Other,no,no,PM25,0,0.001
R8,TMLPGE,Other,yes,no,PM25,0.002,0.001
R9,TBCNGC,CNG,no,no,PM25,0,0
R9,TBCNGE,CNG,yes,no,PM25,0.014,0.006
R9,TBDSLC,DSL,no,no,PM25,0,0
R9,TBDSLC10,DSL,no,no,PM25,0,0.152
R9,TBDSLE,DSL,yes,no,PM25,0.908,0.452
R9,TBGSLE,GSL,yes,no,PM25,0.004,0.003
R9,TCDSLC,DSL,no,no,PM25,0,0
R9,TCDSLC10,DSL,no,no,PM25,0,0.068
R9,TCDSLE,DSL,yes,no,PM25,1.835,0.905
R9,TCE85C,E85,no,no,PM25,0,0
R9,TCGSLC,GSL,no,no,PM25,0,0
R9,TCGSLC10,GSL,no,no,PM25,0,0.018
R9,TCGSLE,GSL,yes,no,PM25,0.192,0.102
R9,THLB20C,B20,no,no,PM25,0,0
R9,THLDSLC,DSL,no,no,PM25,0,0
R9,THLDSLC10,DSL,no,no,PM25,0,0.7
R9,THLDSLE,DSL,yes,no,PM25,4.537,2.322
R9,THSCNGE,CNG,yes,no,PM25,0.001,0
R9,THSDSLC,DSL,no,no,PM25,0,0
R9,THSDSLC10,DSL,no,no,PM25,0,0.816
R9,THSDSLE,DSL,yes,no,PM25,7.23,3.666
R9,THSGSLE,GSL,yes,no,PM25,0.005,0.003
R9,THSLPGE,Other,yes,no,PM25,0.001,0
R9,TLCCNG10,CNG,no,no,PM25,0,0.001
R9,TLCCONV10,GSL,no,no,PM25,0,0.277
R9,TLCDSL10,DSL,no,no,PM25,0,0
R9,TLCHEV10,Other,no,no,PM25,0,0.037
R9,TLECGSL,GSL,yes,no,PM25,3.315,1.596
R9,TLECNGX,CNG,yes,no,PM25,0.02,0.01
R9,TLEELC,Other,yes,no,PM25,0.02,0.01
R9,TLEETHX,ETH,yes,no,PM25,0.006,0.002
R9,TLEFDSL,DSL,yes,no,PM25,0.027,0.016
R9,TLEFGSL,GSL,yes,no,PM25,2.649,1.276
R9,TLELPGX,Other,yes,no,PM25,0.026,0.013
R9,TLELSGSL,GSL,yes,no,PM25,0.679,0.363
R9,TLEMCGSL,GSL,yes,no,PM25,0.197,0.095
R9,TLEMGSL,GSL,yes,no,PM25,1.127,0.602
R9,TLEPDSL,DSL,yes,no,PM25,0.27,0.147
R9,TLEPGSL,GSL,yes,no,PM25,1.984,1.059
R9,TLESSGSL,GSL,yes,no,PM25,0.798,0.426
R9,TLFCONV10,GSL,no,no,PM25,0,0.456
R9,TLFDSL10,DSL,no,no,PM25,0,0.008
R9,TLLSCONV10,GSL,no,no,PM25,0,0.318
R9,TLMCCONV10,GSL,no,no,PM25,0,0.028
R9,TLMCNG10,CNG,no,no,PM25,0,0
R9,TLMCONV10,GSL,no,no,PM25,0,0.127
R9,TLMP20G10,Other,no,20-mi,PM25,0,0
R9,TLPCNG10,CNG,no,no,PM25,0,0.002
R9,TLPCONV10,GSL,no,no,PM25,0,0.205
R9,TLPDSL10,DSL,no,no,PM25,0,0.727
R9,TLSSCONV10,GSL,no,no,PM25,0,0.364
R9,TLSSDSL10,DSL,no,no,PM25,0,0
R9,TLSSHEV10,Other,no,no,PM25,0,0.023
R9,TMB20C,B20,no,no,PM25,0,0
R9,TMCNGC,CNG,no,no,PM25,0,0
R9,TMCNGC10,CNG,no,no,PM25,0,0.004
R9,TMCNGE,CNG,yes,no,PM25,0.002,0.001
R9,TMDSLC,DSL,no,no,PM25,0,0
R9,TMDSLC10,DSL,no,no,PM25,0,0.559
R9,TMDSLE,DSL,yes,no,PM25,2.408,1.205
R9,TMGSLC,GSL,no,no,PM25,0,0
R9,TMGSLC10,GSL,no,no,PM25,0,0.025
R9,TMGSLE,GSL,yes,no,PM25,0.085,0.049
R9,TMLPGC,Other,no,no,PM25,0,0
R9,TMLPGC10,Other,no,no,PM25,0,0.001
R9,TMLPGE,Other,yes,no,PM25,0.002,0.001
R1,TBCNGC,CNG,no,no,SO2,0,0
R1,TBCNGE,CNG,yes,no,SO2,0,0
R1,TBDSLC,DSL,no,no,SO2,0,0
R1,TBDSLC10,DSL,no,no,SO2,0,0.001
R1,TBDSLE,DSL,yes,no,SO2,0.043,0.004
R1,TBGSLE,GSL,yes,no,SO2,0.001,0
R1,TCDSLC,DSL,no,no,SO2,0,0
R1,TCDSLC10,DSL,no,no,SO2,0,0.004
R1,TCDSLE,DSL,yes,no,SO2,0.251,0.023
R1,TCE85C,E85,no,no,SO2,0,0
R1,TCGSLC,GSL,no,no,SO2,0,0
R1,TCGSLC10,GSL,no,no,SO2,0,0.007
R1,TCGSLE,GSL,yes,no,SO2,0.207,0.07
R1,THLB20C,B20,no,no,SO2,0,0
R1,THLDSLC,DSL,no,no,SO2,0,0
R1,THLDSLC10,DSL,no,no,SO2,0,0.015
R1,THLDSLE,DSL,yes,no,SO2,0.564,0.048
R1,THSCNGC10,CNG,no,no,SO2,0,0
R1,THSCNGE,CNG,yes,no,SO2,0,0
R1,THSDSLC,DSL,no,no,SO2,0,0
R1,THSDSLC10,DSL,no,no,SO2,0,0.026
R1,THSDSLE,DSL,yes,no,SO2,1.398,0.12
R1,THSGSLE,GSL,yes,no,SO2,0.006,0.002
R1,THSLPGE,Other,yes,no,SO2,0.001,0
R1,TLCCNG10,CNG,no,no,SO2,0,0
R1,TLCCONV10,GSL,no,no,SO2,0,0.046
R1,TLCDSL10,DSL,no,no,SO2,0,0
R1,TLCHEV10,Other,no,no,SO2,0,0.006
R1,TLECGSL,GSL,yes,no,SO2,0.991,0.314
R1,TLECNGX,CNG,yes,no,SO2,0.01,0.003
R1,TLEELC,Other,yes,no,SO2,0,0
R1,TLEETHX,ETH,yes,no,SO2,0.001,0.001
R1,TLEFDSL,DSL,yes,no,SO2,0.02,0.002
R1,TLEFGSL,GSL,yes,no,SO2,0.792,0.251
R1,TLELPGX,Other,yes,no,SO2,0.013,0.004
R1,TLELSGSL,GSL,yes,no,SO2,0.231,0.075
R1,TLEMCGSL,GSL,yes,no,SO2,0.059,0.019
R1,TLEMGSL,GSL,yes,no,SO2,0.461,0.149
R1,TLEPDSL,DSL,yes,no,SO2,0.017,0.002
R1,TLEPGSL,GSL,yes,no,SO2,0.565,0.183
R1,TLESSGSL,GSL,yes,no,SO2,0.272,0.088
R1,TLFCONV10,GSL,no,no,SO2,0,0.077
R1,TLFDSL10,DSL,no,no,SO2,0,0.001
R1,TLLSCONV10,GSL,no,no,SO2,0,0.055
R1,TLMCCONV10,GSL,no,no,SO2,0,0.005
R1,TLMCONV10,GSL,no,no,SO2,0,0.022
R1,TLMP20G10,Other,no,20-mi,SO2,0,0
R1,TLPCNG10,CNG,no,no,SO2,0,0
R1,TLPCONV10,GSL,no,no,SO2,0,0.047
R1,TLPDSL10,DSL,no,no,SO2,0,0.002
R1,TLSSCONV10,GSL,no,no,SO2,0,0.065
R1,TLSSDSL10,DSL,no,no,SO2,0,0
R1,TLSSHEV10,Other,no,no,SO2,0,0.001
R1,TMCNGC,CNG,no,no,SO2,0,0
R1,TMCNGC10,CNG,no,no,SO2,0,0.003
R1,TMCNGE,CNG,yes,no,SO2,0.003,0.001
R1,TMDSLC,DSL,no,no,SO2,0,0
R1,TMDSLC10,DSL,no,no,SO2,0,0.02
R1,TMDSLE,DSL,yes,no,SO2,0.482,0.043
R1,TMGSLC,GSL,no,no,SO2,0,0
R1,TMGSLC10,GSL,no,no,SO2,0,0.021
R1,TMGSLE,GSL,yes,no,SO2,0.119,0.041
R1,TMLPGC,Other,no,no,SO2,0,0
R1,TMLPGC10,Other,no,no,SO2,0,0.001
R1,TMLPGE,Other,yes,no,SO2,0.002,0.001
R2,TBCNGC,CNG,no,no,SO2,0,0
R2,TBCNGE,CNG,yes,no,SO2,0.001,0.001
R2,TBDSLC,DSL,no,no,SO2,0,0
R2,TBDSLC10,DSL,no,no,SO2,0,0.006
R2,TBDSLE,DSL,yes,no,SO2,0.193,0.016
R2,TBGSLE,GSL,yes,no,SO2,0.005,0.002
R2,TCDSLC,DSL,no,no,SO2,0,0
R2,TCDSLE,DSL,yes,no,SO2,0.173,0.016
R2,TCE85C,E85,no,no,SO2,0,0
R2,TCGSLC,GSL,no,no,SO2,0,0
