Region,Technology,Fuel,2005Vintage,PHEV,Emission,2005,2010
R7,TLEETHX,ETH,yes,no,CO,2.636,1.04
R7,TLEFDSL,DSL,yes,no,CO,12.091,6.262
R7,TLEFGSL,GSL,yes,no,CO,797.503,382.526
R7,TLELPGX,Other,yes,no,CO,25.119,12.048
R7,TLELSGSL,GSL,yes,no,CO,263.723,115.756
R7,TLEMCGSL,GSL,yes,no,CO,59.167,28.38
R7,TLEMGSL,GSL,yes,no,CO,332.61,145.169
R7,TLEPDSL,DSL,yes,no,CO,11.249,4.903
R7,TLEPGSL,GSL,yes,no,CO,1089.243,475.406
R7,TLESSGSL,GSL,yes,no,CO,311.304,135.87
R7,TLFCONV10,GSL,no,no,CO,0,141.181
R7,TLFDSL10,DSL,no,no,CO,0,3.024
R7,TLLSCONV10,GSL,no,no,CO,0,117.27
R7,TLMCCONV10,GSL,no,no,CO,0,8.596
R7,TLMCNG10,CNG,no,no,CO,0,0
R7,TLMCONV10,GSL,no,no,CO,0,46.652
R7,TLMP20G10,Other,no,20-mi,CO,0,0
R7,TLPCNG10,CNG,no,no,CO,0,0.627
R7,TLPCONV10,GSL,no,no,CO,0,80.773
R7,TLPDSL10,DSL,no,no,CO,0,16.698
R7,TLSSCONV10,GSL,no,no,CO,0,134.562
R7,TLSSDSL10,DSL,no,no,CO,0,0
R7,TLSSHEV10,Other,no,no,CO,0,7.878
R7,TMB20C,B20,no,no,CO,0,0
R7,TMCNGC,CNG,no,no,CO,0,0
R7,TMCNGC10,CNG,no,no,CO,0,1.862
R7,TMCNGE,CNG,yes,no,CO,1.162,0.558
R7,TMDSLC,DSL,no,no,CO,0,0
R7,TMDSLC10,DSL,no,no,CO,0,3.056
R7,TMDSLE,DSL,yes,no,CO,9.607,6.593
R7,TMGSLC,GSL,no,no,CO,0,0
R7,TMGSLC10,GSL,no,no,CO,0,13.11
R7,TMGSLE,GSL,yes,no,CO,53.785,25.819
R7,TMLPGC,Other,no,no,CO,0,0
R7,TMLPGC10,Other,no,no,CO,0,0.395
R7,TMLPGE,Other,yes,no,CO,1.104,0.53
R8,TBCNGC,CNG,no,no,CO,0,0
R8,TBCNGE,CNG,yes,no,CO,0.618,0.285
R8,TBDSLC,DSL,no,no,CO,0,0
R8,TBDSLC10,DSL,no,no,CO,0,0.378
R8,TBDSLE,DSL,yes,no,CO,1.853,1.123
R8,TBGSLE,GSL,yes,no,CO,1.467,0.909
R8,TCDSLC,DSL,no,no,CO,0,0
R8,TCDSLC10,DSL,no,no,CO,0,2.023
R8,TCDSLE,DSL,yes,no,CO,11.846,8.1
R8,TCE85C,E85,no,no,CO,0,0
R8,TCGSLC,GSL,no,no,CO,0,0
R8,TCGSLC10,GSL,no,no,CO,0,5.952
R8,TCGSLE,GSL,yes,no,CO,188.625,104.546
R8,THLB20C,B20,no,no,CO,0,0
R8,THLDSLC,DSL,no,no,CO,0,0
R8,THLDSLC10,DSL,no,no,CO,0,12.399
R8,THLDSLE,DSL,yes,no,CO,71.226,41.147
R8,THLLPGE,Other,yes,no,CO,0.004,0.002
R8,THSCNGC,CNG,no,no,CO,0,0
R8,THSCNGC10,CNG,no,no,CO,0,0.178
R8,THSCNGE,CNG,yes,no,CO,0.04,0.019
R8,THSDSLC,DSL,no,no,CO,0,0
R8,THSDSLC10,DSL,no,no,CO,0,7.3
R8,THSDSLE,DSL,yes,no,CO,54.588,32.804
R8,THSGSLE,GSL,yes,no,CO,7.202,3.39
R8,THSLPGE,Other,yes,no,CO,1.438,0.685
R8,TLCCNG10,CNG,no,no,CO,0,0.14
R8,TLCCONV10,GSL,no,no,CO,0,53.621
R8,TLCDSL10,DSL,no,no,CO,0,0
R8,TLCHEV10,Other,no,no,CO,0,7.066
R8,TLECGSL,GSL,yes,no,CO,563.66,270.362
R8,TLECNGX,CNG,yes,no,CO,4.302,2.063
R8,TLEELC,Other,yes,no,CO,0,0
R8,TLEETHX,ETH,yes,no,CO,4.002,1.579
R8,TLEFDSL,DSL,yes,no,CO,6.829,3.537
R8,TLEFGSL,GSL,yes,no,CO,450.442,216.056
R8,TLELPGX,Other,yes,no,CO,8.004,3.839
R8,TLELSGSL,GSL,yes,no,CO,170.16,74.502
R8,TLEMCGSL,GSL,yes,no,CO,33.419,16.029
R8,TLEMGSL,GSL,yes,no,CO,214.822,93.76
R8,TLEPDSL,DSL,yes,no,CO,5.634,2.456
R8,TLEPGSL,GSL,yes,no,CO,545.5,238.086
R8,TLESSGSL,GSL,yes,no,CO,200.358,87.447
R8,TLFCONV10,GSL,no,no,CO,0,88.091
R8,TLFDSL10,DSL,no,no,CO,0,2.058
R8,TLLSCONV10,GSL,no,no,CO,0,73.313
R8,TLMCCONV10,GSL,no,no,CO,0,5.374
R8,TLMCNG10,CNG,no,no,CO,0,0
R8,TLMCONV10,GSL,no,no,CO,0,29.165
R8,TLMP20G10,Other,no,20-mi,CO,0,0
R8,TLPCNG10,CNG,no,no,CO,0,0.414
R8,TLPCONV10,GSL,no,no,CO,0,48.626
R8,TLPDSL10,DSL,no,no,CO,0,11.58
R8,TLSSCONV10,GSL,no,no,CO,0,83.869
R8,TLSSDSL10,DSL,no,no,CO,0,0
R8,TLSSHEV10,Other,no,no,CO,0,5.179
R8,TMCNGC,CNG,no,no,CO,0,0
R8,TMCNGC10,CNG,no,no,CO,0,3.144
R8,TMCNGE,CNG,yes,no,CO,1.962,0.942
R8,TMDSLC,DSL,no,no,CO,0,0
R8,TMDSLC10,DSL,no,no,CO,0,5.162
R8,TMDSLE,DSL,yes,no,CO,16.225,11.134
R8,TMGSLC,GSL,no,no,CO,0,0
R8,TMGSLC10,GSL,no,no,CO,0,22.139
R8,TMGSLE,GSL,yes,no,CO,90.831,43.602
R8,TMLPGC,Other,no,no,CO,0,0
R8,TMLPGC10,Other,no,no,CO,0,0.668
R8,TMLPGE,Other,yes,no,CO,1.865,0.895
R9,TBCNGC,CNG,no,no,CO,0,0
R9,TBCNGE,CNG,yes,no,CO,1.836,0.847
R9,TBDSLC,DSL,no,no,CO,0,0
R9,TBDSLC10,DSL,no,no,CO,0,1.124
R9,TBDSLE,DSL,yes,no,CO,5.504,3.336
R9,TBGSLE,GSL,yes,no,CO,4.359,2.699
R9,TCDSLC,DSL,no,no,CO,0,0
R9,TCDSLC10,DSL,no,no,CO,0,0.647
R9,TCDSLE,DSL,yes,no,CO,12.505,8.551
R9,TCE85C,E85,no,no,CO,0,0
R9,TCGSLC,GSL,no,no,CO,0,0
R9,TCGSLC10,GSL,no,no,CO,0,15.032
R9,TCGSLE,GSL,yes,no,CO,154.03,85.371
R9,THLB20C,B20,no,no,CO,0,0
R9,THLDSLC,DSL,no,no,CO,0,0
R9,THLDSLC10,DSL,no,no,CO,0,5.104
R9,THLDSLE,DSL,yes,no,CO,29.325,16.941
R9,THSCNGE,CNG,yes,no,CO,0.519,0.149
R9,THSDSLC,DSL,no,no,CO,0,0
R9,THSDSLC10,DSL,no,no,CO,0,5.553
R9,THSDSLE,DSL,yes,no,CO,41.498,24.938
R9,THSGSLE,GSL,yes,no,CO,3.825,1.822
R9,THSLPGE,Other,yes,no,CO,0.659,0.314
R9,TLCCNG10,CNG,no,no,CO,0,0.32
R9,TLCCONV10,GSL,no,no,CO,0,114.504
R9,TLCDSL10,DSL,no,no,CO,0,0
R9,TLCHEV10,Other,no,no,CO,0,15.504
R9,TLECGSL,GSL,yes,no,CO,1376.808,660.391
R9,TLECNGX,CNG,yes,no,CO,8.481,4.068
R9,TLEELC,Other,yes,no,CO,0,0
R9,TLEETHX,ETH,yes,no,CO,2.555,1.008
R9,TLEFDSL,DSL,yes,no,CO,16.681,8.639
R9,TLEFGSL,GSL,yes,no,CO,1100.259,527.744
R9,TLELPGX,Other,yes,no,CO,10.889,5.223
R9,TLELSGSL,GSL,yes,no,CO,409.546,178.947
R9,TLEMCGSL,GSL,yes,no,CO,81.629,39.154
R9,TLEMGSL,GSL,yes,no,CO,680.16,296.859
R9,TLEPDSL,DSL,yes,no,CO,12.365,5.389
R9,TLEPGSL,GSL,yes,no,CO,1197.291,522.564
R9,TLESSGSL,GSL,yes,no,CO,481.243,210.041
R9,TLFCONV10,GSL,no,no,CO,0,188.551
R9,TLFDSL10,DSL,no,no,CO,0,4.596
R9,TLLSCONV10,GSL,no,no,CO,0,157.08
R9,TLMCCONV10,GSL,no,no,CO,0,11.513
R9,TLMCNG10,CNG,no,no,CO,0,0
R9,TLMCONV10,GSL,no,no,CO,0,62.489
R9,TLMP20G10,Other,no,20-mi,CO,0,0
R9,TLPCNG10,CNG,no,no,CO,0,0.789
R9,TLPCONV10,GSL,no,no,CO,0,101.233
R9,TLPDSL10,DSL,no,no,CO,0,26.696
R9,TLSSCONV10,GSL,no,no,CO,0,179.515
R9,TLSSDSL10,DSL,no,no,CO,0,0
R9,TLSSHEV10,Other,no,no,CO,0,11.279
R9,TMB20C,B20,no,no,CO,0,0
R9,TMCNGC,CNG,no,no,CO,0,0
R9,TMCNGC10,CNG,no,no,CO,0,2.45
R9,TMCNGE,CNG,yes,no,CO,1.529,0.734
R9,TMDSLC,DSL,no,no,CO,0,0
R9,TMDSLC10,DSL,no,no,CO,0,4.023
R9,TMDSLE,DSL,yes,no,CO,12.645,8.678
R9,TMGSLC,GSL,no,no,CO,0,0
R9,TMGSLC10,GSL,no,no,CO,0,17.255
R9,TMGSLE,GSL,yes,no,CO,70.79,33.982
R9,TMLPGC,Other,no,no,CO,0,0
R9,TMLPGC10,Other,no,no,CO,0,0.52
R9,TMLPGE,Other,yes,no,CO,1.453,0.698
R1,TBCNGC,CNG,no,no,N2O,0,0
R1,TBCNGE,CNG,yes,no,N2O,0.003,0.002
R1,TBDSLC,DSL,no,no,N2O,0,0
R1,TBDSLC10,DSL,no,no,N2O,0,0
R1,TBDSLE,DSL,yes,no,N2O,0.001,0.001
R1,TBGSLE,GSL,yes,no,N2O,0.001,0.001
R1,TCDSLC,DSL,no,no,N2O,0,0
R1,TCDSLC10,DSL,no,no,N2O,0,0.002
R1,TCDSLE,DSL,yes,no,N2O,0.01,0.008
R1,TCE85C,E85,no,no,N2O,0,0
R1,TCGSLC,GSL,no,no,N2O,0,0
R1,TCGSLC10,GSL,no,no,N2O,0,0.024
R1,TCGSLE,GSL,yes,no,N2O,0.384,0.256
R1,THLB20C,B20,no,no,N2O,0,0
R1,THLDSLC,DSL,no,no,N2O,0,0
R1,THLDSLC10,DSL,no,no,N2O,0,0.002
R1,THLDSLE,DSL,yes,no,N2O,0.007,0.006
R1,THSCNGC10,CNG,no,no,N2O,0,0
R1,THSCNGE,CNG,yes,no,N2O,0,0
R1,THSDSLC,DSL,no,no,N2O,0,0
R1,THSDSLC10,DSL,no,no,N2O,0,0.006
R1,THSDSLE,DSL,yes,no,N2O,0.031,0.025
R1,THSGSLE,GSL,yes,no,N2O,0.006,0.004
R1,THSLPGE,Other,yes,no,N2O,0.001,0.001
R1,TLCCNG10,CNG,no,no,N2O,0,0
R1,TLCCONV10,GSL,no,no,N2O,0,0.08
R1,TLCDSL10,DSL,no,no,N2O,0,0
R1,TLCHEV10,Other,no,no,N2O,0,0.011
R1,TLECGSL,GSL,yes,no,N2O,1.248,0.538
R1,TLECNGX,CNG,yes,no,N2O,0.013,0.005
R1,TLEELC,Other,yes,no,N2O,0,0
R1,TLEETHX,ETH,yes,no,N2O,0.002,0.001
R1,TLEFDSL,DSL,yes,no,N2O,0,0
R1,TLEFGSL,GSL,yes,no,N2O,0.997,0.43
R1,TLELPGX,Other,yes,no,N2O,0.017,0.007
R1,TLELSGSL,GSL,yes,no,N2O,0.437,0.176
R1,TLEMCGSL,GSL,yes,no,N2O,0.074,0.032
R1,TLEMGSL,GSL,yes,no,N2O,0.873,0.35
R1,TLEPDSL,DSL,yes,no,N2O,0.001,0.001
R1,TLEPGSL,GSL,yes,no,N2O,1.07,0.429
R1,TLESSGSL,GSL,yes,no,N2O,0.514,0.206
R1,TLFCONV10,GSL,no,no,N2O,0,0.131
R1,TLFDSL10,DSL,no,no,N2O,0,0
R1,TLLSCONV10,GSL,no,no,N2O,0,0.128
R1,TLMCCONV10,GSL,no,no,N2O,0,0.008
R1,TLMCONV10,GSL,no,no,N2O,0,0.051
R1,TLMP20G10,Other,no,20-mi,N2O,0,0
R1,TLPCNG10,CNG,no,no,N2O,0,0
R1,TLPCONV10,GSL,no,no,N2O,0,0.109
R1,TLPDSL10,DSL,no,no,N2O,0,0.001
R1,TLSSCONV10,GSL,no,no,N2O,0,0.153
R1,TLSSDSL10,DSL,no,no,N2O,0,0
R1,TLSSHEV10,Other,no,no,N2O,0,0.003
R1,TMCNGC,CNG,no,no,N2O,0,0
R1,TMCNGC10,CNG,no,no,N2O,0,0.005
R1,TMCNGE,CNG,yes,no,N2O,0.002,0.002
R1,TMDSLC,DSL,no,no,N2O,0,0
R1,TMDSLC10,DSL,no,no,N2O,0,0.005
R1,TMDSLE,DSL,yes,no,N2O,0.013,0.01
R1,TMGSLC,GSL,no,no,N2O,0,0
R1,TMGSLC10,GSL,no,no,N2O,0,0.039
R1,TMGSLE,GSL,yes,no,N2O,0.115,0.077
R1,TMLPGC,Other,no,no,N2O,0,0
R1,TMLPGC10,Other,no,no,N2O,0,0.001
R1,TMLPGE,Other,yes,no,N2O,0.002,0.002
R2,TBCNGC,CNG,no,no,N2O,0,0
R2,TBCNGE,CNG,yes,no,N2O,0.013,0.01
R2,TBDSLC,DSL,no,no,N2O,0,0
R2,TBDSLC10,DSL,no,no,N2O,0,0.001
R2,TBDSLE,DSL,yes,no,N2O,0.005,0.004
R2,TBGSLE,GSL,yes,no,N2O,0.006,0.005
R2,TCDSLC,DSL,no,no,N2O,0,0
R2,TCDSLE,DSL,yes,no,N2O,0.007,0.006
R2,TCE85C,E85,no,no,N2O,0,0
R2,TCGSLC,GSL,no,no,N2O,0,0
R2,TCGSLC10,GSL,no,no,N2O,0,0.041
R2,TCGSLE,GSL,yes,no,N2O,0.163,0.108
R2,THLB20C,B20,no,no,N2O,0,0
R2,THLDSLC,DSL,no,no,N2O,0,0
R2,THLDSLC10,DSL,no,no,N2O,0,0.001
R2,THLDSLE,DSL,yes,no,N2O,0.006,0.005
R2,THSCNGC10,CNG,no,no,N2O,0,0
R2,THSCNGE,CNG,yes,no,N2O,0,0
R2,THSDSLC,DSL,no,no,N2O,0,0
R2,THSDSLC10,DSL,no,no,N2O,0,0.003
R2,THSDSLE,DSL,yes,no,N2O,0.016,0.013
R2,THSGSLE,GSL,yes,no,N2O,0.002,0.002
R2,TLCCNG10,CNG,no,no,N2O,0,0
R2,TLCCONV10,GSL,no,no,N2O,0,0.161
R2,TLCDSL10,DSL,no,no,N2O,0,0
R2,TLCHEV10,Other,no,no,N2O,0,0.021
R2,TLECGSL,GSL,yes,no,N2O,2.637,1.138
R2,TLECNGX,CNG,yes,no,N2O,0.031,0.013
R2,TLEELC,Other,yes,no,N2O,0,0
R2,TLEETHX,ETH,yes,no,N2O,0.014,0.005
R2,TLEFDSL,DSL,yes,no,N2O,0.001,0.001
R2,TLEFGSL,GSL,yes,no,N2O,2.107,0.909
R2,TLELPGX,Other,yes,no,N2O,0.02,0.009
R2,TLELSGSL,GSL,yes,no,N2O,1.077,0.433
R2,TLEMCGSL,GSL,yes,no,N2O,0.156,0.067
R2,TLEMGSL,GSL,yes,no,N2O,1.928,0.774
R2,TLEPDSL,DSL,yes,no,N2O,0.001,0.001
R2,TLEPGSL,GSL,yes,no,N2O,1.857,0.745
R2,TLESSGSL,GSL,yes,no,N2O,1.267,0.509
R2,TLFCONV10,GSL,no,no,N2O,0,0.264
R2,TLFDSL10,DSL,no,no,N2O,0,0
R2,TLLSCONV10,GSL,no,no,N2O,0,0.259
R2,TLMCCONV10,GSL,no,no,N2O,0,0.016
R2,TLMCNG10,CNG,no,no,N2O,0,0
R2,TLMCONV10,GSL,no,no,N2O,0,0.103
R2,TLMP20G10,Other,no,20-mi,N2O,0,0
R2,TLPCNG10,CNG,no,no,N2O,0,0.001
R2,TLPCONV10,GSL,no,no,N2O,0,0.174
R2,TLPDSL10,DSL,no,no,N2O,0,0.005
R2,TLSSCONV10,GSL,no,no,N2O,0,0.296
R2,TLSSDSL10,DSL,no,no,N2O,0,0
R2,TLSSHEV10,Other,no,no,N2O,0,0.018
R2,TMB20C,B20,no,no,N2O,0,0
R2,TMCNGC,CNG,no,no,N2O,0,0
R2,TMCNGC10,CNG,no,no,N2O,0,0.003
R2,TMCNGE,CNG,yes,no,N2O,0.001,0.001
R2,TMDSLC,DSL,no,no,N2O,0,0
R2,TMDSLC10,DSL,no,no,N2O,0,0.003
R2,TMDSLE,DSL,yes,no,N2O,0.007,0.006
R2,TMGSLC,GSL,no,no,N2O,0,0
R2,TMGSLC10,GSL,no,no,N2O,0,0.023
R2,TMGSLE,GSL,yes,no,N2O,0.066,0.044
R2,TMLPGC,Other,no,no,N2O,0,0
R2,TMLPGC10,Other,no,no,N2O,0,0.001
R2,TMLPGE,Other,yes,no,N2O,0.001,0.001
R3,TBCNGC,CNG,no,no,N2O,0,0
R3,TBCNGE,CNG,yes,no,N2O,0.008,0.006
R3,TBDSLC,DSL,no,no,N2O,0,0
R3,TBDSLC10,DSL,no,no,N2O,0,0.001
R3,TBDSLE,DSL,yes,no,N2O,0.003,0.002
R3,TBGSLE,GSL,yes,no,N2O,0.004,0.003
R3,TCDSLC,DSL,no,no,N2O,0,0
R3,TCDSLC10,DSL,no,no,N2O,0,0.001
R3,TCDSLE,DSL,yes,no,N2O,0.009,0.007
R3,TCE85C,E85,no,no,N2O,0,0
R3,TCGSLC,GSL,no,no,N2O,0,0
R3,TCGSLC10,GSL,no,no,N2O,0,0.022
R3,TCGSLE,GSL,yes,no,N2O,0.313,0.208
R3,THLB20C,B20,no,no,N2O,0,0
R3,THLDSLC,DSL,no,no,N2O,0,0
R3,THLDSLC10,DSL,no,no,N2O,0,0.004
R3,THLDSLE,DSL,yes,no,N2O,0.018,0.013
R3,THLLPGE,Other,yes,no,N2O,0,0
R3,THSCNGC10,CNG,no,no,N2O,0,0
R3,THSDSLC,DSL,no,no,N2O,0,0
R3,THSDSLC10,DSL,no,no,N2O,0,0.005
R3,THSDSLE,DSL,yes,no,N2O,0.027,0.022
R3,THSGSLE,GSL,yes,no,N2O,0.005,0.004
R3,THSLPGE,Other,yes,no,N2O,0.001,0.001
R3,TLCCNG10,CNG,no,no,N2O,0,0.001
R3,TLCCONV10,GSL,no,no,N2O,0,0.245
R3,TLCDSL10,DSL,no,no,N2O,0,0
R3,TLCETHX10,ETH,no,no,N2O,0,0
R3,TLCHEV10,Other,no,no,N2O,0,0.032
R3,TLECGSL,GSL,yes,no,N2O,3.956,1.707
R3,TLECNGX,CNG,yes,no,N2O,0.008,0.003
R3,TLEELC,Other,yes,no,N2O,0,0
R3,TLEETHX,ETH,yes,no,N2O,0.067,0.023
R3,TLEFDSL,DSL,yes,no,N2O,0.001,0.001
R3,TLEFGSL,GSL,yes,no,N2O,3.161,1.364
R3,TLELPGX,Other,yes,no,N2O,0.033,0.014
R3,TLELSGSL,GSL,yes,no,N2O,1.175,0.472
R3,TLEMCGSL,GSL,yes,no,N2O,0.235,0.101
R3,TLEMGSL,GSL,yes,no,N2O,2.699,1.083
R3,TLEPDSL,DSL,yes,no,N2O,0.003,0.002
R3,TLEPGSL,GSL,yes,no,N2O,3.899,1.565
R3,TLESSGSL,GSL,yes,no,N2O,1.38,0.554
R3,TLFCONV10,GSL,no,no,N2O,0,0.402
R3,TLFDSL10,DSL,no,no,N2O,0,0
R3,TLLSCONV10,GSL,no,no,N2O,0,0.393
R3,TLLSETHX10,ETH,no,no,N2O,0,0
R3,TLMCCONV10,GSL,no,no,N2O,0,0.024
R3,TLMCONV10,GSL,no,no,N2O,0,0.156
R3,TLMETHX10,ETH,no,no,N2O,0,0
R3,TLMP20G10,Other,no,20-mi,N2O,0,0
R3,TLPCNG10,CNG,no,no,N2O,0,0.002
R3,TLPCONV10,GSL,no,no,N2O,0,0.262
R3,TLPDSL10,DSL,no,no,N2O,0,0.008
R3,TLPETHX10,ETH,no,no,N2O,0,0
R3,TLSSCONV10,GSL,no,no,N2O,0,0.45
R3,TLSSDSL10,DSL,no,no,N2O,0,0
R3,TLSSETHX10,ETH,no,no,N2O,0,0
R3,TLSSHEV10,Other,no,no,N2O,0,0.027
R3,TMCNGC,CNG,no,no,N2O,0,0
R3,TMCNGC10,CNG,no,no,N2O,0,0.004
R3,TMCNGE,CNG,yes,no,N2O,0.002,0.001
R3,TMDSLC,DSL,no,no,N2O,0,0
R3,TMDSLC10,DSL,no,no,N2O,0,0.003
R3,TMDSLE,DSL,yes,no,N2O,0.008,0.007
R3,TMGSLC,GSL,no,no,N2O,0,0
R3,TMGSLC10,GSL,no,no,N2O,0,0.025
R3,TMGSLE,GSL,yes,no,N2O,0.073,0.049
R3,TMLPGC,Other,no,no,N2O,0,0
R3,TMLPGC10,Other,no,no,N2O,0,0.001
R3,TMLPGE,Other,yes,no,N2O,0.001,0.001
R4,TBCNGC,CNG,no,no,N2O,0,0
R4,TBCNGE,CNG,yes,no,N2O,0.004,0.003
R4,TBDSLC,DSL,no,no,N2O,0,0
R4,TBDSLC10,DSL,no,no,N2O,0,0
R4,TBDSLE,DSL,yes,no,N2O,0.001,0.001
R4,TBGSLE,GSL,yes,no,N2O,0.002,0.001
R4,TCDSLC,DSL,no,no,N2O,0,0
R4,TCDSLC10,DSL,no,no,N2O,0,0.001
R4,TCDSLE,DSL,yes,no,N2O,0.008,0.007
R4,TCE85C,E85,no,no,N2O,0,0
R4,TCGSLC,GSL,no,no,N2O,0,0
R4,TCGSLC10,GSL,no,no,N2O,0,0.024
R4,TCGSLE,GSL,yes,no,N2O,0.292,0.194
R4,THLB20C,B20,no,no,N2O,0,0
R4,THLDSLC,DSL,no,no,N2O,0,0
R4,THLDSLC10,DSL,no,no,N2O,0,0.007
R4,THLDSLE,DSL,yes,no,N2O,0.032,0.024
R4,THSCNGC10,CNG,no,no,N2O,0,0
R4,THSDSLC,DSL,no,no,N2O,0,0
R4,THSDSLC10,DSL,no,no,N2O,0,0.005
R4,THSDSLE,DSL,yes,no,N2O,0.026,0.021
R4,THSGSLE,GSL,yes,no,N2O,0.011,0.005
R4,THSLPGE,Other,yes,no,N2O,0,0
R4,TLCCNG10,CNG,no,no,N2O,0,0
R4,TLCCONV10,GSL,no,no,N2O,0,0.117
R4,TLCDSL10,DSL,no,no,N2O,0,0
R4,TLCHEV10,Other,no,no,N2O,0,0.015
R4,TLECGSL,GSL,yes,no,N2O,1.813,0.782
R4,TLECNGX,CNG,yes,no,N2O,0.001,0
R4,TLEELC,Other,yes,no,N2O,0,0
R4,TLEETHX,ETH,yes,no,N2O,0.041,0.014
R4,TLEFDSL,DSL,yes,no,N2O,0.001,0
R4,TLEFGSL,GSL,yes,no,N2O,1.449,0.625
R4,TLELPGX,Other,yes,no,N2O,0.012,0.005
R4,TLELSGSL,GSL,yes,no,N2O,0.481,0.194
R4,TLEMCGSL,GSL,yes,no,N2O,0.107,0.046
R4,TLEMGSL,GSL,yes,no,N2O,1.05,0.421
R4,TLEPDSL,DSL,yes,no,N2O,0.001,0.001
R4,TLEPGSL,GSL,yes,no,N2O,2.085,0.837
R4,TLESSGSL,GSL,yes,no,N2O,0.567,0.227
R4,TLFCONV10,GSL,no,no,N2O,0,0.192
R4,TLFDSL10,DSL,no,no,N2O,0,0
R4,TLLSCONV10,GSL,no,no,N2O,0,0.168
R4,TLLSETHX10,ETH,no,no,N2O,0,0.015
R4,TLMCCONV10,GSL,no,no,N2O,0,0.012
R4,TLMCONV10,GSL,no,no,N2O,0,0.075
R4,TLMETHX10,ETH,no,no,N2O,0,0
R4,TLMP20G10,Other,no,20-mi,N2O,0,0
R4,TLPCNG10,CNG,no,no,N2O,0,0.001
R4,TLPCONV10,GSL,no,no,N2O,0,0.125
R4,TLPDSL10,DSL,no,no,N2O,0,0.004
R4,TLPETHX10,ETH,no,no,N2O,0,0
R4,TLSSCONV10,GSL,no,no,N2O,0,0.215
R4,TLSSDSL10,DSL,no,no,N2O,0,0
R4,TLSSHEV10,Other,no,no,N2O,0,0.013
R4,TMCNGC,CNG,no,no,N2O,0,0
R4,TMCNGC10,CNG,no,no,N2O,0,0.003
R4,TMCNGE,CNG,yes,no,N2O,0.001,0.001
R4,TMDSLC,DSL,no,no,N2O,0,0
R4,TMDSLC10,DSL,no,no,N2O,0,0.003
R4,TMDSLE,DSL,yes,no,N2O,0.007,0.006
R4,TMGSLC,GSL,no,no,N2O,0,0
R4,TMGSLC10,GSL,no,no,N2O,0,0.022
R4,TMGSLE,GSL,yes,no,N2O,0.066,0.044
R4,TMLPGC,Other,no,no,N2O,0,0
R4,TMLPGC10,Other,no,no,N2O,0,0.001
R4,TMLPGE,Other,yes,no,N2O,0.001,0.001
R5,TBCNGC,CNG,no,no,N2O,0,0
R5,TBCNGE,CNG,yes,no,N2O,0.009,0.007
R5,TBDSLC,DSL,no,no,N2O,0,0
R5,TBDSLC10,DSL,no,no,N2O,0,0.001
R5,TBDSLE,DSL,yes,no,N2O,0.003,0.002
R5,TBGSLE,GSL,yes,no,N2O,0.004,0.003
R5,TCDSLC,DSL,no,no,N2O,0,0
R5,TCDSLC10,DSL,no,no,N2O,0,0
R5,TCDSLE,DSL,yes,no,N2O,0.017,0.014
R5,TCE85C,E85,no,no,N2O,0,0
R5,TCGSLC,GSL,no,no,N2O,0,0
R5,TCGSLC10,GSL,no,no,N2O,0,0.077
R5,TCGSLE,GSL,yes,no,N2O,0.505,0.336
R5,THLB20C,B20,no,no,N2O,0,0
R5,THLDSLC,DSL,no,no,N2O,0,0
R5,THLDSLC10,DSL,no,no,N2O,0,0.004
R5,THLDSLE,DSL,yes,no,N2O,0.019,0.014
R5,THSCNGC10,CNG,no,no,N2O,0,0
R5,THSCNGE,CNG,yes,no,N2O,0,0
R5,THSDSLC,DSL,no,no,N2O,0,0
R5,THSDSLC10,DSL,no,no,N2O,0,0.008
R5,THSDSLE,DSL,yes,no,N2O,0.043,0.035
R5,THSGSLE,GSL,yes,no,N2O,0.006,0.004
R5,THSLPGE,Other,yes,no,N2O,0.001,0.001
R5,TLCCNG10,CNG,no,no,N2O,0,0.001
R5,TLCCONV10,GSL,no,no,N2O,0,0.398
R5,TLCDSL10,DSL,no,no,N2O,0,0
R5,TLCHEV10,Other,no,no,N2O,0,0.051
R5,TLECGSL,GSL,yes,no,N2O,4.945,2.133
R5,TLECNGX,CNG,yes,no,N2O,0.019,0.008
R5,TLEELC,Other,yes,no,N2O,0,0
R5,TLEETHX,ETH,yes,no,N2O,0.054,0.019
R5,TLEFDSL,DSL,yes,no,N2O,0.002,0.001
R5,TLEFGSL,GSL,yes,no,N2O,3.951,1.705
R5,TLELPGX,Other,yes,no,N2O,0.063,0.027
R5,TLELSGSL,GSL,yes,no,N2O,1.663,0.668
R5,TLEMCGSL,GSL,yes,no,N2O,0.293,0.126
R5,TLEMGSL,GSL,yes,no,N2O,2.849,1.144
R5,TLEPDSL,DSL,yes,no,N2O,0.003,0.003
R5,TLEPGSL,GSL,yes,no,N2O,4.97,1.995
R5,TLESSGSL,GSL,yes,no,N2O,1.954,0.784
R5,TLFCONV10,GSL,no,no,N2O,0,0.654
R5,TLFDSL10,DSL,no,no,N2O,0,0.001
R5,TLLSCONV10,GSL,no,no,N2O,0,0.638
R5,TLMCCONV10,GSL,no,no,N2O,0,0.04
R5,TLMCONV10,GSL,no,no,N2O,0,0.254
R5,TLMP20G10,Other,no,20-mi,N2O,0,0
R5,TLPCNG10,CNG,no,no,N2O,0,0.003
R5,TLPCONV10,GSL,no,no,N2O,0,0.442
R5,TLPDSL10,DSL,no,no,N2O,0,0.011
