INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechRESSecondaryOutput,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,res.secondary.output,output.ratio,pMult,new.vintage.only
KS,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
KS,electricity,wind,wind,2005,ELEC_RPS,1,1,1
KS,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
KS,electricity,solar,PV,2005,ELEC_RPS,1,1,1
KS,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
KS,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
KS,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
KS,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
KY,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
KY,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
KY,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
KY,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
KY,electricity,wind,wind,2005,ELEC_RPS,1,1,1
KY,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
KY,electricity,solar,PV,2005,ELEC_RPS,1,1,1
KY,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
KY,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
KY,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
KY,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
LA,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
LA,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
LA,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
LA,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
LA,electricity,wind,wind,2005,ELEC_RPS,1,1,1
LA,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
LA,electricity,solar,PV,2005,ELEC_RPS,1,1,1
LA,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
LA,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
LA,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
LA,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MA,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MA,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MA,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MA,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MA,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MA,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MA,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MA,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MA,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MA,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MA,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MD,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MD,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MD,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MD,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MD,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MD,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MD,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MD,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MD,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MD,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MD,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
ME,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
ME,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
ME,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
ME,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
ME,electricity,wind,wind,2005,ELEC_RPS,1,1,1
ME,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
ME,electricity,solar,PV,2005,ELEC_RPS,1,1,1
ME,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
ME,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
ME,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
ME,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MI,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MI,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MI,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MI,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MI,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MI,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MI,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MI,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MI,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MI,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MI,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MN,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MN,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MN,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MN,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MN,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MN,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MN,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MN,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MN,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MN,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MN,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MO,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MO,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MO,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MO,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MO,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MO,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MO,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MO,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MO,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MO,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MO,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MS,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MS,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MS,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MS,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MS,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MS,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MS,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MS,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MS,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MS,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MS,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
MT,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
MT,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
MT,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
MT,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
MT,electricity,wind,wind,2005,ELEC_RPS,1,1,1
MT,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
MT,electricity,solar,PV,2005,ELEC_RPS,1,1,1
MT,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
MT,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
MT,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
MT,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
MT,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NC,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NC,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NC,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NC,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NC,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NC,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NC,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NC,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NC,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NC,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NC,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
ND,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
ND,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
ND,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
ND,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
ND,electricity,wind,wind,2005,ELEC_RPS,1,1,1
ND,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
ND,electricity,solar,PV,2005,ELEC_RPS,1,1,1
ND,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
ND,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
ND,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
ND,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NE,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NE,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NE,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NE,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NE,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NE,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NE,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NE,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NE,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NE,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NE,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NH,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NH,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NH,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NH,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NH,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NH,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NH,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NH,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NH,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NH,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NH,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NJ,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NJ,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NJ,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NJ,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NJ,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NJ,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NJ,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NJ,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NJ,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NJ,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NJ,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NM,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NM,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NM,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NM,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NM,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NM,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NM,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NM,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NM,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NM,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NM,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
NM,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NV,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NV,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NV,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NV,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NV,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NV,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NV,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NV,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NV,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NV,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NV,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
NV,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
NY,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
NY,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
NY,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
NY,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
NY,electricity,wind,wind,2005,ELEC_RPS,1,1,1
NY,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
NY,electricity,solar,PV,2005,ELEC_RPS,1,1,1
NY,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
NY,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
NY,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
NY,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
OH,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
OH,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
OH,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
OH,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
OH,electricity,wind,wind,2005,ELEC_RPS,1,1,1
OH,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
OH,electricity,solar,PV,2005,ELEC_RPS,1,1,1
OH,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
OH,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
OH,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
OH,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
OK,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
OK,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
OK,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
OK,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
OK,electricity,wind,wind,2005,ELEC_RPS,1,1,1
OK,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
OK,electricity,solar,PV,2005,ELEC_RPS,1,1,1
OK,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
OK,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
OK,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
OK,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
OR,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
OR,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
OR,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
OR,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
OR,electricity,wind,wind,2005,ELEC_RPS,1,1,1
OR,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
OR,electricity,solar,PV,2005,ELEC_RPS,1,1,1
OR,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
OR,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
OR,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
OR,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
OR,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
PA,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
PA,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
PA,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
PA,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
PA,electricity,wind,wind,2005,ELEC_RPS,1,1,1
PA,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
PA,electricity,solar,PV,2005,ELEC_RPS,1,1,1
PA,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
PA,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
PA,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
PA,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
RI,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
RI,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
RI,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
RI,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
RI,electricity,wind,wind,2005,ELEC_RPS,1,1,1
RI,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
RI,electricity,solar,PV,2005,ELEC_RPS,1,1,1
RI,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
RI,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
RI,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
RI,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
SC,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
SC,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
SC,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
SC,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
SC,electricity,wind,wind,2005,ELEC_RPS,1,1,1
SC,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
SC,electricity,solar,PV,2005,ELEC_RPS,1,1,1
SC,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
SC,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
SC,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
SC,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
SD,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
SD,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
SD,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
SD,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
SD,electricity,wind,wind,2005,ELEC_RPS,1,1,1
SD,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
SD,electricity,solar,PV,2005,ELEC_RPS,1,1,1
SD,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
SD,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
SD,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
SD,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
TN,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
TN,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
TN,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
TN,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
TN,electricity,wind,wind,2005,ELEC_RPS,1,1,1
TN,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
TN,electricity,solar,PV,2005,ELEC_RPS,1,1,1
TN,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
TN,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
TN,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
TN,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
TX,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
TX,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
TX,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
TX,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
TX,electricity,wind,wind,2005,ELEC_RPS,1,1,1
TX,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
TX,electricity,solar,PV,2005,ELEC_RPS,1,1,1
TX,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
TX,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
TX,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
TX,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
UT,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
UT,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
UT,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
UT,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
UT,electricity,wind,wind,2005,ELEC_RPS,1,1,1
UT,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
UT,electricity,solar,PV,2005,ELEC_RPS,1,1,1
UT,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
UT,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
UT,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
UT,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
UT,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
VA,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
VA,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
VA,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
VA,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
VA,electricity,wind,wind,2005,ELEC_RPS,1,1,1
VA,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
VA,electricity,solar,PV,2005,ELEC_RPS,1,1,1
VA,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
VA,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
VA,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
VA,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
VT,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
VT,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
VT,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
VT,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
VT,electricity,wind,wind,2005,ELEC_RPS,1,1,1
VT,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
VT,electricity,solar,PV,2005,ELEC_RPS,1,1,1
VT,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
VT,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
VT,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
VT,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
WA,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
WA,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
WA,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
WA,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
WA,electricity,wind,wind,2005,ELEC_RPS,1,1,1
WA,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
WA,electricity,solar,PV,2005,ELEC_RPS,1,1,1
WA,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
WA,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
WA,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
WA,electricity,geothermal,geothermal,2005,ELEC_RPS,1,1,1
WA,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
WI,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
WI,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
WI,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
WI,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
WI,electricity,wind,wind,2005,ELEC_RPS,1,1,1
WI,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
WI,electricity,solar,PV,2005,ELEC_RPS,1,1,1
WI,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
WI,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
WI,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
WI,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
WV,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
WV,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
WV,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
WV,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
WV,electricity,wind,wind,2005,ELEC_RPS,1,1,1
WV,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
WV,electricity,solar,PV,2005,ELEC_RPS,1,1,1
WV,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
WV,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
WV,electricity,solar,CSP_storage,2005,ELEC_RPS,1,1,1
WV,elect_td_bld,rooftop_pv,rooftop_pv,2005,ELEC_RPS,1,1,1
WY,electricity,biomass,biomass (conv),2005,ELEC_RPS,1,1,1
WY,electricity,biomass,biomass (conv CCS),2005,ELEC_RPS,1,1,1
WY,electricity,biomass,biomass (IGCC),2005,ELEC_RPS,1,1,1
WY,electricity,biomass,biomass (IGCC CCS),2005,ELEC_RPS,1,1,1
WY,electricity,wind,wind,2005,ELEC_RPS,1,1,1
WY,electricity,wind,wind_storage,2005,ELEC_RPS,1,1,1
WY,electricity,solar,PV,2005,ELEC_RPS,1,1,1
WY,electricity,solar,PV_storage,2005,ELEC_RPS,1,1,1
WY,electricity,solar,CSP,2005,ELEC_RPS,1,1,1
