INPUT_TABLE,,,,,,,,
Variable ID,,,,,,,,
StubTechCoef,,,,,,,,
,,,,,,,,
region,supplysector,subsector,stub.technology,year,minicam.energy.input,coefficient,market.name,new.vintage.only
NH,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,NH,1
NH,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,NH,1
NH,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,NH,1
NH,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,NH,1
NH,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,NH,1
NH,electricity,wind,wind,2015,ELEC_RPS,0,NH,1
NH,electricity,wind,wind_storage,2015,ELEC_RPS,0,NH,1
NH,electricity,solar,PV,2015,ELEC_RPS,0,NH,1
NH,electricity,solar,PV_storage,2015,ELEC_RPS,0,NH,1
NH,electricity,solar,CSP,2015,ELEC_RPS,0,NH,1
NH,electricity,solar,CSP_storage,2015,ELEC_RPS,0,NH,1
NH,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,NH,1
NJ,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,NJ,1
NJ,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,NJ,1
NJ,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,NJ,1
NJ,electricity,gas,gas (CC),2015,ELEC_RPS,0,NJ,1
NJ,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,NJ,1
NJ,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,NJ,1
NJ,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,NJ,1
NJ,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,NJ,1
NJ,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,NJ,1
NJ,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,NJ,1
NJ,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,NJ,1
NJ,electricity,wind,wind,2015,ELEC_RPS,0,NJ,1
NJ,electricity,wind,wind_storage,2015,ELEC_RPS,0,NJ,1
NJ,electricity,solar,PV,2015,ELEC_RPS,0,NJ,1
NJ,electricity,solar,PV_storage,2015,ELEC_RPS,0,NJ,1
NJ,electricity,solar,CSP,2015,ELEC_RPS,0,NJ,1
NJ,electricity,solar,CSP_storage,2015,ELEC_RPS,0,NJ,1
NJ,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,NJ,1
NM,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,NM,1
NM,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,NM,1
NM,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,NM,1
NM,electricity,gas,gas (CC),2015,ELEC_RPS,0,NM,1
NM,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,NM,1
NM,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,NM,1
NM,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,NM,1
NM,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,NM,1
NM,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,NM,1
NM,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,NM,1
NM,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,NM,1
NM,electricity,wind,wind,2015,ELEC_RPS,0,NM,1
NM,electricity,wind,wind_storage,2015,ELEC_RPS,0,NM,1
NM,electricity,solar,PV,2015,ELEC_RPS,0,NM,1
NM,electricity,solar,PV_storage,2015,ELEC_RPS,0,NM,1
NM,electricity,solar,CSP,2015,ELEC_RPS,0,NM,1
NM,electricity,solar,CSP_storage,2015,ELEC_RPS,0,NM,1
NM,electricity,geothermal,geothermal,2015,ELEC_RPS,0,NM,1
NM,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,NM,1
NV,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,NV,1
NV,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,NV,1
NV,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,NV,1
NV,electricity,gas,gas (CC),2015,ELEC_RPS,0,NV,1
NV,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,NV,1
NV,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,NV,1
NV,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,NV,1
NV,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,NV,1
NV,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,NV,1
NV,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,NV,1
NV,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,NV,1
NV,electricity,wind,wind,2015,ELEC_RPS,0,NV,1
NV,electricity,wind,wind_storage,2015,ELEC_RPS,0,NV,1
NV,electricity,solar,PV,2015,ELEC_RPS,0,NV,1
NV,electricity,solar,PV_storage,2015,ELEC_RPS,0,NV,1
NV,electricity,solar,CSP,2015,ELEC_RPS,0,NV,1
NV,electricity,solar,CSP_storage,2015,ELEC_RPS,0,NV,1
NV,electricity,geothermal,geothermal,2015,ELEC_RPS,0,NV,1
NV,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,NV,1
NY,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,NY,1
NY,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,NY,1
NY,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,NY,1
NY,electricity,gas,gas (CC),2015,ELEC_RPS,0,NY,1
NY,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,NY,1
NY,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,NY,1
NY,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,NY,1
NY,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,NY,1
NY,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,NY,1
NY,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,NY,1
NY,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,NY,1
NY,electricity,wind,wind,2015,ELEC_RPS,0,NY,1
NY,electricity,wind,wind_storage,2015,ELEC_RPS,0,NY,1
NY,electricity,solar,PV,2015,ELEC_RPS,0,NY,1
NY,electricity,solar,PV_storage,2015,ELEC_RPS,0,NY,1
NY,electricity,solar,CSP,2015,ELEC_RPS,0,NY,1
NY,electricity,solar,CSP_storage,2015,ELEC_RPS,0,NY,1
NY,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,NY,1
OH,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,OH,1
OH,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,OH,1
OH,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,OH,1
OH,electricity,gas,gas (CC),2015,ELEC_RPS,0,OH,1
OH,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,OH,1
OH,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,OH,1
OH,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,OH,1
OH,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,OH,1
OH,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,OH,1
OH,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,OH,1
OH,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,OH,1
OH,electricity,wind,wind,2015,ELEC_RPS,0,OH,1
OH,electricity,wind,wind_storage,2015,ELEC_RPS,0,OH,1
OH,electricity,solar,PV,2015,ELEC_RPS,0,OH,1
OH,electricity,solar,PV_storage,2015,ELEC_RPS,0,OH,1
OH,electricity,solar,CSP,2015,ELEC_RPS,0,OH,1
OH,electricity,solar,CSP_storage,2015,ELEC_RPS,0,OH,1
OH,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,OH,1
OK,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,OK,1
OK,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,OK,1
OK,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,OK,1
OK,electricity,gas,gas (CC),2015,ELEC_RPS,0,OK,1
OK,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,OK,1
OK,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,OK,1
OK,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,OK,1
OK,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,OK,1
OK,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,OK,1
OK,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,OK,1
OK,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,OK,1
OK,electricity,wind,wind,2015,ELEC_RPS,0,OK,1
OK,electricity,wind,wind_storage,2015,ELEC_RPS,0,OK,1
OK,electricity,solar,PV,2015,ELEC_RPS,0,OK,1
OK,electricity,solar,PV_storage,2015,ELEC_RPS,0,OK,1
OK,electricity,solar,CSP,2015,ELEC_RPS,0,OK,1
OK,electricity,solar,CSP_storage,2015,ELEC_RPS,0,OK,1
OK,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,OK,1
OR,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,OR,1
OR,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,OR,1
OR,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,OR,1
OR,electricity,gas,gas (CC),2015,ELEC_RPS,0,OR,1
OR,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,OR,1
OR,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,OR,1
OR,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,OR,1
OR,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,OR,1
OR,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,OR,1
OR,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,OR,1
OR,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,OR,1
OR,electricity,wind,wind,2015,ELEC_RPS,0,OR,1
OR,electricity,wind,wind_storage,2015,ELEC_RPS,0,OR,1
OR,electricity,solar,PV,2015,ELEC_RPS,0,OR,1
OR,electricity,solar,PV_storage,2015,ELEC_RPS,0,OR,1
OR,electricity,solar,CSP,2015,ELEC_RPS,0,OR,1
OR,electricity,solar,CSP_storage,2015,ELEC_RPS,0,OR,1
OR,electricity,geothermal,geothermal,2015,ELEC_RPS,0,OR,1
OR,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,OR,1
PA,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,PA,1
PA,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,PA,1
PA,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,PA,1
PA,electricity,gas,gas (CC),2015,ELEC_RPS,0,PA,1
PA,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,PA,1
PA,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,PA,1
PA,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,PA,1
PA,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,PA,1
PA,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,PA,1
PA,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,PA,1
PA,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,PA,1
PA,electricity,wind,wind,2015,ELEC_RPS,0,PA,1
PA,electricity,wind,wind_storage,2015,ELEC_RPS,0,PA,1
PA,electricity,solar,PV,2015,ELEC_RPS,0,PA,1
PA,electricity,solar,PV_storage,2015,ELEC_RPS,0,PA,1
PA,electricity,solar,CSP,2015,ELEC_RPS,0,PA,1
PA,electricity,solar,CSP_storage,2015,ELEC_RPS,0,PA,1
PA,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,PA,1
RI,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,RI,1
RI,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,RI,1
RI,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,RI,1
RI,electricity,gas,gas (CC),2015,ELEC_RPS,0,RI,1
RI,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,RI,1
RI,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,RI,1
RI,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,RI,1
RI,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,RI,1
RI,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,RI,1
RI,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,RI,1
RI,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,RI,1
RI,electricity,wind,wind,2015,ELEC_RPS,0,RI,1
RI,electricity,wind,wind_storage,2015,ELEC_RPS,0,RI,1
RI,electricity,solar,PV,2015,ELEC_RPS,0,RI,1
RI,electricity,solar,PV_storage,2015,ELEC_RPS,0,RI,1
RI,electricity,solar,CSP,2015,ELEC_RPS,0,RI,1
RI,electricity,solar,CSP_storage,2015,ELEC_RPS,0,RI,1
RI,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,RI,1
SC,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,SC,1
SC,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,SC,1
SC,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,SC,1
SC,electricity,gas,gas (CC),2015,ELEC_RPS,0,SC,1
SC,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,SC,1
SC,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,SC,1
SC,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,SC,1
SC,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,SC,1
SC,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,SC,1
SC,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,SC,1
SC,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,SC,1
SC,electricity,wind,wind,2015,ELEC_RPS,0,SC,1
SC,electricity,wind,wind_storage,2015,ELEC_RPS,0,SC,1
SC,electricity,solar,PV,2015,ELEC_RPS,0,SC,1
SC,electricity,solar,PV_storage,2015,ELEC_RPS,0,SC,1
SC,electricity,solar,CSP,2015,ELEC_RPS,0,SC,1
SC,electricity,solar,CSP_storage,2015,ELEC_RPS,0,SC,1
SC,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,SC,1
SD,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,SD,1
SD,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,SD,1
SD,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,SD,1
SD,electricity,gas,gas (CC),2015,ELEC_RPS,0,SD,1
SD,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,SD,1
SD,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,SD,1
SD,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,SD,1
SD,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,SD,1
SD,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,SD,1
SD,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,SD,1
SD,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,SD,1
SD,electricity,wind,wind,2015,ELEC_RPS,0,SD,1
SD,electricity,wind,wind_storage,2015,ELEC_RPS,0,SD,1
SD,electricity,solar,PV,2015,ELEC_RPS,0,SD,1
SD,electricity,solar,PV_storage,2015,ELEC_RPS,0,SD,1
SD,electricity,solar,CSP,2015,ELEC_RPS,0,SD,1
SD,electricity,solar,CSP_storage,2015,ELEC_RPS,0,SD,1
SD,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,SD,1
TN,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,TN,1
TN,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,TN,1
TN,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,TN,1
TN,electricity,gas,gas (CC),2015,ELEC_RPS,0,TN,1
TN,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,TN,1
TN,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,TN,1
TN,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,TN,1
TN,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,TN,1
TN,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,TN,1
TN,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,TN,1
TN,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,TN,1
TN,electricity,wind,wind,2015,ELEC_RPS,0,TN,1
TN,electricity,wind,wind_storage,2015,ELEC_RPS,0,TN,1
TN,electricity,solar,PV,2015,ELEC_RPS,0,TN,1
TN,electricity,solar,PV_storage,2015,ELEC_RPS,0,TN,1
TN,electricity,solar,CSP,2015,ELEC_RPS,0,TN,1
TN,electricity,solar,CSP_storage,2015,ELEC_RPS,0,TN,1
TN,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,TN,1
TX,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,TX,1
TX,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,TX,1
TX,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,TX,1
TX,electricity,gas,gas (CC),2015,ELEC_RPS,0,TX,1
TX,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,TX,1
TX,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,TX,1
TX,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,TX,1
TX,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,TX,1
TX,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,TX,1
TX,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,TX,1
TX,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,TX,1
TX,electricity,wind,wind,2015,ELEC_RPS,0,TX,1
TX,electricity,wind,wind_storage,2015,ELEC_RPS,0,TX,1
TX,electricity,solar,PV,2015,ELEC_RPS,0,TX,1
TX,electricity,solar,PV_storage,2015,ELEC_RPS,0,TX,1
TX,electricity,solar,CSP,2015,ELEC_RPS,0,TX,1
TX,electricity,solar,CSP_storage,2015,ELEC_RPS,0,TX,1
TX,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,TX,1
UT,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,UT,1
UT,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,UT,1
UT,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,UT,1
UT,electricity,gas,gas (CC),2015,ELEC_RPS,0,UT,1
UT,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,UT,1
UT,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,UT,1
UT,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,UT,1
UT,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,UT,1
UT,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,UT,1
UT,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,UT,1
UT,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,UT,1
UT,electricity,wind,wind,2015,ELEC_RPS,0,UT,1
UT,electricity,wind,wind_storage,2015,ELEC_RPS,0,UT,1
UT,electricity,solar,PV,2015,ELEC_RPS,0,UT,1
UT,electricity,solar,PV_storage,2015,ELEC_RPS,0,UT,1
UT,electricity,solar,CSP,2015,ELEC_RPS,0,UT,1
UT,electricity,solar,CSP_storage,2015,ELEC_RPS,0,UT,1
UT,electricity,geothermal,geothermal,2015,ELEC_RPS,0,UT,1
UT,elect_td_bld,rooftop_pv,rooftop_pv,2015,ELEC_RPS,0,UT,1
VA,electricity,coal,coal (conv pul),2015,ELEC_RPS,0,VA,1
VA,electricity,coal,coal (conv pul CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,coal,coal (IGCC),2015,ELEC_RPS,0,VA,1
VA,electricity,coal,coal (IGCC CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,gas,gas (steam/CT),2015,ELEC_RPS,0,VA,1
VA,electricity,gas,gas (CC),2015,ELEC_RPS,0,VA,1
VA,electricity,gas,gas (CC CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,refined liquids,refined liquids (steam/CT),2015,ELEC_RPS,0,VA,1
VA,electricity,refined liquids,refined liquids (CC),2015,ELEC_RPS,0,VA,1
VA,electricity,refined liquids,refined liquids (CC CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,biomass,biomass (conv),2015,ELEC_RPS,0,VA,1
VA,electricity,biomass,biomass (conv CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,biomass,biomass (IGCC),2015,ELEC_RPS,0,VA,1
VA,electricity,biomass,biomass (IGCC CCS),2015,ELEC_RPS,0,VA,1
VA,electricity,nuclear,Gen_II_LWR,2015,ELEC_RPS,0,VA,1
VA,electricity,nuclear,Gen_III,2015,ELEC_RPS,0,VA,1
VA,electricity,wind,wind,2015,ELEC_RPS,0,VA,1
VA,electricity,wind,wind_storage,2015,ELEC_RPS,0,VA,1
VA,electricity,solar,PV,2015,ELEC_RPS,0,VA,1
