,AFG,ALB,DZA,ASM,AGO,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BVT,BRA,IOT,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CA-,CYM,CAF,TCD,CHL,CHN,CXR,CCK,COL,COM,COK,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,TLS,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FLK,FRO,FJI,FIN,FRA,GUF,PYF,ATF,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GLP,GUM,GTM,GGY,GIN,GNB,GUY,HTI,HMD,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JEY,JOR,KAZ,KEN,KIR,KO-,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,NCL,NZL,NIC,NER,NGA,NIU,NFK,PRK,MNP,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,PCN,POL,PRT,PRI,QAT,COG,REU,ROU,RUS,RWA,SHN,KNA,LCA,SPM,VCT,MAF,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SGS,KOR,SSD,ESP,LKA,SDN,SUR,SJM,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TGO,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,UMI,URY,UZB,VUT,VEN,VNM,VIR,WLF,ESH,YEM,ZMB,ZWE
pdssat_miroc-esm-chem_rcp2p6_co2_whe_1, -10.5549006244,   0.5080265277,   7.8589381354,             NA,  -5.0034549459,             NA,  25.8208528013, -19.9732464611,             NA,  -9.1145790764,  52.4734851697,  -4.3269455345,             NA,             NA, -11.8391513576,             NA,  -4.0589235152,  19.2203118462,             NA,  48.6993316331,             NA,   5.7529733794,   9.5084348178,             NA,   7.2609879557,  73.7066708455,             NA,   1.8001121980,             NA,             NA,             NA,  18.8789060651,   1.3769202269,  19.1682109073,  61.9611826056,  -3.1655443691, -17.6473590768,             NA, 100.7751817480,             NA,             NA,  12.0604258105,  16.5794732633,  -2.4997658197,             NA,             NA,  -0.7096339895,             NA,             NA,             NA,             NA,  24.9721242173,             NA,             NA,  16.1150852028,  36.8775410721,   1.9696227823, -62.6055097214,             NA,             NA,             NA,             NA,  -9.0460745598,             NA, -43.5483860044,             NA,  11.1096432701,  81.0354586129,   6.6557575583,             NA,             NA,             NA, -18.0140265980,   8.6280541682,             NA,             NA,             NA,             NA,             NA,  -7.2116756272,  -5.6496977082,             NA,   3.3605647253,             NA,             NA,             NA,   0.3653516509,             NA,             NA,             NA,             NA,             NA,             NA, -11.8797714851,             NA,  -4.3473470200,             NA,   8.6852451998,             NA, -42.0780924086,  -5.9125601352,   2.7863584295,             NA, -23.0078072283,   2.1656964208,             NA,  11.7519157337,             NA, -86.0800665764,  28.2883172424,  12.1628308529,             NA,  -2.0533470701,-100.0000000000, -28.7656372463, -12.8308531146,  69.3188594444, -16.1335945419, -16.0157819419,             NA,  16.0586980790,  26.2118133318,  29.8456827893,   4.3699336984, -13.6146177998, -12.1540124919,   9.2752570615,             NA, -29.0497362388,   1.9815450387,             NA,             NA,   5.6440966426,             NA,             NA,  -1.3524578852,             NA, -25.2999821197,  32.6877341328,   8.0813668776,             NA,  23.8114051871,  26.8194859289,  13.0532374624, -35.4828226457,             NA,   1.4230239307,  36.5594421407,             NA,  12.0959306938,   1.4615691423,  26.6917216639,  51.3696448945,             NA,             NA, -26.1658471136,             NA,  32.6595893072, -14.2291868706,  -4.6044072365,             NA,   8.8770581331,             NA,             NA,  -9.9307575522,   6.8354622897,             NA,             NA,   5.6198642739,   6.6125065582,             NA,  -7.7644605589,  -6.5796799214,             NA,   5.4703728847,  16.9647127309,  10.7747322347,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA, -80.7264675273,  10.7689221767, -10.3327610340,             NA,             NA,             NA,  47.6697520706,  93.0301753269,             NA,  33.4895972229,  44.5851519145,             NA,   5.6502239542,  -1.1435536718,  16.5255273072,             NA,  24.4439269619,             NA,             NA,  26.6151438824,  12.9363174575,  24.6283124093, -27.4323961118,  -8.1029302153,  75.2450099081,  -7.3691995914,  23.8317621520,             NA,             NA,             NA,  11.6850880564,  66.8117858153,   8.8444826257,             NA,             NA,  25.7606827527,   1.0754498071, -33.8929955876,  54.3169790669,   5.8593776261,             NA,  24.6782722985,  76.3070408964,             NA,   4.9981457986, -50.7159708312,             NA,             NA,             NA,  14.8396665864,  58.2988507364, 148.1408811515
pdssat_miroc-esm-chem_rcp2p6_co2_whe_2, -15.3824539952,  -9.6397100358, -12.3052017219,             NA, -23.4766494679,             NA,  22.3982218893,   4.7325637483,             NA,   1.8084601895, -11.8655657182,  -7.5506462021,             NA,             NA,  81.7308534811,             NA,   3.6758556474,  40.3686259185,             NA, -46.4004851671,             NA, -16.1372578728, -46.3986408220,             NA,  20.8099407641, -42.8094284676,             NA,  -9.6238412528,             NA,             NA,             NA, -12.2521230596,  24.1002864906, -39.5484788023, -27.1645751253, -19.7036384079, -26.3464721036,             NA,  18.9538296551,             NA,             NA,  21.6282646927,   6.7249967895,   9.4243460932,             NA,             NA,  12.5677497955,             NA,             NA,             NA,             NA,  -3.9243940657,             NA,             NA,  11.7910123750, -22.3581491494,  -4.4036923409,  36.5585142450,             NA,             NA,             NA,             NA,  -2.2638579145,             NA, -49.5397327784,             NA,   1.2703587760, -48.6948072913,  10.1642326452,             NA,             NA,             NA,   4.0587474210,  18.9989032212,             NA,             NA,             NA,             NA,             NA,   2.7630447702,   4.9092866031,             NA,  -9.9453234411,             NA,             NA,             NA, -16.0803950582,             NA,             NA,             NA,             NA,             NA,             NA, -10.1025140732,             NA, -22.8000699592,             NA,  15.9396443564,             NA,  22.5651158975,  10.1818017680,  10.5771514350,             NA, -19.0454094357, -11.4259406555,             NA,  21.4933574591,             NA, -68.2710700469,  44.1276553024,  11.1374320849,             NA,  36.8480221191, -12.5240984144,  21.3782332701,   1.8200391292,  -9.5808037120,  30.8105287693, -19.3633041474,             NA,  -9.5742049226,   4.5594811370,  16.8351742391, -10.8055836700,   3.5341202648,  -1.8893167051,  14.6429297906,             NA,  31.9916695913,  45.9346537990,             NA,             NA,   7.6681620571,             NA,             NA,   8.7796201930,             NA,  -9.9779722067, -16.0843890728,  34.6313047590,             NA,   2.6612573936, -56.8134415009,  17.9719000206, -57.1362201665,             NA,  13.5505741600,  14.2240169480,             NA,  -1.8704008215,  -2.7169150724, -21.9277968990, -15.9087874207,             NA,             NA, -12.1122053939,             NA,  -0.3710055844,  -2.6652590717,  -1.0971261229,             NA,  -7.8198706288,             NA,             NA,   4.9253439259,   4.7303254733,             NA,             NA,  -6.6147090229,   8.4546781148,             NA, -12.0835196195,  24.2365340469,             NA, -10.1430430188,  21.9298355713, -20.1550782604,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA, -44.2070645658,  25.0097905549,  -1.8009669406,             NA,             NA,             NA,  -9.8824209083,  -5.5770969144,             NA,  14.8786536630, -22.0838639420,             NA, -11.8187282287, -16.2993886715,   3.6223824720,             NA, -64.4377039421,             NA,             NA, -11.5520347607,   4.1760039999,  18.5529133817,   1.6838264479,   8.0718221332,  21.1693453575,  11.4729308118,  -9.6330548933,             NA,             NA,             NA, -10.4268291923,  -9.8912382212, -51.7879572136,             NA,             NA, -22.8754934891,   6.5374122435,   1.3964679876,  55.0852481454,   6.7695666480,             NA,   1.6348589456,  37.3183568203,             NA,   3.5341420160,  66.1641871306,             NA,             NA,             NA, -11.7784359484, -19.5299086721, -86.7937522550
pdssat_miroc-esm-chem_rcp2p6_co2_whe_3,  -9.4284755432,  19.6436040225, -30.1099658203,             NA,  -7.1576540993,             NA,  -4.0513945554,   4.6306378476,             NA,   6.5696947417, -16.1900391100,  14.1642239093,             NA,             NA,  13.3813948877,             NA,  -2.4156769252, -77.9364286525,             NA,  21.5970959684,             NA, -16.0878537568, -20.2586738528,             NA, -15.7630221025,  43.7662099412,             NA,   4.4363724788,             NA,             NA,             NA, -47.4189914260,  11.6704749041,  16.0034772629, -27.5670294162, -18.7902157933,   4.7775811245,             NA,  35.8099219310,             NA,             NA,  22.1812195326,   1.0539259863,   1.4877794706,             NA,             NA,  22.5723718960,             NA,             NA,             NA,             NA,  -5.6169618614,             NA,             NA,  11.5861051440,  -8.5781799525,   1.4105202098, -28.7202214139,             NA,             NA,             NA,             NA,  -9.2625952788,             NA, -84.9969574298,             NA, -10.9075178110, -45.6961210609,   2.6324831856,             NA,             NA,             NA,   4.4038238709,  20.9889402793,             NA,             NA,             NA,             NA,             NA,  -3.8394511098, -16.0577724911,             NA,   5.4976699452,             NA,             NA,             NA, -10.5475559056,             NA,             NA,             NA,             NA,             NA,             NA,  10.4049652355,             NA,  44.5254401084,             NA, -23.4811421875,             NA,  62.4715506975,  26.2479276770,   0.6028213137,             NA, -25.8597366516, -25.1251738169,             NA, -14.5398235691,             NA,  70.9711417120,  -3.9871142343, -39.1371033010,             NA, -51.6572137549, 135.8898066285, -30.5954399833,   1.0692109278, -19.5452066262,  20.3213074420,  11.6868345005,             NA,  -1.0231454666, -25.3597073857,-100.0000000000,   5.6752617460,  -6.8790157034,  28.9607735352,   2.3834217651,             NA,  60.8605641356,   5.2039081647,             NA,             NA,  13.3539618738,             NA,             NA, -18.5835025219,             NA, -38.2520370826, -12.1241989838, -27.7857260584,             NA,  28.6582575392, -13.6558828227, -15.4950485562, 101.9905669776,             NA, -38.8021948295, -80.6868694394,             NA, -35.0594749990, -38.4301567543,   5.6782854806,  12.8720353505,             NA,             NA,  35.1259142849,             NA, -29.0601971584,  -8.7143649281,  26.5434869832,             NA, -24.4352294528,             NA,             NA,  -4.9359681656,  -0.8235645493,             NA,             NA,  18.8100047654,  22.1644668574,             NA,   4.5410708785, -17.5458094465,             NA, -24.3314785268,  -3.3647781322,   7.3129987780,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA,  89.1778375290, -23.1040676647, -26.3180791637,             NA,             NA,             NA, -18.1984659112, -18.6881734972,             NA,  31.9740563590,  -3.5763598353,             NA,  11.9687757454, -26.4157606816,  16.8597765454,             NA,  28.8667962672,             NA,             NA,  20.5742960593,  13.7279249007, -26.2556601958,  10.4991235279,   1.7952646089,  30.2234047863,  15.2454924184,  -4.8350202077,             NA,             NA,             NA, -25.8083456996, -21.2817564197, -39.0655127178,             NA,             NA, -17.9854176104, -19.4838355578, -14.8528903190, -78.0448567502,   9.8241339334,             NA,   5.3142164563,   1.8399613105,             NA,  -5.0365078768, -34.8832069934,             NA,             NA,             NA,   8.3840473348, -26.9012051679,   4.4555774452
pdssat_miroc-esm-chem_rcp2p6_co2_whe_4, -65.1735031898,  32.8803009313,   9.0340764476,             NA,  18.2704166475,             NA,   5.9136226321, -25.2769581650,             NA,  -3.8680928072,  -6.3292693335, -29.6418770122,             NA,             NA, -56.0354448778,             NA,   6.2545882925, -70.7022291828,             NA,  27.5257136259,             NA, -15.3795613925,   5.5878892418,             NA,   3.2842252538, -44.5949573192,             NA,   3.7978921576,             NA,             NA,             NA,  40.4166404951,   5.3993931191,  -0.7012713447, -30.5580122938,  29.3342157929,  -5.5903113663,             NA, -42.8400893994,             NA,             NA, -21.4297944655,  -3.1297593097, -11.2328580294,             NA,             NA,   1.7110459520,             NA,             NA,             NA,             NA,  -6.8656001746,             NA,             NA,  -3.5040747398,   5.2883521306,  14.8662536086,  19.3165891304,             NA,             NA,             NA,             NA, -28.8097794973,             NA,   1.4818427893,             NA, -12.0882055363, -13.4934609170,  -1.1793768380,             NA,             NA,             NA,  22.1449762449, -30.5145713109,             NA,             NA,             NA,             NA,             NA,  -5.1365843325,  11.4486364768,             NA,   3.9878595678,             NA,             NA,             NA,  -9.7876749747,             NA,             NA,             NA,             NA,             NA,             NA, -10.7664812500,             NA,   2.4515090934,             NA, -19.1631885879,             NA, -18.5045130267, -19.7195794192, -51.9658176388,             NA, -68.8912513622,   5.9510224514,             NA,   0.8908974037,             NA, -98.6603294540, -21.6509721371,   5.4812245046,             NA,  31.0888216255,-100.0000000000, -31.9671841154, -35.9292307178, -33.5953233728,  -3.1430684486, -13.7912898853,             NA,   6.6441810544, -33.1193893127,-100.0000000000,  23.8463078343,  18.5984953902,   8.3202307467,  14.0465173208,             NA, -23.6354424054,  -8.6909428760,             NA,             NA,   8.4428434636,             NA,             NA,  14.1478816289,             NA, -11.4756076230,  31.8375615298,  11.5093485098,             NA,  23.9229720635,  17.0544539361, -18.4181946907,  13.1161614173,             NA, -11.1388317977, -76.7166614786,             NA,   5.8927808220, -13.1375121183,  34.8832950969,  38.0448761521,             NA,             NA,  15.8906539742,             NA, -59.1523637394,  -4.5079013194,  -9.4536587466,             NA, -73.9234741629,             NA,             NA,  -1.9194018539,  -4.7465267353,             NA,             NA,  14.9225407650, -29.8519420335,             NA, -11.3572861263, -26.4297643646,             NA,  13.3108124604, -16.8866198825,  23.7059083878,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA, -55.7146564968,   8.1193847746,   6.7234251197,             NA,             NA,             NA,  -7.2937081782, -19.6666213865,             NA, -70.3558515263, -50.3394559011,             NA,  14.3090865058, -13.2606305788,  11.5379956238,             NA,  33.5628639689,             NA,             NA, -53.7953031513, -56.1764532652, -54.5910457851, -20.9539751110,  13.6917973322, -70.1362515463,   3.2452555849, -15.9888123355,             NA,             NA,             NA,   3.8784019870,  17.7469714644, -49.2430694674,             NA,             NA,   1.7975553678,  -4.9002276681,   0.4565054853,  16.5685575604,  -0.6651463627,             NA,   1.1782089747, -77.9273853528,             NA,   2.3995527517, -26.6269491086,             NA,             NA,             NA,   0.4334001172,  11.7939219808,  20.1874408555
pdssat_miroc-esm-chem_rcp2p6_co2_whe_5,   7.1585497201,  -0.4344718484,  14.1829461501,             NA, -13.2859115954,             NA,  -9.7512174136,  15.5437777523,             NA,  -2.6225284431, -15.6222920683,   9.5296333498,             NA,             NA, -27.3039834530,             NA,  -1.7426793675,  23.6473928267,             NA, -50.1512399655,             NA,   4.3592595745,  13.2224904095,             NA, -19.2174491478, 115.0193512131,             NA,  -3.8845713196,             NA,             NA,             NA, -36.7265056088,  29.9278968123,  60.5911167489,  34.0910897969,   4.7468118516, -15.4693589928,             NA, -28.6491654887,             NA,             NA, -10.6443354673,   4.2126629141,  -0.7951908875,             NA,             NA,  20.9457689250,             NA,             NA,             NA,             NA,  -2.2335630826,             NA,             NA,  15.9169617994, -10.5872536312,  16.1908324970,   1.2015473064,             NA,             NA,             NA,             NA,   1.0825526329,             NA, 137.1713714677,             NA,   4.7466880791, -13.3577159851,   4.6736226698,             NA,             NA,             NA,  17.3185365462,  10.4032609322,             NA,             NA,             NA,             NA,             NA,   4.9107759760, -10.5812944978,             NA,   1.6202117726,             NA,             NA,             NA,   2.1443890735,             NA,             NA,             NA,             NA,             NA,             NA, -17.1493199346,             NA, -18.7688255126,             NA,   1.3449694655,             NA, -23.6781400981,   6.5768015990,   9.4351049143,             NA,  41.4949647532,   9.7710596524,             NA,  19.1660940452,             NA,  30.7086858187, -28.7540899726,  14.2549277262,             NA, -57.3129052394,  23.9117701279,   3.3087239459,  -3.5659466853, -11.2162561908,  15.9180558330,  14.8618187957,             NA, -43.5907337051, -11.8889850233,  28.3091627419,  -1.0913910279, -23.3070443068,  -7.7518953507,  -0.4660834133,             NA, -16.0310790257, -68.8590247790,             NA,             NA,  -8.3477884471,             NA,             NA,   9.4472090784,             NA,  -2.3619861421, -87.3348740918, -38.3337339876,             NA, -36.2273635784, -22.1070592319,   5.1368524145,  16.1464044907,             NA, -17.5390992759, -89.8341630995,             NA,   4.4235418106, -40.6126415923,  -7.8938585577, -28.9273000156,             NA,             NA,  -7.2928349201,             NA,  22.3823245229,  -6.2906608991,  -0.8449073997,             NA,  47.8772692606,             NA,             NA,  13.9755479512,  -5.5552381588,             NA,             NA,   1.7016826474,   0.9530951242,             NA,  27.5194074374,  22.0155494543,             NA, -15.1102079041,   3.2650272751,  34.9823488541,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA,  64.2537240828,  11.7799648535, -30.8555087026,             NA,             NA,             NA, -10.3828685563, -11.3949904829,             NA, -18.2209484317,  31.9460051035,             NA,   7.0286427813, -10.7721039112,  -9.6383355358,             NA,  -9.4291061556,             NA,             NA,   6.1613681106,  -0.8529171693,  28.9540302515,  36.5168068293, -18.6259263031, -13.9373523962,   9.2938089823,  33.8361435691,             NA,             NA,             NA, -17.4098294237,  45.4333096242, -60.4589885865,             NA,             NA,  12.7628463461,  -3.3734681489,  10.7853560200, -28.3409492575,  -8.3491986487,             NA, -18.4285282121,  -2.8260986560,             NA, -22.9455177689, -41.8507703773,             NA,             NA,             NA,  -8.3461727664,  38.1227689442,  98.8800626613
pdssat_miroc-esm-chem_rcp2p6_co2_whe_6,  19.4881895068,   6.3539902974,  -3.5817930571,             NA, -19.7072871908,             NA,   3.9959111595,  13.9115575667,             NA,   4.6838106686, -16.2539599247,   6.4875724201,             NA,             NA,  35.1183131045,             NA,  -0.3698861556,  48.9092535600,             NA,  10.3448279675,             NA,  13.6141029783, -21.1659449369,             NA,   6.1053723624, -49.2008334107,             NA, -10.7162313839,             NA,             NA,             NA, -11.4133428507,  30.9529032025,  22.2127733605,  33.4508206775, -14.4695228975,  30.7803383407,             NA, -51.7221528446,             NA,             NA,   0.6940831981,  -3.2669330875, -10.0575756520,             NA,             NA,  44.0623233252,             NA,             NA,             NA,             NA,  -2.1990525863,             NA,             NA,  -8.3471629431,  -5.3818348461,   0.3834689137,  11.1358325251,             NA,             NA,             NA,             NA,   6.1090577282,             NA, 169.4385301153,             NA,   8.6544443334, -12.2745089909,  -4.9541421215,             NA,             NA,             NA,  10.9353112798,  18.7980002562,             NA,             NA,             NA,             NA,             NA,   9.2131395939,  15.9379389763,             NA, -10.6596876199,             NA,             NA,             NA,  19.9309267278,             NA,             NA,             NA,             NA,             NA,             NA,  -3.0179290304,             NA,  10.8987330271,             NA,  12.4578127852,             NA,  -5.1326698898,  21.1499127468,   1.9451332697,             NA, -15.6089295043,  14.4276083248,             NA,  -5.0656714654,             NA,  24.4897822920,   4.4277177917,  13.5144122714,             NA,  76.8218517627, 106.9059266805,  17.5927757944,  35.4363492877,  18.9721145703,  -7.2788187928,  32.0953077429,             NA,  -8.8379452169,  13.4297556878,  40.6811268978,  -7.0537161372,   4.6658849708, -43.4219013554,  21.4684865018,             NA,  88.6669440182,   3.0384793081,             NA,             NA,  -7.9906559827,             NA,             NA,   3.0980087122,             NA,  23.9834101363,  34.8640111521,  10.3395477020,             NA, -80.2127287356,  17.3553153256,  -8.6386426634, -51.2620941876,             NA,   1.6644195219, -23.7322659020,             NA, -42.0574596870, -18.2441187126,  23.8076688269,   4.3341572709,             NA,             NA,  21.0985618642,             NA,  33.4696197312,  -9.3137640948,  94.4870026538,             NA, -12.7339423501,             NA,             NA,  10.2049194819,   7.6196006891,             NA,             NA,  -4.8866989213,  22.4502521903,             NA,  -4.0597487865,  -5.4691834882,             NA,  -5.9694728807,  23.1913249007,   8.6545629586,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA,  13.3618708652, -25.9320184198,  31.7848730073,             NA,             NA,             NA, -25.8203526657, -17.4576129138,             NA, -14.7048754163, -29.2486201637,             NA,   8.9592352515, -19.1863546336,   2.0301435314,             NA, -41.3511341600,             NA,             NA,  -3.8729789031,  12.3975519912,   8.8216390361,  -5.9831028804, -16.1766847643,  16.9532083118, -16.0442485269,  30.9708086388,             NA,             NA,             NA, -23.0617788708,   1.7810881483, -73.5908159210,             NA,             NA, -27.6462151338,  12.5389692812, -15.4661647042, -47.8973542345,  -9.5589782331,             NA,  15.7873508709, -70.7801748781,             NA,   3.1869621225, -40.4397545915,             NA,             NA,             NA, -26.1160185622, -23.8186443013, -68.6017029701
pdssat_miroc-esm-chem_rcp2p6_co2_whe_7,  20.9243618334,  26.4962802036,   0.8019134384,             NA,  -9.0922727813,             NA, -17.3041119881, -22.0985365984,             NA,  -5.5473849572, -25.0982092320,   9.2147591033,             NA,             NA, -11.5682714182,             NA,  -1.0920344911,  53.2557397634,             NA,  10.8287974918,             NA,   8.0365690038, -17.1443875546,             NA,  48.1262848797,  -5.9302427936,             NA,  -0.4026359026,             NA,             NA,             NA, -54.5021129066, -43.6485007649,   6.1832278277, -38.5888423658, -33.9614548408,   4.5985765863,             NA, 108.4924655605,             NA,             NA, -46.0280160906,  -3.4388241977, -10.4058113676,             NA,             NA,  12.0764807781,             NA,             NA,             NA,             NA,  15.3235728722,             NA,             NA,  -1.7359353609,  -4.2723655993,   3.1769399102,  19.0088180575,             NA,             NA,             NA,             NA,   4.6662788079,             NA, -49.2446499238,             NA, -41.3401011912,  12.6074219913,   2.5651705576,             NA,             NA,             NA, -11.3519506719,  20.5644812463,             NA,             NA,             NA,             NA,             NA, -23.9844862250,  11.5060521947,             NA,  -6.8305577577,             NA,             NA,             NA,  11.7800903694,             NA,             NA,             NA,             NA,             NA,             NA, -16.4337438894,             NA, -22.0947277295,             NA,  18.0109831012,             NA,  -8.8677555064,  -3.3117979276,   5.4678428674,             NA,  27.0452739644,  10.2564188596,             NA,  -7.0472797383,             NA,   6.4118143032,  29.8791128703,  19.4965412273,             NA,  17.4629586913,  18.2618518008, -10.6540878647,  -1.3386374544,  14.1412403223,   6.7147107405,  45.9180064433,             NA, -50.6766874779,   7.0618017190,  48.0643892304,  26.0045135624,   1.7906151340,  -6.9249446403,  36.7762959625,             NA, -36.9476667782,  29.2556746745,             NA,             NA, -26.9672061095,             NA,             NA,  10.2147965513,             NA, -49.6823023446,  76.7798437605,  66.1478100501,             NA,  41.3841488262,  48.9996273257,  -6.0159838432,  -5.3396977909,             NA,  -2.0145005044,  -3.2533455037,             NA,   5.0026579201,   5.2148286098, -22.8980755967,  10.9277393462,             NA,             NA,  26.9687614292,             NA, -40.6672739053,   2.6722458120,  57.2683893876,             NA,  35.4477675841,             NA,             NA,   5.4183341660,  -1.3596892984,             NA,             NA, -19.2597350804,  -5.6882046265,             NA,  28.1347877123,   5.7745742821,             NA, -31.0108522869, -13.9842251143,  11.2909277892,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA,  13.9126595854, -35.7807913970,   0.7297635963,             NA,             NA,             NA,   0.7355533734,  16.0628024816,             NA, -10.7644431542,  11.5779421799,             NA,  -8.5146445476,  14.9449780390,  15.1656335862,             NA,  -8.3904583857,             NA,             NA,  17.4306058688,   2.9807937866,  36.0698611862,   6.6120196067,   1.7899646888,  11.5361523391,   1.9330183611, -18.0020975843,             NA,             NA,             NA,  10.7313694116, -37.3795686255,  82.6613366512,             NA,             NA,  19.7999894186, -17.2195377607,   2.1803269814, -43.2124364147,  -1.4396947987,             NA,   4.7376850169,   3.7252701208,             NA,   7.4989089489, -18.6384021770,             NA,             NA,             NA, -23.1593574694,   7.6311288349, 199.6429934218
pdssat_miroc-esm-chem_rcp2p6_co2_whe_8, -19.9093756803,  12.3634036567,  -4.5888342367,             NA, -14.5147975244,             NA,  28.1939589838,  -0.2298709252,             NA,  -3.3170933380,  21.4507167459,   5.7834706327,             NA,             NA, -30.6635281459,             NA, -23.6810513524,  36.0955589875,             NA,  -3.4482782328,             NA,  -9.6638058584,  41.0000549626,             NA, -12.9045128260,  -0.4423895595,             NA,  -1.4944959235,             NA,             NA,             NA, -46.9297261575,  14.6169216079,  -4.1219130091,  -9.8863970440,  22.0881610764,  10.2978512475,             NA,  16.9008018079,             NA,             NA,  33.3744142983,   6.3436582837,  -3.1751628065,             NA,             NA, -37.5825534765,             NA,             NA,             NA,             NA, -10.7481208646,             NA,             NA, -30.9971723493,   1.5891180067,   1.8536076605,  -3.3373267758,             NA,             NA,             NA,             NA, -35.3089374982,             NA,  34.8049074043,             NA,  22.8293286812,   6.1046723724,   5.2463686829,             NA,             NA,             NA, -40.8672862885,  -9.4433795430,             NA,             NA,             NA,             NA,             NA,   7.1921699647,  11.8206276486,             NA,   5.2194807333,             NA,             NA,             NA,  -8.3235290493,             NA,             NA,             NA,             NA,             NA,             NA, -15.8147081750,             NA, -15.7310920610,             NA, -19.5563129495,             NA, -34.2499008911, -57.4460497420,  -3.0359905596,             NA, -22.1529501236,  -6.2492130407,             NA,  -6.6100419780,             NA, -80.6391462311,  -8.6621715688,  11.8583704460,             NA, -49.0314469399, -48.4949157131,  -0.2914207666, -30.3373035851,  -6.6458742640,  -6.9757724784, -36.4368572042,             NA,   8.8029832244, -20.2407729179,-100.0000000000,  11.9709281355,  -3.9530230254,  22.2487616507,  34.7220074104,             NA,  22.1758890596,  -4.5405309092,             NA,             NA,   2.5741227101,             NA,             NA,   6.1500385568,             NA, -38.4460618411,  61.1439962761,   1.6910036853,             NA,  44.1090612714,  19.2235294552,  -8.5905378273, -16.6181542859,             NA, -24.7646934260, -90.6204984430,             NA,  16.2156865132, -14.8753046008,   2.5878680921, -21.3194664085,             NA,             NA,   8.5888793662,             NA, -59.9057818637,  20.8181115859,   6.0397913160,             NA,  17.3238596274,             NA,             NA,   1.3512423958,  -6.2255805753,             NA,             NA, -11.0813358810, -17.2210630389,             NA,   1.9790592363,  -9.0782927592,             NA,  -3.5998814333, -20.4810440350,  -2.0026915712,             NA,             NA,             NA,             NA,             NA,             NA,             NA,             NA, -39.9900966601,  32.6193858101, -26.5233872026,             NA,             NA,             NA,  14.2954291121, -80.2213746067,             NA,  18.3341090908,  -2.2309095336,             NA,   1.4572415274,  26.9147633546,   0.2581237969,             NA,  22.6950871427,             NA,             NA, -12.2308753964,   5.1324198519,  32.5320371739, -39.1194364749,   4.0687195122, -17.7805441918,  23.2066638718, -23.4244866340,             NA,             NA,             NA, -36.4379495581, -51.0504848169, -49.9268208324,             NA,             NA,  22.7064209896, -16.8449435072,  33.5780819502, -77.1403490880,   0.6229642583,             NA,  26.8149849151,  45.0694688214,             NA,  10.1310411310,  22.0070905904,             NA,             NA,             NA,  23.9699683816,  39.1665416764,  72.1939572855
