# File: Springmann_FLX_diet.csv
# Title: 2050 Flexitarian (FLX) versus benchmark (BMK) diet
# Units: kcal per person per day
# Source: https://doi.org/10.1016/S2542-5196(18)30206-7
# Column types: ccnn
# ----------
food_group,iso,BMK,FLX
roots,CHL,98.06782511,85.26081034
roots,CHM,135.1153409,56.98856137
roots,CHP,48.79831331,63.90709147
roots,CIV,703.3981589,352.1534442
roots,CMR,353.0928907,208.0618644
roots,COD,606.4501918,534.8850582
roots,COG,611.2064689,334.4341396
roots,COL,108.7538055,98.35290918
roots,CRB,65.01430644,60.01432849
roots,CRI,61.52973758,57.84596679
roots,CUB,187.8332649,125.8263921
roots,CYP,43.01765793,104.9975564
roots,CZE,84.49484414,86.4723762
roots,DEU,85.39805903,98.28388292
roots,DJI,0.340765573,0.283885511
roots,DNK,84.97049912,106.0651093
roots,DOM,39.14317943,54.59212679
roots,DZA,97.42908604,67.46408197
roots,ECU,58.5217335,57.6812991
roots,EGY,73.7430848,38.61078731
roots,ERI,49.53388823,27.15502557
roots,ETH,206.2136032,90.31402792
roots,FJI,198.0525882,100.8685673
roots,FNP,90.0936738,106.554703
roots,FRP,76.52914784,96.93294285
roots,GAB,347.1876014,184.7448639
roots,GEO,55.82993471,41.09562439
roots,GHA,883.0394476,404.7996181
roots,GIN,294.7126162,132.1328649
roots,GMB,23.78270112,13.44950631
roots,GNB,166.1295086,98.09620043
roots,GNQ,1189.252782,167.866382
roots,GRC,86.91376552,79.66492961
roots,GSA,77.54542233,48.09035477
roots,GTM,20.8640168,18.02786241
roots,HND,13.29509298,12.10068144
roots,HRV,78.85164875,87.40980879
roots,HTI,123.4632023,123.4242827
roots,HUN,74.22925929,71.77311248
roots,IDN,116.1597041,53.41712343
roots,IND,61.10067958,35.03163741
roots,IRL,123.7372518,135.4802006
roots,IRN,95.85210429,61.57733705
roots,IRQ,36.06054004,27.61903301
roots,ISL,68.25337698,105.9592419
roots,ISR,58.24903904,27.25915429
roots,ITP,46.51875885,41.9148785
roots,JAM,128.6275203,109.530013
roots,JOR,52.51205352,35.5967163
roots,JPN,48.72650016,42.1351461
roots,KAZ,131.4587266,98.21396622
roots,KEN,114.785935,61.03130455
roots,KGZ,156.0079535,114.0523397
roots,KHM,76.03835663,39.01623279
roots,KOR,27.08268894,24.04374411
roots,LAO,74.62815591,40.02367564
roots,LBN,148.3896602,122.3431837
roots,LBR,378.2337108,272.6660791
roots,LBY,82.26977413,54.80876201
roots,LKA,42.24101331,27.0362252
roots,LSO,97.40670887,50.91701849
roots,MDA,90.3201247,82.70028439
roots,MDG,299.2977003,164.5547507
roots,MEX,29.26891813,20.65475955
roots,MLI,44.3355791,24.15817223
roots,MMR,26.3738188,14.26447912
roots,MNG,141.4191239,92.57375716
roots,MOR,85.51688031,52.860088
roots,MOZ,678.510701,414.1427127
roots,MRT,21.91894327,9.288750934
roots,MWI,273.7754003,155.1968807
roots,MYS,51.59542485,31.58635107
roots,NAM,258.8276262,159.1508996
roots,NER,32.16643005,11.34914172
roots,NGA,481.6352684,227.8177508
roots,NIC,22.2618083,14.88435377
roots,NLD,100.7274132,147.3299203
roots,NOR,84.75296395,98.22284604
roots,NPL,105.3923858,52.58675774
roots,NZL,61.85889257,88.06785193
roots,OAO,134.3803604,87.82060334
roots,OBN,63.32042827,40.31952368
roots,OIO,90.08069758,78.96786604
roots,OPO,138.8368531,92.82206432
roots,OSA,31.62314165,23.56507708
roots,PAK,27.42186966,22.69230019
roots,PAN,42.2013252,35.50923117
roots,PER,236.3572747,139.6057191
roots,PHL,58.68313963,38.9319111
roots,PNG,867.8587081,51.73433472
roots,POL,155.7615549,125.9048655
roots,PRK,107.2788885,92.44369396
roots,PRT,96.53143281,99.08263914
roots,PRY,222.5847721,178.7539914
roots,PSE,22.04046855,15.19602451
roots,RAP,30.07184668,12.61286704
roots,ROU,118.492191,88.02012702
roots,RUS,162.9495562,148.1716252
roots,RWA,708.053155,293.1410682
roots,SAU,27.52508438,19.50270512
roots,SDN,36.81966272,23.64793563
roots,SEN,54.33572769,25.45876806
roots,SLB,728.9316215,375.6333524
roots,SLE,168.7061859,102.6236281
roots,SLV,35.83111275,33.17775366
roots,SOM,16.06962277,54.77609594
roots,SPP,83.81029388,99.34500779
roots,SVK,76.88307737,89.50241058
roots,SVN,72.52008636,63.5994124
roots,SWE,69.24512081,93.61050164
roots,SWZ,110.4307581,61.57492066
roots,SYR,38.14915718,25.05638383
roots,TCD,135.1678402,66.60845321
roots,TGO,479.2139466,240.4118664
roots,THA,47.24339818,26.4167164
roots,TJK,54.16011072,44.40932642
roots,TKM,64.39980155,45.44377255
roots,TLS,241.9949876,114.4258662
roots,TUN,65.88533334,35.17055266
roots,TUR,66.80674815,47.66664895
roots,TZA,327.8807462,192.1312952
roots,UGA,427.384356,264.4019806
roots,UKP,134.3930249,139.4041748
roots,UKR,164.2004648,130.8223262
roots,URY,103.7127964,85.78051267
roots,USA,55.99923526,64.64427309
roots,UZB,43.97710153,30.03065325
roots,VEN,64.13679813,67.2402585
roots,VNM,33.34334985,18.72812176
roots,VUT,464.2330281,124.5236879
roots,YEM,13.90103093,11.41066784
roots,ZAF,48.40680464,22.98578256
roots,ZMB,247.4486867,105.9972295
roots,ZWE,47.00911436,26.67418631
vegetables,all-r,88.21144228,111.4197428
vegetables,HIC,60.49329069,81.77727137
vegetables,LMC,118.1670022,129.9969494
vegetables,UMC,53.16807085,86.9936918
vegetables,LIC,45.6629447,95.2746674
vegetables,AFG,39.11555007,113.9126949
vegetables,AGO,21.50688136,72.54510237
vegetables,ALB,84.2153118,84.2153118
vegetables,ARG,52.14525189,82.51396658
vegetables,ARM,109.9057049,109.9057049
vegetables,AUS,40.12575324,79.41548807
vegetables,AUT,47.22132775,79.25517383
vegetables,AZE,68.84080625,68.84080625
vegetables,BDI,39.3449928,66.19769761
vegetables,BEN,77.99815561,109.7932516
vegetables,BFA,32.05529361,74.00536866
vegetables,BGD,39.17915112,132.7039012
vegetables,BGR,37.76623902,63.0254196
vegetables,BLR,71.52382689,76.26910901
vegetables,BLT,53.12995681,77.92339833
vegetables,BLX,80.19518639,108.0183102
vegetables,BLZ,25.16184347,76.240119
vegetables,BOL,47.68799918,89.353523
vegetables,BRA,32.38766806,77.01042406
vegetables,BTN,22.59122021,81.83375667
vegetables,BWA,28.9627241,84.36719507
vegetables,CAF,22.68365463,63.0254196
vegetables,CAN,51.52193127,80.50481431
vegetables,CHL,84.2360159,86.61101659
vegetables,CHM,165.4226773,165.4226773
vegetables,CHP,40.19209331,73.87063098
vegetables,CIV,72.86376289,125.7361482
vegetables,CMR,54.92823195,72.53464034
vegetables,COD,57.40057186,80.72423822
vegetables,COG,67.38447018,114.4889126
vegetables,COL,27.23513089,88.42320695
vegetables,CRB,42.95744001,102.9970512
vegetables,CRI,35.4822331,92.03014438
vegetables,CUB,80.70250133,80.70250133
vegetables,CYP,53.87924833,75.29447285
vegetables,CZE,43.43950505,87.00136691
vegetables,DEU,44.42766885,81.69700789
vegetables,DJI,35.9483238,80.24114163
vegetables,DNK,46.96946937,81.62119039
vegetables,DOM,34.46505848,76.43029756
vegetables,DZA,63.38867728,81.97559699
vegetables,ECU,22.65284021,98.93857228
vegetables,EGY,98.89397979,98.89397979
vegetables,ERI,7.38397586,99.00962312
vegetables,ETH,30.76987331,132.789344
vegetables,FJI,39.74489221,98.14652283
vegetables,FNP,34.35945428,76.51083485
vegetables,FRP,51.37339087,81.08444997
vegetables,GAB,36.64420166,85.14202127
vegetables,GEO,40.55162782,67.35344116
vegetables,GHA,87.10966355,132.789344
vegetables,GIN,149.6492323,149.6492323
vegetables,GMB,40.28883766,79.51722093
vegetables,GNB,16.39001998,68.39421651
vegetables,GNQ,,78.97720423
vegetables,GRC,101.6648107,101.6648107
vegetables,GSA,56.90093934,128.3995672
vegetables,GTM,42.01867483,72.26913037
vegetables,HND,29.647023,71.76936547
vegetables,HRV,39.10773514,88.55869545
vegetables,HTI,20.93936139,80.94009237
vegetables,HUN,70.23668794,90.11140513
vegetables,IDN,47.51990253,97.39746783
vegetables,IND,147.1943686,147.1943686
vegetables,IRL,42.47630697,97.3560133
vegetables,IRN,90.2443979,90.2443979
vegetables,IRQ,71.44182664,71.44182664
vegetables,ISL,34.549068,87.07584315
vegetables,ISR,79.89090336,79.89090336
vegetables,ITP,70.41792657,70.41792657
vegetables,JAM,58.6007021,101.9639704
vegetables,JOR,88.16891613,88.16891613
vegetables,JPN,54.65272521,80.8818818
vegetables,KAZ,65.67351535,67.91376008
vegetables,KEN,39.87088898,72.57791445
vegetables,KGZ,115.0622275,115.0622275
vegetables,KHM,25.36254899,89.27154651
vegetables,KOR,120.0803591,120.0803591
vegetables,LAO,79.02194318,79.02194318
vegetables,LBN,87.77481597,87.77481597
vegetables,LBR,52.96478106,83.99657996
vegetables,LBY,79.08972162,79.08972162
vegetables,LKA,69.85322626,132.789344
vegetables,LSO,26.40155953,63.0254196
vegetables,MDA,67.43699331,75.60707948
vegetables,MDG,24.64792572,83.26890782
vegetables,MEX,44.00973575,84.51639146
vegetables,MLI,41.44600752,67.89330738
vegetables,MMR,128.4910393,128.4910393
vegetables,MNG,38.93009223,75.87969809
vegetables,MOR,84.58577607,84.58577607
vegetables,MOZ,12.89466909,76.71029548
vegetables,MRT,16.6332631,81.7273164
vegetables,MWI,38.5204701,82.0587251
vegetables,MYS,54.36351455,132.789344
vegetables,NAM,32.62093567,83.38783884
vegetables,NER,61.6298658,90.48636691
vegetables,NGA,76.38001474,84.44626158
vegetables,NIC,8.366049397,96.21681821
vegetables,NLD,62.71881393,109.3760738
vegetables,NOR,34.88924113,82.21258254
vegetables,NPL,77.00772371,79.80818648
vegetables,NZL,57.42167304,86.00833615
vegetables,OAO,48.92217342,118.1575759
vegetables,OBN,82.32099282,103.096044
vegetables,OIO,34.87300646,104.8770845
vegetables,OPO,28.98991994,107.9991043
vegetables,OSA,49.29036284,77.03833249
vegetables,PAK,35.59638831,102.5969594
vegetables,PAN,30.53920615,103.8115925
vegetables,PER,71.50726893,132.789344
vegetables,PHL,51.16496092,84.4497909
vegetables,PNG,32.81305504,148.4763907
vegetables,POL,58.15656434,75.20102103
vegetables,PRK,66.34425503,71.43651629
vegetables,PRT,78.50983207,78.50983207
vegetables,PRY,44.0671886,68.38590119
vegetables,PSE,123.8360357,123.8360357
vegetables,RAP,159.0157665,159.0157665
vegetables,ROU,102.8171442,102.8171442
vegetables,RUS,66.20287883,77.24765792
vegetables,RWA,39.03080959,65.0752326
vegetables,SAU,63.21999526,77.73890565
vegetables,SDN,84.42104458,86.55099102
vegetables,SEN,62.94400213,84.22592953
vegetables,SLB,12.34721465,67.30711786
vegetables,SLE,44.82986167,74.19429701
vegetables,SLV,41.4415976,71.78329664
vegetables,SOM,8.503933931,75.15371972
vegetables,SPP,67.63862062,75.2447942
vegetables,SVK,42.34232945,78.06670963
vegetables,SVN,45.16030895,85.24289767
vegetables,SWE,41.61956492,80.488632
vegetables,SWZ,26.32864938,94.31593794
vegetables,SYR,88.36027715,88.36027715
vegetables,TCD,12.60948929,75.15371972
vegetables,TGO,33.34347078,81.39208277
vegetables,THA,73.575183,132.789344
vegetables,TJK,50.99000993,70.1472207
vegetables,TKM,88.97937778,88.97937778
vegetables,TLS,21.04803828,76.30536992
vegetables,TUN,147.3888853,147.3888853
vegetables,TUR,99.23710893,99.23710893
vegetables,TZA,29.06515203,77.35019307
vegetables,UGA,30.21704012,87.87772983
vegetables,UKP,46.64679575,83.32373752
vegetables,UKR,68.61643144,79.66183147
vegetables,URY,44.00573189,84.15527806
vegetables,USA,55.53873562,72.00334478
vegetables,UZB,66.76498997,71.64325418
vegetables,VEN,31.73482747,72.47334225
vegetables,VNM,52.93338345,80.62972333
vegetables,VUT,30.50280978,68.35541829
vegetables,YEM,22.25352086,72.61754949
vegetables,ZAF,40.92026424,95.76657609
vegetables,ZMB,46.4708603,76.25847507
vegetables,ZWE,48.50143986,116.408646
fruits,all-r,102.8743237,99.22618178
fruits,HIC,81.47010007,91.13753593
fruits,LMC,82.84671788,99.27921462
fruits,UMC,95.21063214,99.22378056
fruits,LIC,180.8181226,104.8703326
fruits,AFG,36.32798029,104.0051067
fruits,AGO,57.32423344,100.8745674
fruits,ALB,117.4667787,117.4667787
fruits,ARG,67.67199595,77.62549145
fruits,ARM,102.6115697,106.8503703
fruits,AUS,75.76566972,89.58318952
fruits,AUT,125.6491628,125.6491628
fruits,AZE,74.20461236,109.9213293
fruits,BDI,426.7998311,105.2659541
fruits,BEN,47.9038799,83.81698803
fruits,BFA,10.91653818,92.96702487
fruits,BGD,84.08306976,95.24377349
fruits,BGR,45.97955979,99.67243661
fruits,BLR,73.00179723,89.82719198
fruits,BLT,71.19352344,89.67116231
fruits,BLX,69.25727298,83.94513243
fruits,BLZ,180.0490314,180.0490314
fruits,BOL,120.7774913,112.9784695
fruits,BRA,102.2868865,102.2868865
fruits,BTN,44.46478916,74.93196098
fruits,BWA,52.70689958,76.62446551
fruits,CAF,129.8775811,99.12484545
fruits,CAN,77.66468293,78.43054215
fruits,CHL,77.42822927,94.46385341
fruits,CHM,60.60347951,84.51102433
fruits,CHP,65.7668041,96.6478253
fruits,CIV,299.8065979,125.4135444
fruits,CMR,273.1828556,125.6225222
fruits,COD,895.7119507,133.5515471
fruits,COG,177.8855414,117.8809162
fruits,COL,168.913019,124.9517146
fruits,CRB,98.72591743,98.72591743
fruits,CRI,114.9426602,114.9426602
fruits,CUB,146.2503201,98.83223113
fruits,CYP,72.78682447,86.68902101
fruits,CZE,76.65848923,81.59975262
fruits,DEU,80.85061528,96.65516654
fruits,DJI,16.1080429,89.35485791
fruits,DNK,95.19832857,95.19832857
fruits,DOM,194.1126473,104.7193952
fruits,DZA,99.41871053,123.8068516
fruits,ECU,278.6321692,102.0885492
fruits,EGY,105.7602082,118.8545291
fruits,ERI,2.353033015,116.5596718
fruits,ETH,26.82099199,94.7040174
fruits,FJI,35.33792019,71.40742086
fruits,FNP,67.4114201,76.17273898
fruits,FRP,74.72081145,75.38907059
fruits,GAB,359.3215298,126.5473082
fruits,GEO,68.75749945,91.32084524
fruits,GHA,356.3871031,117.1472949
fruits,GIN,354.8302283,114.3545905
fruits,GMB,8.056261118,85.57109915
fruits,GNB,127.0118173,119.1671322
fruits,GNQ,611.7222571,235.3739504
fruits,GRC,145.6791936,145.6791936
fruits,GSA,51.59050431,107.7776794
fruits,GTM,58.46905849,74.50007923
fruits,HND,131.6052398,105.9272202
fruits,HRV,77.44829625,94.00280725
fruits,HTI,111.8274928,103.7209212
fruits,HUN,96.24911099,96.24911099
fruits,IDN,111.2735258,111.2735258
fruits,IND,68.12099513,94.02524197
fruits,IRL,71.1392465,71.4203218
fruits,IRN,151.6452346,151.6452346
fruits,IRQ,21.7874088,91.92983067
fruits,ISL,88.4193807,88.4193807
fruits,ISR,148.8695104,148.8695104
fruits,ITP,127.6923062,127.6923062
fruits,JAM,130.152456,130.152456
fruits,JOR,77.51237064,95.99505134
fruits,JPN,41.23400441,75.32660786
fruits,KAZ,29.10205625,81.19108053
fruits,KEN,139.1537885,124.478861
fruits,KGZ,45.59866716,95.1951782
fruits,KHM,54.25054286,91.51990586
fruits,KOR,76.33092465,85.24758388
fruits,LAO,95.80102367,95.80102367
fruits,LBN,122.9705564,122.9705564
fruits,LBR,160.041651,97.35368004
fruits,LBY,91.10004005,128.7108655
fruits,LKA,107.5188736,126.9326613
fruits,LSO,41.53047613,92.81399556
fruits,MDA,66.12437864,94.5097961
fruits,MDG,102.4605155,102.4605155
fruits,MEX,88.49131115,88.49131115
fruits,MLI,53.00856006,92.36079907
fruits,MMR,99.8909927,106.8125509
fruits,MNG,34.37751948,70.29801057
fruits,MOR,79.14256014,98.50437708
fruits,MOZ,47.32279168,83.49826935
fruits,MRT,32.44256437,132.8601904
fruits,MWI,241.4395131,118.1607761
fruits,MYS,60.79065975,94.86056241
fruits,NAM,49.02434022,80.38831927
fruits,NER,30.48128733,119.6251852
fruits,NGA,105.4630726,105.4630726
fruits,NIC,33.39715649,75.50812722
fruits,NLD,104.7460739,104.7460739
fruits,NOR,88.50085339,88.50085339
fruits,NPL,69.88572575,87.22656541
fruits,NZL,86.70631398,100.016875
fruits,OAO,93.504796,104.413689
fruits,OBN,86.22075813,125.0257531
fruits,OIO,65.1946998,121.6434412
fruits,OPO,77.86988024,90.56759549
fruits,OSA,78.46217097,78.46217097
fruits,PAK,57.46313759,96.37728763
fruits,PAN,116.9886538,102.1467964
fruits,PER,208.73367,126.3302793
fruits,PHL,116.228225,116.228225
fruits,PNG,370.7982609,160.8740995
fruits,POL,55.51567193,99.5353555
fruits,PRK,43.44759306,83.56500208
fruits,PRT,108.0304991,108.0304991
fruits,PRY,64.76072585,64.76072585
fruits,PSE,112.2946526,112.2946526
fruits,RAP,103.5918966,128.8302565
fruits,ROU,80.97872812,99.67027509
fruits,RUS,74.52807487,92.62815371
fruits,RWA,618.3058038,153.8577579
fruits,SAU,123.1858541,126.8774268
fruits,SDN,134.0023207,134.0023207
fruits,SEN,18.09542631,80.86910497
fruits,SLB,58.51140801,85.30666899
fruits,SLE,69.20979946,91.50909258
fruits,SLV,82.8551838,95.49757473
fruits,SOM,14.35733561,109.060171
fruits,SPP,81.67204661,90.98190434
fruits,SVK,56.78753673,82.37729587
fruits,SVN,143.7520305,143.7520305
fruits,SWE,83.58682062,83.58682062
fruits,SWZ,82.91975558,82.91975558
fruits,SYR,111.6004247,111.6004247
fruits,TCD,20.98153763,100.4826498
fruits,TGO,17.30736521,90.90953812
fruits,THA,199.9905585,199.9905585
fruits,TJK,19.18066954,92.35759128
fruits,TKM,69.67057559,99.65044561
fruits,TLS,17.85408677,105.6597722
fruits,TUN,99.42376805,99.42376805
fruits,TUR,95.45964792,95.45964792
fruits,TZA,184.3086265,105.9129925
fruits,UGA,393.9396061,129.6491779
fruits,UKP,93.31975235,93.31975235
fruits,UKR,58.32175084,98.71372538
fruits,URY,90.90728637,90.90728637
fruits,USA,72.10409594,79.66146459
fruits,UZB,78.62509211,100.6149778
fruits,VEN,68.43793031,92.58593456
fruits,VNM,92.02124871,93.8965854
fruits,VUT,145.4234858,106.9599955
fruits,YEM,44.90874696,93.59278238
fruits,ZAF,46.09039746,88.52142249
fruits,ZMB,29.9306576,79.38869642
fruits,ZWE,37.27314906,90.47540689
legumes,all-r,88.98123008,178.1435121
legumes,HIC,36.15401554,169.5122297
legumes,LMC,77.75039647,173.5873368
legumes,UMC,96.46200529,175.6548129
legumes,LIC,156.9227559,198.7474776
legumes,AFG,17.14524409,198.6324862
legumes,AGO,67.5987789,167.7745548
legumes,ALB,52.64708973,168.0394611
legumes,ARG,17.45539849,178.2471917
legumes,ARM,0.256558759,154.7449249
legumes,AUS,13.45832428,173.8223013
legumes,AUT,6.037714616,164.593785
legumes,AZE,,173.4823739
legumes,BDI,444.3562724,444.3562724
legumes,BEN,141.8577427,166.4287492
legumes,BFA,150.4323063,168.522003
legumes,BGD,59.54236563,172.8302661
legumes,BGR,32.69537008,163.8711506
legumes,BLR,0.172429605,154.7449249
legumes,BLT,20.12330203,155.4370007
legumes,BLX,21.0978553,176.8941517
legumes,BLZ,134.8746707,170.7780199
legumes,BOL,31.8759508,169.4567391
legumes,BRA,184.6597071,184.6597071
legumes,BTN,171.9204301,171.9204301
legumes,BWA,108.5843456,168.4753044
legumes,CAF,83.89259246,169.6090977
legumes,CAN,67.97139317,172.369406
legumes,CHL,54.65890527,173.4457975
legumes,CHM,17.38391319,172.2287057
legumes,CHP,15.3862886,167.97531
legumes,CIV,26.49414035,168.1902163
legumes,CMR,192.3448289,192.3448289
legumes,COD,426.1910145,184.4314599
legumes,COG,45.96984904,171.5925257
legumes,COL,83.29846175,169.5054832
legumes,CRB,72.01735005,183.5778507
legumes,CRI,125.5434727,169.2919762
legumes,CUB,241.2841269,241.2841269
legumes,CYP,36.8290314,174.2486563
legumes,CZE,28.81709478,173.5121492
legumes,DEU,6.241323318,158.740286
legumes,DJI,27.82600316,170.3958105
legumes,DNK,10.06231481,178.6087376
legumes,DOM,103.5074785,169.4142493
legumes,DZA,67.62813649,172.6955434
legumes,ECU,31.93287395,175.2363136
legumes,EGY,131.6503489,174.9007393
legumes,ERI,166.3982906,243.1437293
legumes,ETH,264.8341036,264.8341036
legumes,FJI,91.98197967,172.4355817
legumes,FNP,11.76701067,167.2822095
legumes,FRP,17.43093322,160.7104072
legumes,GAB,7.953483413,165.1925624
legumes,GEO,0.038496465,154.7449249
legumes,GHA,11.0410171,174.5757482
legumes,GIN,95.57137184,166.8723938
legumes,GMB,31.42565018,166.9079461
legumes,GNB,19.66472794,157.690958
legumes,GNQ,,171.5192218
legumes,GRC,45.12203063,170.6901231
legumes,GSA,50.59768342,202.2808436
legumes,GTM,114.6259667,169.0248897
legumes,HND,121.1801021,168.8517702
legumes,HRV,17.93460563,175.6263713
legumes,HTI,124.5552187,170.2091684
legumes,HUN,44.21235111,172.6238392
legumes,IDN,17.87325875,168.3382012
legumes,IND,124.6968332,174.3231876
legumes,IRL,30.12668072,174.7694065
legumes,IRN,81.91205153,175.051962
legumes,IRQ,59.76407836,178.5841834
legumes,ISL,8.579035682,163.8317199
legumes,ISR,70.22189752,170.7540909
legumes,ITP,52.62907576,168.6637353
legumes,JAM,35.75728568,172.1285135
legumes,JOR,101.7763835,177.4888808
legumes,JPN,14.33794518,170.508629
legumes,KAZ,6.978710691,172.9760773
legumes,KEN,182.4026289,182.4026289
legumes,KGZ,34.62456722,169.5549079
legumes,KHM,36.93806919,168.9522726
legumes,KOR,17.32721631,170.6468191
legumes,LAO,49.3458707,174.0352362
legumes,LBN,105.8078057,176.2054837
legumes,LBR,39.11102169,159.6239038
legumes,LBY,30.71051451,173.5000597
legumes,LKA,146.6088898,171.2414412
legumes,LSO,79.13170652,168.6066417
legumes,MDA,6.469558523,158.8519491
legumes,MDG,56.98282674,164.6665521
legumes,MEX,146.5368708,175.0785341
legumes,MLI,110.6180128,172.9228411
legumes,MMR,191.2078047,191.2078047
legumes,MNG,5.507314913,168.5950267
legumes,MOR,93.25932504,175.9263767
legumes,MOZ,69.56553777,168.9870455
legumes,MRT,145.3603937,168.3792268
legumes,MWI,154.9902619,171.9072405
legumes,MYS,33.9905843,172.0376963
legumes,NAM,88.86533418,169.9922261
legumes,NER,274.3705844,274.3705844
legumes,NGA,99.61403315,168.2978587
legumes,NIC,210.7699102,210.7699102
legumes,NLD,14.70941933,166.8488792
legumes,NOR,12.65605147,165.916284
legumes,NPL,120.8641793,160.8603899
legumes,NZL,47.27621832,169.145739
legumes,OAO,77.76775161,186.7849406
legumes,OBN,59.26387484,206.1814226
legumes,OIO,75.86251392,184.4955897
legumes,OPO,14.6976007,193.0965392
legumes,OSA,19.46125175,155.833517
legumes,PAK,75.219162,176.5648482
legumes,PAN,66.91271211,170.9667202
legumes,PER,91.30420334,171.2928005
legumes,PHL,20.10761057,167.7712302
legumes,PNG,8.520820735,278.9718481
legumes,POL,19.07601317,168.8991249
legumes,PRK,114.7182857,170.7960602
legumes,PRT,36.49578321,168.5005752
legumes,PRY,159.3446372,169.6474027
legumes,PSE,57.13792944,171.3968177
legumes,RAP,111.8133084,195.4573554
legumes,ROU,25.53263255,164.8670234
legumes,RUS,18.7183678,172.1250399
legumes,RWA,382.352023,382.352023
legumes,SAU,51.03916333,170.0148493
legumes,SDN,119.6465615,196.80264
legumes,SEN,41.61160209,168.6133132
legumes,SLB,89.6281036,162.7135489
legumes,SLE,151.9463265,171.1545822
legumes,SLV,171.0736652,171.0736652
legumes,SOM,26.70644311,168.4069886
legumes,SPP,83.46790437,169.9639453
legumes,SVK,20.27121587,179.3249446
legumes,SVN,31.01953215,170.753001
legumes,SWE,16.05698258,165.2335744
legumes,SWZ,72.80823986,167.8395371
legumes,SYR,90.75449775,176.4501537
legumes,TCD,137.9211503,163.2700077
legumes,TGO,111.674541,165.4304622
legumes,THA,31.27624511,171.409028
legumes,TJK,9.716975963,174.6541403
legumes,TKM,,173.4823739
legumes,TLS,75.31858063,170.6367439
legumes,TUN,106.8680492,172.511936
legumes,TUR,134.7541035,173.4460672
legumes,TZA,259.5953757,259.5953757
legumes,UGA,225.2598503,225.2598503
legumes,UKP,30.09070499,170.5909016
legumes,UKR,25.43288443,162.9323861
legumes,URY,36.97206453,167.1337867
legumes,USA,40.89247104,169.5164631
legumes,UZB,0.435680594,154.7535754
legumes,VEN,53.56997724,170.1899667
legumes,VNM,40.01231183,173.6862223
legumes,VUT,0.141810599,154.7449249
legumes,YEM,61.84656506,172.5090884
legumes,ZAF,32.86222616,166.9651226
legumes,ZMB,40.32115449,173.6469856
legumes,ZWE,72.76498879,168.1831638
soybeans,all-r,22.86461601,82.24857202
soybeans,HIC,12.82713433,75.83143478
soybeans,LMC,32.13299263,84.54708841
soybeans,UMC,7.641310457,71.67056535
soybeans,LIC,13.14431991,86.56301917
soybeans,AFG,,85.86719979
soybeans,AGO,0.980601502,91.25153141
soybeans,ALB,0.006351312,67.97457073
soybeans,ARG,0.012117448,67.97457073
soybeans,ARM,,69.08860131
soybeans,AUS,1.375772407,91.33278162
soybeans,AUT,9.341404059,81.8619264
soybeans,AZE,0.002581518,67.97457073
soybeans,BDI,5.634631223,71.02882533
soybeans,BEN,0.001741459,67.97457073
soybeans,BFA,6.45812337,91.3008785
soybeans,BGD,11.49616181,84.96247687
soybeans,BGR,0.123444652,67.97457073
soybeans,BLR,0.224953399,67.97457073
soybeans,BLT,0.12058804,67.97457073
soybeans,BLX,0.085503638,67.97457073
soybeans,BLZ,24.38179515,83.11855058
soybeans,BOL,0.025101002,67.97457073
soybeans,BRA,23.1683676,67.97457073
soybeans,BTN,23.64502797,77.72151287
soybeans,BWA,0.092130003,67.97457073
soybeans,CAF,,126.8013023
soybeans,CAN,6.41956007,78.28571429
soybeans,CHL,0.106167401,67.97457073
soybeans,CHM,82.98452958,86.72487636
soybeans,CHP,0.857356712,91.7629991
soybeans,CIV,0.428174332,67.97457073
soybeans,CMR,7.003407902,84.3080925
soybeans,COD,70.66456724,91.85961677
soybeans,COG,0.018917024,67.68542781
soybeans,COL,4.608700532,79.14927669
soybeans,CRB,0.732360479,67.97457073
soybeans,CRI,27.85394812,82.93286873
soybeans,CUB,12.85453921,83.14530658
soybeans,CYP,0.148632279,67.97457073
soybeans,CZE,6.038936408,79.98200274
soybeans,DEU,6.868785296,78.28578384
soybeans,DJI,,85.86719979
soybeans,DNK,0.372969255,67.97457073
soybeans,DOM,,70.89319468
soybeans,DZA,0.002647456,67.59185734
soybeans,ECU,0.008710809,67.97457073
soybeans,EGY,1.711930414,91.25027873
soybeans,ERI,,126.8013023
soybeans,ETH,1.308673793,91.24995904
soybeans,FJI,2.599172518,67.97457073
soybeans,FNP,0.369000069,67.97457073
soybeans,FRP,0.249050216,67.97457073
soybeans,GAB,0.019888369,67.97457073
soybeans,GEO,0.004738697,67.97457073
soybeans,GHA,0.105197498,67.97457073
soybeans,GIN,0.013402932,67.31269683
soybeans,GMB,0.013976506,67.97457073
soybeans,GNB,,126.8013023
soybeans,GNQ,,95.35559456
soybeans,GRC,0.066349343,67.97457073
soybeans,GSA,3.238237098,116.9747596
soybeans,GTM,4.475904242,99.61316645
soybeans,HND,0.13865773,67.97457073
soybeans,HRV,0.024882391,67.97457073
soybeans,HTI,0.001892705,67.97457073
soybeans,HUN,6.057920305,91.33514425
soybeans,IDN,11.02068271,91.33323957
soybeans,IND,13.78092669,80.380047
soybeans,IRL,0.582037896,67.97457073
soybeans,IRN,0.001585818,67.97457073
soybeans,IRQ,,85.86719979
soybeans,ISL,0.718294596,67.97457073
soybeans,ISR,0.361362241,67.97457073
soybeans,ITP,0.048178697,67.97457073
