# File: A_FLX_FuelPrefElast.csv
# Title: Fuel preference elasticities used in the FLX scenario
# Description: Fuel pref elasticities are adjusted to hit target shares of caloric consumption in 2050
# Source: none
# Units: unitless
# Column types: cccn
# ----------
region,supplysector,subsector,fuelprefElasticity
Pakistan,FoodDemand_Crops,Legumes,1.11649322
Pakistan,FoodDemand_Crops,MiscCrop,0
Pakistan,FoodDemand_Crops,NutsSeeds,2.204915482
Pakistan,FoodDemand_Crops,OilCrop,1.231555103
Pakistan,FoodDemand_Crops,OtherGrain,0.236822251
Pakistan,FoodDemand_Crops,PalmFruit,0.0964883
Pakistan,FoodDemand_Crops,Rice,0.336434433
Pakistan,FoodDemand_Crops,RootTuber,0.281958976
Pakistan,FoodDemand_Crops,Soybean,1.789207092
Pakistan,FoodDemand_Crops,SugarCrop,0.128020305
Pakistan,FoodDemand_Crops,Vegetables,1.360628623
Pakistan,FoodDemand_Crops,Wheat,0.185925392
Pakistan,FoodDemand_Meat,Beef,0.445042421
Pakistan,FoodDemand_Meat,Dairy,0.473212081
Pakistan,FoodDemand_Meat,OtherMeat_Fish,0.766744373
Pakistan,FoodDemand_Meat,Pork,0
Pakistan,FoodDemand_Meat,Poultry,0.548002493
Pakistan,FoodDemand_Meat,SheepGoat,0.427205417
Russia,FoodDemand_Crops,Corn,0.039945352
Russia,FoodDemand_Crops,Fruits,0.193978353
Russia,FoodDemand_Crops,Legumes,2.209034609
Russia,FoodDemand_Crops,MiscCrop,0
Russia,FoodDemand_Crops,NutsSeeds,1.942452901
Russia,FoodDemand_Crops,OilCrop,0.20379784
Russia,FoodDemand_Crops,OtherGrain,0.032768471
Russia,FoodDemand_Crops,PalmFruit,0
Russia,FoodDemand_Crops,Rice,0.090853596
Russia,FoodDemand_Crops,RootTuber,0.102713158
Russia,FoodDemand_Crops,Soybean,1.071781094
Russia,FoodDemand_Crops,SugarCrop,0.022724354
Russia,FoodDemand_Crops,Vegetables,0.223090225
Russia,FoodDemand_Crops,Wheat,0.055402371
Russia,FoodDemand_Meat,Beef,0.588174457
Russia,FoodDemand_Meat,Dairy,1.408774289
Russia,FoodDemand_Meat,OtherMeat_Fish,0.84775742
Russia,FoodDemand_Meat,Pork,0.143990333
Russia,FoodDemand_Meat,Poultry,0.618622146
Russia,FoodDemand_Meat,SheepGoat,0.392421176
South Africa,FoodDemand_Crops,Corn,0.30825953
South Africa,FoodDemand_Crops,FiberCrop,0
South Africa,FoodDemand_Crops,Fruits,1.871833861
South Africa,FoodDemand_Crops,Legumes,2.542204691
South Africa,FoodDemand_Crops,MiscCrop,0
South Africa,FoodDemand_Crops,NutsSeeds,3
South Africa,FoodDemand_Crops,OilCrop,1.980540634
South Africa,FoodDemand_Crops,OtherGrain,0.485417473
South Africa,FoodDemand_Crops,PalmFruit,1.179390805
South Africa,FoodDemand_Crops,Rice,0.663023691
South Africa,FoodDemand_Crops,RootTuber,0.344496327
South Africa,FoodDemand_Crops,Soybean,0.663384578
South Africa,FoodDemand_Crops,SugarCrop,0.300628752
South Africa,FoodDemand_Crops,Vegetables,2.138179099
South Africa,FoodDemand_Crops,Wheat,0.465947406
South Africa,FoodDemand_Meat,Beef,0.387605028
South Africa,FoodDemand_Meat,Dairy,1.905361733
South Africa,FoodDemand_Meat,OtherMeat_Fish,1.644369776
South Africa,FoodDemand_Meat,Pork,0.499139045
South Africa,FoodDemand_Meat,Poultry,0.312158701
South Africa,FoodDemand_Meat,SheepGoat,0.252392548
South America_Northern,FoodDemand_Crops,Corn,0.622725892
South America_Northern,FoodDemand_Crops,FiberCrop,0
South America_Northern,FoodDemand_Crops,Fruits,1.306032058
South America_Northern,FoodDemand_Crops,Legumes,2.849454304
South America_Northern,FoodDemand_Crops,MiscCrop,0
South America_Northern,FoodDemand_Crops,NutsSeeds,3
South America_Northern,FoodDemand_Crops,OilCrop,3
South America_Northern,FoodDemand_Crops,OtherGrain,0.47182189
South America_Northern,FoodDemand_Crops,PalmFruit,0.96396662
South America_Northern,FoodDemand_Crops,Rice,0.663789996
South America_Northern,FoodDemand_Crops,RootTuber,1.068233483
South America_Northern,FoodDemand_Crops,Soybean,0.3068734
South America_Northern,FoodDemand_Crops,SugarCrop,0.31385405
South America_Northern,FoodDemand_Crops,Vegetables,2.573529453
South America_Northern,FoodDemand_Crops,Wheat,0.661205369
South America_Northern,FoodDemand_Meat,Beef,0.436400998
South America_Northern,FoodDemand_Meat,Dairy,1.848698466
South America_Northern,FoodDemand_Meat,OtherMeat_Fish,1.731188152
South America_Northern,FoodDemand_Meat,Pork,0.183151908
South America_Northern,FoodDemand_Meat,Poultry,0.464915675
South America_Northern,FoodDemand_Meat,SheepGoat,0.276283123
South America_Southern,FoodDemand_Crops,Corn,0.044001185
South America_Southern,FoodDemand_Crops,FiberCrop,0
South America_Southern,FoodDemand_Crops,Fruits,0.084074655
South America_Southern,FoodDemand_Crops,Legumes,0.676298526
South America_Southern,FoodDemand_Crops,MiscCrop,0
South America_Southern,FoodDemand_Crops,NutsSeeds,1.472139433
South America_Southern,FoodDemand_Crops,OilCrop,1.357589589
South America_Southern,FoodDemand_Crops,OtherGrain,0.03575043
South America_Southern,FoodDemand_Crops,PalmFruit,0.087739983
South America_Southern,FoodDemand_Crops,Rice,0.060056666
South America_Southern,FoodDemand_Crops,RootTuber,0.05833707
South America_Southern,FoodDemand_Crops,Soybean,0.077399049
South America_Southern,FoodDemand_Crops,SugarCrop,0.034711143
South America_Southern,FoodDemand_Crops,Vegetables,0.605180729
South America_Southern,FoodDemand_Crops,Wheat,0.044494435
South America_Southern,FoodDemand_Meat,Beef,0.403442872
South America_Southern,FoodDemand_Meat,Dairy,1.204717646
South America_Southern,FoodDemand_Meat,OtherMeat_Fish,0.630783828
South America_Southern,FoodDemand_Meat,Pork,0.143259219
South America_Southern,FoodDemand_Meat,Poultry,0.541414575
South America_Southern,FoodDemand_Meat,SheepGoat,0.310302615
South Asia,FoodDemand_Crops,Corn,1.409655687
South Asia,FoodDemand_Crops,FiberCrop,0
South Asia,FoodDemand_Crops,Fruits,1.745262014
South Asia,FoodDemand_Crops,Legumes,1.529966488
South Asia,FoodDemand_Crops,MiscCrop,0
South Asia,FoodDemand_Crops,NutsSeeds,2.45942402
South Asia,FoodDemand_Crops,OilCrop,2.051761548
South Asia,FoodDemand_Crops,OtherGrain,1.082523039
South Asia,FoodDemand_Crops,PalmFruit,1.355472198
South Asia,FoodDemand_Crops,Rice,1.041538804
South Asia,FoodDemand_Crops,RootTuber,0.92248107
South Asia,FoodDemand_Crops,Soybean,1.368103038
South Asia,FoodDemand_Crops,SugarCrop,1.278366932
South Asia,FoodDemand_Crops,Vegetables,1.625488996
South Asia,FoodDemand_Crops,Wheat,1.090633541
South Asia,FoodDemand_Meat,Beef,0.843401616
South Asia,FoodDemand_Meat,Dairy,0.909457598
South Asia,FoodDemand_Meat,OtherMeat_Fish,0.773363541
South Asia,FoodDemand_Meat,Pork,0.629851669
South Asia,FoodDemand_Meat,Poultry,0.765936711
South Asia,FoodDemand_Meat,SheepGoat,0.604282667
South Korea,FoodDemand_Crops,Corn,0.021323709
South Korea,FoodDemand_Crops,FiberCrop,0
South Korea,FoodDemand_Crops,Fruits,0.080079428
South Korea,FoodDemand_Crops,Legumes,1.379567807
South Korea,FoodDemand_Crops,MiscCrop,0
South Korea,FoodDemand_Crops,NutsSeeds,0.492231515
South Korea,FoodDemand_Crops,OilCrop,0.351809989
South Korea,FoodDemand_Crops,OtherGrain,0.196302195
South Korea,FoodDemand_Crops,PalmFruit,0.035492061
South Korea,FoodDemand_Crops,Rice,0.0269788
South Korea,FoodDemand_Crops,RootTuber,0.043360246
South Korea,FoodDemand_Crops,Soybean,0.011047475
South Korea,FoodDemand_Crops,SugarCrop,0.03140067
South Korea,FoodDemand_Crops,Vegetables,0.070850276
South Korea,FoodDemand_Crops,Wheat,0.033449186
South Korea,FoodDemand_Meat,Beef,0.097947731
South Korea,FoodDemand_Meat,Dairy,0.558112153
South Korea,FoodDemand_Meat,OtherMeat_Fish,0.310135491
South Korea,FoodDemand_Meat,Pork,0.048135413
South Korea,FoodDemand_Meat,Poultry,0.349005334
South Korea,FoodDemand_Meat,SheepGoat,0.142643366
Southeast Asia,FoodDemand_Crops,Corn,0.02645952
Southeast Asia,FoodDemand_Crops,FiberCrop,0
Southeast Asia,FoodDemand_Crops,Fruits,0.184640577
Southeast Asia,FoodDemand_Crops,Legumes,0.709664368
Southeast Asia,FoodDemand_Crops,MiscCrop,0
Southeast Asia,FoodDemand_Crops,NutsSeeds,0.457918569
Southeast Asia,FoodDemand_Crops,OilCrop,1.379375438
Southeast Asia,FoodDemand_Crops,OtherGrain,0.065039241
Southeast Asia,FoodDemand_Crops,PalmFruit,0.045974832
Southeast Asia,FoodDemand_Crops,Rice,0.043309175
Southeast Asia,FoodDemand_Crops,RootTuber,0.053279953
Southeast Asia,FoodDemand_Crops,Soybean,0.295657723
Southeast Asia,FoodDemand_Crops,SugarCrop,0.047740122
Southeast Asia,FoodDemand_Crops,Vegetables,0.399827243
Southeast Asia,FoodDemand_Crops,Wheat,0.08612948
Southeast Asia,FoodDemand_Meat,Beef,0.157114144
Southeast Asia,FoodDemand_Meat,Dairy,0.712886682
Southeast Asia,FoodDemand_Meat,OtherMeat_Fish,0.507552532
Southeast Asia,FoodDemand_Meat,Pork,0.124678744
Southeast Asia,FoodDemand_Meat,Poultry,0.264531977
Southeast Asia,FoodDemand_Meat,SheepGoat,0.079052718
USA,FoodDemand_Crops,Corn,0.166826218
USA,FoodDemand_Crops,FiberCrop,0
USA,FoodDemand_Crops,Fruits,0.383376168
USA,FoodDemand_Crops,Legumes,2.214564367
USA,FoodDemand_Crops,MiscCrop,0
USA,FoodDemand_Crops,NutsSeeds,1.573614989
USA,FoodDemand_Crops,OilCrop,2.45253927
USA,FoodDemand_Crops,OtherGrain,0.210869433
USA,FoodDemand_Crops,PalmFruit,0.025883484
USA,FoodDemand_Crops,Rice,0.541371956
USA,FoodDemand_Crops,RootTuber,0.334432393
USA,FoodDemand_Crops,Soybean,0.042955678
USA,FoodDemand_Crops,SugarCrop,0.176202836
USA,FoodDemand_Crops,Vegetables,0.702137992
USA,FoodDemand_Crops,Wheat,0.266659824
USA,FoodDemand_Meat,Beef,0.374466021
USA,FoodDemand_Meat,Dairy,1.794565852
USA,FoodDemand_Meat,OtherMeat_Fish,1.524508069
USA,FoodDemand_Meat,Pork,0.170427586
USA,FoodDemand_Meat,Poultry,0.815403219
USA,FoodDemand_Meat,SheepGoat,0.418829537
