# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
Louisiana,resid,electricity,cooling,air conditioning,2015,0.2324653,0.021802
Louisiana,resid,electricity,dishwashers,dishwasher,2015,0.0039938,3.746e-4
Louisiana,resid,electricity,freezers,freezer,2015,0.0122628,0.0011501
Louisiana,resid,electricity,furnace fans,electricity,2015,0.0160948,0.0015095
Louisiana,resid,electricity,heating,electric furnace,2015,0.1282936,0.0120321
Louisiana,resid,electricity,heating,electric heat pump,2015,0.0233888,0.0021935
Louisiana,resid,electricity,hot water,electric resistance water heater,2015,0.1161813,0.0108962
Louisiana,resid,electricity,lighting,lighting,2015,0.0672973,0.0063115
Louisiana,resid,electricity,other,electricity,2015,0.2781567,0.0260872
Louisiana,resid,electricity,refrigerators,refrigerator,2015,0.0516093,0.0048402
Louisiana,resid,gas,clothes dryers,clothes dryer,2015,0.0067286,2.913e-4
Louisiana,resid,gas,cooking,gas oven,2015,0.024385,0.0010556
Louisiana,resid,gas,cooling,air conditioning,2015,0.02907,0.0012584
Louisiana,resid,gas,heating,gas furnace,2015,0.6248372,0.0270483
Louisiana,resid,gas,hot water,gas water heater,2015,0.2253595,0.0097555
Louisiana,resid,gas,other,gas,2015,0.0896197,0.0038795
Louisiana,resid,refined liquids,cooking,lpg oven,2015,0.0605038,2.95e-4
Louisiana,resid,refined liquids,heating,fuel furnace,2015,0.5793359,0.0028247
Louisiana,resid,refined liquids,hot water,fuel water heater,2015,0.2022963,9.863e-4
Louisiana,resid,refined liquids,other,refined liquids,2015,0.157864,7.697e-4
Maine,comm,electricity,cooking,electric range,2015,0.0120756,2.321e-4
Maine,comm,electricity,cooling,air conditioning,2015,0.048894,9.399e-4
Maine,comm,electricity,heating,electric furnace,2015,0.0156825,3.015e-4
Maine,comm,electricity,heating,electric heat pump,2015,0.0069388,1.334e-4
Maine,comm,electricity,hot water,electric heat pump water heater,2015,4.2e-5,8e-7
Maine,comm,electricity,hot water,electric resistance water heater,2015,0.0053416,1.027e-4
Maine,comm,electricity,lighting,lighting,2015,0.088669799999999993,0.0017045
Maine,comm,electricity,office,office equipment,2015,0.110951,0.0021328
Maine,comm,electricity,other,electricity,2015,0.4952979,0.0095212
Maine,comm,electricity,refrigeration,refrigeration,2015,0.1403147,0.0026973
Maine,comm,electricity,ventilation,ventilation,2015,0.0757921,0.001457
Maine,comm,gas,cooking,gas range,2015,0.0422426,7.448e-4
Maine,comm,gas,cooling,gas cooling,2015,0.0018806,3.32e-5
Maine,comm,gas,heating,gas furnace,2015,0.2909385,0.0051295
Maine,comm,gas,hot water,gas water heater,2015,0.0440144,7.76e-4
Maine,comm,gas,other,gas,2015,0.620924,0.0109475
Maine,comm,refined liquids,heating,fuel furnace,2015,0.9839995,0.0079713
Maine,comm,refined liquids,hot water,fuel water heater,2015,0.0160005,1.296e-4
Maine,comm,refined liquids,other,refined liquids,2015,0,0
Maine,resid,biomass,heating,wood furnace,2015,1,0.005078
Maine,resid,electricity,clothes dryers,clothes dryer,2015,0.0473456,7.026e-4
Maine,resid,electricity,clothes washers,clothes washer,2015,0.0088934,1.32e-4
Maine,resid,electricity,computers,electricity,2015,0.0325419,4.829e-4
Maine,resid,electricity,cooking,electric oven,2015,0.0158503,2.352e-4
Maine,resid,electricity,cooling,air conditioning,2015,0.0577003,8.563e-4
Maine,resid,electricity,dishwashers,dishwasher,2015,0.0060162,8.93e-5
Maine,resid,electricity,freezers,freezer,2015,0.0150479,2.233e-4
Maine,resid,electricity,furnace fans,electricity,2015,0.0302728,4.493e-4
Maine,resid,electricity,heating,electric furnace,2015,0.06947,0.0010309
Maine,resid,electricity,heating,electric heat pump,2015,0.0028202,4.19e-5
Maine,resid,electricity,hot water,electric resistance water heater,2015,0.1150288,0.001707
Maine,resid,electricity,lighting,lighting,2015,0.1220162,0.0018107
Maine,resid,electricity,other,electricity,2015,0.4013041,0.0059554
Maine,resid,electricity,refrigerators,refrigerator,2015,0.0756922,0.0011233
Maine,resid,gas,clothes dryers,clothes dryer,2015,0.0055299,1.092e-4
Maine,resid,gas,cooking,gas oven,2015,0.0187156,3.696e-4
Maine,resid,gas,cooling,air conditioning,2015,5.707e-4,1.13e-5
Maine,resid,gas,heating,gas furnace,2015,0.7603502,0.0150163
Maine,resid,gas,hot water,gas water heater,2015,0.1953955,0.0038589
Maine,resid,gas,other,gas,2015,0.019438,3.839e-4
Maine,resid,refined liquids,cooking,lpg oven,2015,0.0111704,2.711e-4
Maine,resid,refined liquids,heating,fuel furnace,2015,0.8494985,0.0206173
Maine,resid,refined liquids,hot water,fuel water heater,2015,0.1163579,0.002824
Maine,resid,refined liquids,other,refined liquids,2015,0.0229733,5.576e-4
Maryland,comm,electricity,cooking,electric range,2015,0.013538,0.0012996
Maryland,comm,electricity,cooling,air conditioning,2015,0.089051,0.0085483
Maryland,comm,electricity,heating,electric furnace,2015,0.0219379,0.0021059
Maryland,comm,electricity,heating,electric heat pump,2015,0.0061667,5.92e-4
Maryland,comm,electricity,hot water,electric heat pump water heater,2015,7.25e-5,7e-6
Maryland,comm,electricity,hot water,electric resistance water heater,2015,0.0044682,4.289e-4
Maryland,comm,electricity,lighting,lighting,2015,0.1265487,0.0121479
Maryland,comm,electricity,office,office equipment,2015,0.1321938,0.0126898
Maryland,comm,electricity,other,electricity,2015,0.3642017,0.0349611
Maryland,comm,electricity,refrigeration,refrigeration,2015,0.1257798,0.0120741
Maryland,comm,electricity,ventilation,ventilation,2015,0.1160416,0.0111393
Maryland,comm,gas,cooking,gas range,2015,0.0880727,0.0074869
Maryland,comm,gas,cooling,gas cooling,2015,0.0128794,0.0010948
Maryland,comm,gas,heating,gas furnace,2015,0.5752052,0.0488968
Maryland,comm,gas,hot water,gas water heater,2015,0.1967787,0.0167277
Maryland,comm,gas,other,gas,2015,0.127064,0.0108014
Maryland,comm,refined liquids,heating,fuel furnace,2015,0.8784608,0.0101979
Maryland,comm,refined liquids,hot water,fuel water heater,2015,0.0383298,4.45e-4
Maryland,comm,refined liquids,other,refined liquids,2015,0.0832093,9.66e-4
Maryland,resid,biomass,heating,wood furnace,2015,1,0.0115875
Maryland,resid,electricity,clothes dryers,clothes dryer,2015,0.0398321,0.003382
Maryland,resid,electricity,clothes washers,clothes washer,2015,0.0077853,6.61e-4
Maryland,resid,electricity,computers,electricity,2015,0.0298393,0.0025336
Maryland,resid,electricity,cooking,electric oven,2015,0.0101714,8.636e-4
Maryland,resid,electricity,cooling,air conditioning,2015,0.1126346,0.0095635
Maryland,resid,electricity,dishwashers,dishwasher,2015,0.0053441,4.538e-4
Maryland,resid,electricity,freezers,freezer,2015,0.0157114,0.001334
Maryland,resid,electricity,furnace fans,electricity,2015,0.0252129,0.0021407
Maryland,resid,electricity,heating,electric furnace,2015,0.1219024,0.0103504
Maryland,resid,electricity,heating,electric heat pump,2015,0.0415314,0.0035263
Maryland,resid,electricity,hot water,electric resistance water heater,2015,0.1234574,0.0104824
Maryland,resid,electricity,lighting,lighting,2015,0.0987199,0.008382
Maryland,resid,electricity,other,electricity,2015,0.3017489,0.0256206
Maryland,resid,electricity,refrigerators,refrigerator,2015,0.066109,0.0056131
Maryland,resid,gas,clothes dryers,clothes dryer,2015,0.0071094,9.08e-4
Maryland,resid,gas,cooking,gas oven,2015,0.0237421,0.0030323
Maryland,resid,gas,cooling,air conditioning,2015,0.0093727,0.001197
Maryland,resid,gas,heating,gas furnace,2015,0.7430325,0.0948976
Maryland,resid,gas,hot water,gas water heater,2015,0.1800544,0.0229959
Maryland,resid,gas,other,gas,2015,0.036688900000000003,0.0046858
Maryland,resid,refined liquids,cooking,lpg oven,2015,0.0094324,3.023e-4
Maryland,resid,refined liquids,heating,fuel furnace,2015,0.814814,0.0261136
Maryland,resid,refined liquids,hot water,fuel water heater,2015,0.1230838,0.0039446
Maryland,resid,refined liquids,other,refined liquids,2015,0.0526699,0.001688
Massachusetts,comm,electricity,cooking,electric range,2015,0.0120756,0.0011903
Massachusetts,comm,electricity,cooling,air conditioning,2015,0.048894,0.0048194
Massachusetts,comm,electricity,heating,electric furnace,2015,0.0156825,0.0015458
Massachusetts,comm,electricity,heating,electric heat pump,2015,0.0069388,6.839e-4
Massachusetts,comm,electricity,hot water,electric heat pump water heater,2015,4.2e-5,4.1e-6
Massachusetts,comm,electricity,hot water,electric resistance water heater,2015,0.0053416,5.265e-4
Massachusetts,comm,electricity,lighting,lighting,2015,0.088669799999999993,0.00874
Massachusetts,comm,electricity,office,office equipment,2015,0.110951,0.0109362
Massachusetts,comm,electricity,other,electricity,2015,0.4952979,0.0488206
Massachusetts,comm,electricity,refrigeration,refrigeration,2015,0.1403147,0.0138306
Massachusetts,comm,electricity,ventilation,ventilation,2015,0.0757921,0.0074707
Massachusetts,comm,gas,cooking,gas range,2015,0.0422426,0.0038189
Massachusetts,comm,gas,cooling,gas cooling,2015,0.0018806,1.7e-4
Massachusetts,comm,gas,heating,gas furnace,2015,0.2909385,0.0263019
Massachusetts,comm,gas,hot water,gas water heater,2015,0.0440144,0.0039791
Massachusetts,comm,gas,other,gas,2015,0.620924,0.0561337
Massachusetts,comm,refined liquids,heating,fuel furnace,2015,0.9839995,0.0408732
Massachusetts,comm,refined liquids,hot water,fuel water heater,2015,0.0160005,6.646e-4
Massachusetts,comm,refined liquids,other,refined liquids,2015,0,0
Massachusetts,resid,biomass,heating,wood furnace,2015,1,0.0260378
Massachusetts,resid,electricity,clothes dryers,clothes dryer,2015,0.0473456,0.0036027
Massachusetts,resid,electricity,clothes washers,clothes washer,2015,0.0088934,6.767e-4
Massachusetts,resid,electricity,computers,electricity,2015,0.0325419,0.0024762
Massachusetts,resid,electricity,cooking,electric oven,2015,0.0158503,0.0012061
Massachusetts,resid,electricity,cooling,air conditioning,2015,0.0577003,0.0043906
Massachusetts,resid,electricity,dishwashers,dishwasher,2015,0.0060162,4.578e-4
Massachusetts,resid,electricity,freezers,freezer,2015,0.0150479,0.001145
Massachusetts,resid,electricity,furnace fans,electricity,2015,0.0302728,0.0023036
Massachusetts,resid,electricity,heating,electric furnace,2015,0.06947,0.0052862
Massachusetts,resid,electricity,heating,electric heat pump,2015,0.0028202,2.146e-4
Massachusetts,resid,electricity,hot water,electric resistance water heater,2015,0.1150288,0.0087529
Massachusetts,resid,electricity,lighting,lighting,2015,0.1220162,0.0092846
Massachusetts,resid,electricity,other,electricity,2015,0.4013041,0.0305366
Massachusetts,resid,electricity,refrigerators,refrigerator,2015,0.0756922,0.0057597
Massachusetts,resid,gas,clothes dryers,clothes dryer,2015,0.0055299,5.6e-4
Massachusetts,resid,gas,cooking,gas oven,2015,0.0187156,0.0018952
Massachusetts,resid,gas,cooling,air conditioning,2015,5.707e-4,5.78e-5
Massachusetts,resid,gas,heating,gas furnace,2015,0.7603502,0.0769967
Massachusetts,resid,gas,hot water,gas water heater,2015,0.1953955,0.0197867
Massachusetts,resid,gas,other,gas,2015,0.019438,0.0019684
Massachusetts,resid,refined liquids,cooking,lpg oven,2015,0.0111704,0.0013901
Massachusetts,resid,refined liquids,heating,fuel furnace,2015,0.8494985,0.1057159
Massachusetts,resid,refined liquids,hot water,fuel water heater,2015,0.1163579,0.0144802
Massachusetts,resid,refined liquids,other,refined liquids,2015,0.0229733,0.0028589
Michigan,comm,electricity,cooking,electric range,2015,0.0187164,0.002591
Michigan,comm,electricity,cooling,air conditioning,2015,0.0649176,0.0089869
Michigan,comm,electricity,heating,electric furnace,2015,0.0218282,0.0030218
Michigan,comm,electricity,heating,electric heat pump,2015,0.0039559,5.476e-4
Michigan,comm,electricity,hot water,electric heat pump water heater,2015,2.56e-5,3.6e-6
Michigan,comm,electricity,hot water,electric resistance water heater,2015,0.0037852,5.24e-4
Michigan,comm,electricity,lighting,lighting,2015,0.1215011,0.0168202
Michigan,comm,electricity,office,office equipment,2015,0.112378,0.0155572
Michigan,comm,electricity,other,electricity,2015,0.4324938,0.0598728
Michigan,comm,electricity,refrigeration,refrigeration,2015,0.117079,0.016208
Michigan,comm,electricity,ventilation,ventilation,2015,0.103319,0.0143031
Michigan,comm,gas,cooking,gas range,2015,0.0510556,0.0082835
Michigan,comm,gas,cooling,gas cooling,2015,0.0025278,4.101e-4
Michigan,comm,gas,heating,gas furnace,2015,0.5825813,0.0945211
Michigan,comm,gas,hot water,gas water heater,2015,0.1264964,0.0205234
Michigan,comm,gas,other,gas,2015,0.2373389,0.0385071
Michigan,comm,refined liquids,heating,fuel furnace,2015,0.3874077,0.0024403
Michigan,comm,refined liquids,hot water,fuel water heater,2015,0.0041592,2.62e-5
Michigan,comm,refined liquids,other,refined liquids,2015,0.6084331,0.0038325
Michigan,resid,biomass,heating,wood furnace,2015,1,0.0239065
Michigan,resid,electricity,clothes dryers,clothes dryer,2015,0.0410551,0.0051877
Michigan,resid,electricity,clothes washers,clothes washer,2015,0.0098213,0.001241
Michigan,resid,electricity,computers,electricity,2015,0.0312765,0.0039521
Michigan,resid,electricity,cooking,electric oven,2015,0.0121308,0.0015328
Michigan,resid,electricity,cooling,air conditioning,2015,0.0930185,0.0117538
Michigan,resid,electricity,dishwashers,dishwasher,2015,0.0061411,7.76e-4
Michigan,resid,electricity,freezers,freezer,2015,0.0203923,0.0025768
Michigan,resid,electricity,furnace fans,electricity,2015,0.0430668,0.0054419
Michigan,resid,electricity,heating,electric furnace,2015,0.0793775,0.0100302
Michigan,resid,electricity,heating,electric heat pump,2015,0.0181339,0.0022914
Michigan,resid,electricity,hot water,electric resistance water heater,2015,0.1003994,0.0126865
Michigan,resid,electricity,lighting,lighting,2015,0.1184624,0.0149689
Michigan,resid,electricity,other,electricity,2015,0.3455581,0.0436648
Michigan,resid,electricity,refrigerators,refrigerator,2015,0.0811661,0.0102562
Michigan,resid,gas,clothes dryers,clothes dryer,2015,0.0086066,0.0026378
Michigan,resid,gas,cooking,gas oven,2015,0.0164484,0.0050412
Michigan,resid,gas,cooling,air conditioning,2015,6.833e-4,2.094e-4
Michigan,resid,gas,heating,gas furnace,2015,0.7842427,0.2403603
Michigan,resid,gas,hot water,gas water heater,2015,0.1643449,0.0503696
Michigan,resid,gas,other,gas,2015,0.0256741,0.0078688
Michigan,resid,refined liquids,cooking,lpg oven,2015,0.0127892,5.044e-4
Michigan,resid,refined liquids,heating,fuel furnace,2015,0.7809259,0.0308015
Michigan,resid,refined liquids,hot water,fuel water heater,2015,0.1058429,0.0041747
Michigan,resid,refined liquids,other,refined liquids,2015,0.100442,0.0039617
Minnesota,comm,electricity,cooking,electric range,2015,0.0179449,0.0016252
Minnesota,comm,electricity,cooling,air conditioning,2015,0.0451361,0.0040878
Minnesota,comm,electricity,heating,electric furnace,2015,0.0265795,0.0024072
Minnesota,comm,electricity,heating,electric heat pump,2015,0.006073,5.5e-4
Minnesota,comm,electricity,hot water,electric heat pump water heater,2015,5.8e-5,5.3e-6
Minnesota,comm,electricity,hot water,electric resistance water heater,2015,0.0041163,3.728e-4
Minnesota,comm,electricity,lighting,lighting,2015,0.0944852,0.0085571
Minnesota,comm,electricity,office,office equipment,2015,0.1039991,0.0094187
Minnesota,comm,electricity,other,electricity,2015,0.5268955,0.0477184
Minnesota,comm,electricity,refrigeration,refrigeration,2015,0.0943567,0.0085454
Minnesota,comm,electricity,ventilation,ventilation,2015,0.0803557,0.0072774
Minnesota,comm,gas,cooking,gas range,2015,0.0478924,0.0043917
Minnesota,comm,gas,cooling,gas cooling,2015,0.0013815,1.267e-4
Minnesota,comm,gas,heating,gas furnace,2015,0.5213153,0.0478046
Minnesota,comm,gas,hot water,gas water heater,2015,0.0973341,0.0089255
Minnesota,comm,gas,other,gas,2015,0.3320766,0.0304514
Minnesota,comm,refined liquids,heating,fuel furnace,2015,0.3453064,0.0034148
Minnesota,comm,refined liquids,hot water,fuel water heater,2015,0.0016825,1.66e-5
Minnesota,comm,refined liquids,other,refined liquids,2015,0.6530111,0.0064578
Minnesota,resid,biomass,heating,wood furnace,2015,1,0.0148456
Minnesota,resid,electricity,clothes dryers,clothes dryer,2015,0.0498998,0.003961
Minnesota,resid,electricity,clothes washers,clothes washer,2015,0.0087147,6.918e-4
Minnesota,resid,electricity,computers,electricity,2015,0.0285154,0.0022635
Minnesota,resid,electricity,cooking,electric oven,2015,0.0137652,0.0010927
Minnesota,resid,electricity,cooling,air conditioning,2015,0.0556512,0.0044175
Minnesota,resid,electricity,dishwashers,dishwasher,2015,0.0060915,4.835e-4
Minnesota,resid,electricity,freezers,freezer,2015,0.0216984,0.0017224
Minnesota,resid,electricity,furnace fans,electricity,2015,0.0301624,0.0023942
Minnesota,resid,electricity,heating,electric furnace,2015,0.1045971,0.0083027
Minnesota,resid,electricity,heating,electric heat pump,2015,0.020321,0.001613
Minnesota,resid,electricity,hot water,electric resistance water heater,2015,0.1153182,0.0091537
Minnesota,resid,electricity,lighting,lighting,2015,0.1094433,0.0086874
Minnesota,resid,electricity,other,electricity,2015,0.3613751,0.0286852
Minnesota,resid,electricity,refrigerators,refrigerator,2015,0.0744465,0.0059094
Minnesota,resid,gas,clothes dryers,clothes dryer,2015,0.0058236,7.372e-4
Minnesota,resid,gas,cooking,gas oven,2015,0.0131164,0.0016605
Minnesota,resid,gas,cooling,air conditioning,2015,0.002659,3.366e-4
Minnesota,resid,gas,heating,gas furnace,2015,0.7719893,0.0977298
Minnesota,resid,gas,hot water,gas water heater,2015,0.1872222,0.0237014
Minnesota,resid,gas,other,gas,2015,0.0191895,0.0024293
Minnesota,resid,refined liquids,cooking,lpg oven,2015,0.0123603,3.374e-4
Minnesota,resid,refined liquids,heating,fuel furnace,2015,0.858513,0.0234353
Minnesota,resid,refined liquids,hot water,fuel water heater,2015,0.084444,0.0023051
Minnesota,resid,refined liquids,other,refined liquids,2015,0.0446827,0.0012197
Mississippi,comm,electricity,cooking,electric range,2015,0.0161626,8.532e-4
Mississippi,comm,electricity,cooling,air conditioning,2015,0.1450497,0.0076573
Mississippi,comm,electricity,heating,electric furnace,2015,0.0104853,5.535e-4
Mississippi,comm,electricity,heating,electric heat pump,2015,0.0044066,2.326e-4
Mississippi,comm,electricity,hot water,electric heat pump water heater,2015,4.28e-5,2.3e-6
Mississippi,comm,electricity,hot water,electric resistance water heater,2015,0.0057439,3.032e-4
Mississippi,comm,electricity,lighting,lighting,2015,0.1041043,0.0054958
Mississippi,comm,electricity,office,office equipment,2015,0.0937243,0.0049478
Mississippi,comm,electricity,other,electricity,2015,0.4273943,0.0225626
Mississippi,comm,electricity,refrigeration,refrigeration,2015,0.1129329,0.0059618
Mississippi,comm,electricity,ventilation,ventilation,2015,0.0799533,0.0042208
Mississippi,comm,gas,cooking,gas range,2015,0.1542194,0.0031746
Mississippi,comm,gas,cooling,gas cooling,2015,0.0224371,4.619e-4
Mississippi,comm,gas,heating,gas furnace,2015,0.5369546,0.0110532
Mississippi,comm,gas,hot water,gas water heater,2015,0.236465,0.0048676
Mississippi,comm,gas,other,gas,2015,0.0499238,0.0010277
Mississippi,comm,refined liquids,heating,fuel furnace,2015,0.0519035,2.237e-4
Mississippi,comm,refined liquids,hot water,fuel water heater,2015,2.39e-4,1e-6
Mississippi,comm,refined liquids,other,refined liquids,2015,0.9478575,0.004085
Mississippi,resid,biomass,heating,wood furnace,2015,1,0.0028377
Mississippi,resid,electricity,clothes dryers,clothes dryer,2015,0.0391629,0.0023233
Mississippi,resid,electricity,clothes washers,clothes washer,2015,0.0058327,3.46e-4
Mississippi,resid,electricity,computers,electricity,2015,0.0171879,0.0010196
Mississippi,resid,electricity,cooking,electric oven,2015,0.0099412,5.897e-4
Mississippi,resid,electricity,cooling,air conditioning,2015,0.2061175,0.0122276
Mississippi,resid,electricity,dishwashers,dishwasher,2015,0.0038431,2.28e-4
Mississippi,resid,electricity,freezers,freezer,2015,0.0120582,7.153e-4
Mississippi,resid,electricity,furnace fans,electricity,2015,0.0148313,8.798e-4
Mississippi,resid,electricity,heating,electric furnace,2015,0.1151096,0.0068287
Mississippi,resid,electricity,heating,electric heat pump,2015,0.040577,0.0024072
Mississippi,resid,electricity,hot water,electric resistance water heater,2015,0.1337168,0.0079326
Mississippi,resid,electricity,lighting,lighting,2015,0.0689224,0.0040887
Mississippi,resid,electricity,other,electricity,2015,0.2838433,0.0168386
Mississippi,resid,electricity,refrigerators,refrigerator,2015,0.0488562,0.0028983
Mississippi,resid,gas,clothes dryers,clothes dryer,2015,0.0050232,1.374e-4
Mississippi,resid,gas,cooking,gas oven,2015,0.0233854,6.398e-4
Mississippi,resid,gas,cooling,air conditioning,2015,0.0459075,0.001256
Mississippi,resid,gas,heating,gas furnace,2015,0.6427134,0.0175839
Mississippi,resid,gas,hot water,gas water heater,2015,0.2027282,0.0055464
Mississippi,resid,gas,other,gas,2015,0.0802422,0.0021953
Mississippi,resid,refined liquids,cooking,lpg oven,2015,0.0472172,1.424e-4
Mississippi,resid,refined liquids,heating,fuel furnace,2015,0.668347,0.0020154
Mississippi,resid,refined liquids,hot water,fuel water heater,2015,0.1637982,4.939e-4
Mississippi,resid,refined liquids,other,refined liquids,2015,0.1206377,3.638e-4
Missouri,comm,electricity,cooking,electric range,2015,0.0174433,0.001981
Missouri,comm,electricity,cooling,air conditioning,2015,0.0692589,0.0078657
Missouri,comm,electricity,heating,electric furnace,2015,0.0202601,0.0023009
Missouri,comm,electricity,heating,electric heat pump,2015,0.0045652999999999996,5.185e-4
Missouri,comm,electricity,hot water,electric heat pump water heater,2015,4.62e-5,5.2e-6
Missouri,comm,electricity,hot water,electric resistance water heater,2015,0.0031247,3.549e-4
Missouri,comm,electricity,lighting,lighting,2015,0.0958557,0.0108863
Missouri,comm,electricity,office,office equipment,2015,0.100692,0.0114355
Missouri,comm,electricity,other,electricity,2015,0.5295649,0.0601424
Missouri,comm,electricity,refrigeration,refrigeration,2015,0.0790726,0.0089802
Missouri,comm,electricity,ventilation,ventilation,2015,0.0801165,0.0090988
Missouri,comm,gas,cooking,gas range,2015,0.0480994,0.0035212
Missouri,comm,gas,cooling,gas cooling,2015,0.0014935,1.093e-4
Missouri,comm,gas,heating,gas furnace,2015,0.5299384,0.0387947
Missouri,comm,gas,hot water,gas water heater,2015,0.1009794,0.0073923
Missouri,comm,gas,other,gas,2015,0.3194893,0.0233886
Missouri,comm,refined liquids,heating,fuel furnace,2015,0.3572937,2.331e-4
Missouri,comm,refined liquids,hot water,fuel water heater,2015,5.141e-4,3e-7
Missouri,comm,refined liquids,other,refined liquids,2015,0.6421922,4.19e-4
Missouri,resid,biomass,heating,wood furnace,2015,1,0.0076435
Missouri,resid,electricity,clothes dryers,clothes dryer,2015,0.0430747,0.0043834
Missouri,resid,electricity,clothes washers,clothes washer,2015,0.007567,7.7e-4
Missouri,resid,electricity,computers,electricity,2015,0.0240527,0.0024476
Missouri,resid,electricity,cooking,electric oven,2015,0.0122162,0.0012431
Missouri,resid,electricity,cooling,air conditioning,2015,0.142324,0.0144831
Missouri,resid,electricity,dishwashers,dishwasher,2015,0.005302,5.395e-4
Missouri,resid,electricity,freezers,freezer,2015,0.0189133,0.0019246
Missouri,resid,electricity,furnace fans,electricity,2015,0.0352828,0.0035904
Missouri,resid,electricity,heating,electric furnace,2015,0.1198488,0.012196
Missouri,resid,electricity,heating,electric heat pump,2015,0.0235219,0.0023936
Missouri,resid,electricity,hot water,electric resistance water heater,2015,0.1002626,0.0102029
Missouri,resid,electricity,lighting,lighting,2015,0.0913262,0.0092935
Missouri,resid,electricity,other,electricity,2015,0.3153298,0.0320885
Missouri,resid,electricity,refrigerators,refrigerator,2015,0.060978,0.0062052
Missouri,resid,gas,clothes dryers,clothes dryer,2015,0.0061121,7.888e-4
Missouri,resid,gas,cooking,gas oven,2015,0.0134447,0.0017351
Missouri,resid,gas,cooling,air conditioning,2015,0.0024041,3.103e-4
Missouri,resid,gas,heating,gas furnace,2015,0.7734979,0.0998254
Missouri,resid,gas,hot water,gas water heater,2015,0.1847587,0.0238444
Missouri,resid,gas,other,gas,2015,0.0197825,0.0025531
Missouri,resid,refined liquids,cooking,lpg oven,2015,0.014019,1.742e-4
Missouri,resid,refined liquids,heating,fuel furnace,2015,0.8439394,0.0104846
Missouri,resid,refined liquids,hot water,fuel water heater,2015,0.095003,0.0011803
Missouri,resid,refined liquids,other,refined liquids,2015,0.0470385,5.844e-4
Montana,comm,electricity,cooking,electric range,2015,0.0179845,2.234e-4
Montana,comm,electricity,cooling,air conditioning,2015,0.030817399999999998,3.827e-4
Montana,comm,electricity,heating,electric furnace,2015,0.0167085,2.075e-4
Montana,comm,electricity,heating,electric heat pump,2015,0.0066121,8.21e-5
Montana,comm,electricity,hot water,electric heat pump water heater,2015,1.051e-4,1.3e-6
Montana,comm,electricity,hot water,electric resistance water heater,2015,0.0071392,8.87e-5
Montana,comm,electricity,lighting,lighting,2015,0.1493071,0.0018543
Montana,comm,electricity,office,office equipment,2015,0.1347949,0.0016741
Montana,comm,electricity,other,electricity,2015,0.3594861,0.0044647
Montana,comm,electricity,refrigeration,refrigeration,2015,0.2253666,0.002799
Montana,comm,electricity,ventilation,ventilation,2015,0.0516784,6.418e-4
Montana,comm,gas,cooking,gas range,2015,0.1497324,0.0014583
Montana,comm,gas,cooling,gas cooling,2015,0.0045362,4.42e-5
Montana,comm,gas,heating,gas furnace,2015,0.4015551,0.0039108
Montana,comm,gas,hot water,gas water heater,2015,0.253873,0.0024725
Montana,comm,gas,other,gas,2015,0.1903033,0.0018534
Montana,comm,refined liquids,heating,fuel furnace,2015,0.0185393,3.12e-5
Montana,comm,refined liquids,hot water,fuel water heater,2015,2.719e-4,5e-7
Montana,comm,refined liquids,other,refined liquids,2015,0.9811888,0.0016511
Montana,resid,biomass,heating,wood furnace,2015,1,0.0023394
Montana,resid,electricity,clothes dryers,clothes dryer,2015,0.0446207,7.405e-4
Montana,resid,electricity,clothes washers,clothes washer,2015,0.0068563,1.138e-4
Montana,resid,electricity,computers,electricity,2015,0.0255866,4.246e-4
Montana,resid,electricity,cooking,electric oven,2015,0.0145661,2.417e-4
Montana,resid,electricity,cooling,air conditioning,2015,0.0224702,3.729e-4
Montana,resid,electricity,dishwashers,dishwasher,2015,0.0054154,8.99e-5
Montana,resid,electricity,freezers,freezer,2015,0.0125607,2.085e-4
Montana,resid,electricity,furnace fans,electricity,2015,0.0075385,1.251e-4
Montana,resid,electricity,heating,electric furnace,2015,0.213486,0.0035431
Montana,resid,electricity,heating,electric heat pump,2015,0.0669932,0.0011119
Montana,resid,electricity,hot water,electric resistance water heater,2015,0.2181512,0.0036206
Montana,resid,electricity,lighting,lighting,2015,0.0858021,0.001424
Montana,resid,electricity,other,electricity,2015,0.2088684,0.0034665
Montana,resid,electricity,refrigerators,refrigerator,2015,0.0670845,0.0011134
Montana,resid,gas,clothes dryers,clothes dryer,2015,0.0123587,1.559e-4
Montana,resid,gas,cooking,gas oven,2015,0.0294226,3.711e-4
Montana,resid,gas,cooling,air conditioning,2015,0.0086314,1.089e-4
Montana,resid,gas,heating,gas furnace,2015,0.5286032,0.0066678
Montana,resid,gas,hot water,gas water heater,2015,0.33195210000000003,0.0041872
Montana,resid,gas,other,gas,2015,0.089032,0.0011231
Montana,resid,refined liquids,cooking,lpg oven,2015,0.0391742,7.49e-5
Montana,resid,refined liquids,heating,fuel furnace,2015,0.5296859,0.0010134
Montana,resid,refined liquids,hot water,fuel water heater,2015,0.2545086,4.869e-4
Montana,resid,refined liquids,other,refined liquids,2015,0.1766314,3.379e-4
Nebraska,comm,electricity,cooking,electric range,2015,0.0154373,4.201e-4
