# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccinn
# ----------
state,sector,fuel,service,technology,year,share,energy
District of Columbia,resid,refined liquids,other,refined liquids,2015,0.1288873,2.735e-4
Florida,comm,electricity,cooking,electric range,2015,0.0139983,0.0056335
Florida,comm,electricity,cooling,air conditioning,2015,0.226258,0.0910547
Florida,comm,electricity,heating,electric furnace,2015,0.0041396,0.0016659
Florida,comm,electricity,heating,electric heat pump,2015,0.0025467,0.0010249
Florida,comm,electricity,hot water,electric heat pump water heater,2015,8.46e-5,3.4e-5
Florida,comm,electricity,hot water,electric resistance water heater,2015,0.0081968,0.0032987
Florida,comm,electricity,lighting,lighting,2015,0.1020885,0.0410843
Florida,comm,electricity,office,office equipment,2015,0.1009092,0.0406097
Florida,comm,electricity,other,electricity,2015,0.3423527,0.1377756
Florida,comm,electricity,refrigeration,refrigeration,2015,0.1163585,0.046827
Florida,comm,electricity,ventilation,ventilation,2015,0.0830671,0.0334293
Florida,comm,gas,cooking,gas range,2015,0.1738352,0.0109729
Florida,comm,gas,cooling,gas cooling,2015,0.0250509,0.0015813
Florida,comm,gas,heating,gas furnace,2015,0.4779937,0.0301722
Florida,comm,gas,hot water,gas water heater,2015,0.2423196,0.0152959
Florida,comm,gas,other,gas,2015,0.0808006,0.0051003
Florida,comm,refined liquids,heating,fuel furnace,2015,0.2459039,7.62e-5
Florida,comm,refined liquids,hot water,fuel water heater,2015,0.02805,8.7e-6
Florida,comm,refined liquids,other,refined liquids,2015,0.7260462,2.249e-4
Florida,resid,biomass,heating,wood furnace,2015,1,0.0085864
Florida,resid,electricity,clothes dryers,clothes dryer,2015,0.0366653,0.0143098
Florida,resid,electricity,clothes washers,clothes washer,2015,0.005688,0.0022199
Florida,resid,electricity,computers,electricity,2015,0.0196456,0.0076673
Florida,resid,electricity,cooking,electric oven,2015,0.010803,0.0042162
Florida,resid,electricity,cooling,air conditioning,2015,0.299961,0.1170689
Florida,resid,electricity,dishwashers,dishwasher,2015,0.0039618,0.0015462
Florida,resid,electricity,freezers,freezer,2015,0.0088685,0.0034612
Florida,resid,electricity,furnace fans,electricity,2015,0.0201642,0.0078697
Florida,resid,electricity,heating,electric furnace,2015,0.0285919,0.0111588
Florida,resid,electricity,heating,electric heat pump,2015,0.0158323,0.006179
Florida,resid,electricity,hot water,electric resistance water heater,2015,0.1368219,0.0533989
Florida,resid,electricity,lighting,lighting,2015,0.0712743,0.027817
Florida,resid,electricity,other,electricity,2015,0.2917918,0.1138806
Florida,resid,electricity,refrigerators,refrigerator,2015,0.0499303,0.0194868
Florida,resid,gas,clothes dryers,clothes dryer,2015,0.0046505,1.206e-4
Florida,resid,gas,cooking,gas oven,2015,0.0235787,6.113e-4
Florida,resid,gas,cooling,air conditioning,2015,0.0578773,0.0015004
Florida,resid,gas,heating,gas furnace,2015,0.6097623,0.0158075
Florida,resid,gas,hot water,gas water heater,2015,0.2175566,0.0056399
Florida,resid,gas,other,gas,2015,0.0865747,0.0022444
Florida,resid,refined liquids,cooking,lpg oven,2015,0.0408188,2.971e-4
Florida,resid,refined liquids,heating,fuel furnace,2015,0.5663396,0.0041218
Florida,resid,refined liquids,hot water,fuel water heater,2015,0.1680167,0.0012228
Florida,resid,refined liquids,other,refined liquids,2015,0.224825,0.0016363
Georgia,comm,electricity,cooking,electric range,2015,0.0159713,0.0030929
Georgia,comm,electricity,cooling,air conditioning,2015,0.1460022,0.028274
Georgia,comm,electricity,heating,electric furnace,2015,0.0081568,0.0015796
Georgia,comm,electricity,heating,electric heat pump,2015,0.0041944,8.123e-4
Georgia,comm,electricity,hot water,electric heat pump water heater,2015,5.46e-5,1.06e-5
Georgia,comm,electricity,hot water,electric resistance water heater,2015,0.0057527,0.001114
Georgia,comm,electricity,lighting,lighting,2015,0.1096533,0.0212349
Georgia,comm,electricity,office,office equipment,2015,0.1041005,0.0201595
Georgia,comm,electricity,other,electricity,2015,0.3982307,0.0771192
Georgia,comm,electricity,refrigeration,refrigeration,2015,0.1230982,0.0238385
Georgia,comm,electricity,ventilation,ventilation,2015,0.0847853,0.0164191
Georgia,comm,gas,cooking,gas range,2015,0.1569794,0.0082334
Georgia,comm,gas,cooling,gas cooling,2015,0.0212353,0.0011138
Georgia,comm,gas,heating,gas furnace,2015,0.5067193,0.026577
Georgia,comm,gas,hot water,gas water heater,2015,0.2405079,0.0126144
Georgia,comm,gas,other,gas,2015,0.0745581,0.0039105
Georgia,comm,refined liquids,heating,fuel furnace,2015,0.2501169,4.219e-4
Georgia,comm,refined liquids,hot water,fuel water heater,2015,0.0033793,5.7e-6
Georgia,comm,refined liquids,other,refined liquids,2015,0.7465038,0.0012593
Georgia,resid,biomass,heating,wood furnace,2015,1,0.0106962
Georgia,resid,electricity,clothes dryers,clothes dryer,2015,0.0399889,0.007908
Georgia,resid,electricity,clothes washers,clothes washer,2015,0.0060335,0.0011932
Georgia,resid,electricity,computers,electricity,2015,0.018984,0.0037542
Georgia,resid,electricity,cooking,electric oven,2015,0.0103166,0.0020402
Georgia,resid,electricity,cooling,air conditioning,2015,0.1991582,0.0393847
Georgia,resid,electricity,dishwashers,dishwasher,2015,0.0040482,8.006e-4
Georgia,resid,electricity,freezers,freezer,2015,0.0110517,0.0021855
Georgia,resid,electricity,furnace fans,electricity,2015,0.0157281,0.0031103
Georgia,resid,electricity,heating,electric furnace,2015,0.0850721,0.0168235
Georgia,resid,electricity,heating,electric heat pump,2015,0.046555,0.0092065
Georgia,resid,electricity,hot water,electric resistance water heater,2015,0.1412893,0.0279408
Georgia,resid,electricity,lighting,lighting,2015,0.0720417,0.0142467
Georgia,resid,electricity,other,electricity,2015,0.300911,0.0595069
Georgia,resid,electricity,refrigerators,refrigerator,2015,0.0488216,0.0096548
Georgia,resid,gas,clothes dryers,clothes dryer,2015,0.004369,4.491e-4
Georgia,resid,gas,cooking,gas oven,2015,0.0232716,0.0023921
Georgia,resid,gas,cooling,air conditioning,2015,0.0581408,0.0059763
Georgia,resid,gas,heating,gas furnace,2015,0.6237725,0.064118
Georgia,resid,gas,hot water,gas water heater,2015,0.2080298,0.0213835
Georgia,resid,gas,other,gas,2015,0.0824162,0.0084716
Georgia,resid,refined liquids,cooking,lpg oven,2015,0.0399681,4.033e-4
Georgia,resid,refined liquids,heating,fuel furnace,2015,0.6569305,0.0066284
Georgia,resid,refined liquids,hot water,fuel water heater,2015,0.1528688,0.0015424
Georgia,resid,refined liquids,other,refined liquids,2015,0.1502326,0.0015158
Idaho,comm,electricity,cooking,electric range,2015,0.0177404,4.623e-4
Idaho,comm,electricity,cooling,air conditioning,2015,0.0525553,0.0013696
Idaho,comm,electricity,heating,electric furnace,2015,0.0127489,3.322e-4
Idaho,comm,electricity,heating,electric heat pump,2015,0.0051143,1.333e-4
Idaho,comm,electricity,hot water,electric heat pump water heater,2015,2.32e-5,6e-7
Idaho,comm,electricity,hot water,electric resistance water heater,2015,0.0030064,7.83e-5
Idaho,comm,electricity,lighting,lighting,2015,0.0912658,0.0023783
Idaho,comm,electricity,office,office equipment,2015,0.1117009,0.0029108
Idaho,comm,electricity,other,electricity,2015,0.5395818,0.0140611
Idaho,comm,electricity,refrigeration,refrigeration,2015,0.0953795,0.0024855
Idaho,comm,electricity,ventilation,ventilation,2015,0.0708835,0.0018472
Idaho,comm,gas,cooking,gas range,2015,0.072575,0.001484
Idaho,comm,gas,cooling,gas cooling,2015,0.0025258,5.16e-5
Idaho,comm,gas,heating,gas furnace,2015,0.4697965,0.0096061
Idaho,comm,gas,hot water,gas water heater,2015,0.2095571,0.0042849
Idaho,comm,gas,other,gas,2015,0.2455456,0.0050208
Idaho,comm,refined liquids,heating,fuel furnace,2015,0.0229192,5.97e-5
Idaho,comm,refined liquids,hot water,fuel water heater,2015,3.93e-5,1e-7
Idaho,comm,refined liquids,other,refined liquids,2015,0.9770415,0.002545
Idaho,resid,biomass,heating,wood furnace,2015,1,0.0023609
Idaho,resid,electricity,clothes dryers,clothes dryer,2015,0.0442414,9.865e-4
Idaho,resid,electricity,clothes washers,clothes washer,2015,0.007881,1.757e-4
Idaho,resid,electricity,computers,electricity,2015,0.0286455,6.387e-4
Idaho,resid,electricity,cooking,electric oven,2015,0.012484,2.784e-4
Idaho,resid,electricity,cooling,air conditioning,2015,0.1033005,0.0023033
Idaho,resid,electricity,dishwashers,dishwasher,2015,0.0059272,1.322e-4
Idaho,resid,electricity,freezers,freezer,2015,0.0169172,3.772e-4
Idaho,resid,electricity,furnace fans,electricity,2015,0.0172569,3.848e-4
Idaho,resid,electricity,heating,electric furnace,2015,0.1064055,0.0023725
Idaho,resid,electricity,heating,electric heat pump,2015,0.0303687,6.771e-4
Idaho,resid,electricity,hot water,electric resistance water heater,2015,0.1075176,0.0023973
Idaho,resid,electricity,lighting,lighting,2015,0.1007593,0.0022467
Idaho,resid,electricity,other,electricity,2015,0.3466765,0.0077299
Idaho,resid,electricity,refrigerators,refrigerator,2015,0.0716185,0.0015969
Idaho,resid,gas,clothes dryers,clothes dryer,2015,0.0079318,2.19e-4
Idaho,resid,gas,cooking,gas oven,2015,0.0196198,5.418e-4
Idaho,resid,gas,cooling,air conditioning,2015,0.0165467,4.57e-4
Idaho,resid,gas,heating,gas furnace,2015,0.5944539,0.0164168
Idaho,resid,gas,hot water,gas water heater,2015,0.2975646,0.0082177
Idaho,resid,gas,other,gas,2015,0.0638834,0.0017642
Idaho,resid,refined liquids,cooking,lpg oven,2015,0.0338548,7.49e-5
Idaho,resid,refined liquids,heating,fuel furnace,2015,0.5480643,0.001213
Idaho,resid,refined liquids,hot water,fuel water heater,2015,0.243567,5.391e-4
Idaho,resid,refined liquids,other,refined liquids,2015,0.174514,3.862e-4
Illinois,comm,electricity,cooking,electric range,2015,0.0199138,0.0040701
Illinois,comm,electricity,cooling,air conditioning,2015,0.07156,0.0146259
Illinois,comm,electricity,heating,electric furnace,2015,0.024466,0.0050005
Illinois,comm,electricity,heating,electric heat pump,2015,0.004354,8.899e-4
Illinois,comm,electricity,hot water,electric heat pump water heater,2015,3.01e-5,6.1e-6
Illinois,comm,electricity,hot water,electric resistance water heater,2015,0.0041003,8.381e-4
Illinois,comm,electricity,lighting,lighting,2015,0.1100815,0.0224992
Illinois,comm,electricity,office,office equipment,2015,0.1179312,0.0241035
Illinois,comm,electricity,other,electricity,2015,0.4742768,0.0969357
Illinois,comm,electricity,refrigeration,refrigeration,2015,0.0739696,0.0151184
Illinois,comm,electricity,ventilation,ventilation,2015,0.0993166,0.020299
Illinois,comm,gas,cooking,gas range,2015,0.0493732,0.0099194
Illinois,comm,gas,cooling,gas cooling,2015,0.0021486,4.317e-4
Illinois,comm,gas,heating,gas furnace,2015,0.5796832,0.1164618
Illinois,comm,gas,hot water,gas water heater,2015,0.1228625,0.0246838
Illinois,comm,gas,other,gas,2015,0.2459324,0.0494093
Illinois,comm,refined liquids,heating,fuel furnace,2015,0.3605866,4.689e-4
Illinois,comm,refined liquids,hot water,fuel water heater,2015,1.754e-4,2e-7
Illinois,comm,refined liquids,other,refined liquids,2015,0.639238,8.312e-4
Illinois,resid,biomass,heating,wood furnace,2015,1,0.0134064
Illinois,resid,electricity,clothes dryers,clothes dryer,2015,0.0302526,0.0046987
Illinois,resid,electricity,clothes washers,clothes washer,2015,0.0088548,0.0013753
Illinois,resid,electricity,computers,electricity,2015,0.0306452,0.0047597
Illinois,resid,electricity,cooking,electric oven,2015,0.0126621,0.0019666
Illinois,resid,electricity,cooling,air conditioning,2015,0.1212555,0.0188329
Illinois,resid,electricity,dishwashers,dishwasher,2015,0.005624,8.735e-4
Illinois,resid,electricity,freezers,freezer,2015,0.0189994,0.0029509
Illinois,resid,electricity,furnace fans,electricity,2015,0.0420247,0.0065271
Illinois,resid,electricity,heating,electric furnace,2015,0.1015651,0.0157746
Illinois,resid,electricity,heating,electric heat pump,2015,0.0209883,0.0032598
Illinois,resid,electricity,hot water,electric resistance water heater,2015,0.0898339,0.0139526
Illinois,resid,electricity,lighting,lighting,2015,0.1187531,0.0184442
Illinois,resid,electricity,other,electricity,2015,0.3252008,0.0505087
Illinois,resid,electricity,refrigerators,refrigerator,2015,0.0733405,0.0113909
Illinois,resid,gas,clothes dryers,clothes dryer,2015,0.0084526,0.0032145
Illinois,resid,gas,cooking,gas oven,2015,0.0161267,0.0061329
Illinois,resid,gas,cooling,air conditioning,2015,4.347e-4,1.653e-4
Illinois,resid,gas,heating,gas furnace,2015,0.7847087,0.2984228
Illinois,resid,gas,hot water,gas water heater,2015,0.1654623,0.0629249
Illinois,resid,gas,other,gas,2015,0.024815,0.0094371
Illinois,resid,refined liquids,cooking,lpg oven,2015,0.0135326,2.841e-4
Illinois,resid,refined liquids,heating,fuel furnace,2015,0.7820662,0.0164176
Illinois,resid,refined liquids,hot water,fuel water heater,2015,0.1080139,0.0022675
Illinois,resid,refined liquids,other,refined liquids,2015,0.0963873,0.0020234
Indiana,comm,electricity,cooking,electric range,2015,0.0177265,0.0018983
Indiana,comm,electricity,cooling,air conditioning,2015,0.0786878,0.0084265
Indiana,comm,electricity,heating,electric furnace,2015,0.0258408,0.0027672
Indiana,comm,electricity,heating,electric heat pump,2015,0.0055433,5.936e-4
Indiana,comm,electricity,hot water,electric heat pump water heater,2015,4.03e-5,4.3e-6
Indiana,comm,electricity,hot water,electric resistance water heater,2015,0.0038938,4.17e-4
Indiana,comm,electricity,lighting,lighting,2015,0.1080363,0.0115694
Indiana,comm,electricity,office,office equipment,2015,0.1094459,0.0117204
Indiana,comm,electricity,other,electricity,2015,0.4548019,0.0487039
Indiana,comm,electricity,refrigeration,refrigeration,2015,0.1022009,0.0109445
Indiana,comm,electricity,ventilation,ventilation,2015,0.0937826,0.010043
Indiana,comm,gas,cooking,gas range,2015,0.0587547,0.0051062
Indiana,comm,gas,cooling,gas cooling,2015,0.0040096,3.485e-4
Indiana,comm,gas,heating,gas furnace,2015,0.5631116,0.0489382
Indiana,comm,gas,hot water,gas water heater,2015,0.1299435,0.011293
Indiana,comm,gas,other,gas,2015,0.2441806,0.021221
Indiana,comm,refined liquids,heating,fuel furnace,2015,0.4871642,0.0021184
Indiana,comm,refined liquids,hot water,fuel water heater,2015,0.0190708,8.29e-5
Indiana,comm,refined liquids,other,refined liquids,2015,0.4937649,0.0021471
Indiana,resid,biomass,heating,wood furnace,2015,1,0.0084426
Indiana,resid,electricity,clothes dryers,clothes dryer,2015,0.04175,0.0045232
Indiana,resid,electricity,clothes washers,clothes washer,2015,0.0077365,8.382e-4
Indiana,resid,electricity,computers,electricity,2015,0.0250587,0.0027148
Indiana,resid,electricity,cooking,electric oven,2015,0.0114378,0.0012392
Indiana,resid,electricity,cooling,air conditioning,2015,0.1219124,0.0132079
Indiana,resid,electricity,dishwashers,dishwasher,2015,0.0050812,5.505e-4
Indiana,resid,electricity,freezers,freezer,2015,0.0168992,0.0018309
Indiana,resid,electricity,furnace fans,electricity,2015,0.0338658,0.003669
Indiana,resid,electricity,heating,electric furnace,2015,0.1377157,0.0149201
Indiana,resid,electricity,heating,electric heat pump,2015,0.0337895,0.0036607
Indiana,resid,electricity,hot water,electric resistance water heater,2015,0.1129427,0.0122362
Indiana,resid,electricity,lighting,lighting,2015,0.092852,0.0100595
Indiana,resid,electricity,other,electricity,2015,0.2961085,0.0320803
Indiana,resid,electricity,refrigerators,refrigerator,2015,0.0628502,0.0068092
Indiana,resid,gas,clothes dryers,clothes dryer,2015,0.0077302,0.0011746
Indiana,resid,gas,cooking,gas oven,2015,0.0162558,0.0024701
Indiana,resid,gas,cooling,air conditioning,2015,0.0035331,5.369e-4
Indiana,resid,gas,heating,gas furnace,2015,0.7733283,0.1175099
Indiana,resid,gas,hot water,gas water heater,2015,0.1724146,0.026199
Indiana,resid,gas,other,gas,2015,0.0267381,0.0040629
Indiana,resid,refined liquids,cooking,lpg oven,2015,0.0123757,1.963e-4
Indiana,resid,refined liquids,heating,fuel furnace,2015,0.8098167,0.0128433
Indiana,resid,refined liquids,hot water,fuel water heater,2015,0.1028548,0.0016312
Indiana,resid,refined liquids,other,refined liquids,2015,0.0749528,0.0011887
Iowa,comm,electricity,cooking,electric range,2015,0.0176494,8.797e-4
Iowa,comm,electricity,cooling,air conditioning,2015,0.0449793,0.0022419
Iowa,comm,electricity,heating,electric furnace,2015,0.0274516,0.0013683
Iowa,comm,electricity,heating,electric heat pump,2015,0.0064474,3.214e-4
Iowa,comm,electricity,hot water,electric heat pump water heater,2015,6.06e-5,3e-6
Iowa,comm,electricity,hot water,electric resistance water heater,2015,0.0041174,2.052e-4
Iowa,comm,electricity,lighting,lighting,2015,0.0933347,0.0046521
Iowa,comm,electricity,office,office equipment,2015,0.1021004,0.005089
Iowa,comm,electricity,other,electricity,2015,0.526467,0.026241
Iowa,comm,electricity,refrigeration,refrigeration,2015,0.097315,0.0048505
Iowa,comm,electricity,ventilation,ventilation,2015,0.0800773,0.0039913
Iowa,comm,gas,cooking,gas range,2015,0.0477712,0.0024378
Iowa,comm,gas,cooling,gas cooling,2015,0.0013126,6.7e-5
Iowa,comm,gas,heating,gas furnace,2015,0.5159397,0.0263288
Iowa,comm,gas,hot water,gas water heater,2015,0.0951457,0.0048553
Iowa,comm,gas,other,gas,2015,0.3398307,0.0173418
Iowa,comm,refined liquids,heating,fuel furnace,2015,0.3436283,0.0018519
Iowa,comm,refined liquids,hot water,fuel water heater,2015,0.0017792,9.6e-6
Iowa,comm,refined liquids,other,refined liquids,2015,0.6545925,0.0035278
Iowa,resid,biomass,heating,wood furnace,2015,1,0.0082745
Iowa,resid,electricity,clothes dryers,clothes dryer,2015,0.0492328,0.0022434
Iowa,resid,electricity,clothes washers,clothes washer,2015,0.0085018,3.874e-4
Iowa,resid,electricity,computers,electricity,2015,0.0277473,0.0012644
Iowa,resid,electricity,cooking,electric oven,2015,0.0135863,6.191e-4
Iowa,resid,electricity,cooling,air conditioning,2015,0.0567847,0.0025875
Iowa,resid,electricity,dishwashers,dishwasher,2015,0.0060041,2.736e-4
Iowa,resid,electricity,freezers,freezer,2015,0.0214961,9.795e-4
Iowa,resid,electricity,furnace fans,electricity,2015,0.0295376,0.0013459
Iowa,resid,electricity,heating,electric furnace,2015,0.1142199,0.0052047
Iowa,resid,electricity,heating,electric heat pump,2015,0.0219427,9.999e-4
Iowa,resid,electricity,hot water,electric resistance water heater,2015,0.1144246,0.005214
Iowa,resid,electricity,lighting,lighting,2015,0.1063063,0.0048441
Iowa,resid,electricity,other,electricity,2015,0.3578021,0.016304
Iowa,resid,electricity,refrigerators,refrigerator,2015,0.0724137,0.0032997
Iowa,resid,gas,clothes dryers,clothes dryer,2015,0.0055737,3.846e-4
Iowa,resid,gas,cooking,gas oven,2015,0.012833,0.00088540000000000005
Iowa,resid,gas,cooling,air conditioning,2015,0.0028842,1.99e-4
Iowa,resid,gas,heating,gas furnace,2015,0.770636,0.0531691
Iowa,resid,gas,hot water,gas water heater,2015,0.1893869,0.0130665
Iowa,resid,gas,other,gas,2015,0.0186862,0.0012892
Iowa,resid,refined liquids,cooking,lpg oven,2015,0.0124994,1.894e-4
Iowa,resid,refined liquids,heating,fuel furnace,2015,0.8621472,0.0130642
Iowa,resid,refined liquids,hot water,fuel water heater,2015,0.0841764,0.0012755
Iowa,resid,refined liquids,other,refined liquids,2015,0.0411769,6.24e-4
Kansas,comm,electricity,cooking,electric range,2015,0.0169724,0.0011262
Kansas,comm,electricity,cooling,air conditioning,2015,0.0611896,0.0040601
Kansas,comm,electricity,heating,electric furnace,2015,0.0156233,0.0010366
Kansas,comm,electricity,heating,electric heat pump,2015,0.0042362,2.811e-4
Kansas,comm,electricity,hot water,electric heat pump water heater,2015,5.3e-5,3.5e-6
Kansas,comm,electricity,hot water,electric resistance water heater,2015,0.0027396,1.818e-4
Kansas,comm,electricity,lighting,lighting,2015,0.0892375,0.0059211
Kansas,comm,electricity,office,office equipment,2015,0.0965747,0.0064079
Kansas,comm,electricity,other,electricity,2015,0.5764799,0.0382506
Kansas,comm,electricity,refrigeration,refrigeration,2015,0.0656316,0.0043548
Kansas,comm,electricity,ventilation,ventilation,2015,0.0712622,0.0047284
Kansas,comm,gas,cooking,gas range,2015,0.0467867,0.0014687
Kansas,comm,gas,cooling,gas cooling,2015,8.184e-4,2.57e-5
Kansas,comm,gas,heating,gas furnace,2015,0.4786732,0.0150265
Kansas,comm,gas,hot water,gas water heater,2015,0.0784275,0.002462
Kansas,comm,gas,other,gas,2015,0.3952942,0.0124091
Kansas,comm,refined liquids,heating,fuel furnace,2015,0.3365754,2.54e-5
Kansas,comm,refined liquids,hot water,fuel water heater,2015,0.0026389,2e-7
Kansas,comm,refined liquids,other,refined liquids,2015,0.6607858,4.99e-5
Kansas,resid,biomass,heating,wood furnace,2015,1,0.0039731
Kansas,resid,electricity,clothes dryers,clothes dryer,2015,0.0455475,0.0022512
Kansas,resid,electricity,clothes washers,clothes washer,2015,0.0074287,3.672e-4
Kansas,resid,electricity,computers,electricity,2015,0.0234685,0.0011599
Kansas,resid,electricity,cooking,electric oven,2015,0.0129847,6.418e-4
Kansas,resid,electricity,cooling,air conditioning,2015,0.1537995,0.0076016
Kansas,resid,electricity,dishwashers,dishwasher,2015,0.0056011,2.768e-4
Kansas,resid,electricity,freezers,freezer,2015,0.0207051,0.0010234
Kansas,resid,electricity,furnace fans,electricity,2015,0.0337609,0.0016686
Kansas,resid,electricity,heating,electric furnace,2015,0.0956046,0.0047253
Kansas,resid,electricity,heating,electric heat pump,2015,0.0175551,8.677e-4
Kansas,resid,electricity,hot water,electric resistance water heater,2015,0.0908456,0.0044901
Kansas,resid,electricity,lighting,lighting,2015,0.0900756,0.004452
Kansas,resid,electricity,other,electricity,2015,0.3431856,0.0169621
Kansas,resid,electricity,refrigerators,refrigerator,2015,0.0594375,0.0029377
Kansas,resid,gas,clothes dryers,clothes dryer,2015,0.0034714,1.833e-4
Kansas,resid,gas,cooking,gas oven,2015,0.0104186,5.502e-4
Kansas,resid,gas,cooling,air conditioning,2015,0.0046262,2.443e-4
Kansas,resid,gas,heating,gas furnace,2015,0.7608491,0.0401819
Kansas,resid,gas,hot water,gas water heater,2015,0.2065302,0.0109073
Kansas,resid,gas,other,gas,2015,0.0141044,0.00074489999999999995
Kansas,resid,refined liquids,cooking,lpg oven,2015,0.0145906,9.47e-5
Kansas,resid,refined liquids,heating,fuel furnace,2015,0.8808397,0.00572
Kansas,resid,refined liquids,hot water,fuel water heater,2015,0.0884855,5.746e-4
Kansas,resid,refined liquids,other,refined liquids,2015,0.0160842,1.044e-4
Kentucky,comm,electricity,cooking,electric range,2015,0.018434,0.001527
Kentucky,comm,electricity,cooling,air conditioning,2015,0.098952300000000007,0.0081968
Kentucky,comm,electricity,heating,electric furnace,2015,0.0181696,0.0015051
Kentucky,comm,electricity,heating,electric heat pump,2015,0.006122,5.071e-4
Kentucky,comm,electricity,hot water,electric heat pump water heater,2015,3.57e-5,3e-6
Kentucky,comm,electricity,hot water,electric resistance water heater,2015,0.0049076,4.065e-4
Kentucky,comm,electricity,lighting,lighting,2015,0.1048129,0.0086823
Kentucky,comm,electricity,office,office equipment,2015,0.0945108,0.0078289
Kentucky,comm,electricity,other,electricity,2015,0.4758134,0.0394146
Kentucky,comm,electricity,refrigeration,refrigeration,2015,0.101967,0.0084466
Kentucky,comm,electricity,ventilation,ventilation,2015,0.0762746,0.0063183
Kentucky,comm,gas,cooking,gas range,2015,0.1112854,0.0039731
Kentucky,comm,gas,cooling,gas cooling,2015,0.0116497,4.159e-4
Kentucky,comm,gas,heating,gas furnace,2015,0.572328,0.0204331
Kentucky,comm,gas,hot water,gas water heater,2015,0.2237676,0.0079889
Kentucky,comm,gas,other,gas,2015,0.0809693,0.0028907
Kentucky,comm,refined liquids,heating,fuel furnace,2015,0.2786562,0.0017077
Kentucky,comm,refined liquids,hot water,fuel water heater,2015,0.0030665,1.88e-5
Kentucky,comm,refined liquids,other,refined liquids,2015,0.7182772,0.0044017
Kentucky,resid,biomass,heating,wood furnace,2015,1,0.0051166
Kentucky,resid,electricity,clothes dryers,clothes dryer,2015,0.0400545,0.0037183
Kentucky,resid,electricity,clothes washers,clothes washer,2015,0.0055669,5.168e-4
Kentucky,resid,electricity,computers,electricity,2015,0.0157917,0.001466
Kentucky,resid,electricity,cooking,electric oven,2015,0.0123388,0.0011454
Kentucky,resid,electricity,cooling,air conditioning,2015,0.1304323,0.0121082
Kentucky,resid,electricity,dishwashers,dishwasher,2015,0.0034287,3.183e-4
Kentucky,resid,electricity,freezers,freezer,2015,0.0134055,0.0012444
Kentucky,resid,electricity,furnace fans,electricity,2015,0.0122239,0.0011348
Kentucky,resid,electricity,heating,electric furnace,2015,0.1403929,0.0130328
Kentucky,resid,electricity,heating,electric heat pump,2015,0.0730665,0.0067828
Kentucky,resid,electricity,hot water,electric resistance water heater,2015,0.161508,0.014993
Kentucky,resid,electricity,lighting,lighting,2015,0.0706333,0.006557
Kentucky,resid,electricity,other,electricity,2015,0.2763019,0.0256494
Kentucky,resid,electricity,refrigerators,refrigerator,2015,0.0448552,0.004164
Kentucky,resid,gas,clothes dryers,clothes dryer,2015,0.0036953,1.887e-4
Kentucky,resid,gas,cooking,gas oven,2015,0.0209463,0.0010694
Kentucky,resid,gas,cooling,air conditioning,2015,0.0503453,0.0025703
Kentucky,resid,gas,heating,gas furnace,2015,0.7143824,0.0364718
Kentucky,resid,gas,hot water,gas water heater,2015,0.1565861,0.0079943
Kentucky,resid,gas,other,gas,2015,0.0540446,0.0027592
Kentucky,resid,refined liquids,cooking,lpg oven,2015,0.0311589,2.113e-4
Kentucky,resid,refined liquids,heating,fuel furnace,2015,0.7982577,0.005413
Kentucky,resid,refined liquids,hot water,fuel water heater,2015,0.1204967,8.171e-4
Kentucky,resid,refined liquids,other,refined liquids,2015,0.0500867,3.396e-4
Louisiana,comm,electricity,cooking,electric range,2015,0.0153097,0.0012184
Louisiana,comm,electricity,cooling,air conditioning,2015,0.1552446,0.012355
Louisiana,comm,electricity,heating,electric furnace,2015,0.0099889,7.95e-4
Louisiana,comm,electricity,heating,electric heat pump,2015,0.0041899,3.335e-4
Louisiana,comm,electricity,hot water,electric heat pump water heater,2015,3.64e-5,2.9e-6
Louisiana,comm,electricity,hot water,electric resistance water heater,2015,0.0058489,4.655e-4
Louisiana,comm,electricity,lighting,lighting,2015,0.1009713,0.0080357
Louisiana,comm,electricity,office,office equipment,2015,0.0875317,0.0069661
Louisiana,comm,electricity,other,electricity,2015,0.4265157,0.0339439
Louisiana,comm,electricity,refrigeration,refrigeration,2015,0.1149642,0.0091493
Louisiana,comm,electricity,ventilation,ventilation,2015,0.0793987,0.0063189
Louisiana,comm,gas,cooking,gas range,2015,0.1660605,0.0063694
Louisiana,comm,gas,cooling,gas cooling,2015,0.0265773,0.0010194
Louisiana,comm,gas,heating,gas furnace,2015,0.5347593,0.0205111
Louisiana,comm,gas,hot water,gas water heater,2015,0.2345077,0.0089947
Louisiana,comm,gas,other,gas,2015,0.0380953,0.0014612
Louisiana,comm,refined liquids,heating,fuel furnace,2015,0,0
Louisiana,comm,refined liquids,hot water,fuel water heater,2015,0,0
Louisiana,comm,refined liquids,other,refined liquids,2015,1,0.0099281
Louisiana,resid,biomass,heating,wood furnace,2015,1,0.0045258
Louisiana,resid,electricity,clothes dryers,clothes dryer,2015,0.0385353,0.0036141
Louisiana,resid,electricity,clothes washers,clothes washer,2015,0.0059558,5.586e-4
Louisiana,resid,electricity,computers,electricity,2015,0.0171531,0.0016087
Louisiana,resid,electricity,cooking,electric oven,2015,0.0086119,8.077e-4
