"sourceTypeModelYearID";"sourceTypeID";"modelYearID";"fuelTypeID";"engTechID";"regClassID";"stmyFuelEngFraction";"stmyFraction"
311987;31;1987;2;1;30;0.8783474088822312;0.0031526235718429677
311988;31;1988;1;1;30;0.9827231410425507;0.9801654676425291
622036;62;2036;2;1;46;0.041167339550604566;0.041167339550604566
311988;31;1988;2;1;30;1.0;0.002602638823899239
311989;31;1989;1;1;30;0.9802610539766318;0.9726282587742873
622035;62;2035;2;1;46;0.041167339550604566;0.041167339550604566
311989;31;1989;2;1;30;1.0;0.0077864923546441984
622034;62;2034;2;1;46;0.041167339550604566;0.041167339550604566
311990;31;1990;1;1;30;0.9784756110952002;0.9678547454471482
311990;31;1990;2;1;30;0.9928720718084897;0.01077713206216529
622033;62;2033;2;1;46;0.041167339550604566;0.041167339550604566
622032;62;2032;2;1;46;0.041167339550604566;0.041167339550604566
311991;31;1991;1;1;30;0.9741616487883514;0.968467606397726
311991;31;1991;2;1;30;1.0;0.005845069345223854
622031;62;2031;2;1;46;0.041167339550604566;0.041167339550604566
311992;31;1992;1;1;30;0.9740106431439339;0.9589848229155418
622030;62;2030;2;1;46;0.041167339550604566;0.041167339550604566
311992;31;1992;2;1;30;0.2704356193820383;0.004171943118683063
311993;31;1993;1;1;30;0.968075492144669;0.9549022472765504
622029;62;2029;2;1;46;0.041167339550604566;0.041167339550604566
622028;62;2028;2;1;46;0.041167339550604566;0.041167339550604566
311993;31;1993;2;1;30;0.4711798397047993;0.00641165637981531
311994;31;1994;1;1;30;0.9754492624465825;0.9670616223546717
622027;62;2027;2;1;46;0.041167339550604566;0.041167339550604566
