"sourceTypeModelYearID";"sourceTypeID";"modelYearID";"fuelTypeID";"engTechID";"regClassID";"stmyFuelEngFraction";"stmyFraction"
321977;32;1977;5;1;30;1.0;0.0
532043;53;2043;2;1;41;0.2639436447318807;0.2639436447318807
321977;32;1977;2;1;30;0.07199999904632563;0.0030132005736811882
532045;53;2045;2;1;41;0.2639436447318807;0.2639436447318807
532048;53;2048;2;1;41;0.2639436447318807;0.2639436447318807
532047;53;2047;2;1;41;0.2639436447318807;0.2639436447318807
321976;32;1976;1;1;30;0.8831886507558916;0.846227221777549
321975;32;1975;9;30;30;1.0;0.0
321975;32;1975;5;1;30;1.0;0.0
532049;53;2049;2;1;41;0.2639436447318807;0.2639436447318807
611961;61;1961;1;1;46;1.0;0.08536200556149831
321974;32;1974;2;1;30;0.07199999904632563;0.003013201867004277
611963;61;1963;1;1;46;1.0;0.08536200556149831
611962;61;1962;1;1;46;1.0;0.08536200556149831
321974;32;1974;1;1;30;0.6524804583242731;0.6251741338624972
321973;32;1973;9;30;30;1.0;0.0
321972;32;1972;5;1;30;1.0;0.0
611967;61;1967;1;1;46;1.0;0.08536200556149831
321972;32;1972;2;1;30;0.07199999904632563;0.003013200146158793
611969;61;1969;1;1;46;1.0;0.08536200556149831
611968;61;1968;1;1;46;1.0;0.08536200556149831
321972;32;1972;1;1;30;0.7476800808298667;0.7163896675149022
321971;32;1971;9;30;30;1.0;0.0
321970;32;1970;9;30;30;1.0;0.0
321970;32;1970;5;1;30;1.0;0.0
611973;61;1973;1;1;46;1.0;0.08536199683590072
321970;32;1970;2;1;30;0.07199999904632563;0.003013198661931142
611974;61;1974;1;1;46;1.0;0.08536200788832463
611973;61;1973;2;1;46;0.07911608974083255;0.07236258233870677
321970;32;1970;1;1;30;0.7955246824817193;0.7622319888631433
321968;32;1968;5;1;30;1.0;0.0
611975;61;1975;2;1;46;0.03296629151166173;0.030152223481016007
321968;32;1968;2;1;30;0.07199999904632563;0.0030132009474272267
611976;61;1976;2;1;46;0.1266189943757803;0.11581054322099382
611976;61;1976;1;1;46;1.0;0.0853620043980852
321968;32;1968;1;1;30;0.6721712483212741;0.6440408723615211
321966;32;1966;9;30;30;1.0;0.0
321966;32;1966;5;1;30;1.0;0.0
611978;61;1978;2;1;46;0.17833699020241217;0.16311378726041253
321966;32;1966;2;1;30;0.07199999904632563;0.003013197812265244
611979;61;1979;2;1;46;0.15545300112524632;0.1421832208169293
611979;61;1979;1;1;46;1.0;0.08536200788832463
321966;32;1966;1;1;30;0.2377428359952507;0.2277933054009279
321965;32;1965;1;1;30;0.2377428359952507;0.2277933054009279
321964;32;1964;9;30;30;1.0;0.0
321964;32;1964;5;1;30;1.0;0.0
611981;61;1981;2;1;46;0.31474399566650396;0.28787681741569326
321964;32;1964;2;1;30;0.07199999904632563;0.003013197812265244
611982;61;1982;2;1;46;0.17563733701940384;0.17348025056115443
611984;61;1984;1;1;46;0.9908591727998775;0.005176450502110555
611983;61;1983;2;1;46;0.20877491543038934;0.2062563135092851
321963;32;1963;1;1;30;0.2377428359952507;0.2277933054009279
321962;32;1962;9;30;30;1.0;0.0
321962;32;1962;5;1;30;1.0;0.0
611984;61;1984;2;1;46;0.15307424753437499;0.15227455643067306
611986;61;1986;1;1;46;0.9999999999999999;0.006093058639119228
321961;32;1961;2;1;30;0.07199999904632563;0.003013197812265244
611987;61;1987;1;1;46;1.0;0.003703382057403777
611986;61;1986;2;1;46;0.1471652967997995;0.14626861001675495
321961;32;1961;1;1;30;0.2377428359952507;0.2277933054009279
321960;32;1960;9;30;30;1.0;0.0
622050;62;2050;2;1;46;0.041167339550604566;0.041167339550604566
622049;62;2049;2;1;46;0.041167339550604566;0.041167339550604566
311981;31;1981;2;1;30;0.3799999952316285;0.006760197656739808
311981;31;1981;1;1;30;0.960355614282002;0.9432708936115481
311980;31;1980;9;30;30;1.0;0.0
311980;31;1980;5;1;30;1.0;0.0
311979;31;1979;2;1;30;0.3799999952316285;0.005289599716449982
311979;31;1979;1;1;30;0.865245997905731;0.8532017741093813
311978;31;1978;9;30;30;1.0;0.0
311978;31;1978;5;1;30;1.0;0.0
311978;31;1978;2;1;30;0.3799999952316285;0.005289599653299244
311977;31;1977;1;1;30;0.890654000918448;0.878256098173032
311976;31;1976;9;30;30;1.0;0.0
311976;31;1976;5;1;30;1.0;0.0
311976;31;1976;2;1;30;0.3799999952316285;0.005289598710896098
311976;31;1976;1;1;30;0.9512218111530775;0.9379808066025785
311974;31;1974;9;30;30;1.0;0.0
311974;31;1974;5;1;30;1.0;0.0
311974;31;1974;2;1;30;0.3799999952316285;0.0052896022886294155
531982;53;1982;1;1;46;0.49850511212899323;0.1746190149196674
531982;53;1982;1;1;42;0.025093178329702436;0.008789771608204417
531982;53;1982;1;1;47;0.007728160368706923;0.0027070610067798538
531982;53;1982;2;1;47;0.4128849494873525;0.2682574192966849
531982;53;1982;2;1;46;0.4265237773380206;0.277118766182772
532013;53;2013;1;1;47;4.505252311037598e-05;0.0
322037;32;2037;2;1;40;0.5539675368674866;0.02940741419174769
322037;32;2037;1;1;40;0.05782358587518775;0.05475401586121327
531983;53;1983;1;1;46;0.40604461086276206;0.15382161482338805
531983;53;1983;1;1;42;0.01284270941098325;0.004865195221055786
531983;53;1983;1;1;47;0.003505249050507282;0.0013278912091987225
532012;53;2012;1;1;47;4.505252311037598e-05;0.0
322036;32;2036;2;1;40;0.5539675368674866;0.02940741419174769
322036;32;2036;1;1;40;0.05782358587518775;0.05475401586121327
531983;53;1983;2;1;47;0.3552187835665092;0.2206514837131742
531983;53;1983;2;1;46;0.4544539220965032;0.28229343950526087
531984;53;1984;1;1;46;0.30122890747856257;0.09333268035056697
531984;53;1984;1;1;42;0.03410152222406053;0.010566006097646869
531984;53;1984;1;1;47;0.0004025419174020479;0.00012472347497812246
532011;53;2011;1;1;47;4.505252311037598e-05;0.0
322035;32;2035;2;1;40;0.5539675368674866;0.02940741419174769
322035;32;2035;1;1;40;0.05782358587518775;0.05475401586121327
531984;53;1984;2;1;47;0.4630976874621821;0.3196116296439412
531984;53;1984;2;1;46;0.40583086252916234;0.280088341713743
532010;53;2010;1;1;47;4.505252311037598e-05;0.0
531985;53;1985;1;1;46;0.3046335991924281;0.09431853279267878
531985;53;1985;1;1;42;0.06838189355735869;0.021171925509901265
531985;53;1985;2;1;47;0.5001195873685627;0.34527604474381585
531985;53;1985;2;1;46;0.37842219140370836;0.2612577487289451
532009;53;2009;1;1;47;4.505252311037598e-05;0.0
322034;32;2034;2;1;40;0.5539675368674866;0.02940741419174769
322034;32;2034;1;1;40;0.05782358587518775;0.05475401586121327
531986;53;1986;1;1;46;0.28041718099970137;0.09727279026799038
531986;53;1986;1;1;42;0.09654941099241009;0.0334916376110803
532008;53;2008;1;1;47;4.505252311037598e-05;0.0
531986;53;1986;2;1;47;0.4450934035022958;0.2906967394527027
531986;53;1986;2;1;46;0.37239802455601323;0.2432183686957342
532007;53;2007;1;1;47;4.505252311037598e-05;0.0
322033;32;2033;2;1;40;0.5539675368674866;0.02940741419174769
322033;32;2033;1;1;40;0.05782358587518775;0.05475401586121327
532006;53;2006;1;1;47;4.505252311037598e-05;0.0
531987;53;1987;2;1;46;0.45988362368874275;0.406902385383858
531987;53;1987;2;1;47;0.5401163763112573;0.4778918634743197
322032;32;2032;2;1;40;0.5539675368674866;0.02940741419174769
531988;53;1988;1;1;42;0.1613227506498944;0.01989504167204818
531988;53;1988;2;1;47;0.17433145546186496;0.1528321222482276
531988;53;1988;2;1;46;0.6578824351729956;0.5767494368181609
531988;53;1988;2;1;42;0.059095975916013184;0.05180799639196577
322032;32;2032;1;1;40;0.05782358587518775;0.05475401586121327
531989;53;1989;1;1;46;0.2660208461433541;0.14763819194117456
531989;53;1989;2;1;46;0.14593461932091414;0.06494275853060281
322031;32;2031;2;1;40;0.5539675368674866;0.02940741419174769
531989;53;1989;2;1;47;0.12896286978437882;0.05739011449643205
531989;53;1989;2;1;42;0.6500615408907188;0.28928563953191727
322031;32;2031;1;1;40;0.05782358587518775;0.05475401586121327
531990;53;1990;1;1;46;0.20242667573585815;0.0570054952502811
531990;53;1990;1;1;42;0.7057936799050128;0.19875897344678126
531990;53;1990;2;1;46;0.1813697385873234;0.13029409979614154
531990;53;1990;2;1;47;0.2856042061320504;0.2051750376099846
531991;53;1991;1;1;46;0.788170620862157;0.07150072123536855
322030;32;2030;2;1;40;0.5539675368674866;0.02940741419174769
531991;53;1991;2;1;46;0.264926258593546;0.2408928601614835
322030;32;2030;1;1;40;0.05782358587518775;0.05475401586121327
531991;53;1991;2;1;47;0.06231309169442669;0.056660215425474295
531992;53;1992;1;1;46;0.8485905569068461;0.13694329934453836
531992;53;1992;2;1;47;0.2323974953263401;0.19489380227865805
531992;53;1992;2;1;46;0.28231298834446417;0.23675406507217622
531992;53;1992;2;1;42;0.22314960206445472;0.18713830956844146
531993;53;1993;1;1;46;0.07780512118877006;0.037561891357546874
322029;32;2029;2;1;40;0.5539675368674866;0.02940741419174769
531993;53;1993;1;1;42;0.7845870073387916;0.3787741922373117
322029;32;2029;1;1;40;0.05782358587518775;0.05475401586121327
531993;53;1993;2;1;42;0.013136412722364738;0.006794561441030581
531993;53;1993;2;1;47;0.15033797591844086;0.07775947938655672
531993;53;1993;2;1;46;0.15723742369228047;0.0813280884733224
532005;53;2005;1;1;47;4.505252311037598e-05;0.0
531994;53;1994;1;1;42;0.8623834229629697;0.21563142876458605
531994;53;1994;1;1;46;0.011177558998443417;0.002794850820130275
322028;32;2028;2;1;40;0.5539675368674866;0.02940741419174769
531994;53;1994;2;1;47;0.23274859681634472;0.17455184681154315
322028;32;2028;1;1;40;0.05782358587518775;0.05475401586121327
531994;53;1994;2;1;46;0.20826618134781769;0.15619104510148624
531994;53;1994;2;1;42;0.05000422207282951;0.03750110389741338
532003;53;2003;1;1;47;4.505252311037598e-05;0.0
531995;53;1995;1;1;46;0.4841705826115125;0.20321733023007674
531995;53;1995;2;1;47;0.30071207781392706;0.17449642610772137
322027;32;2027;2;1;40;0.5539675368674866;0.02940741419174769
531995;53;1995;2;1;42;0.06446114119594099;0.03740534415274478
531995;53;1995;2;1;46;0.47563523724515655;0.2760003842663552
531996;53;1996;1;1;46;0.20489237299929544;0.041108973535921835
532001;53;2001;1;1;47;4.505252311037598e-05;0.0
531996;53;1996;1;1;42;0.7183314768968684;0.14412381115755124
322027;32;2027;1;1;40;0.05782358587518775;0.05475401586121327
531996;53;1996;2;1;46;0.3488525737896457;0.2788598697473821
531996;53;1996;2;1;42;0.20215724600405097;0.16159703990939098
531996;53;1996;2;1;47;0.4382234018827046;0.350299610639974
531997;53;1997;1;1;47;0.00014965955147181733;4.831703668025466e-05
531997;53;1997;1;1;46;0.04912182177304081;0.015858799796389125
322026;32;2026;2;1;40;0.5539675368674866;0.02940741419174769
531997;53;1997;2;1;47;0.473733156071636;0.3207901460635085
322026;32;2026;1;1;40;0.05782358587518775;0.05475401586121327
531997;53;1997;2;1;46;0.43664530024159404;0.29567596831086995
531998;53;1998;1;1;46;0.41219770866427125;0.0711966356453203
531998;53;1998;2;1;46;0.3983759887094714;0.3295667024815032
322025;32;2025;2;1;40;0.5539675368674866;0.02940741419174769
531998;53;1998;2;1;47;0.300628175322458;0.2487023295129086
531998;53;1998;2;1;42;0.23525442728588467;0.19462022823199399
322025;32;2025;1;1;40;0.05782358587518775;0.05475401586121327
531999;53;1999;1;1;42;0.20944866465454176;0.085135928072079
531999;53;1999;1;1;47;8.975077404372906e-06;3.648156676483562e-06
531999;53;1999;2;1;47;0.15417642091886397;0.09150735256548718
531999;53;1999;2;1;46;0.35722431840916113;0.2120210824379917
322024;32;2024;2;1;40;0.5539675368674866;0.02940741419174769
531999;53;1999;2;1;42;0.14387178398577896;0.0853913068091041
532000;53;2000;1;1;46;0.24051521666394374;0.13394634680719844
532000;53;2000;1;1;47;4.505252311037598e-05;2.5090391239210143e-05
532000;53;2000;1;1;42;0.42744095226666096;0.23804794900734624
322024;32;2024;1;1;40;0.05782358587518775;0.05475401586121327
532000;53;2000;2;1;46;0.31024352933908733;0.13746449293572285
532000;53;2000;2;1;42;0.2557524792436073;0.11332028407222955
532000;53;2000;2;1;47;0.2749278951900769;0.12181663800273172
322023;32;2023;2;1;40;0.5539675368674866;0.02940741419174769
532001;53;2001;1;1;42;0.42744095226666096;0.02773421843599563
322023;32;2023;1;1;40;0.05782358587518775;0.05475401586121327
532001;53;2001;2;1;47;0.18857986975208768;0.16303797017705932
532001;53;2001;2;1;42;0.20936569532689636;0.1810084927711534
532001;53;2001;2;1;46;0.29093918529382673;0.2515333915419025
322022;32;2022;2;1;40;0.5539675368674866;0.02940741419174769
532002;53;2002;1;1;47;4.505252311037598e-05;3.9487840541249446e-05
532002;53;2002;2;1;46;0.2899479118528955;0.289936462435987
322022;32;2022;1;1;40;0.05782358587518775;0.05475401586121327
532002;53;2002;2;1;47;0.2354029291933792;0.23539363364004826
532002;53;2002;2;1;42;0.20408932440578914;0.20408126535909082
532002;53;2002;1;1;46;0.24051521666394374;0.0
532003;53;2003;2;1;47;0.2756774431482691;0.2756774431482691
532003;53;2003;2;1;42;0.22199993289205053;0.22199993289205053
532003;53;2003;2;1;46;0.24683970486690102;0.24683970486690102
322021;32;2021;2;1;40;0.5539675368674866;0.02940741419174769
532004;53;2004;1;1;47;4.505252311037598e-05;0.00013063454545893976
532004;53;2004;2;1;46;0.3228108438544436;0.3227686736065875
322021;32;2021;1;1;40;0.05782358587518775;0.05475401586121327
532004;53;2004;2;1;47;0.23585934243795248;0.23582853105996085
532004;53;2004;2;1;42;0.20753286161359502;0.20750575065255034
532048;53;2048;1;1;46;0.24051521666394374;0.0
532005;53;2005;2;1;47;0.2931816332820648;0.2931816332820648
532005;53;2005;2;1;42;0.18218284628202921;0.18218284628202921
532005;53;2005;2;1;46;0.3239260675492206;0.3239260675492206
322020;32;2020;2;1;40;0.5539675368674866;0.02940741419174769
532047;53;2047;1;1;46;0.24051521666394374;0.0
532006;53;2006;2;1;46;0.2765312369366375;0.2765312369366375
322020;32;2020;1;1;40;0.05782358587518775;0.05475401586121327
532006;53;2006;2;1;47;0.2892755155380701;0.2892755155380701
532006;53;2006;2;1;42;0.21192691737380775;0.21192691737380775
532046;53;2046;1;1;46;0.24051521666394374;0.0
532007;53;2007;2;1;47;0.34433427828441504;0.34433427828441504
532007;53;2007;2;1;42;0.17176665436954;0.17176665436954
532007;53;2007;2;1;46;0.3434442953004265;0.3434442953004265
322019;32;2019;2;1;40;0.5539675368674866;0.02940741419174769
532045;53;2045;1;1;46;0.24051521666394374;0.0
532008;53;2008;2;1;46;0.22894274583804158;0.22894274583804158
322019;32;2019;1;1;40;0.05782358587518775;0.05475401586121327
532008;53;2008;2;1;47;0.17004338311322678;0.17004338311322678
532008;53;2008;2;1;42;0.32369731767497145;0.32369731767497145
532044;53;2044;1;1;46;0.24051521666394374;0.0
532009;53;2009;2;1;47;0.39448899274637056;0.39448899274637056
532009;53;2009;2;1;42;0.18714508141972475;0.18714508141972475
532009;53;2009;2;1;46;0.24897295499151287;0.24897295499151287
322018;32;2018;2;1;40;0.5539675368674866;0.02940741419174769
532043;53;2043;1;1;46;0.24051521666394374;0.0
532010;53;2010;2;1;46;0.25493313314998345;0.25493313314998345
322018;32;2018;1;1;40;0.05782358587518775;0.05475401586121327
532010;53;2010;2;1;47;0.3485300703743359;0.3485300703743359
532010;53;2010;2;1;42;0.1838607543366257;0.1838607543366257
532042;53;2042;1;1;46;0.24051521666394374;0.0
532011;53;2011;2;1;47;0.275255116470717;0.275255116470717
532011;53;2011;2;1;42;0.1869942841365447;0.1869942841365447
532011;53;2011;2;1;46;0.27380695466085764;0.27380695466085764
322017;32;2017;2;1;40;0.5539675368674866;0.02940741419174769
541980;54;1980;1;1;46;0.297029702970297;0.25210084033613445
541980;54;1980;1;1;42;0.39603960396039606;0.33613445378151263
541980;54;1980;1;1;47;0.039603960396039604;0.03361344537815126
541980;54;1980;1;1;41;0.26732673267326734;0.226890756302521
541980;54;1980;2;1;47;0.05555555555555555;0.008403361344537815
541980;54;1980;2;1;41;0.2777777777777778;0.04201680672268908
541980;54;1980;2;1;46;0.2777777777777778;0.04201680672268908
541980;54;1980;2;1;42;0.3888888888888889;0.058823529411764705
541981;54;1981;1;1;47;0.0389326334208224;0.03308550185873606
541981;54;1981;1;1;41;0.2694663167104112;0.22899628252788104
541981;54;1981;1;1;46;0.2974628171478565;0.2527881040892193
541981;54;1981;1;1;42;0.39413823272090986;0.3349442379182156
541981;54;1981;2;1;42;0.3935643564356436;0.05910780669144981
541981;54;1981;2;1;47;0.039603960396039604;0.005947955390334572
541981;54;1981;2;1;41;0.2698019801980198;0.040520446096654276
541981;54;1981;2;1;46;0.297029702970297;0.04460966542750929
541982;54;1982;1;1;42;0.3939393939393939;0.3349008382743815
541982;54;1982;1;1;47;0.03872053872053872;0.03291760376201186
541982;54;1982;1;1;41;0.2696007696007696;0.22919648333674095
541982;54;1982;1;1;46;0.29773929773929775;0.2531179717849111
541982;54;1982;2;1;46;0.29740791268758526;0.0445716622367614
541982;54;1982;2;1;42;0.3942701227830832;0.0590881210386424
541982;54;1982;2;1;47;0.03819918144611187;0.0057248006542629315
541982;54;1982;2;1;41;0.27012278308321963;0.04048251891228787
541983;54;1983;1;1;46;0.29768023336574523;0.25304050064942735
541983;54;1983;1;1;42;0.3939436032782331;0.3348683433699374
541983;54;1983;1;1;47;0.03875538269204056;0.03294367693942614
541983;54;1983;1;1;41;0.2696207806639811;0.2291888062345023
541983;54;1983;2;1;47;0.03858267716535433;0.005785807061046169
541983;54;1983;2;1;41;0.2700787401574803;0.040500649427323177
541983;54;1983;2;1;46;0.29763779527559053;0.044633368756641874
541983;54;1983;2;1;42;0.3937007874015748;0.0590388475616956
541984;54;1984;1;1;42;0.3939393939393939;0.3348545792079208
541984;54;1984;1;1;47;0.03876603876603876;0.03295173267326733
541984;54;1984;1;1;41;0.2696332696332696;0.2291924504950495
541984;54;1984;1;1;46;0.2976612976612977;0.25301670792079206
541984;54;1984;2;1;46;0.29757607013924703;0.04463180693069307
541984;54;1984;2;1;42;0.39401753481175866;0.059096534653465344
541984;54;1984;2;1;47;0.038679731820526045;0.005801361386138614
541984;54;1984;2;1;41;0.2697266632284683;0.04045482673267327
541985;54;1985;1;1;46;0.2976527536761348;0.2530083068084776
541985;54;1985;1;1;42;0.3939172527171431;0.3348342519990684
541985;54;1985;1;1;47;0.03872499771668646;0.032916699014051705
541985;54;1985;1;1;41;0.2697049958900356;0.22925238723701577
541985;54;1985;2;1;47;0.03881987577639751;0.005822529306730844
541985;54;1985;2;1;41;0.2696687370600414;0.04044717025075693
541985;54;1985;2;1;46;0.2976190476190476;0.044639391351603136
541985;54;1985;2;1;42;0.39389233954451347;0.05907926403229563
541986;54;1986;1;1;47;0.03869278510473235;0.03288822947576657
541986;54;1986;1;1;41;0.26968580294802175;0.22922848664688428
541986;54;1986;1;1;46;0.2976144297905353;0.2529673590504451
541986;54;1986;1;1;42;0.39400698215671065;0.33489943949884604
541986;54;1986;2;1;42;0.39395604395604394;0.059099901088031655
541986;54;1986;2;1;47;0.038461538461538464;0.005769864820309925
541986;54;1986;2;1;41;0.26978021978021977;0.04047148038245961
541986;54;1986;2;1;46;0.2978021978021978;0.04467523903725684
541987;54;1987;1;1;42;0.3939853972384877;0.3348694316436252
541987;54;1987;1;1;47;0.03874792163666595;0.03293394777265745
541987;54;1987;1;1;41;0.26964505168799247;0.22918586789554532
541987;54;1987;1;1;46;0.2976216294368539;0.2529646697388633
541987;54;1987;2;1;46;0.2977067977067977;0.04466973886328725
541987;54;1987;2;1;42;0.3939393939393939;0.05910906298003072
541987;54;1987;2;1;47;0.038902538902538905;0.005837173579109063
541987;54;1987;2;1;41;0.26945126945126946;0.04043010752688172
541988;54;1988;1;1;46;0.2976523197316937;0.2529991685473334
541988;54;1988;1;1;42;0.39393515930687534;0.3348378667300154
541988;54;1988;1;1;47;0.03870877585243153;0.032901769806390306
541988;54;1988;1;1;41;0.2697037451089994;0.2292433780734054
541988;54;1988;2;1;47;0.038796516231195566;0.005820168666112365
541988;54;1988;2;1;41;0.2695961995249406;0.04044423328186245
541988;54;1988;2;1;46;0.2977038796516231;0.044660886090984675
541988;54;1988;2;1;42;0.3939034045922407;0.05909252880389595
541989;54;1989;1;1;47;0.03873086695172585;0.032920726889649726
541989;54;1989;1;1;41;0.2696907727582574;0.22923360547800894
541989;54;1989;1;1;46;0.2976389663506228;0.2529892020015802
541989;54;1989;1;1;42;0.3939393939393939;0.3348432973400053
541989;54;1989;2;1;42;0.39396067415730335;0.05909928891229918
541989;54;1989;2;1;47;0.038623595505617975;0.0057940479325783514
541989;54;1989;2;1;41;0.2696629213483146;0.04045298920200158
541989;54;1989;2;1;46;0.29775280898876405;0.04466684224387674
541990;54;1990;1;1;42;0.39394424863825694;0.33485395247497785
541990;54;1990;1;1;47;0.03868952258891381;0.03288622591407367
541990;54;1990;1;1;41;0.2697052226850368;0.22925035745897732
541990;54;1990;1;1;46;0.2976610060877924;0.2530128685231838
541990;54;1990;2;1;46;0.29777576032682707;0.04466535030979778
541990;54;1990;2;1;42;0.3940081706763504;0.05909988425137877
541990;54;1990;2;1;47;0.03858374943259192;0.005787431061482944
541990;54;1990;2;1;41;0.2696323195642306;0.040443930006127865
541991;54;1991;1;1;46;0.2976602664987934;0.2529873372570002
541991;54;1991;1;1;42;0.3939775469520512;0.33484929552345283
541991;54;1991;1;1;47;0.03871576959395656;0.03290529695024077
541991;54;1991;1;1;41;0.2696464169551988;0.22917781344747637
541991;54;1991;2;1;47;0.038621509209744505;0.005796326021045122
541991;54;1991;2;1;41;0.2697563874034462;0.04048510790083824
541991;54;1991;2;1;46;0.2976827094474153;0.04467629748528625
541991;54;1991;2;1;42;0.3939393939393939;0.059122525414660246
541992;54;1992;1;1;42;0.3939748692733942;0.33485903814262025
541992;54;1992;1;1;47;0.0387106844610942;0.032902155887230514
541992;54;1992;1;1;41;0.26964801373604935;0.22918739635157545
541992;54;1992;1;1;46;0.2976664325294623;0.2530016583747927
541992;54;1992;2;1;46;0.2975243147656941;0.044643449419568826
541992;54;1992;2;1;42;0.39389920424403185;0.0591044776119403
541992;54;1992;2;1;47;0.038903625110521665;0.005837479270315091
541992;54;1992;2;1;41;0.2696728558797524;0.04046434494195688
541993;54;1993;1;1;46;0.297643512809974;0.2529839883551674
541993;54;1993;1;1;42;0.39395807644882863;0.3348471615720524
541993;54;1993;1;1;47;0.03870393204548568;0.03289665211062591
541993;54;1993;1;1;41;0.2696944786957117;0.22922852983988354
541993;54;1993;2;1;47;0.038804811796662786;0.005822416302765648
541993;54;1993;2;1;41;0.26969344198680634;0.04046579330422125
541993;54;1993;2;1;46;0.2976329064804036;0.044657933042212515
541993;54;1993;2;1;42;0.3938688397361273;0.05909752547307132
541994;54;1994;1;1;47;0.03874908380161251;0.03177465240213167
541994;54;1994;1;1;41;0.2696799413633032;0.22114036142164523
541994;54;1994;1;1;46;0.2976301001710237;0.2440597828264615
541994;54;1994;1;1;42;0.3939408746640606;0.323035621268582
541994;54;1994;2;1;42;0.39403383793410507;0.07092198581560284
541994;54;1994;2;1;47;0.03873552983081033;0.006971991825940618
541994;54;1994;2;1;41;0.2695903829029386;0.0485234603518051
541994;54;1994;2;1;46;0.29764024933214606;0.05357214408783107
541995;54;1995;1;1;42;0.39398045098228973;0.31125043006231123
541995;54;1995;1;1;47;0.03871092615890835;0.030582208800030583
541995;54;1995;1;1;41;0.2696699893544953;0.21304331205321303
541995;54;1995;1;1;46;0.2976386335043066;0.23513895791123515
541995;54;1995;2;1;46;0.2976515565264883;0.0625023892350625
541995;54;1995;2;1;42;0.3939559439286364;0.08272487480408272
541995;54;1995;2;1;47;0.038776624795193886;0.008142513093008142
541995;54;1995;2;1;41;0.2696158747496814;0.056615314041056616
541996;54;1996;1;1;46;0.29765149318643086;0.2292029470864032
541996;54;1996;1;1;42;0.3939692664540447;0.3033712882339808
541996;54;1996;1;1;47;0.03873586546825167;0.029828086626479126
541996;54;1996;1;1;41;0.2696433748912728;0.20763563295378432
541996;54;1996;2;1;47;0.03864077669902913;0.008885912033936147
541996;54;1996;2;1;41;0.2697087378640777;0.06202277294038848
541996;54;1996;2;1;46;0.29766990291262135;0.06845277963831212
541996;54;1996;2;1;42;0.39398058252427187;0.09060058048671578
541997;54;1997;1;1;47;0.03874037154508382;0.02866802648858588
541997;54;1997;1;1;41;0.2696722549463827;0.1995585235686943
541997;54;1997;1;1;46;0.2976514121733877;0.22026320936600632
541997;54;1997;1;1;42;0.39393596133514575;0.29151415239319345
541997;54;1997;2;1;42;0.3939817302525524;0.10243370868143843
541997;54;1997;2;1;47;0.03868887694787748;0.010058956662661711
541997;54;1997;2;1;41;0.2696399785061795;0.0701053396294951
541997;54;1997;2;1;46;0.29768941429339063;0.07739808320992483
541998;54;1998;1;1;42;0.39396509936984975;0.2797160679716068
541998;54;1998;1;1;47;0.03871788657295201;0.027489782748978276
541998;54;1998;1;1;41;0.2696921958313136;0.19148203914820391
541998;54;1998;1;1;46;0.29762481822588466;0.21131426113142612
541998;54;1998;2;1;46;0.297581961133363;0.08629812862981286
541998;54;1998;2;1;42;0.39400682391336594;0.11426113142611315
541998;54;1998;2;1;47;0.03871829105473965;0.011228221122822112
541998;54;1998;2;1;41;0.2696929238985314;0.07821036782103678
541999;54;1999;1;1;46;0.29765314092312267;0.20240774931080704
541999;54;1999;1;1;42;0.39394502919626584;0.26788740231164165
541999;54;1999;1;1;47;0.038717595864172276;0.026328435215862818
541999;54;1999;1;1;41;0.26968423401643915;0.18338855307417992
541999;54;1999;2;1;47;0.03872905469490989;0.012392827335036292
541999;54;1999;2;1;41;0.26968068289598485;0.08629454462682415
541999;54;1999;2;1;46;0.2976604489408789;0.09524773008927893
541999;54;1999;2;1;42;0.39392981346822636;0.12605275803636914
542000;54;2000;1;1;42;0.3939780747860039;0.2600292390415541
542000;54;2000;1;1;47;0.038707013065024776;0.025546993086701192
542000;54;2000;1;1;41;0.2696726235170446;0.17798647074856902
542000;54;2000;1;1;46;0.2976422886319267;0.19644671308571005
542000;54;2000;2;1;46;0.2976459441731652;0.10119681839581733
542000;54;2000;2;1;42;0.39399460680708404;0.13395445647595214
542000;54;2000;2;1;47;0.038699803221339556;0.013157568699358227
542000;54;2000;2;1;41;0.2696596457984112;0.09168174046633794
542001;54;2001;1;1;46;0.29764247728319587;0.18752143516686454
542001;54;2001;1;1;42;0.39395335203718435;0.2481994459833795
542001;54;2001;1;1;47;0.03873372136845191;0.024403113045772324
542001;54;2001;1;1;41;0.26967044931116785;0.1698984302862419
542001;54;2001;2;1;47;0.038719338277239015;0.014325286901464188
542001;54;2001;2;1;41;0.2696805476326298;0.09977575517741723
542001;54;2001;2;1;46;0.29763262977752425;0.11011739876005804
542001;54;2001;2;1;42;0.393967484312607;0.14575913467880228
542002;54;2002;1;1;47;0.038735574510787754;0.023241111479061927
542002;54;2002;1;1;41;0.2696939287506272;0.16181473341963454
542002;54;2002;1;1;46;0.2976417461113899;0.17858325556191107
542002;54;2002;1;1;42;0.3939287506271952;0.23635487852605594
542002;54;2002;2;1;42;0.3939188680665312;0.15756991901737064
542002;54;2002;2;1;47;0.03875968992248062;0.015504109341602191
542002;54;2002;2;1;41;0.269662075713103;0.10786645392419544
542002;54;2002;2;1;46;0.29765936629788514;0.11906553873016829
542003;54;2003;1;1;42;0.3939553450015353;0.23243956726538642
542003;54;2003;1;1;47;0.03873316664473395;0.02285314974895181
542003;54;2003;1;1;41;0.26968460762381014;0.1591179667684663
542003;54;2003;1;1;46;0.2976268807299206;0.17560432734613593
