# File: Rt_Nfert_bilateral_trade.csv
# Title: Nitrogenous fertilizer bilateral trade data (~2021)
# Source: Chatham House (2025) - https://resourcetrade.earth/
# Units: Value (1000 USD) Weight (1000 kg)
# Column types: icccicccciinnnnnnnnnnn
# ----------
Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m_)
616,POL,Poland,Europe,104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,117.366,315,,,,,,,445.17746,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,6.4,8.285,,,,,,,11.708874,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,0.6238353,1.8134117,,,,,,,2.5628254,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,2.1791978,4.1995435,,,,,,,5.9350543,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,42.457596,20.486292,,,,,,,28.952494,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,0.053,0.15,,,,,,,0.3138405,,
616,POL,Poland,Europe,112,BLR,Belarus,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,734.81384,4528.967,,,,,,,6400.6157,,
616,POL,Poland,Europe,120,CMR,Cameroon,Sub-Saharan Africa,"Ammonium sulphate, in packs > 10 kg",310221,2017,3087.9443,13791.4,,,,,,,19490.86,,
616,POL,Poland,Europe,120,CMR,Cameroon,Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,1233.778,7590.22,,,,,,,10726.968,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,181.19925,677.788,,,,,,,957.8919,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,,,,,,90.50369,,16.62,,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Ammonium sulphate, in packs > 10 kg",310221,2017,467.8554,1344.832,,,,,,,1900.5997,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,339.989,1560.7,,,,,,,2205.6775,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,2514.07,16120.6,,,,,,,22782.627,,
616,POL,Poland,Europe,124,CAN,Canada,Northern America,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,3243.8394,10346.2,,,,,,,14621.89,,
616,POL,Poland,Europe,152,CHL,Chile,Latin America and the Caribbean,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,276.2685,1134,,,,,,,1602.6388,,
616,POL,Poland,Europe,152,CHL,Chile,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,27.979,8,,,,,,,11.306094,,
616,POL,Poland,Europe,152,CHL,Chile,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.22859,0.003,,,,,,,0.004239786,,
616,POL,Poland,Europe,156,CHN,China,China,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,46.347485,114.07143,,,,,,,161.21278,,
616,POL,Poland,Europe,156,CHN,China,China,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,520.9213,821.542,,,,,,,1161.0538,,
616,POL,Poland,Europe,156,CHN,China,China,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,8.947,6.7,,,,,,,9.468854,,
616,POL,Poland,Europe,170,COL,Colombia,Latin America and the Caribbean,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,33.44066,105.00001,,,,,,,148.3925,,
616,POL,Poland,Europe,170,COL,Colombia,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,87.653595,200.23787,,,,,,,282.98853,,
616,POL,Poland,Europe,191,HRV,Croatia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,87.282,263.22,,,,,,,371.99878,,
616,POL,Poland,Europe,191,HRV,Croatia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,367.98328,2188.569,,,,,,,3093.021,,
616,POL,Poland,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,17.77779,41.45,,,,,,,58.5797,,
616,POL,Poland,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,7.199,14.9,,,,,,,21.0576,,
616,POL,Poland,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1.141,4.005,,,,,,,5.6601133,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,3424.1282,10994.848,,,,,,,15538.598,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,4439.9844,23054.781,,,,,,,32582.441,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,201.16508,998.8508,,,,,,,1411.6377,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,1913.8102,9541.982,,,,,,,13485.319,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,22.505,84.39,,,,,,,119.26516,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,5080.83,32573.965,,,,,,,46035.54,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,36.831,43.755,,,,,,,91.54727,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,4011.9797,26271.713,,,,,,,37128.81,,
616,POL,Poland,Europe,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,18450.465,77426.19,,,,,,,109423.47,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,846.478,4077.6,,,,,,,5762.7163,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,11068.099,56417.54,,,,,,,79732.75,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,716.9375,1820.57,,,,,,,2572.942,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,795.64655,4534.987,,,,,,,6409.1235,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,8.178108,40.180553,,,,,,,56.78564,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,135.21092,353.9513,,,,,,,500.22583,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,13.2,26,,,,,,,54.399017,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,30.75635,242.279,,,,,,,342.40366,,
616,POL,Poland,Europe,208,DNK,Denmark,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,273.21326,774.7338,,,,,,,1094.9017,,
616,POL,Poland,Europe,214,DOM,Dominican Republic,Latin America and the Caribbean,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,135.9907,337.5,,,,,,,476.97586,,
616,POL,Poland,Europe,214,DOM,Dominican Republic,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,224.365,652.5,,,,,,,922.1533,,
616,POL,Poland,Europe,214,DOM,Dominican Republic,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,23.121,63,,,,,,,89.03549,,
616,POL,Poland,Europe,218,ECU,Ecuador,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,232.8804,635.6165,,,,,,,898.29254,,
616,POL,Poland,Europe,218,ECU,Ecuador,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,17.411,12.95,,,,,,,18.301739,,
616,POL,Poland,Europe,222,SLV,El Salvador,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,67.40903,191.77277,,,,,,,271.02512,,
616,POL,Poland,Europe,222,SLV,El Salvador,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,75.25262,181.232,,,,,,,256.12823,,
616,POL,Poland,Europe,231,ETH,Ethiopia,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,37.01418,63,,,,,,,89.03549,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,1214.9508,5504.041,,,,,,,7778.651,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,2.29466,3.6,,,,,,,5.0877423,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,6.581006,24,,,,,,,33.91828,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,5.404778,24,,,,,,,33.91828,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,5.013148,13.502792,,,,,,,19.082981,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,23.764,16.96,,,,,,,23.968918,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,7.202081,5.3333,,,,,,,7.537349,,
616,POL,Poland,Europe,233,EST,Estonia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,34.929592,288.49426,,,,,,,407.71793,,
616,POL,Poland,Europe,246,FIN,Finland,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,638.2156,2925,,,,,,,4133.7905,,
616,POL,Poland,Europe,246,FIN,Finland,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,13.23,45.45,,,,,,,64.23275,,
616,POL,Poland,Europe,246,FIN,Finland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,6.1546,18.750206,,,,,,,26.49895,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,7623.235,35831.797,,,,,,,50639.707,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,1941.7255,9104.928,,,,,,,12867.646,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,1154.3876,5888.82,,,,,,,8322.444,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,658.875,4388.1,,,,,,,6201.534,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,29.721,90,,,,,,,127.19356,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,1155.1006,5941.9844,,,,,,,8397.579,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,432.03775,809.69653,,,,,,,1694.1036,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,2856.6353,15874.4,,,,,,,22434.684,,
616,POL,Poland,Europe,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,2765.4744,15133.941,,,,,,,21388.22,,
616,POL,Poland,Europe,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,2.007117,1.771,,,,,,,2.5028865,,
616,POL,Poland,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.99538124,4.36,,,,,,,6.1618214,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,1219.7405,2423.9937,,,,,,,3425.7375,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,33205.92,184766.62,,,,,,,261123.61,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,3794.2388,20823.604,,,,,,,29429.203,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,14916.299,76881.805,,,,,,,108654.12,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,21.687914,60.897453,,,,,,,86.06404,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,4805.9775,13160.023,,,,,,,18598.559,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,149.7471,264.87488,,,,,,,554.18976,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,4144.991,25963.318,,,,,,,36692.965,,
616,POL,Poland,Europe,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,17168.686,95364.28,,,,,,,134774.69,,
616,POL,Poland,Europe,288,GHA,Ghana,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,6.7913094,11.999999,,,,,,,16.95914,,
616,POL,Poland,Europe,300,GRC,Greece,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,16.067413,41.55,,,,,,,58.721027,,
616,POL,Poland,Europe,300,GRC,Greece,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,97.951096,31.449486,,,,,,,44.446358,,
616,POL,Poland,Europe,300,GRC,Greece,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,48.597435,102.766754,,,,,,,145.23633,,
616,POL,Poland,Europe,320,GTM,Guatemala,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,12.311,31.908,,,,,,,45.094357,,
616,POL,Poland,Europe,320,GTM,Guatemala,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,52.19,30.676,,,,,,,43.353218,,
616,POL,Poland,Europe,340,HND,Honduras,Latin America and the Caribbean,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,57.418,16.25,,,,,,,22.965504,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,689.084,2640.6677,,,,,,,3731.9548,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,450.05887,2128.905,,,,,,,3008.7002,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,59.389866,813.36755,,,,,,,1149.5012,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,316.01965,1639.1367,,,,,,,2316.5293,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,164.3068,708.03796,,,,,,,1000.643,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,195.53206,936.1036,,,,,,,1322.9594,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,3.145473,13.548748,,,,,,,28.347637,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,35.983,454.358,,,,,,,642.1268,,
616,POL,Poland,Europe,348,HUN,Hungary,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,4256.5625,14952.886,,,,,,,21132.342,,
616,POL,Poland,Europe,352,ISL,Iceland,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,131.18896,143.1233,,,,,,,202.27069,,
616,POL,Poland,Europe,360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,1676.0732,354.96194,,,,,,,501.65414,,
616,POL,Poland,Europe,364,IRN,Iran,Central and Southern Asia,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,26.856,42,,,,,,,59.356995,,
616,POL,Poland,Europe,364,IRN,Iran,Central and Southern Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,142.7617,401.73575,,,,,,,567.75775,,
616,POL,Poland,Europe,364,IRN,Iran,Central and Southern Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,124.75414,275.65823,,,,,,,389.57724,,
616,POL,Poland,Europe,368,IRQ,Iraq,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,59.707,147,,,,,,,207.74948,,
616,POL,Poland,Europe,372,IRL,Ireland,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,643.192,4400,,,,,,,6218.3516,,
616,POL,Poland,Europe,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,33.390625,100.00633,,,,,,,141.33513,,
616,POL,Poland,Europe,376,ISR,Israel,Northern Africa and Western Asia,"Ammonium sulphate, in packs > 10 kg",310221,2017,0.861,4.645,,,,,,,6.564601,,
616,POL,Poland,Europe,376,ISR,Israel,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,22.30885,63.040028,,,,,,,89.092064,,
616,POL,Poland,Europe,376,ISR,Israel,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,346.369,177.525,,,,,,,250.88928,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,42.746,192,,,,,,,271.34625,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,64.23404,264,,,,,,,373.1011,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,0.03874562,0.007,,,,,,,0.009892833,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,29.49654,117.85112,,,,,,,166.55449,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,52.916035,139,,,,,,,196.44339,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,211.02939,205.06091,,,,,,,289.80475,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,228.939,418,,,,,,,874.56885,,
616,POL,Poland,Europe,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,5397.1104,16818.383,,,,,,,23768.777,,
616,POL,Poland,Europe,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Ammonium sulphate, in packs > 10 kg",310221,2017,116.33607,487.56,,,,,,,689.0499,,
616,POL,Poland,Europe,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,84.476,487.56,,,,,,,689.0499,,
616,POL,Poland,Europe,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,0.904057,2.4,,,,,,,3.3918283,,
616,POL,Poland,Europe,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,1.717549,0.755,,,,,,,1.0670127,,
616,POL,Poland,Europe,388,JAM,Jamaica,Latin America and the Caribbean,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,23.686026,67.38856,,,,,,,95.23767,,
616,POL,Poland,Europe,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,99.82621,234.45724,,,,,,,331.34946,,
616,POL,Poland,Europe,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,15.174928,19.394554,,,,,,,27.409582,,
616,POL,Poland,Europe,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Urea, including aqueous solution in packs > 10 kg",310210,2017,46.97973,139.40627,,,,,,,197.01755,,
616,POL,Poland,Europe,398,KAZ,Kazakhstan,Central and Southern Asia,"Ammonium sulphate, in packs > 10 kg",310221,2017,2.233,4.2,,,,,,,5.935699,,
616,POL,Poland,Europe,398,KAZ,Kazakhstan,Central and Southern Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,,,,,9.896,,1.38,,,,
616,POL,Poland,Europe,398,KAZ,Kazakhstan,Central and Southern Asia,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,3.7228,1.714,,,,,,,2.4223306,,
616,POL,Poland,Europe,398,KAZ,Kazakhstan,Central and Southern Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,7.763674,43.599995,,,,,,,61.618206,,
616,POL,Poland,Europe,400,JOR,Jordan,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,32.451378,80.04029,,,,,,,113.11788,,
616,POL,Poland,Europe,400,JOR,Jordan,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,169.7504,352.96863,,,,,,,498.83707,,
616,POL,Poland,Europe,404,KEN,Kenya,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,178.244,48.65,,,,,,,68.75519,,
616,POL,Poland,Europe,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,399.35318,1132.3533,,,,,,,1600.3116,,
616,POL,Poland,Europe,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,126.87857,238.91643,,,,,,,337.65146,,
616,POL,Poland,Europe,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.094,0.0085,,,,,,,0.012012726,,
616,POL,Poland,Europe,414,KWT,Kuwait,Northern Africa and Western Asia,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,30.655596,62.5,,,,,,,88.32886,,
616,POL,Poland,Europe,414,KWT,Kuwait,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,58.586437,167.97173,,,,,,,237.38802,,
616,POL,Poland,Europe,414,KWT,Kuwait,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,9.191,21,,,,,,,29.678497,,
616,POL,Poland,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,36.387165,104.21858,,,,,,,147.28813,,
616,POL,Poland,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,298.4936,633.12964,,,,,,,894.7779,,
616,POL,Poland,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.808847,1.021,,,,,,,1.4429404,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,1071.2856,5907.0527,,,,,,,8348.212,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,927.701,6000,,,,,,,8479.57,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,52.501,29.66,,,,,,,41.917343,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Sodium nitrate, in packs > 10 kg",310250,2017,50.916,74.05,,,,,,,154.93259,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,0.575256,1.686,,,,,,,2.3827593,,
616,POL,Poland,Europe,428,LVA,Latvia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,101.54752,237.92755,,,,,,,336.2539,,
616,POL,Poland,Europe,434,LBY,Libya,Northern Africa and Western Asia,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,11.812975,33.75,,,,,,,47.697586,,
616,POL,Poland,Europe,434,LBY,Libya,Northern Africa and Western Asia,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,12.09584,32.25,,,,,,,45.577694,,
616,POL,Poland,Europe,440,LTU,Lithuania,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,3527.7227,15803.592,,,,,,,22334.611,,
616,POL,Poland,Europe,440,LTU,Lithuania,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,57.24988,248.16579,,,,,,,350.7232,,
616,POL,Poland,Europe,440,LTU,Lithuania,Europe,"Ammonium sulphate, in packs > 10 kg",310221,2017,3333.8672,17335.812,,,,,,,24500.041,,
616,POL,Poland,Europe,440,LTU,Lithuania,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,1427.0386,9093.791,,,,,,,12851.907,,
616,POL,Poland,Europe,440,LTU,Lithuania,Europe,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,96.263054,284.66553,,,,,,,402.30692,,
