# File: Rt_Nfert_bilateral_trade.csv
# Title: Nitrogenous fertilizer bilateral trade data (~2021)
# Source: Chatham House (2025) - https://resourcetrade.earth/
# Units: Value (1000 USD) Weight (1000 kg)
# Column types: icccicccciinnnnnnnnnnn
# ----------
Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m_)
4,AFG,Afghanistan,Central and Southern Asia,276,DEU,Germany,Europe,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2017,,,,,,1.088744,,25.7,,,
4,AFG,Afghanistan,Central and Southern Asia,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,9.543,24,,,,,,,33.91828,,
4,AFG,Afghanistan,Central and Southern Asia,508,MOZ,Mozambique,Sub-Saharan Africa,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,,,,,,10.330397,,34,,,
4,AFG,Afghanistan,Central and Southern Asia,762,TJK,Tajikistan,Central and Southern Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2021,109.25,254.24106,,,,,,,359.30917,,
8,ALB,Albania,Europe,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1.600424,3.702,,,,,,,5.231895,,
8,ALB,Albania,Europe,36,AUS,Australia,Australia and New Zealand,"Urea, including aqueous solution in packs > 10 kg",310210,2018,8021.2305,23458.76,,,,,,,33153.367,,
8,ALB,Albania,Europe,36,AUS,Australia,Australia and New Zealand,"Urea, including aqueous solution in packs > 10 kg",310210,2019,3172.6785,10249.7,,,,,,,14485.51,,
8,ALB,Albania,Europe,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4.312218,12,,,,,,,16.95914,,
8,ALB,Albania,Europe,466,MLI,Mali,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2019,17.94884,50,,,,,,,70.663086,,
8,ALB,Albania,Europe,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2019,8.627,24,,,,,,,33.91828,,
8,ALB,Albania,Europe,686,SEN,Senegal,Sub-Saharan Africa,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2020,,,,,,7.675677,,48,,,
8,ALB,Albania,Europe,688,SRB,Serbia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,243.61847,800.72,,,,,,,1131.627,,
8,ALB,Albania,Europe,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,21.052778,24,,,,,,,33.91828,,
8,ALB,Albania,Europe,688,SRB,Serbia,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2021,615.91235,1131.9,,,,,,,1599.671,,
8,ALB,Albania,Europe,784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2021,0.019986,0.06,,,,,,,0.084795706,,
8,ALB,Albania,Europe,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2021,435.095,952,,,,,,,1345.4252,,
12,DZA,Algeria,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,11900.113,44609.07,,,,,,,63044.293,,
12,DZA,Algeria,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,90275.59,371487.56,,,,,,,525009.2,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2017,1.700595,3.39,,,,,,,4.7909575,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2017,102.13431,207.767,,,,,,,293.62915,,
12,DZA,Algeria,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1755.754,7600,,,,,,,10740.789,,
12,DZA,Algeria,Northern Africa and Western Asia,188,CRI,Costa Rica,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,900.94855,3899.87,,,,,,,5511.537,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,680.5396,3174.1157,,,,,,,4485.8564,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,61269.516,236355.98,,,,,,,334032.88,,
12,DZA,Algeria,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.025976,0.085,,,,,,,0.12012725,,
12,DZA,Algeria,Northern Africa and Western Asia,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,2542.1772,9736.727,,,,,,,13760.543,,
12,DZA,Algeria,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,1565.2552,5608.874,,,,,,,7926.807,,
12,DZA,Algeria,Northern Africa and Western Asia,450,MDG,Madagascar,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2017,10.262778,21,,,,,,,29.678497,,
12,DZA,Algeria,Northern Africa and Western Asia,484,MEX,Mexico,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2017,13632.258,56064.46,,,,,,,79233.76,,
12,DZA,Algeria,Northern Africa and Western Asia,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,3066.665,13389.414,,,,,,,18922.746,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2017,4481.851,24391.459,,,,,,,34471.516,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,68698.16,274784.53,,,,,,,388342.47,,
12,DZA,Algeria,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2017,7485.0566,32400,,,,,,,45789.68,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2017,472.7576,2610.18,,,,,,,3688.8674,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2017,5697.765,18960.117,,,,,,,26795.61,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2017,52854.78,208622.58,,,,,,,294838.3,,
12,DZA,Algeria,Northern Africa and Western Asia,32,ARG,Argentina,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,66291.49,221400,,,,,,,312896.16,,
12,DZA,Algeria,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,1349.8046,4863.102,,,,,,,6872.8364,,
12,DZA,Algeria,Northern Africa and Western Asia,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,157.12486,410,,,,,,,579.4373,,
12,DZA,Algeria,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,315358,1056986,,,,,,,1493797.9,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2018,12158.369,36950.562,,,,,,,52220.816,,
12,DZA,Algeria,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,17281.383,56426.094,,,,,,,79744.84,,
12,DZA,Algeria,Northern Africa and Western Asia,188,CRI,Costa Rica,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,1305.2034,4350,,,,,,,6147.6885,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2018,610.0384,2889.487,,,,,,,4083.6016,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,1667.1594,9165.575,,,,,,,12953.357,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,115297.055,408664.97,,,,,,,577550.56,,
12,DZA,Algeria,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,2756.932,12000,,,,,,,16959.14,,
12,DZA,Algeria,Northern Africa and Western Asia,320,GTM,Guatemala,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,977.795,3250,,,,,,,4593.1006,,
12,DZA,Algeria,Northern Africa and Western Asia,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,24131.129,67414,,,,,,,95273.63,,
12,DZA,Algeria,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,12255.1455,47517.5,,,,,,,67154.664,,
12,DZA,Algeria,Northern Africa and Western Asia,484,MEX,Mexico,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,35499.363,125825.82,,,,,,,177824.83,,
12,DZA,Algeria,Northern Africa and Western Asia,604,PER,Peru,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,5338.6196,19037.97,,,,,,,26905.637,,
12,DZA,Algeria,Northern Africa and Western Asia,616,POL,Poland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,5805.148,25757.2,,,,,,,36401.664,,
12,DZA,Algeria,Northern Africa and Western Asia,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,4373.431,14349.96,,,,,,,20280.25,,
12,DZA,Algeria,Northern Africa and Western Asia,699,IND,India,Central and Southern Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2018,65565.89,253221,,,,,,,357867.56,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2018,5195.875,25926.9,,,,,,,36641.496,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,75345.28,264648,,,,,,,374016.9,,
12,DZA,Algeria,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2018,14939.979,59900,,,,,,,84654.38,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,17097.725,52330,,,,,,,73955.99,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2018,111382.266,422285,,,,,,,596799.25,,
12,DZA,Algeria,Northern Africa and Western Asia,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2018,12058.3955,37135.1,,,,,,,52481.62,,
12,DZA,Algeria,Northern Africa and Western Asia,32,ARG,Argentina,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,63455.426,215256.6,,,,,,,304213.9,,
12,DZA,Algeria,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4129.2856,13505.9,,,,,,,19087.373,,
12,DZA,Algeria,Northern Africa and Western Asia,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,11.0625,30,,,,,,,42.397854,,
12,DZA,Algeria,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,290431.7,982844.5,,,,,,,1389016.5,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2019,9481.216,30186.55,,,,,,,42661.5,,
12,DZA,Algeria,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,18637.451,60158.89,,,,,,,85020.26,,
12,DZA,Algeria,Northern Africa and Western Asia,188,CRI,Costa Rica,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4102.606,13800,,,,,,,19503.012,,
12,DZA,Algeria,Northern Africa and Western Asia,203,CZE,Czech Republic,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,971.474,2838.46,,,,,,,4011.487,,
12,DZA,Algeria,Northern Africa and Western Asia,222,SLV,El Salvador,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,364.49942,960.158,,,,,,,1356.9546,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,0.201536,0.024,,,,,,,0.033918284,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,78839.086,268285.53,,,,,,,379157.7,,
12,DZA,Algeria,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,11530.851,38500,,,,,,,54410.58,,
12,DZA,Algeria,Northern Africa and Western Asia,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,9214.479,31360.9,,,,,,,44321.16,,
12,DZA,Algeria,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,32172.16,114678,,,,,,,162070.03,,
12,DZA,Algeria,Northern Africa and Western Asia,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2019,2060.9104,6300,,,,,,,8903.549,,
12,DZA,Algeria,Northern Africa and Western Asia,466,MLI,Mali,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2019,8109.312,28425.178,,,,,,,40172.22,,
12,DZA,Algeria,Northern Africa and Western Asia,484,MEX,Mexico,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,60012.895,198069.95,,,,,,,279924.7,,
12,DZA,Algeria,Northern Africa and Western Asia,528,NLD,Netherlands,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,4363.6333,15472.1,,,,,,,21866.127,,
12,DZA,Algeria,Northern Africa and Western Asia,604,PER,Peru,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,9001.459,32367.1,,,,,,,45743.184,,
12,DZA,Algeria,Northern Africa and Western Asia,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,743.76605,2627.809,,,,,,,3713.7822,,
12,DZA,Algeria,Northern Africa and Western Asia,699,IND,India,Central and Southern Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2019,45539.883,153667,,,,,,,217171.7,,
12,DZA,Algeria,Northern Africa and Western Asia,703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,17.732485,48,,,,,,,67.83656,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Ammonium nitrate limestone etc. mixes, pack > 10 kg",310240,2019,912.77313,4400.04,,,,,,,6218.408,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2019,4725.134,21870,,,,,,,30908.035,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,46192.695,161483,,,,,,,228217.75,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2019,21604.03,69527.3,,,,,,,98260.27,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2019,119897.766,398475,,,,,,,563149.5,,
12,DZA,Algeria,Northern Africa and Western Asia,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2019,29403.025,101534,,,,,,,143494.12,,
12,DZA,Algeria,Northern Africa and Western Asia,32,ARG,Argentina,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,60699.742,240579,,,,,,,340001.1,,
12,DZA,Algeria,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1779.9424,6761.06,,,,,,,9555.147,,
12,DZA,Algeria,Northern Africa and Western Asia,68,BOL,Bolivia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,152.22255,420,,,,,,,593.56995,,
12,DZA,Algeria,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,418293.4,1593704.5,,,,,,,2252321.8,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2020,933.7521,3277.82,,,,,,,4632.418,,
12,DZA,Algeria,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,23704.02,88519.36,,,,,,,125101.02,,
12,DZA,Algeria,Northern Africa and Western Asia,214,DOM,Dominican Republic,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1536.72,6000,,,,,,,8479.57,,
12,DZA,Algeria,Northern Africa and Western Asia,222,SLV,El Salvador,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,179.06744,523.7963,,,,,,,740.26135,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,65574.82,244688,,,,,,,345808.2,,
12,DZA,Algeria,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1068.8756,3665.56,,,,,,,5180.396,,
12,DZA,Algeria,Northern Africa and Western Asia,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,8850.435,31750,,,,,,,44871.062,,
12,DZA,Algeria,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,12465.287,45472.8,,,,,,,64264.973,,
12,DZA,Algeria,Northern Africa and Western Asia,484,MEX,Mexico,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,31717.514,113150.66,,,,,,,159911.5,,
12,DZA,Algeria,Northern Africa and Western Asia,558,NIC,Nicaragua,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,2062.3054,7700,,,,,,,10882.115,,
12,DZA,Algeria,Northern Africa and Western Asia,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,4224.419,15406.86,,,,,,,21773.926,,
12,DZA,Algeria,Northern Africa and Western Asia,686,SEN,Senegal,Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2020,,,,,,924.74274,,3300,,,
12,DZA,Algeria,Northern Africa and Western Asia,686,SEN,Senegal,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2020,1476.7899,5500,,,,,,,7772.94,,
12,DZA,Algeria,Northern Africa and Western Asia,699,IND,India,Central and Southern Asia,"Urea, including aqueous solution in packs > 10 kg",310210,2020,36773.832,141950,,,,,,,200612.52,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,92681.94,343690,,,,,,,485723.94,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2020,32685.63,118662,,,,,,,167700.47,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2020,78920.79,304239,,,,,,,429969.34,,
12,DZA,Algeria,Northern Africa and Western Asia,854,BFA,Burkina Faso,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2020,33.07308,200,,,,,,,282.65234,,
12,DZA,Algeria,Northern Africa and Western Asia,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2020,44615.12,169255,,,,,,,239201.62,,
12,DZA,Algeria,Northern Africa and Western Asia,32,ARG,Argentina,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,44773.32,101677.3,,,,,,,143696.64,,
12,DZA,Algeria,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,15521.436,31235.9,,,,,,,44144.504,,
12,DZA,Algeria,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,468612.47,1086434.1,,,,,,,1535415.9,,
12,DZA,Algeria,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2021,10277.917,25000,,,,,,,35331.543,,
12,DZA,Algeria,Northern Africa and Western Asia,170,COL,Colombia,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,1754.0243,5850,,,,,,,8267.581,,
12,DZA,Algeria,Northern Africa and Western Asia,218,ECU,Ecuador,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,270.5499,900,,,,,,,1271.9355,,
12,DZA,Algeria,Northern Africa and Western Asia,222,SLV,El Salvador,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,142.14906,315,,,,,,,445.17746,,
12,DZA,Algeria,Northern Africa and Western Asia,251,FRA,France,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,173266.39,386796.1,,,,,,,546644.1,,
12,DZA,Algeria,Northern Africa and Western Asia,372,IRL,Ireland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,16174.18,37639.73,,,,,,,53194.793,,
12,DZA,Algeria,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,44518.15,105505,,,,,,,149106.19,,
12,DZA,Algeria,Northern Africa and Western Asia,484,MEX,Mexico,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,39489.523,98975,,,,,,,139877.58,,
12,DZA,Algeria,Northern Africa and Western Asia,620,PRT,Portugal,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,8730.048,19222.82,,,,,,,27166.877,,
12,DZA,Algeria,Northern Africa and Western Asia,724,ESP,Spain,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,172853.06,325660.12,,,,,,,460243,,
12,DZA,Algeria,Northern Africa and Western Asia,757,CHE,Switzerland,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,555.0651,1452.99,,,,,,,2053.4553,,
12,DZA,Algeria,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2021,2440.676,9000,,,,,,,12719.355,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea-ammonium nitrate mixes in solution, pack > 10 kg",310280,2021,,,,,,34233.7,,93675,,,
12,DZA,Algeria,Northern Africa and Western Asia,842,USA,United States,Northern America,"Urea, including aqueous solution in packs > 10 kg",310210,2021,325875.06,777225,,,,,,,1098422.4,,
12,DZA,Algeria,Northern Africa and Western Asia,858,URY,Uruguay,Latin America and the Caribbean,"Urea, including aqueous solution in packs > 10 kg",310210,2021,19040.078,50180.1,,,,,,,70917.62,,
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),703,SVK,Slovakia,Europe,"Urea, including aqueous solution in packs > 10 kg",310210,2018,,,,,,7.53921,,24,,,
20,AND,Andorra,Europe,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2017,,,,,,0.787187,,0.24,,,
20,AND,Andorra,Europe,894,ZMB,Zambia,Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2017,5.587922,13,,,,,,,18.372402,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Calcium-ammonium nitrate mix, double salts pack > 10 kg",310260,2017,,,,,,0.211305,,0.6,,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2017,25.983496,56.141308,,,,,,,79.34236,,
24,AGO,Angola,Sub-Saharan Africa,678,STP,Sao Tome and Principe,Sub-Saharan Africa,"Ammonium sulphate, in packs > 10 kg",310221,2017,,,,,,0.115812,,0.35,,,
24,AGO,Angola,Sub-Saharan Africa,678,STP,Sao Tome and Principe,Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2017,0.176845,0.3,,,,,,,0.42397854,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2018,6.050862,2.432,,,,,,,3.4370525,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2018,134.6413,398.99,,,,,,,563.8773,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Ammonium nitrate, including solution, in pack > 10 kg",310230,2019,29.288454,67.742,,,,,,,95.737175,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,26.301851,58.7747,,,,,,,83.06403,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Nitrogenous fertilizers, mixes, nes, pack > 10 kg",310290,2019,,,,,1.78167,,0.01,,,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2019,18.18641,151.6852,,,,,,,214.3709,,
24,AGO,Angola,Sub-Saharan Africa,678,STP,Sao Tome and Principe,Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2019,0.510675,0.03,,,,,,,0.042397853,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Ammonium sulphate-nitrate mix, double salts, pack> 10 kg",310229,2020,4.323325,23.75,,,,,,,33.56497,,
24,AGO,Angola,Sub-Saharan Africa,180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,"Urea, including aqueous solution in packs > 10 kg",310210,2020,323.3333,437.45035,,,,,,,618.2319,,
