# File: A25.stubtech_cost.csv
# Title: Regional hydrogen non-energy costs
# Units: $1975/GJ
# Source: H2A 2018 (electrolyzer) and ATB (solar panels and wind turbines)
# Comments: Non-energy costs refer to the LCOH for the electrolyzer. Solar panel and wind turbine costs are displayed separately. Electrolyzer capacity factors are based on the renewable they are paired to, and the renewable capacity factors are consistent with GCAMs electricity sector.
# Column types: cccccnnnnnnnnnnnnnnnnnnnnnn 
# ----------
India,H2 central production,solar,electrolysis,solar panels,18.98416361,18.98416361,18.98416361,18.98416361,18.98416361,13.54998968,10.35518368,8.437888653,7.304113858,6.589051941,6.122154979,5.819482355,5.598294247,5.45679051,5.32011847,5.248519061,5.223786895,5.222020311,5.220253728,5.218487145,5.218487145,5.216720561
Indonesia,H2 central production,solar,electrolysis,solar panels,20.26166568,20.26166568,20.26166568,20.26166568,20.26166568,14.46180967,11.05201546,9.005699823,7.795629877,7.032449271,6.534133393,6.211093009,5.97502048,5.823994527,5.67812541,5.601707859,5.57531139,5.573425928,5.571540466,5.569655004,5.569655004,5.567769542
Japan,H2 central production,solar,electrolysis,solar panels,24.83018832,24.83018832,24.83018832,24.83018832,24.83018832,17.72260303,13.54398151,11.03627047,9.553358594,8.618098952,8.007424722,7.611546432,7.322245175,7.137166469,6.958407343,6.864759457,6.832411213,6.830100624,6.827790035,6.825479446,6.825479446,6.823168858
Mexico,H2 central production,solar,electrolysis,solar panels,17.4939199,17.4939199,17.4939199,17.4939199,17.4939199,12.48632486,9.542308926,7.77552023,6.730745972,6.071815922,5.641570048,5.362657016,5.158832021,5.02843623,4.90249285,4.836513946,4.813723237,4.812095329,4.810467421,4.808839514,4.808839514,4.807211606
Middle East,H2 central production,solar,electrolysis,solar panels,17.15590528,17.15590528,17.15590528,17.15590528,17.15590528,12.24506616,9.357934014,7.625282916,6.600695614,5.9544973,5.532564566,5.259040645,5.059153924,4.931277618,4.807767695,4.743063624,4.720713274,4.71911682,4.717520367,4.715923913,4.715923913,4.71432746
Pakistan,H2 central production,solar,electrolysis,solar panels,18.08783292,18.08783292,18.08783292,18.08783292,18.08783292,12.91023162,9.866267279,8.039496669,6.959252657,6.277952141,5.833099557,5.544717516,5.333972727,5.19915004,5.068930923,5.000712056,4.97714761,4.975464435,4.97378126,4.972098086,4.972098086,4.970414911
Russia,H2 central production,solar,electrolysis,solar panels,36.06257045,36.06257045,36.06257045,36.06257045,36.06257045,25.73974116,19.67084506,16.02872585,13.87499212,12.51665097,11.62972727,11.05476631,10.63459443,10.36579205,10.10616802,9.970156825,9.923175271,9.919819446,9.916463621,9.913107795,9.913107795,9.90975197
South Africa,H2 central production,solar,electrolysis,solar panels,17.00523913,17.00523913,17.00523913,17.00523913,17.00523913,12.13752786,9.275751007,7.558316353,6.542727155,5.902203867,5.48397662,5.212854834,5.014723552,4.887970279,4.765545042,4.701409213,4.679255148,4.677672714,4.676090281,4.674507848,4.674507848,4.672925415
South America_Northern,H2 central production,solar,electrolysis,solar panels,19.31853435,19.31853435,19.31853435,19.31853435,19.31853435,13.78864755,10.53757098,8.586506366,7.432762237,6.705105835,6.229985351,5.921981712,5.696897787,5.552901725,5.413822461,5.340961962,5.315794184,5.313996486,5.312198787,5.310401089,5.310401089,5.308603391
South America_Southern,H2 central production,solar,electrolysis,solar panels,19.51280014,19.51280014,19.51280014,19.51280014,19.51280014,13.9273052,10.64353604,8.672851659,7.507505562,6.772531899,6.292633638,5.981532736,5.754185383,5.608741307,5.468263472,5.394670293,5.36924943,5.367433654,5.365617878,5.363802102,5.363802102,5.361986326
South Asia,H2 central production,solar,electrolysis,solar panels,18.43092914,18.43092914,18.43092914,18.43092914,18.43092914,13.15511732,10.05341402,8.1919926,7.091258149,6.397034491,5.94374379,5.64989162,5.435149352,5.297769302,5.165080144,5.095567278,5.071555853,5.069840751,5.06812565,5.066410548,5.066410548,5.064695446
South Korea,H2 central production,solar,electrolysis,solar panels,22.44422551,22.44422551,22.44422551,22.44422551,22.44422551,16.01961668,12.24252395,9.975781897,8.635364816,7.789975405,7.2379816,6.880143733,6.618641784,6.451347514,6.289765569,6.205116421,6.175876559,6.173787998,6.171699436,6.169610874,6.169610874,6.167522313
Southeast Asia,H2 central production,solar,electrolysis,solar panels,19.75332588,19.75332588,19.75332588,19.75332588,19.75332588,14.09898099,10.77473425,8.779758102,7.600047293,6.856013932,6.370200176,6.05526447,5.825114705,5.677877803,5.53566836,5.46116803,5.435433815,5.433595657,5.431757499,5.42991934,5.42991934,5.428081182
Taiwan,H2 central production,solar,electrolysis,solar panels,23.48456153,23.48456153,23.48456153,23.48456153,23.48456153,16.76215886,12.80999012,10.43817991,9.03563174,8.15105679,7.573476937,7.199052549,6.925429447,6.750380743,6.581309143,6.492736332,6.462141143,6.459955772,6.457770401,6.455585031,6.455585031,6.45339966
USA,H2 central production,solar,electrolysis,solar panels,23.47964901,23.47964901,23.47964901,23.47964901,23.47964901,16.75865254,12.80731051,10.43599644,9.033741659,8.149351745,7.57189271,7.197546644,6.923980779,6.748968692,6.579932458,6.491378176,6.460789386,6.458604472,6.456419559,6.454234645,6.454234645,6.452049732
Colombia,H2 central production,solar,electrolysis,solar_panels,21.45830355,21.45830355,21.45830355,21.45830355,21.45830355,15.31591265,11.70473871,9.537569296,8.25603358,7.447780134,6.920034117,6.577915224,6.32790044,6.167955014,6.013470983,5.932540273,5.904584849,5.902588033,5.900591217,5.898594401,5.898594401,5.896597585
Africa_Eastern,H2 central production,wind,electrolysis,wind turbines,9.202293154,9.202293154,9.202293154,9.202293154,9.202293154,8.131631489,7.311474078,6.697264761,6.205535029,5.822842298,5.50779605,5.26875843,5.058015369,4.884225881,4.744721289,4.644812963,4.613904386,4.584061623,4.55421886,4.539297478,4.525441909,4.510520528
Africa_Northern,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Africa_Southern,H2 central production,wind,electrolysis,wind turbines,11.09688292,11.09688292,11.09688292,11.09688292,11.09688292,9.805790913,8.816777565,8.076113388,7.483145182,7.021662771,6.64175406,6.353502813,6.099371475,5.889801798,5.721575672,5.601097985,5.563825878,5.527839016,5.491852154,5.473858723,5.457150538,5.439157107
Africa_Western,H2 central production,wind,electrolysis,wind turbines,8.983190936,8.983190936,8.983190936,8.983190936,8.983190936,7.938021215,7.137391362,6.537806076,6.057784195,5.684203196,5.376658049,5.143311801,4.937586432,4.767934788,4.631751734,4.534222178,4.50404952,4.474917299,4.445785077,4.431218967,4.417693292,4.403127182
Argentina,H2 central production,wind,electrolysis,wind turbines,8.38431154,8.38431154,8.38431154,8.38431154,8.38431154,7.408819801,6.661565271,6.101952338,5.653931915,5.305256316,5.018214179,4.800424348,4.608414003,4.450072469,4.322968285,4.2319407,4.203779552,4.176589479,4.149399405,4.135804369,4.123180406,4.10958537
Australia_NZ,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Brazil,H2 central production,wind,electrolysis,wind turbines,8.983190936,8.983190936,8.983190936,8.983190936,8.983190936,7.938021215,7.137391362,6.537806076,6.057784195,5.684203196,5.376658049,5.143311801,4.937586432,4.767934788,4.631751734,4.534222178,4.50404952,4.474917299,4.445785077,4.431218967,4.417693292,4.403127182
Canada,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Central America and Caribbean,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Central Asia,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
China,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Colombia,H2 central production,wind,electrolysis,wind turbines,9.432350483,9.432350483,9.432350483,9.432350483,9.432350483,8.334922276,7.49426093,6.86469638,6.360673405,5.968413355,5.645490951,5.400477391,5.184465753,5.006331528,4.863339321,4.760933287,4.729251996,4.698663164,4.668074331,4.652779915,4.638577957,4.623283541
EU-12,H2 central production,wind,electrolysis,wind turbines,8.38431154,8.38431154,8.38431154,8.38431154,8.38431154,7.408819801,6.661565271,6.101952338,5.653931915,5.305256316,5.018214179,4.800424348,4.608414003,4.450072469,4.322968285,4.2319407,4.203779552,4.176589479,4.149399405,4.135804369,4.123180406,4.10958537
EU-15,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Europe_Eastern,H2 central production,wind,electrolysis,wind turbines,9.202293154,9.202293154,9.202293154,9.202293154,9.202293154,8.131631489,7.311474078,6.697264761,6.205535029,5.822842298,5.50779605,5.26875843,5.058015369,4.884225881,4.744721289,4.644812963,4.613904386,4.584061623,4.55421886,4.539297478,4.525441909,4.510520528
Europe_Non_EU,H2 central production,wind,electrolysis,wind turbines,8.574864075,8.574864075,8.574864075,8.574864075,8.574864075,7.577202069,6.812964482,6.240633073,5.782430368,5.425830323,5.132264501,4.909524901,4.713150685,4.55121048,4.421217565,4.32812117,4.299319997,4.271511967,4.243703937,4.229799923,4.216889052,4.202985037
European Free Trade Association,H2 central production,wind,electrolysis,wind turbines,8.38431154,8.38431154,8.38431154,8.38431154,8.38431154,7.408819801,6.661565271,6.101952338,5.653931915,5.305256316,5.018214179,4.800424348,4.608414003,4.450072469,4.322968285,4.2319407,4.203779552,4.176589479,4.149399405,4.135804369,4.123180406,4.10958537
India,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
Indonesia,H2 central production,wind,electrolysis,wind turbines,9.202293154,9.202293154,9.202293154,9.202293154,9.202293154,8.131631489,7.311474078,6.697264761,6.205535029,5.822842298,5.50779605,5.26875843,5.058015369,4.884225881,4.744721289,4.644812963,4.613904386,4.584061623,4.55421886,4.539297478,4.525441909,4.510520528
Japan,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Mexico,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
Middle East,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
Pakistan,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
Russia,H2 central production,wind,electrolysis,wind turbines,8.38431154,8.38431154,8.38431154,8.38431154,8.38431154,7.408819801,6.661565271,6.101952338,5.653931915,5.305256316,5.018214179,4.800424348,4.608414003,4.450072469,4.322968285,4.2319407,4.203779552,4.176589479,4.149399405,4.135804369,4.123180406,4.10958537
South Africa,H2 central production,wind,electrolysis,wind turbines,8.574864075,8.574864075,8.574864075,8.574864075,8.574864075,7.577202069,6.812964482,6.240633073,5.782430368,5.425830323,5.132264501,4.909524901,4.713150685,4.55121048,4.421217565,4.32812117,4.299319997,4.271511967,4.243703937,4.229799923,4.216889052,4.202985037
South America_Northern,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
South America_Southern,H2 central production,wind,electrolysis,wind turbines,8.574864075,8.574864075,8.574864075,8.574864075,8.574864075,7.577202069,6.812964482,6.240633073,5.782430368,5.425830323,5.132264501,4.909524901,4.713150685,4.55121048,4.421217565,4.32812117,4.299319997,4.271511967,4.243703937,4.229799923,4.216889052,4.202985037
South Asia,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
South Korea,H2 central production,wind,electrolysis,wind turbines,10.48038943,10.48038943,10.48038943,10.48038943,10.48038943,9.261024751,8.326956589,7.627440422,7.067414894,6.631570395,6.272767723,6.000530435,5.760517504,5.562590587,5.403710357,5.289925874,5.25472444,5.220736849,5.186749257,5.169755461,5.153975508,5.136981712
Southeast Asia,H2 central production,wind,electrolysis,wind turbines,8.774279519,8.774279519,8.774279519,8.774279519,8.774279519,7.753416071,6.971405517,6.385764074,5.916905493,5.552012424,5.251619489,5.023699899,4.82275884,4.657052584,4.524036578,4.428775151,4.399304182,4.370849455,4.342394727,4.328167363,4.314956239,4.300728875
Taiwan,H2 central production,wind,electrolysis,wind turbines,9.674205623,9.674205623,9.674205623,9.674205623,9.674205623,8.548638232,7.686421467,7.040714236,6.523767595,6.121449595,5.790247129,5.53895117,5.317400773,5.134699003,4.988040329,4.883008499,4.850514868,4.819141706,4.787768545,4.772081964,4.757515853,4.741829273
USA,H2 central production,wind,electrolysis,wind turbines,8.202043898,8.202043898,8.202043898,8.202043898,8.202043898,7.247758501,6.516748635,5.9693012,5.531020352,5.189924657,4.909122566,4.696067297,4.50823109,4.353331763,4.228990714,4.139941989,4.11239304,4.085794055,4.059195071,4.045895578,4.03354605,4.020246557
