# File: OTAQ_trn_data_DECARB_high_elec.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnnnnnnnnn
# Source: 2021.10.05 Vehicle tables.xlsx workbook. BEV 3-wheeler data from UCD_trn_data_CORE file of CMP 316
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
USA,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Western Europe,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Brazil,Freight,Rail,All,Liquids,Liquids,Locomotive CAPEX,2005$/vkt,2.282330064,2.282330064,2.282330064,2.282330064,2.282330064,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Africa,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Australia_NZ,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Canada,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
China,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Eastern Europe,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Former Soviet Union,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
India,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Japan,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Korea,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Latin America,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Middle East,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Southeast Asia,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
USA,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Western Europe,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Brazil,Freight,Rail,All,BEV,Electricity,Locomotive CAPEX,2005$/vkt,136.9398038,136.9398038,136.9398038,27.38796077,19.0194172,10.65087363,10.46067946,10.27048529,10.08029112,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944,9.890096944
Africa,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Australia_NZ,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Canada,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
China,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Eastern Europe,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Former Soviet Union,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
India,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Japan,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Korea,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Latin America,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Middle East,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Southeast Asia,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
USA,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Western Europe,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Brazil,Freight,Rail,All,FCEV,Hydrogen,Locomotive CAPEX,2005$/vkt,30.43106752,30.43106752,30.43106752,30.43106752,6.086213504,5.629747491,5.173281478,4.716815466,4.260349453,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344,3.80388344
Africa,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Australia_NZ,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Canada,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
China,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Eastern Europe,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Former Soviet Union,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
India,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Japan,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Korea,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Latin America,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Middle East,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Southeast Asia,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
USA,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Western Europe,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Brazil,Freight,Rail,All,Hybrid Liquids,Liquids,Locomotive CAPEX,2005$/vkt,15.21553376,15.21553376,15.21553376,3.043106752,2.85291258,2.662718408,2.615169865,2.567621322,2.520072779,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236,2.472524236
Africa,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Australia_NZ,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
China,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
Eastern Europe,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917
Former Soviet Union,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
India,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Japan,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Korea,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Latin America,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Middle East,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Southeast Asia,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
USA,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Western Europe,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838
Brazil,Freight,Rail,All,BEV,Electricity,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Africa,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Australia_NZ,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
China,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
Eastern Europe,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917
Former Soviet Union,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
India,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Japan,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Korea,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Latin America,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Middle East,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Southeast Asia,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
USA,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Western Europe,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838
Brazil,Freight,Rail,All,FCEV,Hydrogen,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Africa,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Australia_NZ,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
China,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
Eastern Europe,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917
Former Soviet Union,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716,3716
India,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Japan,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Korea,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746,274.746
Latin America,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Middle East,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
Southeast Asia,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082,1518.082
USA,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Western Europe,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838,373.838
Brazil,Freight,Rail,All,Hybrid Liquids,Liquids,load factor,tonnes/veh,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
