# File: OTAQ_trn_data_EMF37.csv
# Title: OTAQ-specific assumptions to layer into UCD_trn_data_CORE.csv database
# Units: Various
# Column types: ccccccccnnnnnnnnnnnnn
# ----------
UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095
Middle East,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6319,1.6319,1.6319,1.6319,1.638283017,1.64275113,1.647219242,1.651687354,1.656155466,1.660623578,1.660623578,1.660623578,1.660623578
Middle East,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7609,1.7609,1.7609,1.901326383,1.840687717,1.841326019,1.841964321,1.842602623,1.843240924,1.843879226,1.843879226,1.843879226,1.843879226
Southeast Asia,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6319,1.6319,1.6319,1.6319,1.638283017,1.64275113,1.647219242,1.651687354,1.656155466,1.660623578,1.660623578,1.660623578,1.660623578
Southeast Asia,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7609,1.7609,1.7609,1.901326383,1.840687717,1.841326019,1.841964321,1.842602623,1.843240924,1.843879226,1.843879226,1.843879226,1.843879226
USA,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6619,1.6619,1.6619,1.6619,1.668283017,1.67275113,1.677219242,1.681687354,1.686155466,1.690623578,1.690623578,1.690623578,1.690623578
USA,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.7932,1.7932,1.7932,1.933626383,1.872987717,1.873626019,1.874264321,1.874902623,1.875540924,1.876179226,1.876179226,1.876179226,1.876179226
Western Europe,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.6782,1.6782,1.6782,1.6782,1.684583017,1.68905113,1.693519242,1.697987354,1.702455466,1.706923578,1.706923578,1.706923578,1.706923578
Western Europe,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.8109,1.8109,1.8109,1.951326383,1.890687717,1.891326019,1.891964321,1.892602623,1.893240924,1.893879226,1.893879226,1.893879226,1.893879226
Brazil,Passenger,Bus,All,Liquids,Liquids,CAPEX and non-fuel OPEX,2005$/vkt,1.631913972,1.631913972,1.631913972,1.631913972,1.638296989,1.642765102,1.647233214,1.651701326,1.656169438,1.66063755,1.66063755,1.66063755,1.66063755
Brazil,Passenger,Bus,All,NG,Natural Gas,CAPEX and non-fuel OPEX,2005$/vkt,1.760917099,1.760917099,1.760917099,1.901343482,1.840704816,1.841343118,1.84198142,1.842619722,1.843258023,1.843896325,1.843896325,1.843896325,1.843896325
Africa,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,6.2207,6.2176,6.2145,6.2114,6.208266667,6.205133333,6.202,6.1989,6.1958,6.1927,6.1835,6.1742,6.1649
Africa,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,6.8427,6.8393,6.8359,6.8325,6.829066667,6.825633333,6.8222,6.8188,6.8154,6.812,6.8018,6.7916,6.7814
Australia_NZ,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,10.6486,10.6433,10.638,10.6327,10.62736667,10.62203333,10.6167,10.6114,10.6061,10.6008,10.5849,10.5691,10.5532
Australia_NZ,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,11.7135,11.70766667,11.70183334,11.696,11.69013333,11.68426667,11.6784,11.67256667,11.66673333,11.6609,11.6434,11.626,11.6086
Canada,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,10.2371,10.2354,10.2337,10.232,10.2303,10.2286,10.2269,10.2252,10.2235,10.2218,10.2166,10.2115,10.2064
Canada,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,11.2608,11.25893333,11.25706667,11.2552,11.2533,11.2514,11.2495,11.24763333,11.24576667,11.2439,11.2383,11.2327,11.2271
China,Passenger,Bus,Light Bus,Liquids,Liquids,intensity,MJ/vkm,7.1263,7.122733333,7.119166667,7.1156,7.112033333,7.108466667,7.1049,7.101366667,7.097833333,7.0943,7.0837,7.073,7.0624
China,Passenger,Bus,Light Bus,NG,Natural Gas,intensity,MJ/vkm,7.8389,7.835,7.8311,7.8272,7.823266667,7.819333333,7.8154,7.8115,7.8076,7.8037,7.792,7.7803,7.7687
China,Passenger,Bus,Heavy Bus,Liquids,Liquids,intensity,MJ/vkm,9.0213,9.0168,9.0123,9.0078,9.0033,8.9988,8.9943,8.9898,8.9853,8.9808,8.9673,8.9539,8.9404
China,Passenger,Bus,Heavy Bus,NG,Natural Gas,intensity,MJ/vkm,9.9234,9.918433333,9.913466667,9.9085,9.903566667,9.898633333,9.8937,9.888766667,9.883833333,9.8789,9.864,9.8493,9.8345
Eastern Europe,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,8.7941,8.792633333,8.791166667,8.7897,8.788233333,8.786766667,8.7853,8.783833333,8.782366667,8.7809,8.7765,8.7721,8.7677
Eastern Europe,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,9.6735,9.6719,9.6703,9.6687,9.667066667,9.665433333,9.6638,9.6622,9.6606,9.659,9.6542,9.6493,9.6445
Former Soviet Union,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,11.6552,11.64936667,11.64353334,11.6377,11.6319,11.6261,11.6203,11.6145,11.6087,11.6029,11.5855,11.5681,11.5508
Former Soviet Union,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,12.8207,12.8143,12.8079,12.8015,12.7951,12.7887,12.7823,12.77593333,12.76956667,12.7632,12.744,12.7249,12.7058
India,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,4.9765,4.974033333,4.971566667,4.9691,4.9666,4.9641,4.9616,4.959133333,4.956666667,4.9542,4.9468,4.9394,4.9319
India,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,5.4742,5.471466667,5.468733334,5.466,5.463266667,5.460533333,5.4578,5.455066667,5.452333333,5.4496,5.4414,5.4333,5.4251
Japan,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,27.5181,27.50436667,27.49063334,27.4769,27.46316667,27.44943333,27.4357,27.42196667,27.40823333,27.3945,27.3535,27.3125,27.2715
Japan,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,30.2699,30.25476667,30.23963334,30.2245,30.2094,30.1943,30.1792,30.16413333,30.14906667,30.134,30.0888,30.0437,29.9987
Korea,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,5.2856,5.282966667,5.280333334,5.2777,5.275066667,5.272433333,5.2698,5.267166667,5.264533333,5.2619,5.254,5.2461,5.2382
Korea,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,5.8142,5.811266667,5.808333334,5.8054,5.8025,5.7996,5.7967,5.7938,5.7909,5.788,5.7794,5.7707,5.7621
Latin America,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,9.2372,9.2326,9.228,9.2234,9.218766667,9.214133333,9.2095,9.2049,9.2003,9.1957,9.182,9.1682,9.1544
Latin America,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,10.1609,10.15583333,10.15076667,10.1457,10.14063333,10.13556667,10.1305,10.12543333,10.12036667,10.1153,10.1001,10.085,10.0699
Middle East,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,7.92,7.916033333,7.912066667,7.9081,7.904166667,7.900233333,7.8963,7.892333333,7.888366667,7.8844,7.8726,7.8608,7.849
Middle East,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,7.92,7.916033333,7.912066667,7.9081,7.904166667,7.900233333,7.8963,7.892333333,7.888366667,7.8844,7.8726,7.8608,7.849
Southeast Asia,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,4.9765,4.974033333,4.971566667,4.9691,4.9666,4.9641,4.9616,4.959133333,4.956666667,4.9542,4.9468,4.9394,4.9319
Southeast Asia,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,5.4742,5.471466667,5.468733334,5.466,5.463266667,5.460533333,5.4578,5.455066667,5.452333333,5.4496,5.4414,5.4333,5.4251
USA,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,10.2371,10.19839826,10.19331501,9.616336328,9.101175523,8.63840392,8.63840392,8.199163043,7.759922167,7.32068129,7.32068129,7.32068129,7.32068129
USA,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,11.2608,11.25516667,11.24953334,14.85801071,11.88640857,11.6207905,11.36678415,11.12296208,10.87914002,10.63531795,10.61937949,10.6035359,10.58759744
Western Europe,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,9.471,9.466266667,9.461533334,9.4568,9.4521,9.4474,9.4427,9.437966667,9.433233333,9.4285,9.4144,9.4003,9.3862
Western Europe,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,10.4181,10.4129,10.4077,10.4025,10.3973,10.3921,10.3869,10.38173333,10.37656667,10.3714,10.3558,10.3403,10.3248
Brazil,Passenger,Bus,All,Liquids,Liquids,intensity,MJ/vkm,11.6567853,11.65484289,11.65290048,11.65095807,11.64901663,11.64707519,11.64513375,11.64319328,11.64125282,11.63931235,11.63349386,11.62767828,11.6218656
Brazil,Passenger,Bus,All,NG,Natural Gas,intensity,MJ/vkm,12.82246383,12.82032718,12.81819053,12.81605388,12.8139183,12.81178271,12.80964713,12.80751262,12.8053781,12.80324359,12.79684325,12.7904461,12.78405216
Africa,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
Australia_NZ,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
Canada,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.991836388,2.991836388,2.991836388,2.991836388,2.176416468,2.101550543,2.026684618,1.951818692,1.876952767,1.802086842,1.802086842,1.802086842,1.802086842
China,Passenger,Bus,Heavy Bus,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.700003055,2.578269722,2.456536388,1.641116468,1.566250543,1.491384618,1.416518692,1.341652767,1.266786842,1.266786842,1.266786842,1.266786842
China,Passenger,Bus,Light Bus,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.277736388,2.277736388,2.277736388,2.277736388,1.462316468,1.387450543,1.312584618,1.237718692,1.162852767,1.087986842,1.087986842,1.087986842,1.087986842
Eastern Europe,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,4.374136388,4.374136388,4.374136388,4.374136388,3.558716468,3.483850543,3.408984618,3.334118692,3.259252767,3.184386842,3.184386842,3.184386842,3.184386842
Former Soviet Union,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,4.315036388,4.315036388,4.315036388,4.315036388,3.499616468,3.424750543,3.349884618,3.275018692,3.200152767,3.125286842,3.125286842,3.125286842,3.125286842
India,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
Japan,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,4.689236388,4.689236388,4.689236388,4.689236388,3.873816468,3.798950543,3.724084618,3.649218692,3.574352767,3.499486842,3.499486842,3.499486842,3.499486842
Korea,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.851736388,2.851736388,2.851736388,2.851736388,2.036316468,1.961450543,1.886584618,1.811718692,1.736852767,1.661986842,1.661986842,1.661986842,1.661986842
Latin America,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
Middle East,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
Southeast Asia,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.821736388,2.821736388,2.821736388,2.821736388,2.006316468,1.931450543,1.856584618,1.781718692,1.706852767,1.631986842,1.631986842,1.631986842,1.631986842
USA,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.851736388,2.851736388,2.851736388,2.851736388,2.036316468,1.961450543,1.886584618,1.811718692,1.736852767,1.661986842,1.661986842,1.661986842,1.661986842
Western Europe,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.868036388,2.868036388,2.868036388,2.868036388,2.052616468,1.977750543,1.902884618,1.828018692,1.753152767,1.678286842,1.678286842,1.678286842,1.678286842
Brazil,Passenger,Bus,All,BEV,Electricity,CAPEX and non-fuel OPEX,2005$/vkt,2.82175036,2.82175036,2.82175036,2.82175036,2.00633044,1.931464515,1.85659859,1.781732664,1.706866739,1.632000814,1.632000814,1.632000814,1.632000814
Africa,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia_NZ,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Passenger,Bus,Light Bus,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Passenger,Bus,Heavy Bus,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Europe,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Soviet Union,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Southeast Asia,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
USA,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,Passenger,Bus,All,BEV,Electricity,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,2.448573404,2.447353191,2.446132979,2.444912766,1.541650112,1.41199221,1.302349603,1.220199121,1.138048639,1.055898157,1.054329493,1.052743779,1.051158065
Australia_NZ,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,4.191470213,4.189384043,4.187297872,4.185211702,2.639010515,2.417067855,2.229386493,2.088760888,1.948135282,1.807509677,1.804798618,1.802104608,1.799393548
Canada,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,4.029496809,4.02882766,4.028158511,4.027489362,2.540410067,2.327541205,2.147532917,2.012651131,1.877769344,1.742887558,1.742000922,1.741131336,1.740261751
China,Passenger,Bus,Light Bus,BEV,Electricity,intensity,MJ/vkm,2.805032979,2.803629078,2.802225177,2.800821277,1.766075391,1.617547766,1.491948354,1.397841299,1.303734244,1.209627189,1.207819816,1.205995392,1.204188018
China,Passenger,Bus,Heavy Bus,BEV,Electricity,intensity,MJ/vkm,3.550937234,3.549165957,3.547394681,3.545623404,2.235718792,2.047697417,1.888700908,1.769563432,1.650425956,1.531288479,1.528986636,1.526701843,1.5244
Eastern Europe,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,3.461507447,3.460930142,3.460352837,3.459775532,2.182312975,1.99944875,1.84481328,1.728943569,1.613073858,1.497204147,1.496453917,1.495703687,1.494953456
Former Soviet Union,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,4.587685106,4.585389008,4.58309291,4.580796809,2.888458389,2.64554551,2.440131101,2.286212285,2.13229347,1.978374654,1.975407834,1.972441014,1.969491244
India,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,1.958835106,1.957864184,1.956893263,1.95592234,1.233316779,1.129592251,1.041879682,0.97616157,0.910443458,0.844725346,0.843463594,0.842201843,0.840923041
Japan,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,10.83159255,10.82618688,10.82078121,10.81537553,6.819712529,6.246181016,5.761185585,5.397774261,5.034362937,4.670951613,4.663960829,4.656970046,4.649979263
Korea,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,2.080502128,2.079465603,2.078429078,2.077392553,1.309915884,1.199754202,1.106598184,1.036795563,0.966992943,0.897190323,0.895843318,0.894496313,0.893149309
Latin America,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,3.635919149,3.634108511,3.632297872,3.630487234,2.289223937,2.096697007,1.933890465,1.811903782,1.689917098,1.567930415,1.56559447,1.563241475,1.560888479
Middle East,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,3.117446809,3.115885461,3.114324114,3.112762766,1.962779642,1.797716072,1.658133371,1.553537148,1.448940924,1.3443447,1.342332719,1.340320737,1.338308756
Southeast Asia,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,1.958835106,1.957864184,1.956893263,1.95592234,1.233316779,1.129592251,1.041879682,0.97616157,0.910443458,0.844725346,0.843463594,0.842201843,0.840923041
USA,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,4.029496809,4.014263145,4.012262291,3.582377047,2.145106674,1.965688158,1.813966484,1.700280105,1.586593726,1.472907348,1.472907348,1.472907348,1.472907348
Western Europe,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,3.727946809,3.726083688,3.724220568,3.722357447,2.347165772,2.149777368,1.982859818,1.857781354,1.732702889,1.607624424,1.605220276,1.602816129,1.600411982
Brazil,Passenger,Bus,All,BEV,Electricity,intensity,MJ/vkm,4.588309107,4.587544542,4.586779976,4.586015411,2.892708828,2.650318463,2.445345907,2.291427644,2.137509382,1.983591119,1.982599522,1.98160842,1.98160842
Africa,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878
Australia_NZ,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946,9.9946
Canada,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592
China,Passenger,Bus,Light Bus,BEV,Electricity,load factor,pers/veh,20,20,20,20,20,20,20,20,20,20,20,20,20
China,Passenger,Bus,Heavy Bus,BEV,Electricity,load factor,pers/veh,40,40,40,40,40,40,40,40,40,40,40,40,40
Eastern Europe,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895
Former Soviet Union,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924,15.6924
India,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878
Japan,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442,13.0442
Korea,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772,9.0772
Latin America,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502,20.6502
Middle East,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,25,25,25,25,25,25,25,25,25,25,25,25,25
Southeast Asia,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878,47.4878
USA,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39,18.39
Western Europe,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849,16.4849
Brazil,Passenger,Bus,All,BEV,Electricity,load factor,pers/veh,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081,20.65019081
Africa,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
Australia_NZ,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
Canada,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,2.118959493,2.118959493,2.118959493,2.118959493,1.968255741,1.953864197,1.939472653,1.925081109,1.910689565,1.896298021,1.896298021,1.896298021,1.896298021
China,Passenger,Bus,Heavy Bus,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.82712616,1.705392827,1.583659493,1.432955741,1.418564197,1.404172653,1.389781109,1.375389565,1.360998021,1.360998021,1.360998021,1.360998021
China,Passenger,Bus,Light Bus,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.404859493,1.404859493,1.404859493,1.404859493,1.254155741,1.239764197,1.225372653,1.210981109,1.196589565,1.182198021,1.182198021,1.182198021,1.182198021
Eastern Europe,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,3.501259493,3.501259493,3.501259493,3.501259493,3.350555741,3.336164197,3.321772653,3.307381109,3.292989565,3.278598021,3.278598021,3.278598021,3.278598021
Former Soviet Union,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,3.442159493,3.442159493,3.442159493,3.442159493,3.291455741,3.277064197,3.262672653,3.248281109,3.233889565,3.219498021,3.219498021,3.219498021,3.219498021
India,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
Japan,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,3.816359493,3.816359493,3.816359493,3.816359493,3.665655741,3.651264197,3.636872653,3.622481109,3.608089565,3.593698021,3.593698021,3.593698021,3.593698021
Korea,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.978859493,1.978859493,1.978859493,1.978859493,1.828155741,1.813764197,1.799372653,1.784981109,1.770589565,1.756198021,1.756198021,1.756198021,1.756198021
Latin America,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
Middle East,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
Southeast Asia,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948859493,1.948859493,1.948859493,1.948859493,1.798155741,1.783764197,1.769372653,1.754981109,1.740589565,1.726198021,1.726198021,1.726198021,1.726198021
USA,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.978859493,1.978859493,1.978859493,1.978859493,1.828155741,1.813764197,1.799372653,1.784981109,1.770589565,1.756198021,1.756198021,1.756198021,1.756198021
Western Europe,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.995159493,1.995159493,1.995159493,1.995159493,1.844455741,1.830064197,1.815672653,1.801281109,1.786889565,1.772498021,1.772498021,1.772498021,1.772498021
Brazil,Passenger,Bus,All,FCEV,Hydrogen,CAPEX and non-fuel OPEX,2005$/vkt,1.948873465,1.948873465,1.948873465,1.948873465,1.798169713,1.783778169,1.769386625,1.754995081,1.740603537,1.726211993,1.726211993,1.726211993,1.726211993
Africa,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia_NZ,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Passenger,Bus,Light Bus,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
China,Passenger,Bus,Heavy Bus,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Europe,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Former Soviet Union,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea,Passenger,Bus,All,FCEV,Hydrogen,energy,PJ/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
