UCD_region,UCD_sector,mode,size.class,UCD_technology,UCD_fuel,variable,unit,2005,2010,2015,2020,2025,2030,2035,2050,2065,2080,2095
Australia_NZ,Passenger,LDV_4W,Large Car,FCEV,Hydrogen,load factor,pers/veh,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
Australia_NZ,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
Australia_NZ,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Australia_NZ,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Australia_NZ,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Australia_NZ,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Australia_NZ,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Australia_NZ,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Australia_NZ,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Australia_NZ,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Australia_NZ,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Australia_NZ,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Australia_NZ,Freight,Truck,Truck (0-1t),Liquids,Liquids,load factor,tonnes/veh,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206
Australia_NZ,Freight,Truck,Truck (0-1t),NG,Natural Gas,load factor,tonnes/veh,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206,0.206
Australia_NZ,Freight,Truck,Truck (1-6t),Liquids,Liquids,load factor,tonnes/veh,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Australia_NZ,Freight,Truck,Truck (1-6t),NG,Natural Gas,load factor,tonnes/veh,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Australia_NZ,Freight,Truck,Truck (6-30t),Liquids,Liquids,load factor,tonnes/veh,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
Australia_NZ,Freight,Truck,Truck (6-30t),NG,Natural Gas,load factor,tonnes/veh,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
Canada,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,125.4272,128.6750667,131.9229334,135.1708,137.5951333,140.0194667,142.4438,146.7774,146.7774,146.7774,146.7774
Canada,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,233.1916,239.2299,245.2682,251.3065,255.8137667,260.3210333,264.8283,272.8854,272.8854,272.8854,272.8854
Canada,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592
Canada,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592,13.8592
Canada,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722,149.4722
Canada,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Canada,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Canada,Passenger,LDV_4W,Midsize Car,Liquids,Liquids,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Midsize Car,Hybrid Liquids,Liquids,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Midsize Car,NG,Natural Gas,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Midsize Car,BEV,Electricity,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Midsize Car,FCEV,Hydrogen,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Van,Liquids,Liquids,load factor,pers/veh,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
Canada,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,load factor,pers/veh,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
Canada,Passenger,LDV_4W,Van,NG,Natural Gas,load factor,pers/veh,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
Canada,Passenger,LDV_4W,Van,BEV,Electricity,load factor,pers/veh,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
Canada,Passenger,LDV_4W,Van,FCEV,Hydrogen,load factor,pers/veh,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
Canada,Passenger,LDV_4W,Light Truck and SUV,Liquids,Liquids,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Light Truck and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Light Truck and SUV,NG,Natural Gas,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Light Truck and SUV,BEV,Electricity,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,LDV_4W,Light Truck and SUV,FCEV,Hydrogen,load factor,pers/veh,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68,1.68
Canada,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Canada,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Canada,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Canada,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579,29.8579
Canada,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877,3216.877
Canada,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Canada,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Canada,Freight,Truck,Truck (0-4.5t),Liquids,Liquids,load factor,tonnes/veh,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
Canada,Freight,Truck,Truck (0-4.5t),NG,Natural Gas,load factor,tonnes/veh,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675,0.675
Canada,Freight,Truck,Truck (4.5-15t),Liquids,Liquids,load factor,tonnes/veh,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
Canada,Freight,Truck,Truck (4.5-15t),NG,Natural Gas,load factor,tonnes/veh,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875,4.875
Canada,Freight,Truck,Truck (>15t),Liquids,Liquids,load factor,tonnes/veh,10,10,10,10,10,10,10,10,10,10,10
Canada,Freight,Truck,Truck (>15t),NG,Natural Gas,load factor,tonnes/veh,10,10,10,10,10,10,10,10,10,10,10
China,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,122.325,125.4925,128.66,131.8275,134.1918667,136.5562333,138.9206,143.1471,143.1471,143.1471,143.1471
China,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,223.95,229.749,235.548,241.347,245.6756667,250.0043333,254.333,262.0707,262.0707,262.0707,262.0707
China,Passenger,Bus,Light Bus,Liquids,Liquids,load factor,pers/veh,20,20,20,20,20,20,20,20,20,20,20
China,Passenger,Bus,Light Bus,NG,Natural Gas,load factor,pers/veh,20,20,20,20,20,20,20,20,20,20,20
China,Passenger,Bus,Heavy Bus,Liquids,Liquids,load factor,pers/veh,40,40,40,40,40,40,40,40,40,40,40
China,Passenger,Bus,Heavy Bus,NG,Natural Gas,load factor,pers/veh,40,40,40,40,40,40,40,40,40,40,40
China,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89
China,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
China,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
China,Passenger,LDV_2W,Motorcycle (50-250cc),LA-BEV,Electricity,load factor,pers/veh,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
China,Passenger,LDV_3W,Three-Wheeler,Liquids,Liquids,load factor,pers/veh,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
China,Passenger,LDV_4W,Mini Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Mini Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Mini Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Mini Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Mini Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,2.5,2.444433333,2.388866667,2.3333,2.277766667,2.222233333,2.1667,2,2,2,2
China,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,load factor,pers/veh,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
China,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
China,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,load factor,pers/veh,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
China,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,load factor,pers/veh,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
China,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,load factor,pers/veh,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
China,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89
China,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89
China,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89
China,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89,944.89
China,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
China,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
China,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
China,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
China,Freight,Rail,All,Coal,Coal,load factor,tonnes/veh,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95,2108.95
China,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
China,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
China,Freight,Truck,3W Rural,Liquids,Liquids,load factor,tonnes/veh,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
China,Freight,Truck,3W Rural,NG,Natural Gas,load factor,tonnes/veh,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
China,Freight,Truck,Truck (0-6t),Liquids,Liquids,load factor,tonnes/veh,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525
China,Freight,Truck,Truck (0-6t),NG,Natural Gas,load factor,tonnes/veh,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525
China,Freight,Truck,Truck (6-14t),Liquids,Liquids,load factor,tonnes/veh,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
China,Freight,Truck,Truck (6-14t),NG,Natural Gas,load factor,tonnes/veh,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
China,Freight,Truck,Truck (>14t),Liquids,Liquids,load factor,tonnes/veh,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448
China,Freight,Truck,Truck (>14t),NG,Natural Gas,load factor,tonnes/veh,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448,7.448
Eastern Europe,Passenger,Air Domestic,All,Liquids,Liquids,load factor,pers/veh,121.216,124.3548,127.4936,130.6324,132.9753333,135.3182667,137.6612,141.8494,141.8494,141.8494,141.8494
Eastern Europe,Passenger,Air International,All,Liquids,Liquids,load factor,pers/veh,224.489,230.3019667,236.1149334,241.9279,246.2669667,250.6060333,254.9451,262.7014,262.7014,262.7014,262.7014
Eastern Europe,Passenger,Bus,All,Liquids,Liquids,load factor,pers/veh,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895
Eastern Europe,Passenger,Bus,All,NG,Natural Gas,load factor,pers/veh,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895,15.9895
Eastern Europe,Passenger,HSR,All,Electric,Electricity,load factor,pers/veh,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605,155.6605
Eastern Europe,Passenger,LDV_2W,Moped,Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_2W,Moped,BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_2W,Motorcycle (50-250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),Liquids,Liquids,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_2W,Motorcycle (>250cc),BEV,Electricity,load factor,pers/veh,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Subcompact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Subcompact Car,NG,Natural Gas,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Subcompact Car,BEV,Electricity,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Subcompact Car,FCEV,Hydrogen,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Compact Car,Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Compact Car,Hybrid Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Compact Car,NG,Natural Gas,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Compact Car,BEV,Electricity,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Compact Car,FCEV,Hydrogen,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Van,Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Van,Hybrid Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Van,NG,Natural Gas,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Van,BEV,Electricity,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Van,FCEV,Hydrogen,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,Hybrid Liquids,Liquids,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,NG,Natural Gas,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,BEV,Electricity,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,LDV_4W,Large Car and SUV,FCEV,Hydrogen,load factor,pers/veh,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161,2.0161
Eastern Europe,Passenger,Rail,All,Liquids,Liquids,load factor,pers/veh,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821
Eastern Europe,Passenger,Rail,All,Electric,Electricity,load factor,pers/veh,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086
Eastern Europe,Passenger,Rail,All,Tech-Adv-Liquid,Liquids,load factor,pers/veh,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821,59.0821
Eastern Europe,Passenger,Rail,All,Tech-Adv-Electric,Electricity,load factor,pers/veh,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086,133.3086
Eastern Europe,Freight,Rail,All,Liquids,Liquids,load factor,tonnes/veh,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917
Eastern Europe,Freight,Rail,All,Electric,Electricity,load factor,tonnes/veh,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391
Eastern Europe,Freight,Rail,All,Tech-Adv-Liquid,Liquids,load factor,tonnes/veh,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917,355.917
Eastern Europe,Freight,Rail,All,Tech-Adv-Electric,Electricity,load factor,tonnes/veh,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391,620.391
Eastern Europe,Freight,Ship Domestic,All,Liquids,Liquids,load factor,tonnes/veh,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Eastern Europe,Freight,Ship International,All,Liquids,Liquids,load factor,tonnes/veh,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Eastern Europe,Freight,Truck,Truck (0-3.5t),Liquids,Liquids,load factor,tonnes/veh,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Europe,Freight,Truck,Truck (0-3.5t),NG,Natural Gas,load factor,tonnes/veh,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Europe,Freight,Truck,Truck (3.5-16t),Liquids,Liquids,load factor,tonnes/veh,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141,2.141
